timestep,human_obs,rewards,obs,avg_action_dist,actions,logstd_action_dist,original_rewards
0,"[[-0.01590874 -0.03218152  0.16447009 -0.04393018]
 [-0.00146036  0.00442281  0.          0.        ]]",-1.48938,"[ 1.25290663  1.37071809 -0.00268631 -0.14051543  1.43091664 -0.37768848
  0.23172486 -0.06014918  0.13528359  0.24916952  0.        ]",[-2.29542637  2.47202349],[-1.99795848  3.51213578],[-0.9216311  -0.73301852],-0.0585924228118
1,"[[-0.0556436   0.00764934  0.16447009 -0.04393018]
 [-3.95884428  3.96545741  0.          0.        ]]",-1.41071,"[ 1.25094195  1.37168456 -0.06076271 -0.09089134  1.43091556 -0.37768838
  0.17470577  0.7641031   0.13444684  0.22360559  0.        ]",[-2.19518924  2.39138484],[-2.21764389  2.74783496],[-0.9216311  -0.73301852],-0.0560587119369
2,"[[-0.17374056  0.1259137   0.16447009 -0.04393018]
 [-7.83793658  7.8480279   0.          0.        ]]",-1.28111,"[ 1.23227565  1.35606371 -0.23226037  0.05605735  1.43091448 -0.37768827
  0.11881472  1.5720268   0.12646696  0.14800207  0.        ]",[-2.06776381  1.85824656],[-2.4247831   2.05532171],[-0.9216311  -0.73301852],-0.0488311079554
3,"[[ -0.36865002   0.32105717   0.16447009  -0.04393018]
 [-11.640375    11.65359962   0.           0.        ]]",-1.03603,"[ 1.16023663  1.270549   -0.50648702  0.29279194  1.43091339 -0.37768816
  0.06402813  2.36392501  0.0956538   0.02708712  0.        ]",[-1.89389694  1.06142366],[-1.73009614  0.17604222],[-0.9216311  -0.73301852],-0.038778916533
4,"[[ -0.63884383   0.5588191    0.16447009  -0.04393018]
 [-15.36667955  12.12095787   0.           0.        ]]",-0.876892,"[ 0.98055062  1.07049151 -0.85153782  0.56021261  1.43091231 -0.37768806
  0.01033849  2.46117325  0.01743187 -0.14824734  0.        ]",[-1.82926226  0.61294788],[-1.43270039  0.67345216],[-0.9216311  -0.73301852],-0.0353228877768
5,"[[ -0.98283686   0.82559077   0.16447009  -0.04393018]
 [-19.02057956  14.54799066   0.           0.        ]]",-0.811441,"[ 0.63767438  0.73430772 -1.1964352   0.81535687  1.43091123 -0.37768795
 -0.04230793  2.9662065  -0.13521112 -0.35499733  0.        ]",[-1.59794712 -0.71853459],[-1.9463793  -0.02604043],[-0.9216311  -0.73301852],-0.0565028964594
6,"[[ -1.39918226   1.11262291   0.16447009  -0.04393018]
 [-22.60220303  14.15635428   0.           0.        ]]",-0.745936,"[ 0.10717928  0.26731475 -1.42056221  1.01710806  1.43091015 -0.37768784
 -0.09391296  2.88470451 -0.38068046 -0.54350006  0.        ]",[-1.56600809 -1.74800789],[-1.01155181 -1.31357674],[-0.9216311  -0.73301852],-0.095375811655
7,"[[ -1.88644828   1.35319604   0.16447009  -0.04393018]
 [-26.11281383   9.91491061   0.           0.        ]]",-0.947455,"[-0.55779815 -0.18108516 -1.36978421  1.11623848  1.43090907 -0.37768774
 -0.14449482  2.0021047  -0.72896686 -0.68139694  0.        ]",[-1.79979837 -2.03858542],[-1.79062932 -1.76045148],[-0.9216311  -0.73301852],-0.147022408154
8,"[[ -2.44323362   1.50977211   0.16447009  -0.04393018]
 [-29.55424744   5.75638339   0.           0.        ]]",-1.40486,"[-1.18719542 -0.48784429 -0.9198311   1.14330231  1.43090799 -0.37768763
 -0.19407996  1.13676137 -1.17132254 -0.69254733  0.        ]",[-2.16123033 -2.17328739],[-2.19400065 -2.32721472],[-0.9216311  -0.73301852],-0.206558404854
9,"[[ -3.06816168   1.58399358   0.16447009  -0.04393018]
 [-32.92720958   1.67918685   0.           0.        ]]",-1.72014,"[-1.50697278 -0.63475358 -0.08672132  1.14551253  1.43090691 -0.37768752
 -0.24267853  0.28834268 -1.63888152 -0.4615096   0.        ]",[-2.60758877 -1.87918222],[-2.40342592 -1.95035525],[-0.9216311  -0.73301852],-0.264934174477
10,"[[ -3.7598707    1.57747112   0.16447009  -0.04393018]
 [-36.23247715  -2.31827879   0.           0.        ]]",-1.83145,"[-1.25487767 -0.62183719  0.86837331  1.14559263  1.43090583 -0.37768741
 -0.29030174 -0.54348486 -1.96073212  0.08629223  0.        ]",[-3.02540541 -0.97822201],[-2.46722805 -0.37183078],[-0.9216311  -0.73301852],-0.309342117888
11,"[[ -4.51702233   1.51673911   0.16447009  -0.04393018]
 [-39.4717798   -3.75032176   0.           0.        ]]",-1.38935,"[-0.39706827 -0.50161797  1.45539007  1.14379959  1.43090475 -0.37768731
 -0.3369745  -0.84147662 -1.86418771  0.82704397  0.        ]",[-3.14315915  0.19849998],[-3.42083132  0.82453282],[-0.9216311  -0.73301852],-0.318959311058
12,"[[ -5.33832473   1.47516926   0.16447009  -0.04393018]
 [-42.64807256  -0.4179524    0.           0.        ]]",-1.61884,"[ 0.68077982 -0.41953089  1.20592112  1.13992616  1.43090366 -0.3776872
 -0.38273939 -0.14804776 -1.24741428  1.28621372  0.        ]",[-2.97874689 -0.14421007],[-2.83443544 -0.47974826],[-0.9216311  -0.73301852],-0.273094124278
13,"[[ -6.22251749e+00   1.44775733e+00   1.64470094e-01  -4.39301842e-02]
 [ -4.57606975e+01  -2.31710469e+00   0.00000000e+00   0.00000000e+00]]",-1.42742,"[ 1.25053784 -0.36557109  0.10926303  1.13619863  1.43090258 -0.37768709
 -0.42758693 -0.54324005 -0.47482392  1.04175674  0.        ]",[-2.70472097  0.44229659],[-2.79288154 -0.12398206],[-0.9216311  -0.73301852],-0.169913967143
14,"[[ -7.16834093e+00   1.39686190e+00   1.64470094e-01  -4.39301842e-02]
 [ -4.88114314e+01  -2.77111761e+00   0.00000000e+00   0.00000000e+00]]",-1.01494,"[ 0.74616036 -0.2658995  -1.11151282  1.12681684  1.4309015  -0.37768699
 -0.47154272 -0.63771488 -0.16407917  0.14159706  0.        ]",[-2.21564817 -0.30360398],[-2.41964974 -0.31291941],[-0.9216311  -0.73301852],-0.0210573784713
15,"[[ -8.17456735e+00   1.32945895e+00   1.64470094e-01  -4.39301842e-02]
 [ -5.18011337e+01  -3.96538122e+00   0.00000000e+00   0.00000000e+00]]",-1.01786,"[-0.56427283 -0.13530898 -1.36752708  1.10950578  1.43090042 -0.37768688
 -0.51461913 -0.88622753 -0.74144535 -0.69779909  0.        ]",[-2.3880918  -0.34361526],[-2.55210553 -0.48708192],[-0.9216311  -0.73301852],-0.150318983534
