timestep,human_obs,rewards,obs,avg_action_dist,actions,logstd_action_dist,original_rewards
0,"[[ 0.09913382 -0.03135877  0.13883452 -0.14726353]
 [-0.00192514  0.00325076  0.          0.        ]]",-1.3464,"[ 1.24656777  1.37306987  0.16541369 -0.13898104  1.20840403 -1.27515603
  0.23123609 -0.0599837   0.28356084  1.07222529  0.        ]",[-3.00078869  2.16451526],[-3.26879108  1.84619879],[-0.92980677 -0.75134051],-0.179041281683
1,"[[ 0.05938975  0.00844888  0.13883452 -0.14726353]
 [-3.95929987  3.96430856  0.          0.        ]]",-1.47875,"[ 1.2509155   1.37397483  0.10747313 -0.08942524  1.2084033  -1.27515521
  0.17428864  0.76566917  0.28541725  1.04670351  0.        ]",[-2.89304614  1.99514306],[-2.62169737  2.16920555],[-0.92980677 -0.75134051],-0.175540088643
2,"[[-0.05871622  0.1266905   0.13883452 -0.14726353]
 [-7.83838334  7.84690162  0.          0.        ]]",-1.53722,"[ 1.25096965  1.35812088 -0.06515988  0.05736934  1.20840257 -1.27515439
  0.11846782  1.57496567  0.28543583  0.97059275  0.        ]",[-2.74130797  1.43849885],[-2.64078784  2.22144866],[-0.92980677 -0.75134051],-0.164820536507
3,"[[ -0.25363453   0.32181166   0.13883452  -0.14726353]
 [-11.64081338  11.65249519   0.           0.        ]]",-1.42603,"[ 1.2091379   1.27204517 -0.34631844  0.29384548  1.20840184 -1.27515357
  0.06375007  2.36820943  0.26753734  0.84662246  0.        ]",[-2.54744434  0.55756497],[-2.16094915  0.35786588],[-0.92980677 -0.75134051],-0.146281035183
4,"[[ -0.52383975   0.56677516   0.13883452  -0.14726353]
 [-15.36738045  12.83981839   0.           0.        ]]",-1.36669,"[ 1.06803903  1.06336771 -0.71090461  0.56853779  1.20840112 -1.27515275
  0.01012399  2.61569279  0.2081023   0.66778965  0.        ]",[-2.46140671 -0.13669768],[-1.91251903  0.35760125],[-0.92980677 -0.75134051],-0.117138043139
5,"[[ -0.8678425    0.83523302   0.13883452  -0.14726353]
 [-19.02085881  14.00196354   0.           0.        ]]",-1.12021,"[ 0.76479948  0.72036769 -1.09515051  0.82319735  1.20840039 -1.27515193
 -0.04245032  2.85792624  0.07866218  0.44453098  0.        ]",[-2.31727457 -1.11580968],[-2.50580878 -1.2172407 ],[-0.92980677 -0.75134051],-0.0762842261503
6,"[[ -1.28418077   1.07275978   0.13883452  -0.14726353]
 [-22.60116943   9.76467417   0.           0.        ]]",-1.02283,"[ 0.26209732  0.33629586 -1.38220057  0.99385441  1.20839966 -1.27515111
 -0.09397173  1.97469633 -0.15047037  0.19195344  0.        ]",[-2.48086929 -1.19391823],[-2.21491845 -1.16591171],[-0.92980677 -0.75134051],-0.0284232924744
7,"[[ -1.77141994   1.22637281   0.13883452  -0.14726353]
 [-26.1110766    5.61031205   0.           0.        ]]",-1.14947,"[-0.4039791   0.05803761 -1.41252702  1.07197804  1.20839893 -1.27515029
 -0.14448003  1.10875429 -0.51507705 -0.04060735  0.        ]",[-2.63414717 -1.492149  ],[-2.43840947 -2.04713531],[-0.92980677 -0.75134051],-0.0651615329094
8,"[[ -2.32815948   1.29771426   0.13883452  -0.14726353]
 [-29.55133123   1.53725065   0.           0.        ]]",-1.45084,"[-1.0779866  -0.07697832 -1.04207895  1.09896253  1.2083982  -1.27514947
 -0.193986    0.25975927 -1.02483619 -0.11788926  0.        ]",[-2.94248343 -1.44284987],[-3.3069144  -1.96928424],[-0.92980677 -0.75134051],-0.152227058522
9,"[[ -2.95301405   1.28839437   0.13883452  -0.14726353]
 [-32.92271724  -2.45607854   0.           0.        ]]",-1.30111,"[-1.48602137 -0.05917045 -0.25350194  1.09578039  1.20839748 -1.27514865
 -0.24250094 -0.57261618 -1.59473506  0.13214379  0.        ]",[-3.3818469  -0.86970139],[-3.61613604 -1.06234095],[-0.92980677 -0.75134051],-0.248092049504
