timestep,human_obs,rewards,obs,avg_action_dist,actions,logstd_action_dist,original_rewards
0,"[[-0.03747283 -0.00293303 -0.08116827  0.19447654]
 [ 0.00327047 -0.00026614  0.          0.        ]]",-0.641451,"[ 1.17708695  1.17116956 -0.0545821  -0.38581657 -0.69871313  1.69950877
  0.3215449  -0.10365375  1.61564459 -1.42202784  0.        ]",[ 1.63170433  0.49282622],[ 1.1411192   1.21747335],[-0.36455566 -0.16555627],-0.354625836038
1,"[[  2.26698896e-03   3.67740950e-02  -8.11682679e-02   1.94476542e-01]
 [  3.95755179e+00   3.95779243e+00   0.00000000e+00   0.00000000e+00]]",-0.350918,"[ 1.17804523  1.1703172   0.00453731 -0.31566884 -0.69871136  1.69949751
  0.40864843  0.4727539   1.61610428 -1.33343412  0.        ]",[ 1.67476511  0.48109958],[ 2.65583705  1.9898752 ],[-0.36455566 -0.16555627],-0.347585299327
2,"[[ 0.12030836  0.1548564  -0.08116827  0.19447654]
 [ 7.83370781  7.83750816  0.          0.        ]]",-0.23284,"[ 1.16809141  1.15606707  0.17975017 -0.10809664 -0.69870959  1.69948624
  0.49403092  1.03775061  1.58660335 -1.07285933  0.        ]",[ 1.69725084  0.46155244],[ 2.80655494  1.35852634],[-0.36455566 -0.16555627],-0.324433179764
3,"[[  0.31510655   0.34976212  -0.08116827   0.19447654]
 [ 11.63356381  11.64037476   0.           0.        ]]",-0.123247,"[ 1.11024616  1.0947675   0.46231868  0.22486735 -0.69870782  1.69947498
  0.57773251  1.59154985  1.44153497 -0.67562889  0.        ]",[ 1.6903336   0.43939888],[ 1.95782729  1.34046769],[-0.36455566 -0.16555627],-0.279672490482
4,"[[  0.58515666   0.61996834  -0.08116827   0.19447654]
 [ 15.35929407  15.36778018   0.           0.        ]]",0.0638368,"[ 0.94895674  0.93634155  0.82302503  0.64600168 -0.69870604  1.69946372
  0.65980106  2.13434769  1.07752016 -0.26349977  0.        ]",[ 1.63509941  0.37972897],[ 1.0227371   0.19225329],[-0.36455566 -0.16555627],-0.207113210401
5,"[[  0.92900919   0.93188886  -0.08116827   0.19447654]
 [ 19.01404969  15.8226773    0.           0.        ]]",0.417527,"[ 0.62538833  0.66180916  1.1930811   1.03780806 -0.69870427  1.69945246
  0.74030593  2.20057155  0.49521534 -0.07141057  0.        ]",[ 1.5433681   0.31262445],[ 1.77398268  1.4976547 ],[-0.36455566 -0.16555627],-0.109935185592
6,"[[  1.34524171   1.28490175  -0.08116827   0.19447654]
 [ 22.59777805  19.46636608   0.           0.        ]]",0.416007,"[ 0.10907837  0.26523424  1.45145371  1.31462255 -0.6987025   1.69944119
  0.81924589  2.73115196 -0.13437086 -0.30986612  0.        ]",[ 1.49321055  0.15857887],[ 2.484838  -0.7522353],[-0.36455566 -0.16555627],-0.0438344053657
7,"[[  1.83247457   1.6404461   -0.08116827   0.19447654]
 [ 26.11375968  16.09919861   0.           0.        ]]",0.459654,"[-0.55506586 -0.17841222  1.43848122  1.38205409 -0.69870073  1.69942993
  0.89669315  2.24078357 -0.48220913 -0.94086979  0.        ]",[ 1.46828818  0.19887288],[ 2.09027309  0.63047449],[-0.36455566 -0.16555627],-0.142264851057
8,"[[  2.38932387   1.98424323  -0.08116827   0.19447654]
 [ 29.55994693  18.27322393   0.           0.        ]]",0.416236,"[-1.20418438 -0.5975365   1.01788182  1.23744904 -0.69869895  1.69941867
  0.97260253  2.55734203 -0.35679816 -1.61184218  0.        ]",[ 1.5087595   0.11895831],[ 0.58806748  0.41609453],[-0.36455566 -0.16555627],-0.231639750057
9,"[[  2.9980628    2.36257364  -0.08116827   0.19447654]
 [ 31.30805543  19.5556437    0.           0.        ]]",0.127796,"[-1.56158616 -0.98847174  0.21397994  0.86079624 -0.69869718  1.69940741
  1.01110638  2.74405209  0.11881233 -1.87656882  0.        ]",[ 1.52216387  0.05455205],[ 1.89753655 -0.11423063],[-0.36455566 -0.16555627],-0.272234136187
