timestep,human_obs,rewards,obs,avg_action_dist,actions,logstd_action_dist,original_rewards
0,"[[-0.07593587  0.05265106 -0.1167687   0.10215202]
 [ 0.00129234 -0.00158478  0.          0.        ]]",-0.854314,"[ 1.21877113  1.20043976 -0.09832869 -0.20040567 -1.00710598  0.89137005
  0.28946397 -0.10937483  1.81920113 -0.74612296  0.        ]",[ 1.8772099  -1.36361623],[ 2.18314192 -1.98751032],[-0.59120697 -0.34042987],-0.345226335896
1,"[[-0.03620433  0.0128764  -0.1167687   0.10215202]
 [ 3.95867964 -3.96267553  0.          0.        ]]",-1.11357,"[ 1.22183806  1.20239825 -0.03989709 -0.25770507 -1.00710464  0.89136899
  0.35534593 -0.8068955   1.82053642 -0.71957149  0.        ]",[ 1.8339467  -0.84059012],[ 1.51138851 -0.84201745],[-0.59120697 -0.34042987],-0.344169639286
2,"[[ 0.08188689 -0.0990566  -0.1167687   0.10215202]
 [ 7.83752833 -7.21975992  0.          0.        ]]",-1.00628,"[ 1.21812047  1.19514471  0.1339133  -0.41881941 -1.00710329  0.89136793
  0.41992036 -1.38044371  1.8189908  -0.63592666  0.        ]",[ 1.79627609 -0.28633717],[ 2.89474632 -0.33269496],[-0.59120697 -0.34042987],-0.340203043313
3,"[[  0.27677787  -0.2552491   -0.1167687    0.10215202]
 [ 11.63893598  -8.39554238   0.           0.        ]]",-1.25017,"[ 1.17027639  1.15376656  0.41595075 -0.64021754 -1.00710194  0.89136687
  0.48320552 -1.58748734  1.7980185  -0.47903242  0.        ]",[ 1.77726603 -0.03466442],[ 1.15710417  0.57945958],[-0.59120697 -0.34042987],-0.330967362672
4,"[[  0.54693054  -0.39848353  -0.1167687    0.10215202]
 [ 15.36396627  -5.9360438    0.           0.        ]]",-1.09921,"[ 1.02166018  1.08462258  0.7795199  -0.83558657 -1.0071006   0.89136581
  0.54521912 -1.15438493  1.72591853 -0.22037379  0.        ]",[ 1.81592751 -0.36782178],[ 1.20373378 -0.48285087],[-0.59120697 -0.34042987],-0.312812784281
5,"[[  0.89086276  -0.53521623  -0.1167687    0.10215202]
 [ 19.01714727  -7.73116404   0.           0.        ]]",-1.06686,"[ 0.71098833  0.99209208  1.15890325 -1.01145383 -1.00709925  0.89136474
  0.60603652 -1.47048999  1.55592526  0.10002126  0.        ]",[ 1.7245034  0.0581433],[ 0.97661633  0.08358621],[-0.59120697 -0.34042987],-0.283102585102
6,"[[  1.30620089  -0.6849856   -0.1167687    0.10215202]
 [ 22.50511435  -7.24727079   0.           0.        ]]",-0.635989,"[ 0.20480435  0.86309002  1.43522529 -1.18822708 -1.0070979   0.89136368
  0.66410339 -1.38527714  1.25230833  0.39822431  0.        ]",[ 1.62767398  0.10681821],[ 1.78991689 -0.06009836],[-0.59120697 -0.34042987],-0.239595363697
7,"[[  1.79154023  -0.83087436  -0.1167687    0.10215202]
 [ 26.01719963  -7.34114483   0.           0.        ]]",-0.16539,"[-0.4574871   0.71231825  1.45074327 -1.34081823 -1.00709656  0.89136262
  0.7225717  -1.40180493  0.80359922  0.58048326  0.        ]",[ 1.47201252  0.21630758],[ 1.46676105 -0.21447055],[-0.59120697 -0.34042987],-0.179600295408
8,"[[  2.34643108  -0.98474536  -0.1167687    0.10215202]
 [ 29.46051662  -8.04343372   0.           0.        ]]",0.227832,"[-1.12079698  0.53001179  1.06515327 -1.47719322 -1.00709521  0.89136156
  0.77989508 -1.52546948  0.27146693  0.52199557  0.        ]",[ 1.23880911  0.46034735],[ 1.63302376  0.80700546],[-0.59120697 -0.34042987],-0.103675249658
9,"[[  2.96949694  -1.11193032  -0.1167687    0.10215202]
 [ 32.83481384  -4.68605674   0.           0.        ]]",0.516896,"[-1.51372219  0.3642747   0.26567393 -1.56861375 -1.00709386  0.8913605
  0.83606933 -0.93425938 -0.22535491  0.14409057  0.        ]",[ 1.08465958  0.03231674],[ 0.65537147  1.61945164],[-0.59120697 -0.34042987],-0.0241879555492
10,"[[  3.64569153  -1.16495368  -0.1167687    0.10215202]
 [ 34.77803348  -0.62968759   0.           0.        ]]",0.50963,"[-1.36262092  0.29183864 -0.69810687 -1.60063184 -1.00709252  0.89135944
  0.86841898 -0.21996294 -0.49509846 -0.54924911  0.        ]",[ 1.04693842 -0.44938645],[ 1.40522061 -0.9376968 ],[-0.59120697 -0.34042987],-0.100992707172
11,"[[  4.37406441  -1.21463174  -0.1167687    0.10215202]
 [ 38.04854613  -4.32561285   0.           0.        ]]",0.202245,"[-0.61317419  0.22245361 -1.37615018 -1.62725331 -1.00709117  0.89135837
  0.92286525 -0.87078715 -0.30694309 -1.32367445  0.        ]",[ 0.98844546  0.28741997],[ 0.72776159  1.65567765],[-0.59120697 -0.34042987],-0.200194435849
12,"[[  5.15637507  -1.26050039  -0.1167687    0.10215202]
 [ 40.17525553  -0.27461652   0.           0.        ]]",0.0758701,"[ 0.4364164   0.15723572 -1.31683391 -1.64887445 -1.00708983  0.89135731
  0.95826943 -0.15743631  0.33152628 -1.78850697  0.        ]",[ 1.29314864 -0.0995833 ],[ 2.38665591 -0.15713136],[-0.59120697 -0.34042987],-0.279347273149
13,"[[  5.99161049  -1.27211771  -0.1167687    0.10215202]
 [ 43.33779334  -0.8848898    0.           0.        ]]",-0.110129,"[ 1.16456071  0.14055881 -0.41003176 -1.65389084 -1.00708848  0.89135625
  1.01091792 -0.26490083  1.13756058 -1.60827343  0.        ]",[ 1.60995722 -0.03231043],[ 2.23393053 -0.54253968],[-0.59120697 -0.34042987],-0.321776224351
14,"[[  6.88947682  -1.31111884  -0.1167687    0.10215202]
 [ 46.4386525   -3.00793013   0.           0.        ]]",-0.263655,"[ 0.97706024  0.08414801  0.85280982 -1.66937763 -1.00708713  0.89135519
  1.06253945 -0.63875254  1.55576996 -0.77387777  0.        ]",[ 1.73698902  0.29963607],[ 2.51575431  0.54162548],[-0.59120697 -0.34042987],-0.30577386563
15,"[[  7.84873837  -1.34907412  -0.1167687    0.10215202]
 [ 49.47726021  -0.79474556   0.           0.        ]]",0.0872705,"[-0.14844563  0.02868498  1.4864671  -1.68241475 -1.00708579  0.89135413
  1.11312445 -0.24902615  1.20624313  0.15072555  0.        ]",[ 1.66849232 -0.09277141],[ 1.48633738  0.01531227],[-0.59120697 -0.34042987],-0.225750808791
