timestep,human_obs,actions,logstd_action_dist,avg_action_dist,rewards,obs,original_rewards
0,"[[ 0.02410742  0.0400185   0.07100154  0.0959908 ]
 [ 0.00330822  0.00037944  0.          0.        ]]",[-0.52296479  0.89951092],[-0.57313412 -0.32826912],[-0.12685093  0.9826895 ],-0.310788,"[ 1.21841223  1.1722615   0.05036289 -0.26340697  0.62616413  0.81628815
  0.28409872 -0.11270981  0.68434384 -0.56527472  0.        ]",-0.163515652818
1,"[[  3.40230080e-03   7.57697123e-02   7.10015388e-02   9.59908012e-02]
 [ -2.06692286e+00   3.56286588e+00   0.00000000e+00   0.00000000e+00]]",[-0.80276056  0.34073877],[-0.57313412 -0.32826912],[-0.18606785  0.76488101],-0.267991,"[ 1.21880209  1.16928735  0.01981852 -0.20936823  0.62616345  0.81628711
  0.24883563  0.4959365   0.68379902 -0.56809236  0.        ]",-0.163661711088
2,"[[-0.06939303  0.15986827  0.07100154  0.0959908 ]
 [-5.20217414  4.8427169   0.          0.        ]]",[-0.06689757  0.29802889],[-0.57313412 -0.32826912],[-0.26452404  0.79178607],-0.200875,"[ 1.21549326  1.15508613 -0.08749967 -0.08295157  0.62616278  0.81628606
  0.19543173  0.7145969   0.68170877 -0.60864271  0.        ]",-0.166658443829
3,"[[-0.17506376  0.2676011   0.07100154  0.0959908 ]
 [-5.36435872  5.92694909  0.          0.        ]]",[-0.00633449 -0.47223457],[-0.57313412 -0.32826912],[-0.29963255  0.82807684],-0.0929997,"[ 1.19775603  1.12226763 -0.24216841  0.07638178  0.62616211  0.81628501
  0.19266903  0.89983566  0.67379408 -0.67760353  0.        ]",-0.171546187919
4,"[[-0.28153058  0.36620122  0.07100154  0.0959908 ]
 [-5.28260155  3.9396843   0.          0.        ]]",[-0.27934587  0.85654426],[-0.57313412 -0.32826912],[-0.33497947  1.03908193],-0.124244,"[ 1.16458599  1.07813694 -0.39509884  0.21818433  0.62616144  0.81628396
  0.19406148  0.56031278  0.65968904 -0.7530591   0.        ]",-0.176744699715
5,"[[-0.39723487  0.47824418  0.07100154  0.0959908 ]
 [-6.2844912   7.25355909  0.          0.        ]]",[-0.76860603  0.57441962],[-0.57313412 -0.32826912],[-0.35500816  0.87621391],-0.0683807,"[ 1.11156706  1.01220143 -0.55597898  0.37285322  0.62616077  0.81628292
  0.17699579  1.1264835   0.63660802 -0.82905875  0.        ]",-0.181499285779
6,"[[-0.55219447  0.6447043   0.07100154  0.0959908 ]
 [-9.20178852  9.38531155  0.          0.        ]]",[-0.8317166  -1.66755771],[-0.57313412 -0.32826912],[-0.34439364  0.47568828],0.0653388,"[ 1.01411854  0.8850063  -0.75911827  0.5859543   0.6261601   0.81628187
  0.12730428  1.49068782  0.59315001 -0.91311771  0.        ]",-0.185514623143
7,"[[ -0.76740726   0.79082597   0.07100154   0.0959908 ]
 [-12.30919943   5.24061234   0.           0.        ]]",[-0.19533129  1.89275608],[-0.57313412 -0.32826912],[-0.46996987  0.95493507],0.00705093,"[ 0.83279606  0.74704664 -1.00951033  0.7524669   0.62615943  0.81628082
  0.07437449  0.78256933  0.51618077 -1.07815601  0.        ]",-0.197037954374
8,"[[ -1.01891816   0.93432174   0.07100154   0.0959908 ]
 [-12.84014339   9.09609473   0.           0.        ]]",[-0.37812778  0.64988047],[-0.57313412 -0.32826912],[-0.46082777  0.14828703],0.0596134,"[ 0.56366102  0.59058838 -1.24154049  0.89367713  0.62615876  0.81627978
  0.06533066  1.44127124  0.39578093 -1.26368461  0.        ]",-0.211080294546
9,"[[ -1.28819639   1.14025232   0.07100154   0.0959908 ]
 [-14.08357532  11.48894425   0.           0.        ]]",[-0.28157272  0.05510447],[-0.57313412 -0.32826912],[-0.50228304 -0.51914215],0.0720377,"[ 0.22565606  0.3362789  -1.40204723  1.05196789  0.62615809  0.81627873
  0.04415074  1.85008055  0.24245002 -1.38331089  0.        ]",-0.218352307146
10,"[[ -1.57825915   1.36993189   0.07100154   0.0959908 ]
 [-14.9199526   11.47901155   0.           0.        ]]",[ 0.50112447 -0.82449244],[-0.57313412 -0.32826912],[-0.5534789  -0.82556939],0.115791,"[-0.16865047  0.02327685 -1.46052542  1.15970551  0.62615741  0.81627768
  0.02990435  1.84837728  0.06216154 -1.4538764   0.        ]",-0.221660504813
11,"[[ -1.85379977   1.56446343   0.07100154   0.0959908 ]
 [-12.64164273   7.9858446    0.           0.        ]]",[-0.8473226 -0.3376515],[-0.57313412 -0.32826912],[-0.50109512 -0.65099299],-0.0347968,"[-0.5429355  -0.25428664 -1.40187444  1.19011553  0.62615674  0.81627663
  0.06871175  1.25157343 -0.11549306 -1.48518527  0.        ]",-0.223491456893
12,"[[ -2.13777263   1.70917676   0.07100154   0.0959908 ]
 [-15.74536201   6.49039161   0.           0.        ]]",[ 0.07815675 -0.54070443],[-0.57313412 -0.32826912],[-0.54036903 -0.74062705],-0.0621959,"[-0.89802902 -0.46157458 -1.22970715  1.17566961  0.62615607  0.81627559
  0.01584469  0.99607653 -0.30394891 -1.50306674  0.        ]",-0.227398606451
13,"[[ -2.44645307   1.81620317   0.07100154   0.0959908 ]
 [-15.12471479   4.21983662   0.           0.        ]]",[-0.947669   -1.09500099],[-0.57313412 -0.32826912],[-0.49311125 -0.72102416],-0.196566,"[-1.21598921 -0.6124537  -0.93015139  1.14477588  0.6261554   0.81627454
  0.02641644  0.60815576 -0.51124283 -1.49506164  0.        ]",-0.232461146767
14,"[[ -2.7835771    1.86002667   0.07100154   0.0959908 ]
 [-18.57613577   0.17590423   0.           0.        ]]",[ 0.24402263 -0.51495526],[-0.57313412 -0.32826912],[-0.55967897 -0.45058021],-0.198849,"[-1.44821821 -0.67317687 -0.50217956  1.12724792  0.62615473  0.81627349
 -0.03237324 -0.08274289 -0.7495299  -1.454169    0.        ]",-0.239864394547
15,"[[ -3.14171746   1.84303657   0.07100154   0.0959908 ]
 [-17.24229295  -1.8680699    0.           0.        ]]",[-1.12141335 -0.07414979],[-0.57313412 -0.32826912],[-0.52039379 -0.1743651 ],-0.0466909,"[-1.53553517 -0.64972089  0.01500027  1.13437336  0.62615406  0.81627244
 -0.00965323 -0.43195213 -1.01025657 -1.34088555  0.        ]",-0.246536188509
16,"[[ -3.52284835   1.8030903    0.07100154   0.0959908 ]
 [-20.85871887  -2.1257948    0.           0.        ]]",[-0.86361141 -0.82052398],[-0.57313412 -0.32826912],[-0.60325682 -0.05640623],-0.235585,"[-1.43664834 -0.59414611  0.56378306  1.14946716  0.62615339  0.8162714
 -0.07125358 -0.47598359 -1.2443756  -1.10990698  0.        ]",-0.246029727179
17,"[[ -3.97016578   1.72838248   0.07100154   0.0959908 ]
 [-23.8628552   -5.33438857   0.           0.        ]]",[-1.20985376  0.62021056],[-0.57313412 -0.32826912],[-0.69308203  0.6804204 ],-0.0468602,"[-1.08922765 -0.48886366  1.10211898  1.17137176  0.62615272  0.81627035
 -0.12242448 -1.02416564 -1.40671458 -0.71256503  0.        ]",-0.233676596099
18,"[[ -4.48238805   1.64737194   0.07100154   0.0959908 ]
 [-27.34783673  -2.77531875   0.           0.        ]]",[-0.54462269  1.20433184],[-0.57313412 -0.32826912],[-0.72673368  0.5021317 ],-0.047315,"[-0.47232456 -0.37329648  1.45133516  1.18569414  0.62615204  0.8162693
 -0.18178587 -0.58695162 -1.3564208  -0.19752542  0.        ]",-0.201204098296
19,"[[ -5.04554417   1.63211349   0.07100154   0.0959908 ]
 [-28.96256114   1.23603841   0.           0.        ]]",[-0.32720652  0.37649422],[-0.57313412 -0.32826912],[-0.69666463 -0.04649168],-0.0465301,"[ 0.29201148 -0.35142524  1.40906098  1.18728355  0.62615137  0.81626826
 -0.20929018  0.09838327 -1.0273233   0.2048822   0.        ]",-0.14696112437
20,"[[ -5.63204459   1.67151018   0.07100154   0.0959908 ]
 [-29.6851334    2.69872562   0.           0.        ]]",[-1.35951966  0.62309371],[-0.57313412 -0.32826912],[-0.65923584 -0.2743583 ],0.059175,"[ 0.93703129 -0.4078405   0.90902398  1.18245423  0.6261507   0.81626721
 -0.22159797  0.34828131 -0.55756496  0.31859683  0.        ]",-0.0803514039029
21,"[[ -6.25957547   1.74966671   0.07100154   0.0959908 ]
 [-33.05684652   5.10873861   0.           0.        ]]",[-0.69935017 -0.67769812],[-0.57313412 -0.32826912],[-0.61836249 -0.75470912],-0.224067,"[ 1.21842422 -0.51901118  0.04963783  1.16596718  0.62615003  0.81626616
 -0.27903004  0.76002845 -0.11337618  0.11129832  0.        ]",-0.0156971679116
22,"[[ -6.94192851   1.8238574    0.07100154   0.0959908 ]
 [-35.17132048   2.31953104   0.           0.        ]]",[-1.17595234 -0.24729975],[-0.57313412 -0.32826912],[-0.5997656  -0.62717855],-0.20285,"[ 0.93065038 -0.62310727 -0.88830364  1.14189835  0.62614936  0.81626511
 -0.31504683  0.28349502  0.15658753 -0.36090589  0.        ]",-0.0761654957793
23,"[[ -7.67808818   1.85991116   0.07100154   0.0959908 ]
 [-38.4337445    1.2891147    0.           0.        ]]",[-0.3034938  0.0911946],[-0.57313412 -0.32826912],[-0.60924923 -0.67998588],-0.130287,"[ 0.08262359 -0.67301394 -1.43779994  1.12727899  0.62614869  0.81626407
 -0.3706173   0.10744925  0.11626675 -0.9590329   0.        ]",-0.151881589306
24,"[[ -8.45118886   1.88899897   0.07100154   0.0959908 ]
 [-38.87487188   1.61855362   0.           0.        ]]",[-1.5649024  -1.77579077],[-0.57313412 -0.32826912],[-0.79412425 -0.78671253],-0.333386,"[-0.93279621 -0.71289291 -1.20518811  1.11410811  0.62614802  0.81626302
 -0.37813096  0.1637335  -0.2847713  -1.38823902  0.        ]",-0.210077576495
25,"[[ -9.26067696   1.88125817   0.07100154   0.0959908 ]
 [-42.06308728  -2.37949103   0.           0.        ]]",[-1.67467205 -0.47315651],[-0.57313412 -0.32826912],[-0.98732555 -0.29634777],0.0585528,"[-1.51703072 -0.7023151  -0.22621203  1.11772996  0.62614735  0.81626197
 -0.43243739 -0.51932926 -0.87690746 -1.39627259  0.        ]",-0.24171488222
