timestep,human_obs,rewards,obs,avg_action_dist,actions,logstd_action_dist,original_rewards
0,"[[-0.02082536  0.04794836 -0.12077362 -0.01709566]
 [-0.0031825   0.00285008  0.          0.        ]]",-1.83584,"[ 1.24437753  1.31198121 -0.01196425 -0.05492673 -1.03655481 -0.14624328
  0.24196799 -0.06904436  1.82708848  0.12743956  0.        ]",[ 1.00207746 -1.81610763],[ 1.33368062 -2.55666929],[-0.80551022 -0.55358374],-0.33120077457
1,"[[ 0.01881757  0.00826151 -0.12077362 -0.01709566]
 [ 3.95429331 -3.95832855  0.          0.        ]]",-2.00333,"[ 1.2444314   1.31401516  0.04613415 -0.10558846 -1.03655408 -0.14624323
  0.30107084 -0.85857222  1.82711042  0.15327232  0.        ]",[ 1.32898629 -1.08298492],[ 1.58134164 -1.65181671],[-0.80551022 -0.55358374],-0.331443506654
2,"[[ 0.13682438 -0.10986172 -0.12077362 -0.01709566]
 [ 7.83347246 -7.84104343  0.          0.        ]]",-2.17496,"[ 1.23177146  1.303074    0.21846612 -0.25616449 -1.03655336 -0.14624318
  0.35900437 -1.6324595   1.82166062  0.22994     0.        ]",[ 1.676458   -0.23379543],[ 1.68235747  0.10694996],[-0.80551022 -0.55358374],-0.331516528361
3,"[[  0.33162833  -0.26089028  -0.12077362  -0.01709566]
 [ 11.63429265  -7.26370715   0.           0.        ]]",-2.11525,"[ 1.16944722  1.25231954  0.49574342 -0.44556218 -1.03655263 -0.14624312
  0.41576763 -1.5173852   1.79342953  0.3848094   0.        ]",[ 1.72518742 -0.21151033],[ 1.78158345  0.96267435],[-0.80551022 -0.55358374],-0.330084068514
4,"[[  0.60168302  -0.36648858  -0.12077362  -0.01709566]
 [ 15.35879599  -3.30925654   0.           0.        ]]",-1.8234,"[ 1.00220993  1.19288054  0.8481529  -0.57378373 -1.03655191 -0.14624307
  0.47139112 -0.72919819  1.70506245  0.65832612  0.        ]",[ 1.59493315 -0.99037051],[ 1.4617404  -1.15948949],[-0.80551022 -0.55358374],-0.325700631604
5,"[[  9.45519454e-01  -4.71753207e-01  -1.20773620e-01  -1.70956553e-02]
 [  1.90127308e+01  -7.20415760e+00   0.00000000e+00   0.00000000e+00]]",-1.82991,"[ 0.67214925  1.11473735  1.20689742 -0.6965272  -1.03655118 -0.14624302
  0.52596068 -1.50551409  1.50893001  0.97839365  0.        ]",[ 1.5316267   0.03683354],[ 1.81368296 -1.01997554],[-0.80551022 -0.55358374],-0.314397955177
6,"[[  1.36171330e+00  -6.54137106e-01  -1.20773620e-01  -1.70956553e-02]
 [  2.25948266e+01  -1.10213870e+01   0.00000000e+00   0.00000000e+00]]",-1.81883,"[ 0.15059814  0.93735051  1.45227433 -0.89323756 -1.03655045 -0.14624297
  0.57945734 -2.26634539  1.19942445  1.22679881  0.        ]",[ 1.30159509  1.1168952 ],[ 0.93316843  1.40049682],[-0.80551022 -0.55358374],-0.292288166333
7,"[[  1.84616355e+00  -8.32642489e-01  -1.20773620e-01  -1.70956553e-02]
 [  2.58394440e+01  -6.84292528e+00   0.00000000e+00   0.00000000e+00]]",-1.29717,"[-0.51137084  0.71716802  1.42897469 -1.06084381 -1.03654973 -0.14624292
  0.6279139  -1.43350959  0.76333928  1.35908843  0.        ]",[ 1.02434373  0.24368303],[ 1.73721595  0.71011587],[-0.80551022 -0.55358374],-0.256418579405
8,"[[  2.39752050e+00  -9.39916787e-01  -1.20773620e-01  -1.70956553e-02]
 [  2.92847705e+01  -3.89417284e+00   0.00000000e+00   0.00000000e+00]]",-0.62338,"[-1.15173627  0.5655709   1.01121394 -1.14742819 -1.036549   -0.14624287
  0.67936792 -0.84577574  0.21565955  1.27708713  0.        ]",[ 0.80069411 -0.45073399],[ 0.62122952 -0.67238864],[-0.80551022 -0.55358374],-0.203073647352
9,"[[  3.00208179e+00  -1.04371270e+00  -1.20773620e-01  -1.70956553e-02]
 [  3.11651999e+01  -6.47669638e+00   0.00000000e+00   0.00000000e+00]]",-0.435178,"[-1.50320229  0.40708991  0.22236145 -1.21992805 -1.03654828 -0.14624282
  0.70745091 -1.36051258 -0.25667771  0.87709566  0.        ]",[ 0.70423716  0.27804917],[ 1.02076981  0.36768287],[-0.80551022 -0.55358374],-0.134315063899
10,"[[  3.65890822e+00  -1.15732192e+00  -1.20773620e-01  -1.70956553e-02]
 [  3.45063287e+01  -4.88931794e+00   0.00000000e+00   0.00000000e+00]]",-0.457978,"[-1.33595756  0.22236357 -0.7062789  -1.28563848 -1.03654755 -0.14624277
  0.75734874 -1.04412208 -0.46201031  0.22756242  0.        ]",[ 0.71812767  0.15434885],[ 0.8725556   1.05374319],[-0.80551022 -0.55358374],-0.0637766955315
11,"[[  4.37682571e+00  -1.21436573e+00  -1.20773620e-01  -1.70956553e-02]
 [  3.72760496e+01  -8.28434341e-01   0.00000000e+00   0.00000000e+00]]",-0.52654,"[-0.59061752  0.12589203 -1.36534131 -1.31299067 -1.03654682 -0.14624272
  0.79871282 -0.23472335 -0.27037952 -0.50974498  0.        ]",[ 0.82180291 -0.34469071],[ 1.11903796 -0.29755225],[-0.80551022 -0.55358374],-0.0826378567154
12,"[[  5.15465552e+00  -1.24253878e+00  -1.20773620e-01  -1.70956553e-02]
 [  4.04962772e+01  -1.98482856e+00   0.00000000e+00   0.00000000e+00]]",-0.605253,"[ 0.45493161  0.07746221 -1.3060681  -1.32506757 -1.0365461  -0.14624267
  0.84680498 -0.46521098  0.36433119 -0.96849809  0.        ]",[ 1.0699451  -0.05188188],[ 1.19871734 -0.42729782],[-0.80551022 -0.55358374],-0.172144478943
13,"[[  5.99625692e+00  -1.29875279e+00  -1.20773620e-01  -1.70956553e-02]
 [  4.36534596e+01  -3.63087109e+00   0.00000000e+00   0.00000000e+00]]",-0.796536,"[ 1.18823133 -0.02052728 -0.39623333 -1.34628992 -1.03654537 -0.14624262
  0.89395553 -0.79329317  1.13952025 -0.78112791  0.        ]",[ 1.48728633  0.65823752],[ 1.93513625  0.55071256],[-0.80551022 -0.55358374],-0.246846667053
14,"[[  6.90036887e+00  -1.34869324e+00  -1.20773620e-01  -1.70956553e-02]
 [  4.67473245e+01  -1.37048417e+00   0.00000000e+00   0.00000000e+00]]",-1.1104,"[ 0.98996162 -0.10889028  0.86677893 -1.36188555 -1.03654465 -0.14624257
  0.94016041 -0.34276169  1.55048646  0.01967453  0.        ]",[ 1.48180497  0.49881822],[ 0.89064302  1.29020527],[-0.80551022 -0.55358374],-0.284186150017
15,"[[  7.86138842e+00  -1.33601234e+00  -1.20773620e-01  -1.70956553e-02]
 [  4.93456954e+01   2.62543049e+00   0.00000000e+00   0.00000000e+00]]",-0.633421,"[-0.14619721 -0.08634934  1.48415186 -1.3582167  -1.03654392 -0.14624252
  0.97896526  0.45368824  1.20952703  0.94647077  0.        ]",[ 1.15215826 -0.85186875],[ 1.18518279 -1.4529013 ],[-0.80551022 -0.55358374],-0.268390257606
16,"[[  8.87821339e+00  -1.32365290e+00  -1.20773620e-01  -1.70956553e-02]
 [  5.23271564e+01  -1.37594041e+00   0.00000000e+00   0.00000000e+00]]",-0.333263,"[-1.315477   -0.06444547  0.780326   -1.35444862 -1.03654319 -0.14624247
  1.02349133 -0.34384947  0.26415277  1.14690894  0.        ]",[ 0.89106852 -0.34577599],[ 0.54557144 -0.50534685],[-0.80551022 -0.55358374],-0.186904628841
17,"[[  9.93604309e+00  -1.37085978e+00  -1.20773620e-01  -1.70956553e-02]
 [  5.34522119e+01  -3.33809987e+00   0.00000000e+00   0.00000000e+00]]",-0.380786,"[-1.3400665  -0.14844539 -0.69855765 -1.36781112 -1.03654247 -0.14624242
  1.0402928  -0.73493927 -0.36613338  0.34613699  0.        ]",[ 0.75943786  0.28664294],[ 0.98667182  0.55268794],[-0.80551022 -0.55358374],-0.0641466134435
18,"[[  1.10336581e+01  -1.41488103e+00  -1.20773620e-01  -1.70956553e-02]
 [  5.62996600e+01  -1.07133215e+00   0.00000000e+00   0.00000000e+00]]",-0.522097,"[-0.08340169 -0.22750828 -1.44602372 -1.37775938 -1.03654174 -0.14624237
  1.08281736 -0.28313555 -0.03987812 -0.6691293   0.        ]",[ 0.89081985  0.17165001],[ 0.89768215  0.06094904],[-0.80551022 -0.55358374],-0.10535867881
19,"[[  1.21841212e+01  -1.43353821e+00  -1.20773620e-01  -1.70956553e-02]
 [  5.87385094e+01  -7.95094212e-01   0.00000000e+00   0.00000000e+00]]",-0.680033,"[ 1.14503183 -0.26119142 -0.52814257 -1.38123828 -1.03654102 -0.14624232
  1.11923963 -0.22807675  0.97204906 -0.81851234  0.        ]",[ 1.34732163  0.4437719 ],[ 1.37127379 -0.10683128],[-0.80551022 -0.55358374],-0.225900630981
20,"[[  1.33869412e+01  -1.45337844e+00  -1.20773620e-01  -1.70956553e-02]
 [  6.15342184e+01  -1.18736717e+00   0.00000000e+00   0.00000000e+00]]",-0.950666,"[ 0.80535933 -0.29710549  1.09071971 -1.38445469 -1.03654029 -0.14624227
  1.16099135 -0.30626305  1.51168359  0.17440634  0.        ]",[ 1.41961443  0.68325984],[ 1.49333684  0.47702089],[-0.80551022 -0.55358374],-0.278795476933
21,"[[  1.46451141e+01  -1.45777580e+00  -1.20773620e-01  -1.70956553e-02]
 [  6.42737757e+01   7.41456594e-01   0.00000000e+00   0.00000000e+00]]",-0.467609,"[-0.80749517 -0.30507724  1.29914696 -1.38509897 -1.03653956 -0.14624222
  1.20190441  0.07818318  0.82181747  1.10964594  0.        ]",[ 1.03295469 -0.34689441],[ 1.24742209 -0.11489006],[-0.80551022 -0.55358374],-0.233446376261
