timestep,human_obs,actions,logstd_action_dist,avg_action_dist,rewards,obs,original_rewards
0,"[[-0.05995515 -0.07841527  0.03625494  0.19297645]
 [ 0.00470084  0.00417294  0.          0.        ]]",[ 2.2932331   1.11386264],[-1.05952859 -0.90861899],[ 1.50082791  0.99501741],-2.03269,"[ 1.25543869  1.41663341 -0.06370238 -0.18757986  0.31931268  1.65905767
  0.21465625 -0.04980255  0.88631385 -1.34578607  0.        ]",-0.274985963506
1,"[[-0.02018697 -0.03862022  0.03625494  0.19297645]
 [ 3.95895403  3.96214713  0.          0.        ]]",[ 1.68670743  0.90197618],[-1.05952859 -0.90861899],[ 1.19341433  1.23479319],-2.03437,"[ 1.25764054  1.42161727 -0.00564849 -0.13882604  0.31931261  1.65905655
  0.27010478  0.80944453  0.89232119 -1.26481552  0.        ]",-0.265899305673
2,"[[ 0.09788334  0.07565412  0.03625494  0.19297645]
 [ 7.83518588  7.45365146  0.          0.        ]]",[ 0.77281007  2.00429241],[-1.05952859 -0.90861899],[ 1.03844774  0.97601414],-2.06,"[  1.25130374e+00   1.41708700e+00   1.66631005e-01   1.32293530e-03
   3.19312549e-01   1.65905543e+00   3.24459246e-01   1.56742371e+00
   8.81019347e-01  -1.02685979e+00   0.00000000e+00]",-0.237525436323
3,"[[  0.2836921    0.26296266   0.03625494   0.19297645]
 [ 10.73610629  11.26449114   0.           0.        ]]",[ 1.90530974 -0.23553089],[-1.05952859 -0.90861899],[ 1.06795919  0.22120813],-1.96083,"[ 1.20265869  1.34958418  0.43280257  0.2275893   0.31931249  1.6590543
  0.36513739  2.39472613  0.77564567 -0.66653079  0.        ]",-0.18775597988
4,"[[  0.53598485   0.47664151   0.03625494   0.19297645]
 [ 14.48077878  10.10721775   0.           0.        ]]",[ 1.49084359  0.18441401],[-1.05952859 -0.90861899],[ 1.16317809  0.29806155],-1.96418,"[ 1.06404063  1.1844812   0.76999847  0.47164488  0.31931242  1.65905318
  0.41764706  2.14348863  0.50634062 -0.28833505  0.        ]",-0.118417974221
5,"[[  0.86242731   0.68408576   0.03625494   0.19297645]
 [ 18.1513758   10.63538451   0.           0.        ]]",[ 1.16047893 -0.42963367],[-1.05952859 -0.90861899],[ 1.28620636 -0.15595558],-1.9401,"[ 0.7748528   0.94128504  1.13342051  0.68417346  0.31931236  1.65905206
  0.469118    2.2581471   0.05586275 -0.02299321  0.        ]",-0.0322622713699
6,"[[  1.2615681    0.87758931   0.03625494   0.19297645]
 [ 21.75076734   8.72125804   0.           0.        ]]",[ 1.63522129 -0.78403583],[-1.05952859 -0.90861899],[ 1.21029913 -0.07899237],-1.87106,"[ 0.29611446  0.65001221  1.41561913  0.85260345  0.3193123   1.65905094
  0.51959044  1.84260376 -0.51239251 -0.00987108  0.        ]",-0.0652211329319
7,"[[  1.73198769   1.01910498   0.03625494   0.19297645]
 [ 25.27938646   5.44112725   0.           0.        ]]",[ 0.81540518  0.26321789],[-1.05952859 -0.90861899],[ 1.02025199  0.32070994],-1.91954,"[-0.34651844  0.40395633  1.46597878  0.95378037  0.31931223  1.65904982
  0.56907047  1.13051288 -1.03640895 -0.31258437  0.        ]",-0.162691730952
8,"[[  2.26493862   1.13727015   0.03625494   0.19297645]
 [ 28.00672201   6.37217766   0.           0.        ]]",[ 1.30070763 -0.15604469],[-1.05952859 -0.90861899],[ 1.07968819 -0.21305844],-2.30092,"[-1.00907974  0.18108383  1.14682932  1.02232603  0.31931217  1.6590487
  0.60731447  1.33263588 -1.34548614 -0.90065083  0.        ]",-0.252023062759
9,"[[  2.85923243   1.25720575   0.03625494   0.19297645]
 [ 31.41134846   5.62372766   0.           0.        ]]",[ 0.96129198 -0.23080001],[-1.05952859 -0.90861899],[ 1.17938352 -0.20017257],-2.40814,"[-1.45242632 -0.05794323  0.4309316   1.07601031  0.31931211  1.65904758
  0.65505579  1.17015284 -1.27203305 -1.61414076  0.        ]",-0.3213463941
