timestep,human_obs,rewards,obs,avg_action_dist,actions,logstd_action_dist,original_rewards
0,"[[-0.07411392  0.04005726  0.0813788   0.02389189]
 [-0.00094173  0.00016081  0.          0.        ]]",-2.12141,"[ 1.25456741  1.43656115 -0.08457935 -0.04067243  0.70771098  0.21183834
  0.21039823 -0.05054315  0.62634666 -0.21265753  0.        ]",[-1.37977624  2.02654314],[-1.00167188  2.40476915],[-1.0791595  -0.88584536],-0.132982867097
1,"[[-0.11383853  0.07980372  0.0813788   0.02389189]
 [-3.95833865  3.96127709  0.          0.        ]]",-2.11615,"[ 1.24941191  1.43140322 -0.14233928  0.007846    0.70771079  0.2118383
  0.15512278  0.81304935  0.62415529 -0.2379376   0.        ]",[-1.20978165  1.93157697],[-0.86277402  2.14110492],[-1.0791595  -0.88584536],-0.1337217303
2,"[[-0.22647901  0.19798307  0.0813788   0.02389189]
 [-7.29460409  7.84370619  0.          0.        ]]",-1.95476,"[ 1.22304584  1.39597601 -0.30439458  0.15090116  0.70771061  0.21183826
  0.10852306  1.65948589  0.61305256 -0.30504438  0.        ]",[-1.0372231   1.34977806],[-0.98242807  1.22102517],[-1.0791595  -0.88584536],-0.13538860841
3,"[[ -0.40993247   0.39304046   0.0813788    0.02389189]
 [-11.03830532  11.64931127   0.           0.        ]]",-1.79782,"[ 1.14377957  1.27310027 -0.55852949  0.37874934  0.70771043  0.21183822
  0.05623244  2.48917122  0.5795067  -0.40821922  0.        ]",[-0.86621737  0.4052875 ],[-1.32175573  0.34068547],[-1.0791595  -0.88584536],-0.137043451301
4,"[[ -0.66820743   0.63725801   0.0813788    0.02389189]
 [-14.77682786  12.76863227   0.           0.        ]]",-1.60783,"[ 0.96093     1.01308181 -0.88135835  0.63801382  0.70771025  0.21183819
  0.00401414  2.73319858  0.50151108 -0.55954366  0.        ]",[-0.8617419  -0.06649849],[-1.12417354 -0.606555  ],[-1.0791595  -0.88584536],-0.139385318099
5,"[[ -1.00050383   0.86600213   0.0813788    0.02389189]
 [-18.44072887  10.1145053    0.           0.        ]]",-1.59353,"[ 0.62202383  0.67542859 -1.20583831  0.84194592  0.70771007  0.21183815
 -0.04716186  2.15455163  0.35181685 -0.77430571  0.        ]",[-1.11151123  0.17873332],[-1.54198267  0.86435169],[-1.0791595  -0.88584536],-0.147459948762
6,"[[ -1.40537648   1.10061914   0.0813788    0.02389189]
 [-22.0347086   13.33630302   0.           0.        ]]",-1.52362,"[ 0.10311415  0.25332672 -1.41704221  1.00061819  0.70770989  0.21183811
 -0.09736124  2.85695351  0.10710808 -0.9836817   0.        ]",[-1.04609478 -1.34029138],[-0.70922024 -1.83578773],[-1.0791595  -0.88584536],-0.160599596526
7,"[[ -1.86985883e+00   1.32495332e+00   8.13788021e-02   2.38918870e-02]
 [ -2.44056909e+01   9.11107052e+00   0.00000000e+00   0.00000000e+00]]",-1.7018,"[-0.53207503 -0.20092    -1.3721498   1.09655341  0.70770971  0.21183807
 -0.13047823  1.935781   -0.22698071 -1.11764322  0.        ]",[-1.4238348  -1.55176628],[-1.25304373 -1.46943511],[-1.0791595  -0.88584536],-0.177263001918
8,"[[ -2.39283734e+00   1.46561658e+00   8.13788021e-02   2.38918870e-02]
 [ -2.78805718e+01   4.96889828e+00   0.00000000e+00   0.00000000e+00]]",-2.01302,"[-1.13769777 -0.50073544 -0.97066539  1.12656625  0.70770953  0.21183804
 -0.17901408  1.03271862 -0.64968291 -1.1399797   0.        ]",[-1.83952117 -1.74406147],[-1.14642879 -1.40946029],[-1.0791595  -0.88584536],-0.200596652794
9,"[[ -2.98462067e+00   1.52424962e+00   8.13788021e-02   2.38918870e-02]
 [ -3.12863007e+01   9.07780999e-01   0.00000000e+00   0.00000000e+00]]",-1.99681,"[-1.49058937 -0.62737926 -0.20475401  1.13199972  0.70770935  0.211838
 -0.22658403  0.14732791 -1.11679278 -0.94095133  0.        ]",[-2.22019982 -1.50281203],[-2.34245318 -1.50016711],[-1.0791595  -0.88584536],-0.224477085767
