timestep,human_obs,rewards,obs,avg_action_dist,actions,logstd_action_dist,original_rewards
0,"[[ 0.00095766  0.05204242  0.19970435 -0.13047316]
 [-0.00427622 -0.00322907  0.          0.        ]]",-1.19461,"[ 1.25062567  1.35156415  0.02114054 -0.03895975  1.73790215 -1.12899329
  0.23351311 -0.06384359 -0.07525171  0.89202803  0.        ]",[-3.04149199  2.85456991],[-3.51518232  2.6792984 ],[-0.89543182 -0.65430957],-0.136772686711
1,"[[-0.03883299  0.09172174  0.19970435 -0.13047316]
 [-3.96160809  3.95795341  0.          0.        ]]",-1.24685,"[ 1.24958392  1.34606256 -0.03707974  0.01067771  1.73790024 -1.12899259
  0.17590824  0.74940909 -0.07569369  0.86617048  0.        ]",[-2.9185853   2.57630157],[-3.03382426  2.48060323],[-0.89543182 -0.65430957],-0.132789650858
2,"[[-0.15698483  0.20983736  0.19970435 -0.13047316]
 [-7.84066604  7.84065215  0.          0.        ]]",-1.06307,"[ 1.23363661  1.31183414 -0.20906957  0.15706252  1.73789832 -1.12899188
  0.11944277  1.54654759 -0.08252738  0.7899614   0.        ]",[-2.74678564  1.86325288],[-3.03786111  0.63914252],[-0.89543182 -0.65430957],-0.120980487413
3,"[[ -0.35194331   0.39049824   0.19970435  -0.13047316]
 [-11.64255744  10.21747522   0.           0.        ]]",-1.09733,"[ 1.16594476  1.20886113 -0.4847709   0.37323676  1.73789641 -1.12899118
  0.06410057  2.03451972 -0.11111875  0.65765846  0.        ]",[-2.63181567  1.16665554],[-3.04881179  1.56522448],[-0.89543182 -0.65430957],-0.100326214517
4,"[[ -0.62219324   0.63255637   0.19970435  -0.13047316]
 [-15.37009889  13.97572795   0.           0.        ]]",-0.935269,"[ 0.99173486  0.98069826 -0.83323023  0.63733835  1.7378945  -1.12899048
  0.00984065  2.80610242 -0.18534921  0.48320624  0.        ]",[-2.38800764 -0.20426407],[-2.50404598 -0.98381565],[-0.89543182 -0.65430957],-0.0738175642244
5,"[[ -0.96623277   0.87021427   0.19970435  -0.13047316]
 [-19.02182022   9.80383975   0.           0.        ]]",-0.805555,"[ 0.65437577  0.66826798 -1.18437522  0.85465412  1.73789258 -1.12898977
 -0.0433156   1.94959036 -0.33293345  0.25193292  0.        ]",[-2.55648184 -0.10746729],[-2.12208788  0.05279174],[-0.89543182 -0.65430957],-0.0503143057263
6,"[[ -1.38260166   1.06643738   0.19970435  -0.13047316]
 [-22.60325104   9.81827376   0.           0.        ]]",-0.794717,"[ 0.12758928  0.35668634 -1.41794292  0.99390129  1.73789067 -1.12898907
 -0.09544866  1.95255116 -0.58804815 -0.00489492  0.        ]",[-2.52423978 -1.07342982],[-2.87920875 -1.33590469],[-0.89543182 -0.65430957],-0.0764711145017
7,"[[ -1.86988195   1.22111185   0.19970435  -0.13047316]
 [-26.11310788   5.66286008   0.           0.        ]]",-1.03538,"[-0.53791957  0.08519994 -1.37881115  1.07417058  1.73788876 -1.12898837
 -0.14653986  1.09942461 -0.97340444 -0.19669671  0.        ]",[-2.65129185 -1.29182768],[-3.00465504 -0.69531254],[-0.89543182 -0.65430957],-0.14498831191
8,"[[ -2.42666542   1.30559844   0.19970435  -0.13047316]
 [-29.55374127   2.79519568   0.           0.        ]]",-1.43108,"[-1.17408802 -0.07019118 -0.93968918  1.10622925  1.73788684 -1.12898766
 -0.19662341  0.51067955 -1.48201864 -0.21353332  0.        ]",[-2.90687704 -1.34093618],[-2.96732119 -1.11592886],[-0.89543182 -0.65430957],-0.22994477254
9,"[[ -3.05157117   1.32118728   0.19970435  -0.13047316]
 [-32.92544325  -1.22307598   0.           0.        ]]",-1.70226,"[-1.50676346 -0.09929058 -0.1118282   1.1112061   1.73788493 -1.12898696
 -0.24570355 -0.31429046 -2.01135705  0.09130755  0.        ]",[-3.3515594  -0.69282413],[-3.86897311 -0.52898451],[-0.89543182 -0.65430957],-0.317037855836
