timestep,human_obs,actions,logstd_action_dist,avg_action_dist,rewards,obs,original_rewards
15,"[[  5.92170917e+00  -1.27781901e+00  -9.81392853e-02  -2.55517034e-03]
 [  3.44111561e+01   3.79392233e+00   0.00000000e+00   0.00000000e+00]]",[ 0.77697713  0.29412707],[-0.73827714 -0.46527722],[ 1.17161119 -0.77820903],-0.394495,"[ 1.14972647  0.04375403 -0.50013136 -1.40297568 -0.83992896 -0.03255051
  0.78231394  0.65647423  0.95676186 -0.91587516  0.        ]",-0.232874908228
16,"[[  6.63393363e+00  -1.19096375e+00  -9.81392853e-02  -2.55517034e-03]
 [  3.68032387e+01   4.88804242e+00   0.00000000e+00   0.00000000e+00]]",[ 1.63474589 -1.53802705],[-0.73827714 -0.46527722],[ 1.30321729 -1.34895039],-0.344118,"[ 1.1548839   0.18491835  0.5236887  -1.36537102 -0.83992836 -0.0325505
  0.81907832  0.86797252  1.44153751 -0.27632294  0.        ]",-0.269242731024
17,"[[  7.40239302e+00  -1.13385270e+00  -9.81392853e-02  -2.55517034e-03]
 [  4.00321530e+01   8.36702638e-01   0.00000000e+00   0.00000000e+00]]",[ 1.40751612 -1.33983875],[-0.73827714 -0.46527722],[ 1.23180032 -0.75555784],-0.644346,"[ 0.46149436  0.27518111  1.34032012 -1.33561736 -0.83992776 -0.03255049
  0.86870426  0.084828    1.35994315  0.6149631   0.        ]",-0.267681940044
18,"[[  8.23480217e+00  -1.15695447e+00  -9.81392853e-02  -2.55517034e-03]
 [  4.31984341e+01  -3.13345670e+00   0.00000000e+00   0.00000000e+00]]",[ 1.30842487 -0.53161769],[-0.73827714 -0.46527722],[ 0.97317648 -0.231163  ],-0.615735,"[-0.65306652  0.2389389   1.38232076 -1.34812328 -0.83992716 -0.03255047
  0.9173675  -0.68262379  0.68181396  1.15898908  0.        ]",-0.222014137633
19,"[[  9.12991511e+00  -1.24005038e+00  -9.81392853e-02  -2.55517034e-03]
 [  4.63026681e+01  -5.16910521e+00   0.00000000e+00   0.00000000e+00]]",[ 0.39224322  0.10848258],[-0.73827714 -0.46527722],[ 0.79511189  0.21498592],-0.0575041,"[-1.46016072  0.10566233  0.44587466 -1.38776622 -0.83992657 -0.03255046
  0.96507704 -1.07612423 -0.15003016  0.94691181  0.        ]",-0.141554309627
20,"[[  1.00623668e+01  -1.33800750e+00  -9.81392853e-02  -2.55517034e-03]
 [  4.69403687e+01  -4.62832128e+00   0.00000000e+00   0.00000000e+00]]",[ 0.9493539   0.23548624],[-0.73827714 -0.46527722],[ 0.7056421   0.47786185],-0.0780996,"[-1.24870467 -0.05633495 -0.85489512 -1.42348462 -0.83992597 -0.03255045
  0.97487734 -0.97158711 -0.53653678  0.11014824  0.        ]",-0.067763845635
21,"[[  1.10295633e+01  -1.42020766e+00  -9.81392853e-02  -2.55517034e-03]
 [  4.97698340e+01  -3.59490676e+00   0.00000000e+00   0.00000000e+00]]",[ 1.14802587  0.74997852],[-0.73827714 -0.46527722],[ 0.83624393  0.57116699],-0.233956,"[-0.09354073 -0.19527917 -1.44834811 -1.44402306 -0.83992537 -0.03255043
  1.01836376 -0.77182222 -0.18046718 -0.7520906   0.        ]",-0.117758699343
22,"[[  1.20547896e+01  -1.46149156e+00  -9.81392853e-02  -2.55517034e-03]
 [  5.27426957e+01  -5.43416119e-01   0.00000000e+00   0.00000000e+00]]",[ 0.92254421 -0.10002737],[-0.73827714 -0.46527722],[ 1.18906176  0.36004812],-0.309822,"[ 1.0622754  -0.26577944 -0.69968306 -1.4510392  -0.83992477 -0.03255042
  1.06405402 -0.18195311  0.70707658 -0.94909316  0.        ]",-0.205015430162
23,"[[  1.31358068e+01  -1.47610659e+00  -9.81392853e-02  -2.55517034e-03]
 [  5.53503738e+01  -9.16632059e-01   0.00000000e+00   0.00000000e+00]]",[ 1.32912211  1.41974121],[-0.73827714 -0.46527722],[ 1.36723077  0.58375424],-0.647709,"[ 1.02121836 -0.29082031  0.81083449 -1.45298964 -0.83992417 -0.03255041
  1.10413153 -0.25409761  1.35035711 -0.17887293  0.        ]",-0.251970836436
24,"[[  1.42715218e+01  -1.45439760e+00  -9.81392853e-02  -2.55517034e-03]
 [  5.82112503e+01   3.07446053e+00   0.00000000e+00   0.00000000e+00]]",[ 0.95953125 -1.47929192],[-0.73827714 -0.46527722],[ 0.98845863 -0.72688371],-0.291636,"[-0.32516872 -0.2536387   1.47428095 -1.44998735 -0.83992357 -0.03255039
  1.14810047  0.51740171  0.9994556   0.86429344  0.        ]",-0.230705478894
25,"[[  1.54622880e+01  -1.43310167e+00  -9.81392853e-02  -2.55517034e-03]
 [  6.08569051e+01  -9.31297404e-01   0.00000000e+00   0.00000000e+00]]",[ 1.1435361   0.69552141],[-0.73827714 -0.46527722],[ 0.81885058 -0.23816633],-0.0407162,"[-1.47827149 -0.21725605  0.37627882 -1.44644547 -0.83992298 -0.03255038
  1.18876148 -0.25693289 -0.06365975  0.91209812  0.        ]",-0.136855234512
26,"[[  1.67070441e+01  -1.42375221e+00  -9.81392853e-02  -2.55517034e-03]
 [  6.36092776e+01   1.85719528e+00   0.00000000e+00   0.00000000e+00]]",[ 1.20088472  0.44347213],[-0.73827714 -0.46527722],[ 0.79262578 -0.20002174],-0.088286,"[-0.88670314 -0.20131596 -1.21569009 -1.44470318 -0.83992238 -0.03255036
  1.23106257  0.28209794 -0.47620515 -0.21864891  0.        ]",-0.0668566327905
27,"[[  1.80062892e+01  -1.36918606e+00  -9.81392853e-02  -2.55517034e-03]
 [  6.63060611e+01   3.59385117e+00   0.00000000e+00   0.00000000e+00]]",[ 1.14185162 -0.04359426],[-0.73827714 -0.46527722],[ 1.06524539 -0.47923708],-0.24363,"[ 0.77684243 -0.10877021 -1.07743693 -1.43228615 -0.83992178 -0.03255035
  1.27250919  0.61780284  0.44792954 -1.03189708  0.        ]",-0.188258375285
28,"[[  1.93589312e+01  -1.29956936e+00  -9.81392853e-02  -2.55517034e-03]
 [  6.89493399e+01   3.36876340e+00   0.00000000e+00   0.00000000e+00]]",[ 1.24298127 -0.46600559],[-0.73827714 -0.46527722],[ 1.41139948 -0.87178344],-0.386726,"[ 1.06376179  0.00777478  0.73517652 -1.41089613 -0.83992118 -0.03255034
  1.31313336  0.57429179  1.42602446 -0.15714723  0.        ]",-0.264218296193
29,"[[  2.07639216e+01  -1.25117971e+00  -9.81392853e-02  -2.55517034e-03]
 [  7.15412502e+01   1.47670810e+00   0.00000000e+00   0.00000000e+00]]",[ 1.09223374 -1.79647757],[-0.73827714 -0.46527722],[ 1.04046381 -1.11933708],-0.251842,"[-0.60502133  0.08750012  1.4017003  -1.39241288 -0.83992058 -0.03255032
  1.35296791  0.20854668  0.75997292  1.09696055  0.        ]",-0.223339377879
30,"[[  2.22202559e+01  -1.26145676e+00  -9.81392853e-02  -2.55517034e-03]
 [  7.40841013e+01  -2.49091829e+00   0.00000000e+00   0.00000000e+00]]",[ 1.33877698 -0.76526411],[-0.73827714 -0.46527722],[ 0.85457301 -0.29703104],0.0385656,"[-1.48364442  0.07066761 -0.31431742 -1.39658173 -0.83991998 -0.03255031
  1.39204832 -0.55841802 -0.47298471  0.50586351  0.        ]",-0.0928186492363
31,"[[  2.37269622e+01  -1.34095446e+00  -9.81392853e-02  -2.55517034e-03]
 [  7.65785452e+01  -5.44863353e+00   0.00000000e+00   0.00000000e+00]]",[ 1.09981094 -0.34017497],[-0.73827714 -0.46527722],[ 0.98922491  0.61376232],-0.124492,"[ 0.08616132 -0.06127451 -1.42924894 -1.42435099 -0.83991939 -0.0325503
  1.43038462 -1.13016048 -0.06346167 -0.88865463  0.        ]",-0.139013420062
32,"[[  2.52830748e+01  -1.46210884e+00  -9.81392853e-02  -2.55517034e-03]
 [  7.90247440e+01  -6.66238340e+00   0.00000000e+00   0.00000000e+00]]",[ 1.03406957  2.62440987],[-0.73827714 -0.46527722],[ 1.58959556  1.44129705],-0.711456,"[ 1.22330567 -0.26683635  0.23907202 -1.45110901 -0.83991879 -0.03255028
  1.46797929 -1.36478372  1.20145274 -0.56342433  0.        ]",-0.242062089679
33,"[[  2.68876147e+01  -1.55403348e+00  -9.81392853e-02  -2.55517034e-03]
 [  8.14208623e+01  -2.54349229e+00   0.00000000e+00   0.00000000e+00]]",[ 0.86671497  0.18136499],[-0.73827714 -0.46527722],[ 1.16259229  0.5792042 ],-0.456939,"[-0.39287369 -0.42479529  1.46270629 -1.45866422 -0.83991819 -0.03255027
  1.50480411 -0.56857821  0.9775123   0.8240443   0.        ]",-0.224243347786
34,"[[  2.85342967e+01  -1.59690344e+00  -9.81392853e-02  -2.55517034e-03]
 [  8.32411891e+01  -1.74594122e+00   0.00000000e+00   0.00000000e+00]]",[ 0.4936726  -0.66069949],[-0.73827714 -0.46527722],[ 0.84985363  0.307899  ],0.0677814,"[-1.47334092 -0.49862557 -0.3582745  -1.45839956 -0.83991759 -0.03255026
  1.53277927 -0.41440678 -0.2841824   0.56865819  0.        ]",-0.0872216084931
35,"[[  3.02022192e+01  -1.65742242e+00  -9.81392853e-02  -2.55517034e-03]
 [  8.35503288e+01  -4.29743131e+00   0.00000000e+00   0.00000000e+00]]",[ 0.26666979  1.97224312],[-0.73827714 -0.46527722],[ 0.94043171  1.08128858],-0.251735,"[ 0.3417122  -0.60267857 -1.35656938 -1.45392531 -0.83991699 -0.03255024
  1.53752839 -0.90762402  0.02038513 -0.77145757  0.        ]",-0.123534845731
36,"[[  3.18672410e+01  -1.70248845e+00  -9.81392853e-02  -2.55517034e-03]
 [  8.29533678e+01  -2.22850174e-01   0.00000000e+00   0.00000000e+00]]",[ 1.64348394  1.1906407 ],[-0.73827714 -0.46527722],[ 1.31982338  0.95485306],-0.489491,"[ 1.10076231 -0.67982907  0.65958051 -1.44748279 -0.83991639 -0.03255023
  1.52835135 -0.11998359  1.18655889 -0.36317669  0.        ]",-0.230182676964
37,"[[  3.35495340e+01  -1.66687434e+00  -9.81392853e-02  -2.55517034e-03]
 [  8.52677025e+01   3.77125203e+00   0.00000000e+00   0.00000000e+00]]",[ 1.0829477  -1.93186169],[-0.73827714 -0.46527722],[ 1.00114214 -0.49178857],-0.104259,"[-0.87634525 -0.61888934  1.26103188 -1.45279031 -0.8399158  -0.03255022
  1.56391893  0.65209966  0.71156032  0.91465124  0.        ]",-0.197790853101
38,"[[  3.52776555e+01  -1.63160899e+00  -9.81392853e-02  -2.55517034e-03]
 [  8.75373901e+01  -2.31080948e-01   0.00000000e+00   0.00000000e+00]]",[ 0.67915527 -0.10089557],[-0.73827714 -0.46527722],[ 0.83310145  0.33814535],0.0452225,"[-1.17723295 -0.5583397  -0.94920266 -1.4564139  -0.8399152  -0.0325502
  1.59880018 -0.12157517 -0.40597766  0.1732407   0.        ]",-0.0502751748809
39,"[[  3.70379950e+01  -1.63985967e+00  -9.81392853e-02  -2.55517034e-03]
 [  8.84934202e+01  -5.92661105e-01   0.00000000e+00   0.00000000e+00]]",[ 1.10852711  0.05632405],[-0.73827714 -0.46527722],[ 1.13688302  0.68557763],-0.228109,"[ 0.9482601  -0.57251995 -0.882409   -1.45570958 -0.8399146  -0.03255019
  1.6134913  -0.19147073  0.47712391 -0.90438849  0.        ]",-0.174866741605
40,"[[  3.88300059e+01  -1.64901571e+00  -9.81392853e-02  -2.55517034e-03]
 [  9.07002891e+01  -3.23554219e-01   0.00000000e+00   0.00000000e+00]]",[ 0.65961368 -0.27372302],[-0.73827714 -0.46527722],[ 1.31976569  0.60399711],-0.491035,"[ 0.44695433 -0.58824673  1.34771596 -1.45482389 -0.839914   -0.03255017
  1.64740683 -0.13945065  1.26763989  0.27162287  0.        ]",-0.239412253095
41,"[[  4.06522031e+01  -1.66593961e+00  -9.81392853e-02  -2.55517034e-03]
 [  9.15168500e+01  -1.36526372e+00   0.00000000e+00   0.00000000e+00]]",[-0.23219178  0.30760128],[-0.73827714 -0.46527722],[ 0.93714786  0.26873395],0.0698877,"[-1.49525243 -0.61728549  0.29430889 -1.45289981 -0.8399134  -0.03255016
  1.65995421 -0.34081941  0.04185648  0.85087374  0.        ]",-0.130558362195
42,"[[  4.24551548e+01  -1.68039423e+00  -9.81392853e-02  -2.55517034e-03]
 [  8.87872443e+01  -8.48346624e-02   0.00000000e+00   0.00000000e+00]]",[ 1.02286054  0.17891175],[-0.73827714 -0.46527722],[ 0.8693161   0.58577722],-0.103875,"[-0.08021842 -0.6420505  -1.44779662 -1.45096    -0.8399128  -0.03255015
  1.61799962 -0.09330439 -0.18441709 -0.57196247  0.        ]",-0.0903932669675
43,"[[  4.42529784e+01  -1.67462317e+00  -9.81392853e-02  -2.55517034e-03]
 [  9.09876840e+01   6.59750011e-01   0.00000000e+00   0.00000000e+00]]",[ 0.96272598 -0.02839876],[-0.73827714 -0.46527722],[ 1.33819628  0.66715014],-0.349121,"[ 1.1886429  -0.6321669   0.41177944 -1.45176454 -0.8399122  -0.03255013
  1.65181625  0.05062854  1.12740159 -0.5003481   0.        ]",-0.227021554776
44,"[[  4.60928912e+01  -1.66232700e+00  -9.81392853e-02  -2.55517034e-03]
 [  9.29969087e+01   5.70440746e-01   0.00000000e+00   0.00000000e+00]]",[ 1.15405595 -0.2817617 ],[-0.73827714 -0.46527722],[ 1.0455904  0.0190406],-0.15458,"[-0.84930601 -0.61108929  1.27873133 -1.45333589 -0.83991161 -0.03255012
  1.6826939   0.03336447  0.7285894   0.91061884  0.        ]",-0.19944601106
45,"[[  4.79740744e+01  -1.66184828e+00  -9.81392853e-02  -2.55517034e-03]
 [  9.51145116e+01  -5.18648155e-01   0.00000000e+00   0.00000000e+00]]",[ 0.30680081 -0.04955933],[-0.73827714 -0.46527722],[ 0.84568441  0.45691991],0.0536074,"[-1.05051645 -0.61026784 -1.0841663  -1.45339126 -0.83991101 -0.03255011
  1.71523709 -0.17716344 -0.40085338  0.06611612  0.        ]",-0.0441509473466
46,"[[  4.98696677e+01  -1.67369639e+00  -9.81392853e-02  -2.55517034e-03]
 [  9.44470589e+01  -6.65772471e-01   0.00000000e+00   0.00000000e+00]]",[ 1.8793267  1.3575618],[-0.73827714 -0.46527722],[ 1.23732674  0.80264688],-0.36184,"[ 1.13222256 -0.63057811 -0.5469799  -1.45188433 -0.83991041 -0.03255009
  1.70497606 -0.20560345  0.68041023 -0.85063526  0.        ]",-0.191235382998
47,"[[  5.17795544e+01  -1.64676330e+00  -9.81392853e-02  -2.55517034e-03]
 [  9.65340848e+01   3.34601689e+00   0.00000000e+00   0.00000000e+00]]",[ 1.18438245 -1.03350422],[-0.73827714 -0.46527722],[ 1.18068302 -0.35833758],-0.249358,"[-0.06221391 -0.58437625  1.48515078 -1.45503826 -0.83990981 -0.03255008
  1.73704916  0.56990192  1.12785502  0.59476062  0.        ]",-0.230255049091
48,"[[  5.37307679e+01  -1.61982853e+00  -9.81392853e-02  -2.55517034e-03]
 [  9.85810091e+01  -6.38959042e-01   0.00000000e+00   0.00000000e+00]]",[ 1.23502504  0.59738381],[-0.73827714 -0.46527722],[ 0.91113293  0.16352095],0.0826347,"[-1.44805453 -0.53807673 -0.44788086 -1.4572434  -0.83990921 -0.03255007
  1.76850577 -0.20042069 -0.2991706   0.52124083  0.        ]",-0.0810794810113
49,"[[  5.57225186e+01  -1.60832349e+00  -9.81392853e-02  -2.55517034e-03]
 [  1.00587029e+02   1.78169142e+00   0.00000000e+00   0.00000000e+00]]",[ 2.79498787  0.99949403],[-0.73827714 -0.46527722],[ 1.08205879  0.24866824],-0.288333,"[ 0.79434187 -0.51827935 -1.06056181 -1.45789456 -0.83990861 -0.03255005
  1.79933354  0.26750742  0.34943119 -0.91512405  0.        ]",-0.164496008791
