timestep,human_obs,actions,logstd_action_dist,avg_action_dist,rewards,obs,original_rewards
0,"[[ -5.06900914e-02   1.94114110e-02   3.15066542e-02   7.37850780e-02]
 [ -1.15329868e-05   2.27210609e-03   0.00000000e+00   0.00000000e+00]]",[-0.46920565  1.14983387],[-1.02757037 -0.86772156],[-0.70721471  1.23666227],-2.04377,"[ 1.25558017  1.40874611 -0.05101045 -0.0669973   0.28042353  0.62850106
  0.21877573 -0.05180529  0.9196306  -0.5056071   0.        ]",-0.196384370968
1,"[[-0.06932877  0.05919149  0.03150665  0.07378508]
 [-1.85766601  3.96253448  0.          0.        ]]",[-0.31352463  1.6100305 ],[-1.02757037 -0.86772156],[-0.80545521  1.47653139],-2.05101,"[ 1.25403435  1.40545769 -0.07819911 -0.01805689  0.28042347  0.62850089
  0.19258761  0.80031652  0.91925559 -0.50263666  0.        ]",-0.196132464627
2,"[[-0.11857249  0.17738757  0.03150665  0.07378508]
 [-3.06268597  7.84413414  0.          0.        ]]",[-0.96735573  1.313025  ],[-1.02757037 -0.86772156],[-0.68189025  1.21584153],-2.00411,"[ 1.24764843  1.37613254 -0.14983804  0.12637754  0.28042341  0.62850072
  0.17559994  1.63551176  0.91544634 -0.4855035   0.        ]",-0.1944396612
3,"[[ -0.21762829   0.3724542    0.03150665   0.07378508]
 [ -6.83035956  11.6498224    0.           0.        ]]",[-0.98023282  0.48490124],[-1.02757037 -0.86772156],[-0.5536021   0.27165997],-1.89602,"[ 1.22474772  1.26491707 -0.29249693  0.35717814  0.28042335  0.62850055
  0.12248554  2.45437084  0.89905267 -0.48078731  0.        ]",-0.191599041505
4,"[[ -0.39179476   0.6224131    0.03150665   0.07378508]
 [-10.57388334  13.34037816   0.           0.        ]]",[-0.47444573 -0.27932439],[-1.02757037 -0.86772156],[-0.53066254 -0.36115512],-1.71429,"[ 1.15260713  1.01467621 -0.53498777  0.6269511   0.2804233   0.62850038
  0.06971159  2.81811913  0.85889312 -0.53459602  0.        ]",-0.189112981214
5,"[[ -0.62000557   0.8754759    0.03150665   0.07378508]
 [-12.24171403  11.97041816   0.           0.        ]]",[-0.86671848 -0.75210798],[-1.02757037 -0.86772156],[-0.61353683 -0.40097573],-1.62501,"[ 1.00006594  0.65320303 -0.8260818   0.85455915  0.28042324  0.62850021
  0.04619951  2.52334462  0.78998856 -0.64504764  0.        ]",-0.187797284968
6,"[[ -0.89681315   1.08263007   0.03150665   0.07378508]
 [-15.42853504   8.75562077   0.           0.        ]]",[-0.52347912  0.37743669],[-1.02757037 -0.86772156],[-0.72611165 -0.23019454],-1.60029,"[  7.37736904e-01   2.92188669e-01  -1.11879828e+00   9.96584997e-01
   2.80423178e-01   6.28500035e-01   1.27361404e-03   1.83162379e+00
   6.88043580e-01  -8.20982940e-01   0.00000000e+00]",-0.1914175925
7,"[[ -1.22311545   1.2709925    0.03150665   0.07378508]
 [-17.19586835  10.07615563   0.           0.        ]]",[-0.90676023 -1.10320613],[-1.02757037 -0.86772156],[-0.67320514 -1.26473713],-1.63118,"[ 0.34600372 -0.07313777 -1.35089835  1.08548498  0.28042312  0.62849987
 -0.02364119  2.11575733  0.53147048 -1.01892701  0.        ]",-0.197638296894
8,"[[ -1.5996216    1.43077939   0.03150665   0.07378508]
 [-20.44397024   5.91628039   0.           0.        ]]",[-0.97786684 -1.39511213],[-1.02757037 -0.86772156],[-0.71807957 -1.35154438],-1.74243,"[-0.16482444 -0.40080827 -1.43773125  1.12835758  0.28042306  0.62849969
 -0.06943099  1.22068862  0.30524527 -1.20883932  0.        ]",-0.205994183557
9,"[[ -2.04326885   1.50818853   0.03150665   0.07378508]
 [-23.9091585    1.83809908   0.           0.        ]]",[-1.285356   -1.35144762],[-1.02757037 -0.86772156],[-0.82144296 -1.2235074 ],-1.92929,"[-0.75407026 -0.56276403 -1.27823782  1.13799469  0.280423    0.62849952
 -0.11828115  0.34319835 -0.02731654 -1.37959034  0.        ]",-0.219624801933
10,"[[ -2.55640558   1.50483667   0.03150665   0.07378508]
 [-27.39276079  -2.1600922    0.           0.        ]]",[-0.81001655 -0.45409715],[-1.02757037 -0.86772156],[-1.14237416 -0.58368087],-1.81398,"[-1.27731105 -0.55572776 -0.78416047  1.13772905  0.28042294  0.62849935
 -0.16739089 -0.51708064 -0.48631627 -1.4154443   0.        ]",-0.232473839883
11,"[[ -3.1309748    1.443994     0.03150665   0.07378508]
 [-30.05518579  -3.91841785   0.           0.        ]]",[-1.19294676  0.20665954],[-1.02757037 -0.86772156],[-1.49078548  0.48598543],-1.48505,"[-1.5072409  -0.42835779  0.00752175  1.13052036  0.28042288  0.62849918
 -0.20492416 -0.89541417 -0.9811237  -1.15690587  0.        ]",-0.2338877105
