timestep,human_obs,rewards,obs,avg_action_dist,actions,logstd_action_dist,original_rewards
0,"[[-0.05387817 -0.07053956  0.0721235   0.1844169 ]
 [ 0.00333733 -0.00357396  0.          0.        ]]",-0.454129,"[ 1.19082783  1.161381   -0.0753029  -0.59564868  0.63474593  1.60578029
  0.31721678 -0.12893036  0.66992569 -1.40946846  0.        ]",[ 1.0294596   0.84139085],[ 0.00646225  0.79992466],[-0.43293101 -0.18430209],-0.245213112322
1,"[[-0.05356794 -0.03883115  0.0721235   0.1844169 ]
 [ 0.02760837  3.16385895  0.          0.        ]]",-0.468659,"[ 1.190847    1.1636101  -0.07484336 -0.53949081  0.63474477  1.60577278
  0.31769651  0.35646731  0.67227622 -1.38505867  0.        ]",[ 1.08189237  0.73015118],[-0.43557458  0.45883649],[-0.43293101 -0.18430209],-0.242508034118
2,"[[-0.07031628  0.04205288  0.0721235   0.1844169 ]
 [-1.69669778  4.91869282  0.          0.        ]]",-0.380167,"[ 1.18941576  1.16343872 -0.099635   -0.39605981  0.63474361  1.60576528
  0.28358157  0.62538873  0.67425317 -1.34792607  0.        ]",[ 1.07713377  0.67456073],[ 0.39970418  0.70303537],[-0.43293101 -0.18430209],-0.238284919249
3,"[[-0.08805941  0.16737347  0.0721235   0.1844169 ]
 [-0.08297558  7.60441857  0.          0.        ]]",-0.303346,"[ 1.18747949  1.14657125 -0.12586716 -0.17513158  0.63474244  1.60575777
  0.31550785  1.03696495  0.67153372 -1.27844289  0.        ]",[ 1.10653806  0.56550324],[ 0.69611647  0.42227252],[-0.43293101 -0.18430209],-0.229887062331
4,"[[-0.06207801  0.33471666  0.0721235   0.1844169 ]
 [ 2.67197994  9.1248393   0.          0.        ]]",-0.178178,"[ 1.1901586   1.09307522 -0.08744315  0.1120574   0.63474128  1.60575026
  0.37001286  1.26996029  0.64988242 -1.11604165  0.        ]",[ 1.10271573  0.54295826],[ 1.70165398  0.46406281],[-0.43293101 -0.18430209],-0.209229160705
5,"[[  0.03051994   0.53382225   0.0721235    0.1844169 ]
 [  6.57491407  10.78020497   0.           0.        ]]",-0.111127,"[ 1.1921658   0.9853264   0.04982456  0.43191471  0.63474012  1.60574276
  0.44723004  1.52363303  0.57091176 -0.85014094  0.        ]",[ 1.10223365  0.50838196],[ 1.29819274 -0.11991603],[-0.43293101 -0.18430209],-0.172050187147
6,"[[  0.20041615   0.74250595   0.0721235    0.1844169 ]
 [ 10.40205192  10.09044813   0.           0.        ]]",-0.123453,"[ 1.16524346  0.82545777  0.29982217  0.72868215  0.63473895  1.60573525
  0.52294754  1.41792467  0.38476516 -0.52497471  0.        ]",[ 1.08123064  0.52487373],[ 1.35710879  0.53784897],[-0.43293101 -0.18430209],-0.117846967041
7,"[[  0.44609391   0.9636617    0.0721235    0.1844169 ]
 [ 14.15342687  12.01866097   0.           0.        ]]",-0.197279,"[ 1.05805764  0.611265    0.64445132  0.98614336  0.63473779  1.60572775
  0.59716599  1.71340725  0.04813671 -0.22918515  0.        ]",[ 1.08487153  0.30475727],[ 0.21984494  0.1153925 ],[-0.43293101 -0.18430209],-0.0484342690136
8,"[[  0.73509859   1.20622243   0.0721235    0.1844169 ]
 [ 14.74513945  12.23666284   0.           0.        ]]",-0.356726,"[ 0.83723868  0.33561421  0.99923498  1.18655839  0.63473663  1.60572024
  0.60887171  1.74680589 -0.4037398  -0.10558619  0.        ]",[ 1.06663287  0.14920664],[ 1.50177819 -0.52692083],[-0.43293101 -0.18430209],-0.0405794057836
9,"[[  1.06680323   1.42757233   0.0721235    0.1844169 ]
 [ 18.41313075   9.90602841   0.           0.        ]]",-0.393133,"[ 0.48084719  0.06015534  1.3032724   1.28497241  0.63473546  1.60571274
  0.68144031  1.38964144 -0.85743251 -0.21416482  0.        ]",[ 1.07473719  0.15638754],[ 0.5300374   0.02440734],[-0.43293101 -0.18430209],-0.115683112912
10,"[[  1.45247677   1.6246759    0.0721235    0.1844169 ]
 [ 20.14849036   9.80462978   0.           0.        ]]",-0.738475,"[-0.02155376 -0.19310871  1.47730674  1.30055558  0.6347343   1.60570523
  0.7157724   1.37409739 -1.21708034 -0.5425372   0.        ]",[ 1.10491979  0.07303992],[ 2.25811336 -0.83940822],[-0.43293101 -0.18430209],-0.187135265256
11,"[[  1.89118008   1.7854481    0.0721235    0.1844169 ]
 [ 23.70987832   6.28423961   0.           0.        ]]",-0.651585,"[-0.61770952 -0.39814569  1.41220142  1.26241828  0.63473314  1.60569772
  0.78623163  0.83461304 -1.39013463 -1.00950486  0.        ]",[ 1.12683249  0.1770626 ],[ 1.10492258  0.47125121],[-0.43293101 -0.18430209],-0.245961104779
12,"[[  2.40039628   1.92857631   0.0721235    0.1844169 ]
 [ 27.20025997   8.02270129   0.           0.        ]]",-0.474402,"[-1.19975826 -0.57488468  1.00590743  1.19080005  0.63473197  1.60569022
  0.85528579  1.10102068 -1.32127022 -1.5162908   0.        ]",[ 1.16109228  0.07859507],[ 0.80649938  1.69871792],[-0.43293101 -0.18430209],-0.287934558525
13,"[[  2.97105111   2.127131     0.0721235    0.1844169 ]
 [ 29.85661601  11.82008311   0.           0.        ]]",-0.42595,"[-1.54098772 -0.80404803  0.25625699  1.0356272   0.63473081  1.60568271
  0.9078388   1.68294244 -0.96622024 -1.86498793  0.        ]",[ 1.16026092 -0.08692861],[ 0.46171647 -0.37100408],[-0.43293101 -0.18430209],-0.298779352893
14,"[[  3.58062168   2.34641293   0.0721235    0.1844169 ]
 [ 31.09617291  10.11385291   0.           0.        ]]",-0.177328,"[-1.43037937 -1.02573544 -0.62586823  0.79579904  0.63472965  1.60567521
  0.93236078  1.42146602 -0.53751635 -1.83674554  0.        ]",[ 1.09914517 -0.03860933],[ 0.99513767  0.10514514],[-0.43293101 -0.18430209],-0.271876229632
15,"[[  4.23591871   2.55082796   0.0721235    0.1844169 ]
 [ 34.42243036  10.32697699   0.           0.        ]]",-0.16627,"[-0.81557277 -1.19367286 -1.31337782  0.51732775  0.63472848  1.6056677
  0.99816717  1.45412021 -0.30453649 -1.5251702   0.        ]",[ 1.04387736 -0.06720728],[ 0.0454622   0.56006308],[-0.43293101 -0.18430209],-0.221260411375
16,"[[  4.91935552   2.7775409    0.0721235    0.1844169 ]
 [ 33.92284362  12.33779699   0.           0.        ]]",-0.0934857,"[ 0.09886712 -1.32758293 -1.44691135  0.16091754  0.63472732  1.6056602
  0.98828045  1.76225749 -0.38274145 -1.20332983  0.        ]",[ 0.98208678 -0.13182473],[ 0.43531149 -0.27493201],[-0.43293101 -0.18430209],-0.17700519975
17,"[[  5.60837822   3.01090976   0.0721235    0.1844169 ]
 [ 34.97566881   9.22880397   0.           0.        ]]",-0.390019,"[ 0.89103577 -1.40102521 -0.92201533 -0.23951629  0.63472616  1.60565269
  1.00910762  1.28581884 -0.60329838 -1.1613435   0.        ]",[ 0.98888278  0.06534569],[ 1.46886936  0.3247063 ],[-0.43293101 -0.18430209],-0.181691370124
18,"[[  6.34066589   3.07600158   0.0721235    0.1844169 ]
 [ 38.24226531  -0.1620303    0.           0.        ]]",-0.679005,"[ 1.19053348 -1.4092346   0.08976221 -0.35439854  0.634725    1.60564519
  1.07373322 -0.15326771 -0.67732876 -1.23505187  0.        ]",[ 1.01731873  0.41805369],[ 1.55429921  0.25187852],[-0.43293101 -0.18430209],-0.196306899107
19,"[[  7.13763928   3.05492705   0.0721235    0.1844169 ]
 [ 41.44442147  -1.37439152   0.           0.        ]]",-0.707735,"[ 0.72002571 -1.40716426  1.12314385 -0.31712542  0.63472383  1.60563768
  1.13708349 -0.33905425 -0.69724633 -1.28510427  0.        ]",[ 1.12002766  0.47964072],[ 1.14655153  0.47861207],[-0.43293101 -0.18430209],-0.204240286008
20,"[[  7.99802046   3.03079567   0.0721235    0.1844169 ]
 [ 44.58323894  -0.97347869   0.           0.        ]]",-0.446682,"[-0.38171868 -1.40409447  1.47231165 -0.27453065  0.63472267  1.60563018
  1.19918019 -0.27761632 -0.68052479 -1.35367476  0.        ]",[ 1.19322979  0.43725169],[ 1.41934792  0.16447578],[-0.43293101 -0.18430209],-0.212214163985
21,"[[  8.92055462   3.01566859   0.0721235    0.1844169 ]
 [ 47.65992503  -0.55372768   0.           0.        ]]",-0.107957,"[-1.38960677 -1.40178782  0.72108578 -0.24788608  0.63472151  1.60562267
  1.26004716 -0.21329157 -0.60674433 -1.3919135   0.        ]",[ 1.18234491  0.37116703],[ 2.47986988 -0.15901168],[-0.43293101 -0.18430209],-0.213035178622
22,"[[  9.90401086   2.99837473   0.0721235    0.1844169 ]
 [ 50.67564185  -1.17365222   0.           0.        ]]",0.113331,"[-1.40584708 -1.39879332 -0.67931332 -0.21748785  0.63472034  1.60561517
  1.31970736 -0.30829116 -0.52193839 -1.34582337  0.        ]",[ 1.07848132  0.32318753],[ 1.90361812  1.12888759],[-0.43293101 -0.18430209],-0.20244954489
23,"[[ 10.94718445   3.00535457   0.0721235    0.1844169 ]
 [ 53.63184588   0.91239636   0.           0.        ]]",0.0689476,"[-0.25067162 -1.40004026 -1.47682685 -0.22974762  0.63471918  1.60560767
  1.37818958  0.01138469 -0.51442449 -1.22209722  0.        ]",[ 1.00907004  0.28764403],[ 1.07065245  0.48084496],[-0.43293101 -0.18430209],-0.184970423758
24,"[[ 12.04889337   3.0111314    0.0721235    0.1844169 ]
 [ 56.52939221  -0.06151451   0.           0.        ]]",-0.355193,"[ 1.01253673 -1.40102432 -0.72912585 -0.2399032   0.63471802  1.60560016
  1.43551068 -0.13786199 -0.61993105 -1.16111206  0.        ]",[ 1.0457418   0.42085204],[-0.11152848  1.11797443],[-0.43293101 -0.18430209],-0.182728331817
25,"[[ 13.16382253   3.00878877   0.0721235    0.1844169 ]
 [ 54.96872653  -0.13081043   0.           0.        ]]",-0.75707,"[ 0.95429452 -1.40062278  0.83886584 -0.23578348  0.63471685  1.60559266
  1.4046281  -0.14848105 -0.71108787 -1.22972802  0.        ]",[ 1.16563666  0.48000252],[ 0.83999384 -0.96645843],[-0.43293101 -0.18430209],-0.197985367936
26,"[[ 14.28564492   2.96778535   0.0721235    0.1844169 ]
 [ 57.2060036   -3.95690161   0.           0.        ]]",-0.328365,"[-0.38776177 -1.39255145  1.47135068 -0.16390955  0.63471569  1.60558515
  1.44888578 -0.73481    -0.72289167 -1.3542743   0.        ]",[ 1.24048173  0.50121135],[ 0.78448632  1.78346957],[-0.43293101 -0.18430209],-0.215079993087
