timestep,human_obs,rewards,obs,avg_action_dist,actions,logstd_action_dist,original_rewards
0,"[[-0.07204839 -0.06229494  0.07929723  0.08024101]
 [ 0.00229439 -0.00124173  0.          0.        ]]",-0.116562,"[ 1.16904213  1.1772987  -0.10683693 -0.44266274  0.69045246  0.70755528
  0.31874607 -0.09200191  0.61524143 -0.72284219  0.        ]",[ 0.23688829  0.77420247],[-0.35277032  0.19391825],[-0.336384  -0.1469005],-0.164915683367
1,"[[-0.08600759 -0.05461013  0.07929723  0.08024101]
 [-1.39356573  0.7671601   0.          0.        ]]",-0.143559,"[ 1.16751982  1.17785712 -0.12757179 -0.42921979  0.69045055  0.7075533
  0.28662444  0.01776526  0.61397385 -0.7373627   0.        ]",[ 0.23438227  0.76411068],[-0.02258625  1.74381528],[-0.336384  -0.1469005],-0.166049438609
2,"[[ -1.14514185e-01   3.08774620e-04   7.92972333e-02   8.02410139e-02]
 [ -1.45687805e+00   4.71158409e+00   0.00000000e+00   0.00000000e+00]]",-0.0673795,"[ 1.16358662  1.17972353 -0.16983362 -0.33303965  0.69044865  0.70755132
  0.28516695  0.58123098  0.61448901 -0.73706053  0.        ]",[ 0.28086579  0.6908378 ],[ 0.13158572  0.53556813],[-0.336384  -0.1469005],-0.166087588979
3,"[[-0.13814779  0.11487937  0.07929723  0.08024101]
 [-0.90830327  6.7387204   0.          0.        ]]",-0.0878088,"[ 1.15948215  1.17144256 -0.20476763 -0.13273488  0.69044674  0.70754933
  0.29778999  0.87080809  0.61689438 -0.68362755  0.        ]",[ 0.26343119  0.63068473],[-0.56724277  0.5723559 ],[-0.336384  -0.1469005],-0.161720744182
4,"[[-0.17865593  0.27106227  0.07929723  0.08024101]
 [-3.13509401  8.87245114  0.          0.        ]]",0.00192434,"[ 1.15068084  1.13386952 -0.26436764  0.13557175  0.69044484  0.70754735
  0.24654712  1.17561016  0.61022417 -0.62263222  0.        ]",[ 0.16271639  0.49686721],[-0.20824736  0.15766977],[-0.336384  -0.1469005],-0.155782626795
5,"[[-0.24900268  0.45301547  0.07929723  0.08024101]
 [-3.89704609  9.32136744  0.          0.        ]]",-0.0247181,"[ 1.13012884  1.05306345 -0.36678081  0.4333069   0.69044294  0.70754537
  0.22901277  1.23973275  0.58978507 -0.58578931  0.        ]",[ 0.05912837  0.38484168],[-0.98653378  1.14000814],[-0.336384  -0.1469005],-0.150106455631
6,"[[ -0.36534209   0.67733228   0.07929723   0.08024101]
 [ -7.72418138  13.09768399   0.           0.        ]]",0.131053,"[ 1.08172306  0.90253967 -0.5319274   0.76453207  0.69044103  0.70754338
  0.14094305  1.77917166  0.54930915 -0.58301028  0.        ]",[-0.12328207  0.0417151 ],[ 0.05236864  0.06808077],[-0.336384  -0.1469005],-0.144460769679
7,"[[ -0.51621471   0.93938602   0.07929723   0.08024101]
 [ -7.36427309  13.10765579   0.           0.        ]]",0.109974,"[ 0.99318566  0.66528388 -0.73505789  1.08075985  0.69043913  0.7075414
  0.14922493  1.78058227  0.48236404 -0.59860008  0.        ]",[-0.23682025 -0.09866884],[-1.64184979 -1.2257425 ],[-0.336384  -0.1469005],-0.137060266372
8,"[[ -0.7017274    1.15921571   0.07929723   0.08024101]
 [-11.17446118   8.88928987   0.           0.        ]]",0.256434,"[ 0.84729823  0.42644465 -0.96146752  1.27225584  0.69043722  0.70753942
  0.06154503  1.17798171  0.40687142 -0.68103767  0.        ]",[-0.31940725 -0.01691085],[ 0.23400707  0.29797864],[-0.336384  -0.1469005],-0.135741422755
9,"[[ -0.913715     1.34706621   0.07929723   0.08024101]
 [-10.02808619   9.89243728   0.           0.        ]]",0.256262,"[ 0.63676913  0.20271642 -1.17937318  1.37490318  0.69043532  0.70753744
  0.08792522  1.32127485  0.31937184 -0.80023362  0.        ]",[-0.3589063  -0.15689787],[ 0.01353031  0.40164086],[-0.336384  -0.1469005],-0.139577999265
10,"[[ -1.11175577   1.55890149   0.07929723   0.08024101]
 [ -9.77680881  11.28644897   0.           0.        ]]",0.336911,"[ 0.40586428 -0.06091792 -1.33537771  1.4184413   0.69043342  0.70753545
  0.09370744  1.52040017  0.2116417  -0.86391852  0.        ]",[-0.42611468 -0.30316356],[ 0.21683587 -1.20503301],[-0.336384  -0.1469005],-0.138148418108
11,"[[-1.29673768  1.74265517  0.07929723  0.08024101]
 [-8.72488663  7.1028838   0.          0.        ]]",0.187203,"[ 0.16845182 -0.29057037 -1.43401657  1.39274565  0.69043151  0.70753347
  0.11791411  0.9227757   0.10533913 -0.91110413  0.        ]",[-0.38054976 -0.18705356],[-0.59859991 -0.08301907],[-0.336384  -0.1469005],-0.137360964715
12,"[[ -1.49327724   1.88000271   0.07929723   0.08024101]
 [-10.92179181   6.63339511   0.           0.        ]]",0.121588,"[-0.09753037 -0.4579217  -1.48514204  1.33545475  0.69042961  0.70753149
  0.06735858  0.85570657  0.00214098 -0.97681104  0.        ]",[-0.41039065 -0.21998978],[-0.78226001  0.13342931],[-0.336384  -0.1469005],-0.14173401085
