timestep,human_obs,rewards,obs,avg_action_dist,actions,logstd_action_dist,original_rewards
0,"[[-0.08762278  0.08753339  0.13381673 -0.06264639]
 [ 0.00080256 -0.00085428  0.          0.        ]]",-0.92749,"[ 1.23892109  1.30417483 -0.10979113 -0.00638156  1.16931538 -0.54234921
  0.24351692 -0.07049654  0.31197186  0.36173095  0.        ]",[-2.35437989  2.48342299],[-2.83371706  1.76166581],[-0.80219841 -0.54592258],-0.0930012287208
1,"[[-0.12731288  0.12725971  0.13381673 -0.06264639]
 [-3.95663306  3.9602779   0.          0.        ]]",-1.02942,"[ 1.23304301  1.29643693 -0.16762981  0.04414301  1.16931443 -0.54234897
  0.184276    0.71698452  0.30944192  0.33599574  0.        ]",[-2.30053473  2.32024407],[-2.37339357  3.38595638],[-0.80219841 -0.54592258],-0.0904200736114
2,"[[-0.2453663   0.24542127  0.13381673 -0.06264639]
 [-7.83579965  7.84292039  0.          0.        ]]",-0.845243,"[ 1.20286503  1.25668318 -0.33757938  0.1926004   1.16931348 -0.54234873
  0.12620672  1.48886053  0.29644645  0.26034664  0.        ]",[-2.20362902  1.92246819],[-3.2013321   2.36076435],[-0.80219841 -0.54592258],-0.0826333091238
3,"[[ -0.4402341    0.44046294   0.13381673  -0.06264639]
 [-11.63835471  11.64851883   0.           0.        ]]",-0.740891,"[ 1.11257937  1.13770487 -0.6061738   0.42720998  1.16931253 -0.54234849
  0.06928429  2.24541668  0.25756462  0.14079006  0.        ]",[-2.05148339  1.02621365],[-2.14584469  2.16730496],[-0.80219841 -0.54592258],-0.069601898898
4,"[[ -0.71040136   0.71085707   0.13381673  -0.06264639]
 [-15.3660439   15.37836915   0.           0.        ]]",-0.44662,"[ 0.91025304  0.87105919 -0.93742736  0.71648521  1.16931158 -0.54234825
  0.01348256  2.98690739  0.17042985 -0.00664907  0.        ]",[-1.8587662  -0.51554686],[-1.46084637 -0.29869462],[-0.80219841 -0.54592258],-0.0520551308438
5,"[[ -1.05437208   1.00350624   0.13381673  -0.06264639]
 [-19.01902946  13.89136089   0.           0.        ]]",-0.295508,"[ 0.54533026  0.47049676 -1.25617034  0.96066782  1.16931063 -0.542348
 -0.04120089  2.69128068  0.01242343 -0.18551886  0.        ]",[-1.86876178 -1.36335325],[-1.74166591 -1.24385862],[-0.80219841 -0.54592258],-0.0392469244334
6,"[[ -1.47067891   1.23884025   0.13381673  -0.06264639]
 [-22.59985072   9.65599425   0.           0.        ]]",-0.274173,"[  1.62677312e-03   8.62848953e-02  -1.43998465e+00   1.09121214e+00
   1.16930967e+00  -5.42347763e-01  -9.48040766e-02   1.84928352e+00
  -2.38383401e-01  -3.95967660e-01   0.00000000e+00]",[-1.9571681  -1.60513687],[-1.99037665 -1.83426938],[-0.80219841 -0.54592258],-0.0643453726637
7,"[[ -1.95789642   1.39029867   0.13381673  -0.06264639]
 [-26.11021879   5.50352904   0.           0.        ]]",-0.47691,"[-0.65753599 -0.17967416 -1.33886475  1.14026849  1.16930872 -0.54234752
 -0.14735261  1.02377002 -0.60732072 -0.57208727  0.        ]",[-2.06407213 -1.60783195],[-1.81613915 -1.85427638],[-0.80219841 -0.54592258],-0.118946371242
8,"[[ -2.5146229    1.45952328   0.13381673  -0.06264639]
 [-29.55087382   1.43234483   0.           0.        ]]",-0.904779,"[-1.2543643  -0.30409329 -0.84149398  1.1531384   1.16930777 -0.54234728
 -0.19885757  0.21441588 -1.09330442 -0.5892515   0.        ]",[-2.29685473 -1.31557584],[-1.5099392  -1.62831439],[-0.80219841 -0.54592258],-0.184899244344
9,"[[ -3.13947186   1.44812371   0.13381673  -0.06264639]
 [-32.92260284  -2.55915149   0.           0.        ]]",-0.962084,"[-1.51693265 -0.28352197  0.01537904  1.15143554  1.16930682 -0.54234704
 -0.24933073 -0.57909617 -1.60757541 -0.29568118  0.        ]",[-2.63302135 -0.50272721],[-2.26772078 -0.6450748 ],[-0.80219841 -0.54592258],-0.251429869786
10,"[[ -3.83107758   1.37177849   0.13381673  -0.06264639]
 [-36.22678574  -5.06715942   0.           0.        ]]",-0.945845,"[-1.20157499 -0.14662737  0.95094807  1.13579695  1.16930587 -0.5423468
 -0.29879276 -1.07768924 -1.90073418  0.38138231  0.        ]",[-2.91746306  0.665456  ],[-2.64674407  0.12247294],[-0.80219841 -0.54592258],-0.301759400939
11,"[[ -4.58811029   1.27625572   0.13381673  -0.06264639]
 [-39.46569699  -4.48719071   0.           0.        ]]",-0.705722,"[-0.30749363  0.02161416  1.47299149  1.1059563   1.16930492 -0.54234656
 -0.34727769 -0.96239039 -1.65265089  1.18877924  0.        ]",[-3.05088115  1.35584879],[-2.59639418  1.37812232],[-0.80219841 -0.54592258],-0.312118333824
12,"[[ -5.40929102   1.22707086   0.13381673  -0.06264639]
 [-42.64202452  -0.44492545   0.           0.        ]]",-0.777546,"[ 0.74975697  0.10646152  1.14251907  1.08621649  1.16930397 -0.54234632
 -0.39482576 -0.15878496 -0.88346673  1.53963049  0.        ]",[-2.89930272  0.96487284],[-3.03556845  0.72170176],[-0.80219841 -0.54592258],-0.265618641296
13,"[[ -6.29337748   1.24686183   0.13381673  -0.06264639]
 [-45.75642303   2.41428969   0.           0.        ]]",-0.885937,"[ 1.24414431  0.07248726  0.00354574  1.09451133  1.16930302 -0.54234608
 -0.44144677  0.40962918 -0.1253226   1.09102134  0.        ]",[-2.55735874  0.01919878],[-3.16746772  0.36085575],[-0.80219841 -0.54592258],-0.165560483723
14,"[[ -7.23913934   1.30892057   0.13381673  -0.06264639]
 [-48.80970481   3.78677054   0.           0.        ]]",-0.463492,"[ 0.65999688 -0.03545299 -1.1788827   1.11742943  1.16930207 -0.54234583
 -0.48715288  0.68247923  0.02233384  0.13379118  0.        ]",[-2.11380744 -1.09729981],[-1.43168436 -0.79709602],[-0.80219841 -0.54592258],-0.0330774834039
15,"[[ -8.24535112   1.35213884   0.13381673  -0.06264639]
 [-51.80131468   0.54561975   0.           0.        ]]",-0.515358,"[-0.66298765 -0.11171849 -1.33648995  1.13058392  1.16930111 -0.54234559
 -0.53193577  0.03813549 -0.62507638 -0.59638308  0.        ]",[-2.22430539 -1.02521086],[-2.54548081 -1.424498  ],[-0.80219841 -0.54592258],-0.123711757786
16,"[[ -9.31078536   1.3231033    0.13381673  -0.06264639]
 [-54.73202618  -3.43611172   0.           0.        ]]",-0.675573,"[-1.50797504 -0.06039067 -0.14824287  1.12200048  1.16930016 -0.54234535
 -0.57580702 -0.75343623 -1.61224205 -0.36739155  0.        ]",[-2.75775385 -0.13245624],[-2.88522257  0.11457635],[-0.80219841 -0.54592258],-0.254466913794
17,"[[-10.43424936   1.25949213   0.13381673  -0.06264639]
 [-57.60482789  -2.92688406   0.           0.        ]]",-0.861124,"[-0.87125063  0.05068633  1.25936913  1.09955396  1.16929921 -0.54234511
 -0.61881136 -0.65220094 -1.88455896  0.79409245  0.        ]",[-3.10603213  0.59835947],[-2.23447474  1.13982234],[-0.80219841 -0.54592258],-0.317234030959
18,"[[-11.6146149    1.2411292    0.13381673  -0.06264639]
 [-60.42266539   1.07703209   0.           0.        ]]",-0.780862,"[ 0.66472613  0.08235228  1.2122935   1.09215288  1.16929826 -0.54234487
 -0.66099289  0.14378175 -0.97047898  1.53475464  0.        ]",[-2.96281219  0.28092226],[-2.81291012  0.20694662],[-0.80219841 -0.54592258],-0.272184928254
19,"[[ -1.28507845e+01   1.27052882e+00   1.33816733e-01  -6.26463872e-02]
 [ -6.31851715e+01   1.86005310e+00   0.00000000e+00   0.00000000e+00]]",-0.749123,"[ 1.18875359  0.03156305 -0.39281345  1.10380267  1.16929731 -0.54234463
 -0.7023461   0.29944709 -0.00267936  0.8348007   0.        ]",[-2.46466637 -0.44203752],[-2.38969962 -0.1478918 ],[-0.80219841 -0.54592258],-0.128371262927
20,"[[ -1.41416548e+01   1.30132012e+00   1.33816733e-01  -6.26463872e-02]
 [ -6.58927951e+01   1.22093073e+00   0.00000000e+00   0.00000000e+00]]",-0.405263,"[-0.14255551 -0.02212761 -1.44730891  1.11487143  1.16929636 -0.54234439
 -0.74287772  0.17238874 -0.3073683  -0.42854975  0.        ]",[-2.19386959 -1.10855317],[-2.3038899  -1.60229393],[-0.80219841 -0.54592258],-0.0728602706296
21,"[[ -1.54861231e+01   1.28558749e+00   1.33816733e-01  -6.26463872e-02]
 [ -6.85448191e+01  -2.78109290e+00   0.00000000e+00   0.00000000e+00]]",-0.630304,"[-1.48310271  0.00536583 -0.30402821  1.10936004  1.16929541 -0.54234415
 -0.782577   -0.62321824 -1.55575889 -0.44177578  0.        ]",[-2.77728868 -0.33442295],[-2.74769082 -0.3225462 ],[-0.80219841 -0.54592258],-0.248154095083
22,"[[ -1.68830933e+01   1.21751044e+00   1.33816733e-01  -6.26463872e-02]
 [ -7.11433948e+01  -4.02264549e+00   0.00000000e+00   0.00000000e+00]]",-0.508102,"[-0.6684643   0.12278867  1.37104769  1.08203148  1.16929446 -0.5423439
 -0.82147615 -0.87003996 -1.81696953  0.99117286  0.        ]",[-3.21657109  1.02867293],[-3.02500498  0.96769414],[-0.80219841 -0.54592258],-0.319763639184
23,"[[ -1.83315338e+01   1.17609760e+00   1.33816733e-01  -6.26463872e-02]
 [ -7.36925513e+01  -1.31796290e-01   0.00000000e+00   0.00000000e+00]]",-0.57507,"[ 1.06308613  0.19282921  0.7443002   1.0626773   1.16929351 -0.54234366
 -0.85963548 -0.09653404 -0.4982335   1.45535995  0.        ]",[-2.97715402  0.81682336],[-2.93292272  0.56179047],[-0.80219841 -0.54592258],-0.229439591723
24,"[[ -1.98304668e+01   1.19558976e+00   1.33816733e-01  -6.26463872e-02]
 [ -7.61926524e+01   2.07337534e+00   0.00000000e+00   0.00000000e+00]]",-0.437556,"[ 0.63160817  0.16000446 -1.19960865  1.07204011  1.16929256 -0.54234342
 -0.89706043  0.34185697  0.03542056  0.029246    0.        ]",[-2.27143478 -0.77717048],[-1.67666977 -0.93598612],[-0.80219841 -0.54592258],-0.029436868156
25,"[[ -2.13788921e+01   1.19922621e+00   1.33816733e-01  -6.26463872e-02]
 [ -7.86413263e+01  -1.69742909e+00   0.00000000e+00   0.00000000e+00]]",-0.66925,"[-1.26615767  0.15385226 -0.82393725  1.07373624  1.1692916  -0.54234318
 -0.93371549 -0.40778418 -1.26500287 -0.6541641   0.        ]",[-2.66060996 -0.38529873],[-2.24913393 -0.79547211],[-0.80219841 -0.54592258],-0.214980531327
26,"[[ -2.29757831e+01   1.13376458e+00   1.33816733e-01  -6.26463872e-02]
 [ -8.10394262e+01  -4.83840087e+00   0.00000000e+00   0.00000000e+00]]",-0.385207,"[-0.90004803  0.26318675  1.23960849  1.04079884  1.16929065 -0.54234294
 -0.96961344 -1.03221331 -1.91002849  0.85629197  0.        ]",[-3.28458524  1.32244563],[-3.4391426   1.84879786],[-0.80219841 -0.54592258],-0.324884728482
27,"[[ -2.46201735e+01   1.07743137e+00   1.33816733e-01  -6.26463872e-02]
 [ -8.33922179e+01  -8.08474635e-01   0.00000000e+00   0.00000000e+00]]",-0.376464,"[ 1.06679732  0.35465462  0.7373432   1.00847388  1.1692897  -0.5423427
 -1.00483309 -0.23105792 -0.42873628  1.45758227  0.        ]",[-3.03438735  1.22425699],[-2.82304022  1.87799319],[-0.80219841 -0.54592258],-0.226972296367
28,"[[ -2.63111785e+01   1.10088522e+00   1.33816733e-01  -6.26463872e-02]
 [ -8.57010163e+01   3.14038621e+00   0.00000000e+00   0.00000000e+00]]",-0.31788,"[ 0.3915312   0.31688781 -1.33593623  1.02237155  1.16928875 -0.54234246
 -1.03939413  0.55398148 -0.0549247  -0.24022383  0.        ]",[-2.30798602 -0.79746777],[-2.61250234 -0.48526692],[-0.80219841 -0.54592258],-0.0407883055098
29,"[[ -2.80478983e+01   1.14350427e+00   1.33816733e-01  -6.26463872e-02]
 [ -8.79632256e+01   1.12786120e+00   0.00000000e+00   0.00000000e+00]]",-0.772134,"[-1.48169183  0.24711644 -0.31059602  1.0460152   1.1692878  -0.54234222
 -1.0732577   0.15388825 -1.64421972 -0.43170312  0.        ]",[-2.9206903  -0.70994014],[-2.75504163  0.19513703],[-0.80219841 -0.54592258],-0.262074741908
30,"[[ -2.98294140e+01   1.17328302e+00   1.33816733e-01  -6.26463872e-02]
 [ -9.01810495e+01   1.84727968e+00   0.00000000e+00   0.00000000e+00]]",-0.547797,"[-0.15805439  0.19754659  1.48411446  1.06128281  1.16928685 -0.54234198
 -1.10645679  0.29690973 -1.55063861  1.3396882   0.        ]",[-3.19792104 -0.27226794],[-3.58050192 -0.92375027],[-0.80219841 -0.54592258],-0.312812928828
31,"[[ -3.16548294e+01   1.17283649e+00   1.33816733e-01  -6.26463872e-02]
 [ -9.23528065e+01  -1.87977963e+00   0.00000000e+00   0.00000000e+00]]",-0.409798,"[ 1.20500698  0.19829453 -0.32837888  1.06106078  1.1692859  -0.54234173
 -1.13896621 -0.44403591  0.03227317  0.84201741  0.        ]",[-2.58889365  0.40392607],[-2.70786122  0.55110367],[-0.80219841 -0.54592258],-0.130625832189
32,"[[ -3.35232511e+01   1.15716814e+00   1.33816733e-01  -6.26463872e-02]
 [ -9.44825389e+01   3.05434037e-01   0.00000000e+00   0.00000000e+00]]",-0.442507,"[-0.84204682  0.22445158 -1.24136026  1.05314774  1.16928495 -0.54234149
 -1.17084649 -0.00961154 -0.85790409 -0.72688755  0.        ]",[-2.54810643 -0.8260507 ],[-2.5994358  -0.49347405],[-0.80219841 -0.54592258],-0.165386547347
33,"[[ -3.54338395e+01   1.14325647e+00   1.33816733e-01  -6.26463872e-02]
 [ -9.65690970e+01  -1.69017893e+00   0.00000000e+00   0.00000000e+00]]",-0.690234,"[-1.01990273  0.24752591  1.14479831  1.04588073  1.169284   -0.54234125
 -1.20208041 -0.40634292 -1.94573465  0.73128409  0.        ]",[-3.30600119  0.2695643 ],[-2.50973727  0.4354583 ],[-0.80219841 -0.54592258],-0.323372942521
34,"[[ -3.73857487e+01   1.12672110e+00   1.33816733e-01  -6.26463872e-02]
 [ -9.86152268e+01   3.06908247e-02   0.00000000e+00   0.00000000e+00]]",-0.177144,"[ 1.17698728  0.274762    0.47033585  1.03695043  1.16928304 -0.54234101
 -1.23270906 -0.06423072 -0.28347467  1.33261074  0.        ]",[-2.96019101  0.51554924],[-3.54853486  0.9424563 ],[-0.80219841 -0.54592258],-0.203993224169
35,"[[ -3.93781980e+01   1.16438768e+00   1.33816733e-01  -6.26463872e-02]
 [ -1.00623498e+02   3.72327803e+00   0.00000000e+00   0.00000000e+00]]",-0.297302,"[-0.28556835  0.21242068 -1.43873714  1.05682708  1.16928209 -0.54234077
 -1.26277093  0.66986257 -0.42930211 -0.58404724  0.        ]",[-2.39663482 -1.57062936],[-2.66157331 -2.55982707],[-0.80219841 -0.54592258],-0.103223245452
36,"[[ -4.14104033e+01   1.19797807e+00   1.33816733e-01  -6.26463872e-02]
 [ -1.02589951e+02  -3.51030181e-01   0.00000000e+00   0.00000000e+00]]",-0.619127,"[-1.29889011  0.15596356  0.80911222  1.07314729  1.16928114 -0.54234053
 -1.29220673 -0.14011804 -1.96414556  0.34894197  0.        ]",[-3.23493719 -0.56621653],[-3.57363396 -0.51639877],[-0.80219841 -0.54592258],-0.311376902073
37,"[[ -4.34815248e+01   1.17008614e+00   1.33816733e-01  -6.26463872e-02]
 [ -1.04515487e+02  -2.43141632e+00   0.00000000e+00   0.00000000e+00]]",-0.132786,"[ 1.07470045  0.20289821  0.72222566  1.0596882   1.16928019 -0.54234029
 -1.32102995 -0.55370288 -0.47811833  1.4473813   0.        ]",[-3.06516552  0.94356799],[-2.80101972  0.88206532],[-0.80219841 -0.54592258],-0.227389423761
38,"[[ -4.55907871e+01   1.15654761e+00   1.33816733e-01  -6.26463872e-02]
 [ -1.06404940e+02   1.06568500e+00   0.00000000e+00   0.00000000e+00]]",-0.207549,"[-0.18838426  0.22548338 -1.44628202  1.05282386  1.16927924 -0.54234005
 -1.34931296  0.14152824 -0.36837411 -0.54749321  0.        ]",[-2.42340922 -1.14942169],[-2.52267356 -0.84834275],[-0.80219841 -0.54592258],-0.0936589634861
39,"[[ -4.77374552e+01   1.14349547e+00   1.33816733e-01  -6.26463872e-02]
 [ -1.08255218e+02  -2.35970439e+00   0.00000000e+00   0.00000000e+00]]",-0.521128,"[-1.26511665  0.24713029  0.86247889  1.04600289  1.16927829 -0.54233981
 -1.37700946 -0.53944643 -1.98478849  0.43183647  0.        ]",[-3.31241179  0.14417651],[-3.22062716 -0.27127554],[-0.80219841 -0.54592258],-0.317141892594
40,"[[ -4.99207447e+01   1.08553272e+00   1.33816733e-01  -6.26463872e-02]
 [ -1.10067534e+02  -3.43302960e+00   0.00000000e+00   0.00000000e+00]]",-0.00679612,"[ 1.16299142  0.34166115  0.51385588  1.01333526  1.16927734 -0.54233956
 -1.40413762 -0.75282549 -0.28314638  1.35104888  0.        ]",[-2.99993324  1.30538034],[-2.71791099  2.36378631],[-0.80219841 -0.54592258],-0.206790080969
