timestep,human_obs,actions,logstd_action_dist,avg_action_dist,rewards,obs,original_rewards
0,"[[  8.48770480e-02   7.73689231e-02   9.98718998e-02   6.48224386e-02]
 [  7.18943740e-06  -2.98838110e-03   0.00000000e+00   0.00000000e+00]]",[-1.36181271  2.37840434],[-0.61487943 -0.38059202],[-0.77928853  1.47200251],-0.577979,"[ 1.22412508  1.21056414  0.14153244 -0.10594933  0.87521722  0.54678511
  0.26899838 -0.09435215  0.50354796 -0.23679157  0.        ]",-0.114987339693
1,"[[ 0.0451712   0.117053    0.0998719   0.06482244]
 [-3.95741166  3.9581871   0.          0.        ]]",[-0.21193932  0.13362904],[-0.61487943 -0.38059202],[-0.87228382  1.36269879],-0.416735,"[ 1.22767842  1.20450863  0.08321647 -0.05118918  0.87521634  0.5467847
  0.2051462   0.62671893  0.50509872 -0.26306453  0.        ]",-0.116617080855
2,"[[-0.04160554  0.20074212  0.0998719   0.06482244]
 [-4.71773334  4.4092187   0.          0.        ]]",[-2.11809283  1.50060881],[-0.61487943 -0.38059202],[-0.90489018  1.47264767],-0.517303,"[ 1.2278898   1.18369848 -0.0444705   0.0633538   0.87521546  0.5467843
  0.19287847  0.70882178  0.50551794 -0.32281168  0.        ]",-0.120260521534
3,"[[-0.1747302   0.32779294  0.0998719   0.06482244]
 [-8.58187908  8.28293037  0.          0.        ]]",[-0.11027114  1.66522024],[-0.61487943 -0.38059202],[-0.96129251  1.25844324],-0.355664,"[ 1.20809812  1.13156875 -0.23912851  0.23328479  0.87521458  0.5467839
  0.13053121  1.41396994  0.49751899 -0.41486358  0.        ]",-0.125694501152
4,"[[ -0.34905688   0.53153383   0.0998719    0.06482244]
 [ -8.84989013  12.07849606   0.           0.        ]]",[-0.85435455  1.21621307],[-0.61487943 -0.38059202],[-0.84430057  0.25573173],-0.229501,"[ 1.14597839  0.99839339 -0.4866579   0.48965846  0.8752137   0.54678349
  0.12620683  2.10488832  0.46720457 -0.50523278  0.        ]",-0.129269455029
5,"[[ -0.558226     0.81044101   0.0998719    0.06482244]
 [-12.05640096  15.79974855   0.           0.        ]]",[ 0.21751015 -0.68895805],[-0.61487943 -0.38059202],[-0.70311773 -1.0367527 ],-0.0292591,"[ 1.01988869  0.72669597 -0.76289127  0.79155638  0.87521282  0.54678309
  0.07447035  2.78227046  0.40232803 -0.57999123  0.        ]",-0.128559899327
6,"[[ -0.78832149   1.09591869   0.0998719    0.06482244]
 [-10.956827    12.75816529   0.           0.        ]]",[-0.53193194 -2.30146664],[-0.61487943 -0.38059202],[-0.78204775 -1.08344162],0.0734819,"[ 0.82261094  0.36210632 -1.0270809   1.01999835  0.87521194  0.54678268
  0.09221172  2.22859222  0.30624425 -0.66018318  0.        ]",-0.127233031692
7,"[[ -1.02639582   1.30881933   0.0998719    0.06482244]
 [-12.84440807   8.54588404   0.           0.        ]]",[-0.80747385  0.03768694],[-0.61487943 -0.38059202],[-0.92771435 -0.78257346],0.0348483,"[ 0.56473928  0.05050422 -1.24237094  1.12611055  0.87521106  0.54678228
  0.06175589  1.46181417  0.19870603 -0.77470986  0.        ]",-0.132827752738
8,"[[ -1.31280112   1.4795349    0.0998719    0.06482244]
 [-15.78639872   8.52565507   0.           0.        ]]",[-0.95858342 -0.67135937],[-0.61487943 -0.38059202],[-1.02178991 -1.27008104],-0.00791776,"[ 0.20264593 -0.21333998 -1.40643561  1.16764799  0.87521018  0.54678188
  0.01428735  1.45812924  0.05792769 -0.93083306  0.        ]",-0.147262034582
9,"[[ -1.66346095   1.6216766    0.0998719    0.06482244]
 [-19.26803243   5.69783028   0.           0.        ]]",[-0.36048013 -0.67502569],[-0.61487943 -0.38059202],[-1.12510896 -1.16170645],-0.0470031,"[-0.27645805 -0.43653186 -1.44883324  1.17162206  0.87520931  0.54678147
 -0.04188825  0.94337062 -0.14226967 -1.10142917  0.        ]",-0.168987405801
10,"[[ -2.05931317   1.70766903   0.0998719    0.06482244]
 [-20.31366583   2.91066932   0.           0.        ]]",[-0.87837638 -0.8656516 ],[-0.61487943 -0.38059202],[-1.17413926 -0.92559433],-0.208904,"[-0.79567599 -0.57106223 -1.28297711  1.1604473   0.87520843  0.54678107
 -0.05875936  0.43601485 -0.40838458 -1.24747092  0.        ]",-0.19591066893
11,"[[ -2.4964319    1.73089846   0.0998719    0.06482244]
 [-23.38787714  -0.57620441   0.           0.        ]]",[-2.58428069 -0.17197471],[-0.61487943 -0.38059202],[-1.36483812 -0.54923558],-0.382129,"[-1.24999034 -0.60717242 -0.86833576  1.15568086  0.87520755  0.54678066
 -0.10836128 -0.19871166 -0.75022486 -1.31485039  0.        ]",-0.224862907143
12,"[[ -2.99925348   1.71263555   0.0998719    0.06482244]
 [-26.88260407  -1.24797498   0.           0.        ]]",[-1.7246127   1.52077558],[-0.61487943 -0.38059202],[-1.56243181 -0.44525325],-0.0751336,"[-1.51303006 -0.57879227 -0.19204181  1.15948767  0.87520667  0.54678026
 -0.16474816 -0.32099604 -1.15593472 -1.20493335  0.        ]",-0.249612187429
13,"[[ -3.57128404   1.72762279   0.0998719    0.06482244]
 [-30.30919998   2.73328676   0.           0.        ]]",[-0.78935887 -1.00197508],[-0.61487943 -0.38059202],[-1.6136719  -1.08523428],-0.648857,"[-1.40169369 -0.60208716  0.62994336  1.15639449  0.87520579  0.54677985
 -0.22003575  0.4037261  -1.47065421 -0.83693947  0.        ]",-0.255447139304
14,"[[ -4.20279406   1.74197956   0.0998719    0.06482244]
 [-32.83322532  -1.28433529   0.           0.        ]]",[-2.31730738 -0.9270559 ],[-0.61487943 -0.38059202],[-1.75459206 -0.29703701],-0.46652,"[-0.82117219 -0.62435042  1.30164942  1.15314288  0.87520491  0.54677945
 -0.26076046 -0.32761524 -1.55295947 -0.29107376  0.        ]",-0.23875711499
