timestep,human_obs,rewards,obs,avg_action_dist,actions,logstd_action_dist,original_rewards
0,"[[-0.05494592 -0.04066699  0.07252735 -0.07915509]
 [-0.00334508  0.00050796  0.          0.        ]]",-2.04096,"[ 1.25452231  1.40175767 -0.0586573  -0.14509319  0.63310264 -0.68437586
  0.22288953 -0.05616085  0.67700996  0.4165925   0.        ]",[-2.22023392  1.49707866],[-1.44855281  1.1579814 ],[-0.98238075 -0.83276278],-0.150694876662
1,"[[ -9.47181099e-02  -9.13646036e-04   7.25273524e-02  -7.91550936e-02]
 [ -3.96069172e+00   3.96162009e+00   0.00000000e+00   0.00000000e+00]]",-2.05976,"[ 1.25041117  1.40346716 -0.11661129 -0.09606289  0.63310245 -0.68437565
  0.16680148  0.787964    0.67525592  0.39110443  0.        ]",[-2.13789558  1.50142622],[-1.89823582  1.70936194],[-0.98238075 -0.83276278],-0.148803102603
2,"[[-0.21285163  0.11727475  0.07252735 -0.07915509]
 [-7.83974576  7.84426828  0.          0.        ]]",-1.93816,"[ 1.22540817  1.38925066 -0.28710741  0.04941593  0.63310227 -0.68437544
  0.11182309  1.61536707  0.66459386  0.31616683  0.        ]",[-1.96211767  1.38751876],[-1.80636782  1.0977181 ],[-0.98238075 -0.83276278],-0.14285459694
3,"[[ -0.40779687   0.31234381   0.07252735  -0.07915509]
 [-11.64214344  11.64991942   0.           0.        ]]",-1.72095,"[ 1.14323876  1.30332493 -0.55795093  0.28417098  0.63310208 -0.68437523
  0.05793115  2.4263593   0.62954864  0.1971495   0.        ]",[-1.74229932  0.44469234],[-1.58793005  0.66761735],[-0.98238075 -0.83276278],-0.132000328965
4,"[[ -0.67803293   0.56956214   0.07252735  -0.07915509]
 [-15.36913093  14.06378687   0.           0.        ]]",-1.49667,"[ 0.95081237  1.07673385 -0.89504345  0.57035903  0.6331019  -0.68437503
  0.00510802  2.94075531  0.54659962  0.03976084  0.        ]",[-1.58777773 -0.457881  ],[-1.71586911 -0.03581689],[-0.98238075 -0.83276278],-0.114797108062
5,"[[ -1.02206515   0.84662646   0.07252735  -0.07915509]
 [-19.02206817  13.64391146   0.           0.        ]]",-1.26475,"[ 0.5952334   0.70496337 -1.22519482  0.82917441  0.63310172 -0.68437482
 -0.04666559  2.85127343  0.38876238 -0.15227203  0.        ]",[-1.59400487 -1.03394926],[-1.34224753 -1.6398585 ],[-0.98238075 -0.83276278],-0.0915297673229
6,"[[ -1.43842745   1.07706315   0.07252735  -0.07915509]
 [-22.6023563    9.41369739   0.           0.        ]]",-1.32842,"[ 0.05658685  0.31461922 -1.42695324  0.99143185  0.63310153 -0.68437461
 -0.09740953  1.94980384  0.12703292 -0.36752971  0.        ]",[-1.79231954 -0.92808115],[-1.17209357 -0.57186029],[-0.98238075 -0.83276278],-0.0732287703187
7,"[[ -1.92569508   1.24073534   0.07252735  -0.07915509]
 [-26.11277022   6.96152918   0.           0.        ]]",-1.5495,"[-0.6062836   0.00454217 -1.3486682   1.07218122  0.63310135 -0.6843744
 -0.14716314  1.42724096 -0.26018725 -0.53040184  0.        ]",[-1.97854078 -1.5302732 ],[-2.6869545  -0.85959327],[-0.98238075 -0.83276278],-0.0870501808841
8,"[[ -2.48247286   1.34441037   0.07252735  -0.07915509]
 [-29.55350611   3.41761962   0.           0.        ]]",-1.87019,"[-1.21877329 -0.20169231 -0.87335334  1.10729382  0.63310117 -0.68437419
 -0.19592918  0.67202665 -0.75185041 -0.51591214  0.        ]",[-2.34445119 -1.63131988],[-2.51882744 -2.00452888],[-0.98238075 -0.83276278],-0.133546229206
9,"[[ -3.10737646   1.37232334   0.07252735  -0.07915509]
 [-32.92547154  -0.61304986   0.           0.        ]]",-1.73376,"[-1.50754973 -0.25816391 -0.02839206  1.11455351  0.63310098 -0.68437399
 -0.24372053 -0.186917   -1.25319697 -0.19999804  0.        ]",[-2.84110141 -1.10079432],[-2.7320778  -0.32884111],[-0.98238075 -0.83276278],-0.193254151498
10,"[[ -3.79904782   1.34707781   0.07252735  -0.07915509]
 [-36.23057763  -1.90734805   0.           0.        ]]",-1.61135,"[-1.22017958 -0.20707383  0.91462794  1.10802717  0.6331008  -0.68437378
 -0.29056427 -0.46273446 -1.52504544  0.46230887  0.        ]",[-3.28288531 -0.25379381],[-3.29619366 -1.32276126],[-0.98238075 -0.83276278],-0.246763806879
11,"[[ -4.55615105   1.26953039   0.07252735  -0.07915509]
 [-39.46869082  -5.83445083   0.           0.        ]]",-0.985305,"[-0.34099364 -0.0521087   1.46513436  1.08320738  0.63310061 -0.68437357
 -0.33645851 -1.29960746 -1.29142643  1.25630195  0.        ]",[-3.35927105  2.14308095],[-3.7631636   2.19979107],[-0.98238075 -0.83276278],-0.276321647234
12,"[[ -5.37738623   1.19366841   0.07252735  -0.07915509]
 [-42.64448089  -1.76545015   0.           0.        ]]",-1.45731,"[ 0.72719583  0.09592288  1.17154978  1.05207362  0.63310043 -0.68437336
 -0.38146942 -0.43249502 -0.520988    1.63544718  0.        ]",[-3.23112988  1.28507423],[-3.34974519  1.53448603],[-0.98238075 -0.83276278],-0.261380218734
13,"[[ -6.26152056   1.19836882   0.07252735  -0.07915509]
 [-45.75881546   2.22200927   0.           0.        ]]",-1.98635,"[ 1.25628318  0.08686959  0.05325502  1.05419595  0.63310025 -0.68437315
 -0.42560931  0.41724075  0.25488816  1.19713991  0.        ]",[-2.62901497  0.07571431],[-2.79710749  0.40587493],[-0.98238075 -0.83276278],-0.195814899075
14,"[[ -7.20732912   1.25841049   0.07252735  -0.07915509]
 [-48.81199093   3.77673609   0.           0.        ]]",-1.75208,"[ 0.70709531 -0.03016863 -1.14470093  1.07906246  0.63310006 -0.68437294
 -0.46888237  0.74855608  0.41053132  0.23840804  0.        ]",[-2.09643459 -1.14382851],[-2.32418876 -1.75101115],[-0.98238075 -0.83276278],-0.0982492366019
15,"[[ -8.21358199   1.29337093   0.07252735  -0.07915509]
 [-51.80308315  -0.26744872   0.           0.        ]]",-1.80186,"[-0.61237212 -0.09939985 -1.34626558  1.09159736  0.63309988 -0.68437274
 -0.51127551 -0.11326829 -0.24369367 -0.50259854  0.        ]",[-2.2969532  -1.18765974],[-2.64717531 -1.61157155],[-0.98238075 -0.83276278],-0.0821712694522
16,"[[ -9.27904639   1.24823787   0.07252735  -0.07915509]
 [-54.73327116  -4.23283011   0.           0.        ]]",-1.40572,"[-1.49370415 -0.01016628 -0.19061058  1.0751438   0.6330997  -0.68437253
 -0.55280544 -0.95829931 -1.25532608 -0.26982617  0.        ]",[-3.03945613 -0.17760995],[-3.31393219  0.56930043],[-0.98238075 -0.83276278],-0.195743424773
17,"[[-10.40253815   1.18691941   0.07252735  -0.07915509]
 [-57.60650877  -1.90693534   0.           0.        ]]",-1.30093,"[-0.89851897  0.10889247  1.23340757  1.04897896  0.63309951 -0.68437232
 -0.59352818 -0.46264595 -1.52194008  0.90548036  0.        ]",[-3.53532457  0.48633835],[-4.14569174 -0.09863575],[-0.98238075 -0.83276278],-0.274030036601
