timestep,human_obs,rewards,obs,avg_action_dist,actions,logstd_action_dist,original_rewards
0,"[[ 0.072791   -0.00129723 -0.0867961   0.02422827]
 [ 0.00287484 -0.00044459  0.          0.        ]]",-2.39301,"[ 1.25213212  1.39448228  0.12738546 -0.09613513 -0.74384514  0.21356526
  0.22393441 -0.05733491  1.61664025 -0.0477115   0.        ]",[ 1.19939733 -1.38267207],[ 0.71936557 -1.29783847],[-0.96519268 -0.78980184],-0.296389951509
1,"[[ 0.10141535 -0.04104498 -0.0867961   0.02422827]
 [ 2.85007539 -3.96112699  0.          0.        ]]",-2.35309,"[ 1.24868943  1.39276075  0.16906456 -0.1452766  -0.74384489  0.21356521
  0.26444128 -0.8963366   1.61564598 -0.03722462  0.        ]",[ 1.63897502 -1.16939139],[ 2.11988309 -1.48974692],[-0.96519268 -0.78980184],-0.296176151605
2,"[[ 0.19755698 -0.15922366 -0.0867961   0.02422827]
 [ 6.75110028 -7.84378946  0.          0.        ]]",-2.68248,"[ 1.22890399  1.36861423  0.30797052 -0.29061053 -0.74384464  0.21356516
  0.31994084 -1.71881003  1.60790675  0.00833664  0.        ]",[ 2.11783242 -0.33318841],[ 1.26239533  0.19731357],[-0.96519268 -0.78980184],-0.294770762798
3,"[[  0.37092708  -0.30671665  -0.0867961    0.02422827]
 [ 10.5732118   -6.90859685   0.           0.        ]]",-2.49593,"[ 1.16178233  1.29904093  0.55090653 -0.46792549 -0.74384439  0.21356511
  0.37431769 -1.52070463  1.5783974   0.13355042  0.        ]",[ 2.13610888 -0.34284127],[ 2.18561765 -0.48078458],[-0.96519268 -0.78980184],-0.290396413357
4,"[[  0.61999308  -0.46262875  -0.0867961    0.02422827]
 [ 14.32095406  -8.67666653   0.           0.        ]]",-2.60306,"[ 0.99851878  1.17951419  0.87035279 -0.64646906 -0.74384414  0.21356507
  0.42763649 -1.89523746  1.50202946  0.33967749  0.        ]",[ 2.02604532  0.32372445],[ 2.01463281  1.02984555],[-0.96519268 -0.78980184],-0.281505078282
5,"[[  0.9432514   -0.5947188   -0.0867961    0.02422827]
 [ 17.99268612  -4.54602605   0.           0.        ]]",-2.2949,"[ 0.6851176   1.04336449  1.20425758 -0.78741942 -0.74384389  0.21356502
  0.47987389 -1.02023337  1.33726264  0.61743821  0.        ]",[ 1.76499808 -0.52433717],[ 1.5717806  -0.29347503],[-0.96519268 -0.78980184],-0.26615898905
6,"[[  1.33923585  -0.69639855  -0.0867961    0.02422827]
 [ 21.59382077  -5.61827745   0.           0.        ]]",-2.1933,"[ 0.19071828  0.91831431  1.44373274 -0.8878177  -0.74384363  0.21356497
  0.53110689 -1.2473703   1.03570874  0.90543423  0.        ]",[ 1.48056209 -0.17047921],[ 1.46376737  0.23267347],[-0.96519268 -0.78980184],-0.241773672819
7,"[[  1.80652406e+00  -7.98401161e-01  -8.67960976e-02   2.42282658e-02]
 [  2.51232789e+01  -4.58530142e+00   0.00000000e+00   0.00000000e+00]]",-1.80572,"[-0.44935494  0.77658543  1.44232153 -0.98030004 -0.74384338  0.21356492
  0.58132015 -1.02855204  0.58925199  1.07917861  0.        ]",[ 1.10609555 -0.4327786 ],[ 1.21304898 -0.28606825],[-0.96519268 -0.78980184],-0.206120782805
8,"[[  2.34371015e+00  -9.00550069e-01  -8.67960976e-02   2.42282658e-02]
 [  2.85838777e+01  -5.62597055e+00   0.00000000e+00   0.00000000e+00]]",-1.43507,"[-1.09167579  0.61978658  1.06745488 -1.06368666 -0.74384313  0.21356487
  0.63055372 -1.24899879  0.05147247  1.01753209  0.        ]",[ 0.88622397 -0.05660266],[ 0.94699049  0.17581531],[-0.96519268 -0.78980184],-0.159502797016
9,"[[  2.94731499e+00  -1.00494594e+00  -8.67960976e-02   2.42282658e-02]
 [  3.17660404e+01  -4.81614822e+00   0.00000000e+00   0.00000000e+00]]",-1.11675,"[-1.48281677  0.44586821  0.3032659  -1.13846186 -0.74384288  0.21356482
  0.67582599 -1.07745169 -0.43374423  0.63861174  0.        ]",[ 0.84745169 -0.0856725 ],[ 1.89250918  0.13825672],[-0.96519268 -0.78980184],-0.110217973707
10,"[[  3.61603802e+00  -1.09478854e+00  -8.67960976e-02   2.42282658e-02]
 [  3.50952019e+01  -4.17007527e+00   0.00000000e+00   0.00000000e+00]]",-1.15036,"[-1.3561398   0.28656294 -0.64667355 -1.19373943 -0.74384263  0.21356477
  0.72318958 -0.94059214 -0.67213092 -0.02755905  0.        ]",[ 0.95308143 -0.13200879],[ 0.86052128  0.53722654],[-0.96519268 -0.78980184],-0.0918567212455
11,"[[  4.34514172e+00  -1.15597539e+00  -8.67960976e-02   2.42282658e-02]
 [  3.78060743e+01  -1.95582529e+00   0.00000000e+00   0.00000000e+00]]",-1.23485,"[-0.62282805  0.17366114 -1.34311774 -1.22633444 -0.74384238  0.21356473
  0.76175678 -0.47154217 -0.47932732 -0.77920529  0.        ]",[ 1.13516259 -0.31461602],[ 0.68100687 -0.29984008],[-0.96519268 -0.78980184],-0.136221622468
