timestep,human_obs,rewards,obs,avg_action_dist,actions,logstd_action_dist,original_rewards
0,"[[-0.05633413  0.0914434   0.1306488   0.06871175]
 [-0.00440418 -0.00297527  0.          0.        ]]",-0.0116258,"[ 1.17993375  1.1653688  -0.08178682 -0.25707863  1.14359091  0.60502636
  0.31795371 -0.11381636  0.3076778  -0.49587785  0.        ]",[-0.28378892  1.01029134],[-0.10194421  0.36849242],[-0.39596614 -0.1780467 ],-0.10596365344
1,"[[-0.06047324  0.10602546  0.1306488   0.06871175]
 [-0.4081606   1.45631771  0.          0.        ]]",0.00796214,"[ 1.1795967   1.16354213 -0.08792992 -0.23127755  1.14358677  0.60502506
  0.309367    0.10222562  0.30724248 -0.49076514  0.        ]",[-0.26626498  0.97971177],[-0.10227713 -0.14838649],[-0.39596614 -0.1780467 ],-0.105423854142
2,"[[-0.07261249  0.128969    0.1306488   0.06871175]
 [-0.80444666  0.84008925  0.          0.        ]]",-0.0505571,"[ 1.17848099  1.16012798 -0.10593751 -0.19076528  1.14358263  0.60502377
  0.30093916  0.01099545  0.30636985 -0.49092683  0.        ]",[-0.29452473  0.99549639],[-0.74896128  1.00072447],[-0.39596614 -0.1780467 ],-0.105333414695
3,"[[-0.11828388  0.18534317  0.1306488   0.06871175]
 [-3.7528716   4.78417661  0.          0.        ]]",-0.0901619,"[ 1.17248461  1.14893909 -0.17352346 -0.09177881  1.14357849  0.60502247
  0.23823815  0.59490142  0.30323608 -0.51439222  0.        ]",[-0.29708004  0.86340994],[-0.15067695  2.16866447],[-0.39596614 -0.1780467 ],-0.107223997274
4,"[[-0.198592    0.31980608  0.1306488   0.06871175]
 [-4.27618814  8.64922933  0.          0.        ]]",-0.0465888,"[ 1.15504055  1.10636586 -0.2913928   0.13953998  1.14357436  0.60502118
  0.22710902  1.16710413  0.29196168 -0.5283164   0.        ]",[-0.33710754  0.53738427],[-1.58311545  0.75906671],[-0.39596614 -0.1780467 ],-0.107286992283
5,"[[ -0.32296976   0.52124263   0.1306488    0.06871175]
 [ -8.14872422  11.48493938   0.           0.        ]]",0.0893336,"[ 1.11091383  1.00228013 -0.46994165  0.46594222  1.14357022  0.60501988
  0.14475597  1.58691173  0.26386143 -0.55365418  0.        ]",[-0.47893101  0.13471881],[-0.95818372 -0.27405795],[-0.39596614 -0.1780467 ],-0.106743570514
6,"[[ -0.5223581    0.73778294   0.1306488    0.06871175]
 [-11.77811284  10.17339794   0.           0.        ]]",0.16485,"[ 0.99849551  0.8409605  -0.73984407  0.77654641  1.14356608  0.60501858
  0.06757366  1.39273693  0.21107091 -0.66717222  0.        ]",[-0.62615651  0.06458923],[-0.90093534  0.46320318],[-0.39596614 -0.1780467 ],-0.114325803117
7,"[[ -0.79135641   0.95763761   0.1306488    0.06871175]
 [-15.11071185  11.80653439   0.           0.        ]]",0.219557,"[ 0.77302987  0.63239148 -1.05559781  1.03468757  1.14356194  0.60501729
 -0.00329714  1.63450638  0.11632385 -0.8519853   0.        ]",[-0.7009998  -0.24748398],[-1.4013613  -0.22350362],[-0.39596614 -0.1780467 ],-0.130807683456
8,"[[ -1.13027607   1.1825441    0.1306488    0.06871175]
 [-18.76919624  10.68771158   0.           0.        ]]",0.318498,"[ 0.39239456  0.38277796 -1.34286382  1.22624405  1.1435578   0.60501599
 -0.0810982   1.46886261 -0.0458814  -1.07323482  0.        ]",[-0.77613091 -0.35819238],[-0.72644886 -0.25858393],[-0.39596614 -0.1780467 ],-0.15496229243
9,"[[ -1.53078507   1.3838925    0.1306488    0.06871175]
 [-21.27343838   9.451143     0.           0.        ]]",0.303971,"[-0.1395996   0.13839889 -1.4836055   1.32760772  1.14355367  0.6050147
 -0.13435319  1.28578939 -0.2907679  -1.29123824  0.        ]",[-0.83244216 -0.44009364],[-0.89869312 -1.11434496],[-0.39596614 -0.1780467 ],-0.185588805698
