timestep,human_obs,rewards,obs,avg_action_dist,actions,logstd_action_dist,original_rewards
0,"[[-0.05506813 -0.0587746  -0.16918564  0.08663249]
 [-0.0023435   0.00467225  0.          0.        ]]",-0.676314,"[ 1.11672301  1.19176276 -0.09627771 -0.1166418  -1.45748492  0.74464615
  0.19550909  0.00930015  2.1126062  -0.73435731  0.        ]",[ 0.66344166  0.27533552],[ 0.96189358 -0.18896181],[-0.07918328 -0.05288231],-0.392524450891
1,"[[-0.01693355 -0.06620397 -0.16918564  0.08663249]
 [ 3.80313021 -0.74510409  0.          0.        ]]",-0.62744,"[ 1.11860827  1.19116854 -0.03881487 -0.1289768  -1.45746507  0.7446411
  0.36175123 -0.09074911  2.11546824 -0.68424976  0.        ]",[ 0.68681508  0.2790457 ],[ 1.34115083  0.03013591],[-0.07918328 -0.05288231],-0.391129009202
2,"[[ 0.09806436 -0.07977585 -0.16918564  0.08663249]
 [ 7.68374008 -0.61251849  0.          0.        ]]",-0.774908,"[ 1.1121577   1.18991517  0.13435338 -0.15149455 -1.45744522  0.74463606
  0.53127518 -0.07305658  2.11477078 -0.52608663  0.        ]",[ 0.70284593  0.28019756],[-0.07724965  0.73368679],[-0.07918328 -0.05288231],-0.38601024461
3,"[[ 0.24713684 -0.06275478 -0.16918564  0.08663249]
 [ 7.22503673  2.30490098  0.          0.        ]]",-0.509332,"[ 1.07680818  1.19142207  0.35559604 -0.12324919 -1.45742537  0.74463101
  0.51123356  0.31624378  2.08738581 -0.29663179  0.        ]",[ 0.67472404  0.27134758],[ 1.50044017 -0.46899213],[-0.07918328 -0.05288231],-0.376632450912
4,"[[  0.42990161  -0.03576137  -0.16918564   0.08663249]
 [ 11.03874164   0.40079142   0.           0.        ]]",-0.793996,"[ 0.99306127  1.19307574  0.61518573 -0.07839701 -1.45740553  0.74462597
  0.67783444  0.06215721  2.00894958 -0.02204285  0.        ]",[ 0.6806646   0.27033427],[-0.67535537 -1.01322759],[-0.07918328 -0.05288231],-0.361663489684
5,"[[ 0.62169608 -0.06754155 -0.16918564  0.08663249]
 [ 8.15031877 -3.5655937   0.          0.        ]]",-0.44282,"[ 0.86026315  1.19100622  0.8649427  -0.13119511 -1.45738568  0.74462092
  0.5516476  -0.46712105  1.89940412  0.20309229  0.        ]",[ 0.65584934  0.2663472 ],[ 1.31512573  0.63420845],[-0.07918328 -0.05288231],-0.345272798355
6,"[[  0.82276567  -0.11296386  -0.16918564   0.08663249]
 [ 11.94401385  -0.98522302   0.           0.        ]]",-0.200856,"[ 0.67692794  1.18586163  1.09204959 -0.20644774 -1.45736583  0.74461587
  0.71737481 -0.12279056  1.75433097  0.4047623   0.        ]",[ 0.64087671  0.25568447],[ 1.787159    1.05500938],[-0.07918328 -0.05288231],-0.325908783141
7,"[[  1.09895071  -0.09275839  -0.16918564   0.08663249]
 [ 15.66210541   2.99252261   0.           0.        ]]",-0.277961,"[ 0.36514755  1.18845015  1.32983585 -0.1730099  -1.45734599  0.74461083
  0.87979746  0.40800815  1.46172146  0.66345324  0.        ]",[ 0.59417862  0.23453483],[-0.42119838  1.04983241],[-0.07918328 -0.05288231],-0.289651627954
8,"[[  1.39235145e+00   6.23383691e-03  -1.69185644e-01   8.66324936e-02]
 [  1.36845658e+01   6.89367878e+00   0.00000000e+00   0.00000000e+00]]",0.0234912,"[-0.01759969  1.19380283  1.47064075 -0.00853963 -1.45732614  0.74460578
  0.79340046  0.92858299  1.04141141  0.83668426  0.        ]",[ 0.48038191  0.19984573],[ 0.13496245  1.51661521],[-0.07918328 -0.05288231],-0.238294436251
9,"[[  1.66866969   0.18246439  -0.16918564   0.08663249]
 [ 13.94644624  10.71661094   0.           0.        ]]",0.193699,"[-0.39783889  1.17300292  1.48734772  0.28297018 -1.4573063   0.74460074
  0.80483528  1.43870797  0.56470302  0.82579447  0.        ]",[ 0.35151571  0.16147751],[ 0.27433211 -0.01707972],[-0.07918328 -0.05288231],-0.175216839116
