timestep,human_obs,actions,logstd_action_dist,avg_action_dist,rewards,obs,original_rewards
0,"[[ 0.0679478  -0.04880546  0.02491431  0.15379043]
 [ 0.00418379  0.0028856   0.          0.        ]]",[ 1.10431292  0.2172725 ],[-0.78574663 -0.51987028],[ 1.30279851  0.31514528],-0.89649,"[ 1.24040197  1.29748567  0.11967494 -0.18653016  0.22731325  1.31885972
  0.24452002 -0.06876503  0.95851722 -0.92406511  0.        ]",-0.234858593097
1,"[[ 0.10771781 -0.04013199  0.02491431  0.15379043]
 [ 3.95964776  0.8616057   0.          0.        ]]",[ 1.09379619 -0.34318952],[-0.78574663 -0.51987028],[ 1.36869621  0.18156055],-0.865235,"[ 1.23558704  1.29817983  0.17777358 -0.17539212  0.22731316  1.31885844
  0.30393283  0.10159582  0.9550711  -0.86359722  0.        ]",-0.228782242807
2,"[[ 0.22582083 -0.03672029  0.02491431  0.15379043]
 [ 7.8377407  -0.51583915  0.          0.        ]]",[ 1.10940081  0.34323028],[-0.78574663 -0.51987028],[ 1.58170927  0.07686162],-0.899286,"[ 1.20854797  1.29841497  0.34848307 -0.17100985  0.22731308  1.31885717
  0.36218347 -0.17167455  0.9332568  -0.70143494  0.        ]",-0.211829012942
3,"[[  0.4207054   -0.0333135    0.02491431   0.15379043]
 [ 11.63806358   0.85196576   0.           0.        ]]",[ 1.76573767 -0.01141124],[-0.78574663 -0.51987028],[ 1.61241698 -0.17964685],-0.857882,"[ 1.12325264  1.29862885  0.61907091 -0.16663333  0.22731299  1.31885589
  0.41926597  0.09968348  0.85970629 -0.44520842  0.        ]",-0.182741288459
4,"[[  0.69084779  -0.01691111   0.02491431   0.15379043]
 [ 15.3637704    0.78848935   0.           0.        ]]",[ 1.01050923  0.06154255],[-0.78574663 -0.51987028],[ 1.5731895  -0.33838809],-0.907589,"[ 0.92716732  1.2993704   0.95461258 -0.14555624  0.22731291  1.31885461
  0.47522768  0.0870904   0.68070055 -0.11962578  0.        ]",-0.139761347114
5,"[[  1.03476381e+00   1.13287303e-03   2.49143057e-02   1.53790426e-01]
 [  1.90156735e+01   1.01515543e+00   0.00000000e+00   0.00000000e+00]]",[ 1.02687891 -1.08155324],[-0.78574663 -0.51987028],[ 1.41668653 -0.47410649],-0.808803,"[ 0.56841032  1.2996259   1.28100872 -0.12236316  0.22731282  1.31885333
  0.5300808   0.13205854  0.34848863  0.19469749  0.        ]",-0.0864966510552
6,"[[  1.45100960e+00  -1.85075048e-02   2.49143057e-02   1.53790426e-01]
 [  2.25969772e+01  -2.96591387e+00   0.00000000e+00   0.00000000e+00]]",[ 0.85285834 -0.09079388],[-0.78574663 -0.51987028],[ 1.30835605 -0.31266987],-0.622618,"[ 0.02853233  1.29931695  1.47620279 -0.14760786  0.22731274  1.31885205
  0.58387346 -0.65774411 -0.12736321  0.37468554  0.        ]",-0.0544870909739
7,"[[  1.93231651e+00  -8.08541429e-02   2.49143057e-02   1.53790426e-01]
 [  2.55239756e+01  -3.26770856e+00   0.00000000e+00   0.00000000e+00]]",[ 1.82377432 -0.90093809],[-0.78574663 -0.51987028],[ 1.02860141 -0.30436456],-0.77546,"[-0.62445844  1.29373262  1.39190907 -0.2276375   0.22731265  1.31885078
  0.62783811 -0.71761668 -0.68002488  0.31604472  0.        ]",-0.10149271368
8,"[[  2.47743600e+00  -1.81361576e-01   2.49143057e-02   1.53790426e-01]
 [  2.89765107e+01  -6.77128057e+00   0.00000000e+00   0.00000000e+00]]",[ 1.07361008  0.21009039],[-0.78574663 -0.51987028],[ 0.83249408  0.03626825],-0.974486,"[-1.22300007  1.27004382  0.92410901 -0.3556689   0.22731257  1.3188495
  0.67969656 -1.4126879  -1.19060013 -0.04410499  0.        ]",-0.176898547532
9,"[[  3.09090627e+00  -3.07099871e-01   2.49143057e-02   1.53790426e-01]
 [  3.23592920e+01  -5.80563856e+00   0.00000000e+00   0.00000000e+00]]",[-0.21758603 -0.444628  ],[-0.78574663 -0.51987028],[ 0.71412367  0.13919267],-1.32584,"[-1.51455379  1.21524309  0.09439878 -0.51239542  0.22731248  1.31884822
  0.73050723 -1.22111343 -1.49498278 -0.69800481  0.        ]",-0.253071821793
10,"[[  3.72304545e+00  -4.39702828e-01   2.49143057e-02   1.53790426e-01]
 [  3.08596592e+01  -7.44911938e+00   0.00000000e+00   0.00000000e+00]]",[ 0.84297829  1.33857502],[-0.78574663 -0.51987028],[ 0.75041038  0.39062107],-1.50272,"[-1.28955068  1.12806686 -0.78542949 -0.67098396  0.2273124   1.31884694
  0.70798161 -1.54716113 -1.43289517 -1.44112882  0.        ]",-0.312320021915
11,"[[  4.36756598e+00  -5.47467236e-01   2.49143057e-02   1.53790426e-01]
 [  3.35833028e+01  -3.34087197e+00   0.00000000e+00   0.00000000e+00]]",[ 1.12829222  0.27094798],[-0.78574663 -0.51987028],[ 0.89414054  0.37800881],-1.53838,"[-0.60283575  1.03602758 -1.36019088 -0.79291302  0.22731232  1.31884567
  0.7488917  -0.73212745 -0.99873989 -2.04499095  0.        ]",-0.348267300233
12,"[[  5.07226061e+00  -6.02840424e-01   2.49143057e-02   1.53790426e-01]
 [  3.68751922e+01  -2.20010685e+00   0.00000000e+00   0.00000000e+00]]",[ 0.80519295 -0.33658259],[-0.78574663 -0.51987028],[ 1.35196495  0.14497906],-1.30197,"[ 0.34958752  0.98170984 -1.35257301 -0.85263082  0.22731223  1.31884439
  0.79833709 -0.50581133 -0.23656573 -2.28744169  0.        ]",-0.354522504711
13,"[[  5.83441632e+00  -6.59749916e-01   2.49143057e-02   1.53790426e-01]
 [  3.93322523e+01  -3.48642039e+00   0.00000000e+00   0.00000000e+00]]",[ 1.95482964  0.17961411],[-0.78574663 -0.51987028],[ 1.79638672 -0.00900042],-0.998359,"[ 1.10694476  0.92114159 -0.61620586 -0.91167575  0.22731215  1.31884311
  0.83524288 -0.76100215  0.53879636 -1.9061487   0.        ]",-0.316937157668
14,"[[  6.65295353e+00  -7.21616214e-01   2.49143057e-02   1.53790426e-01]
 [  4.25108851e+01  -2.70263416e+00   0.00000000e+00   0.00000000e+00]]",[ 1.57323546  0.53631715],[-0.78574663 -0.51987028],[ 1.94574976 -0.43368441],-0.896554,"[ 1.15031481  0.85007047  0.55013024 -0.97296347  0.22731206  1.31884183
  0.88298702 -0.60550679  0.87975663 -0.99355959  0.        ]",-0.231607937868
15,"[[  7.53442642e+00  -7.53780331e-01   2.49143057e-02   1.53790426e-01]
 [  4.56259562e+01  -5.20874177e-01   0.00000000e+00   0.00000000e+00]]",[ 0.79648598 -1.48645443],[-0.78574663 -0.51987028],[ 1.71410751 -1.30135036],-0.647116,"[ 0.29713396  0.81105575  1.41246462 -1.00355709  0.22731198  1.31884055
  0.92977637 -0.17266804  0.47296873 -0.02148215  0.        ]",-0.103366298537
