timestep,human_obs,actions,logstd_action_dist,avg_action_dist,rewards,obs,original_rewards
0,"[[ 0.09570475  0.03998129 -0.16569641 -0.15811607]
 [-0.00020302 -0.00276521  0.          0.        ]]",[-2.32198459 -2.3125057 ],[-1.0758487  -0.90120691],[-2.06342125 -2.19869208],-3.14754,"[ 1.2519881   1.42666896  0.16388177 -0.04169409 -1.42919833 -1.37855573
  0.21361517 -0.0504219   2.07352644  1.18717046  0.        ]",-0.41637905764
1,"[[  5.60256662e-02   2.14131485e-04  -1.65696413e-01  -1.58116072e-01]
 [ -3.95454328e+00  -3.96076485e+00   0.00000000e+00   0.00000000e+00]]",[-1.92058638 -2.73020669],[-1.0758487  -0.90120691],[-1.6624701  -1.76726699],-3.17987,"[ 1.25614541  1.42839404  0.10608464 -0.09042939 -1.42919757 -1.37855504
  0.15830324 -0.91331301  2.08021989  1.10644658  0.        ]",-0.41202732266
2,"[[-0.06195595 -0.11792706 -0.16569641 -0.15811607]
 [-7.83073497 -7.8404253   0.          0.        ]]",[-1.37708535 -0.59932754],[-1.0758487  -0.90120691],[-1.08166659 -1.14555836],-3.28687,"[ 1.25566144  1.41339375 -0.0661754  -0.23491732 -1.42919682 -1.37855434
  0.10408442 -1.7591243   2.07059524  0.86611084  0.        ]",-0.396439401868
3,"[[ -0.25670061  -0.29697277  -0.16569641  -0.15811607]
 [-11.63114799 -10.05674595   0.           0.        ]]",[-1.12861181 -0.96410356],[-1.0758487  -0.90120691],[-0.60735333 -0.62595725],-3.25454,"[ 1.21300839  1.33385713 -0.346633   -0.44940696 -1.42919606 -1.37855365
  0.05092556 -2.24230627  1.96616173  0.50002234  0.        ]",-0.363779789688
4,"[[ -0.52670011  -0.53439512  -0.16569641  -0.15811607]
 [-15.35659321 -13.67339474   0.           0.        ]]",[ 0.08004956  0.75100403],[-1.0758487  -0.90120691],[ 0.15590566  0.373537  ],-3.25196,"[  1.07092378e+00   1.12728518e+00  -7.10097272e-01  -7.15039829e-01
  -1.42919531e+00  -1.37855295e+00  -1.18466614e-03  -3.03077291e+00
   1.67087272e+00   9.75491268e-02   0.00000000e+00]",-0.306046804249
5,"[[ -0.82763156  -0.77530756  -0.16569641  -0.15811607]
 [-14.73856889 -10.42863572   0.           0.        ]]",[-0.61139674  0.20645941],[-1.0758487  -0.90120691],[-0.16468911  0.21784784],-2.7049,"[ 0.81119445  0.81117269 -1.05143544 -0.94870429 -1.42919455 -1.37855226
  0.00746004 -2.32337568  1.22357156 -0.14047545  0.        ]",-0.231227506614
6,"[[ -1.14376442  -0.97359202  -0.16569641  -0.15811607]
 [-16.86767576  -9.40318158   0.           0.        ]]",[ 0.13287481  1.15162721],[-1.0758487  -0.90120691],[-0.20721512  0.57314342],-2.19797,"[ 0.44831749  0.48317817 -1.30544101 -1.10435585 -1.4291938  -1.37855156
 -0.02232117 -2.09981312  0.75341626 -0.14952803  0.        ]",-0.152332175414
7,"[[ -1.4725189   -1.12005219  -0.16569641  -0.15811607]
 [-16.01047927  -5.25665284   0.           0.        ]]",[ 0.30022909  0.15756399],[-1.0758487  -0.90120691],[-0.64394522  0.22016394],-1.8479,"[ 0.01132889  0.2095543  -1.42958217 -1.19410222 -1.42919304 -1.37855087
 -0.01033099 -1.19582306  0.35159679  0.02966422  0.        ]",-0.08168167303
8,"[[ -1.77764009  -1.21787575  -0.16569641  -0.15811607]
 [-14.50661103  -4.5281499    0.           0.        ]]",[ 0.12541044  0.00703355],[-1.0758487  -0.90120691],[-0.56940091  0.34116691],-1.79697,"[-0.40829294  0.01519396 -1.40549002 -1.24098299 -1.42919228 -1.37855017
  0.0107046  -1.03700092  0.08471694  0.30437372  0.        ]",-0.0572435137631
9,"[[ -2.05991989  -1.30725338  -0.16569641  -0.15811607]
 [-13.72396506  -4.41001517   0.           0.        ]]",[-0.71447335  0.73285603],[-1.0758487  -0.90120691],[-0.43509084  0.51308244],-1.79827,"[-0.77397638 -0.16867349 -1.26533103 -1.27420999 -1.42919153 -1.37854948
  0.02165199 -1.01124588 -0.06144005  0.62483257  0.        ]",-0.0951433882596
10,"[[ -2.3600533   -1.36544818  -0.16569641  -0.15811607]
 [-16.28079709  -1.4193815    0.           0.        ]]",[-0.45245074  0.08865386],[-1.0758487  -0.90120691],[-0.68192732  0.26208305],-1.77832,"[-1.10578095 -0.29089922 -1.00474484 -1.29077909 -1.42919077 -1.37854879
 -0.01411212 -0.35925434 -0.1118119   0.96868507  0.        ]",-0.148349122837
11,"[[ -2.70040415  -1.39001668  -0.16569641  -0.15811607]
 [-17.74939142  -1.03870285   0.           0.        ]]",[-0.78681769  0.37440648],[-1.0758487  -0.90120691],[-0.63810569  0.34758905],-1.82347,"[-1.3745876  -0.34297178 -0.59954845 -1.29655682 -1.42919002 -1.37854809
 -0.03465433 -0.27626209 -0.06330025  1.32926297  0.        ]",-0.205119447777
12,"[[ -3.08311269  -1.39568928  -0.16569641  -0.15811607]
 [-20.51221962   0.4664997    0.           0.        ]]",[-0.77581474 -0.13886333],[-1.0758487  -0.90120691],[-0.59288728  0.08997238],-1.84355,"[-1.504619   -0.35502918 -0.0611033  -1.29778707 -1.42918926 -1.3785474
 -0.07329985  0.05188893  0.10870362  1.6769086   0.        ]",-0.262412166352
