timestep,human_obs,actions,logstd_action_dist,avg_action_dist,rewards,obs,original_rewards
0,"[[-0.00817493  0.05433186  0.15074646 -0.14569362]
 [ 0.00338306 -0.00393552  0.          0.        ]]",[-3.04180994  3.13051082],[-1.02597296 -0.85956293],[-3.04707503  2.38696146],-2.09781,"[ 1.25674773  1.39907106  0.01072795 -0.02454258  1.31392992 -1.27165256
  0.22061904 -0.05424579  0.21674105  0.98192484  0.        ]",-0.161189942735
1,"[[-0.04781391  0.09399719  0.15074646 -0.14569362]
 [-3.95410048  3.95726083  0.          0.        ]]",[-2.7486008   2.05574117],[-1.02597296 -0.85956293],[-2.86869621  2.24825478],-2.03732,"[ 1.25521361  1.39294903 -0.04718317  0.02424913  1.3139292  -1.27165189
  0.16465292  0.79394536  0.21608639  0.95657354  0.        ]",-0.157473381517
2,"[[-0.1658171   0.21209909  0.15074646 -0.14569362]
 [-7.83330751  7.83997277  0.          0.        ]]",[-1.93058929  1.8430514 ],[-1.02597296 -0.85956293],[-2.64744854  1.48135769],-2.12964,"[ 1.23783437  1.35546891 -0.21857797  0.16814786  1.31392847 -1.27165122
  0.10979377  1.62533016  0.20866942  0.88152709  0.        ]",-0.146176142472
3,"[[ -0.36063536   0.40708258   0.15074646  -0.14569362]
 [-11.63589009  11.6456514    0.           0.        ]]",[-2.40090924  0.88835603],[-1.02597296 -0.85956293],[-2.39368272  0.53504634],-1.88,"[ 1.16788022  1.23193214 -0.49308793  0.39687337  1.31392775 -1.27165054
  0.05601823  2.44021769  0.17881842  0.761336    0.        ]",-0.126970178817
4,"[[ -0.63075185   0.67298491   0.15074646  -0.14569362]
 [-15.3634318   14.93353282   0.           0.        ]]",[-1.40633184  0.13212657],[-1.02597296 -0.85956293],[-2.15033865 -0.78406811],-1.80178,"[ 0.9908383   0.94800881 -0.8393242   0.67737271  1.31392702 -1.27164987
  0.00330391  3.14422768  0.10340172  0.60662795  0.        ]",-0.0997024962055
5,"[[ -0.97467568   0.97394185   0.15074646  -0.14569362]
 [-19.0169431   15.16125819   0.           0.        ]]",[-1.76363134 -1.01148926],[-1.02597296 -0.85956293],[-2.07673025 -1.75398672],-1.6396,"[ 0.65061711  0.48994816 -1.18685291  0.92875251  1.3139263  -1.2716492
 -0.04836348  3.19298201 -0.04118313  0.42405937  0.        ]",-0.0647217476336
6,"[[ -1.39094121   1.23442188   0.15074646  -0.14569362]
 [-22.59783281  10.9007761    0.           0.        ]]",[-2.42694901 -2.30091635],[-1.02597296 -0.85956293],[-2.36564946 -2.09959602],-1.57675,"[ 0.1218643   0.00677757 -1.41537809  1.07289308  1.31392557 -1.27164852
 -0.09900388  2.28070764 -0.27471624  0.21459336  0.        ]",-0.038671670687
7,"[[ -1.87812035   1.41052863   0.15074646  -0.14569362]
 [-26.10842368   6.72365685   0.           0.        ]]",[-2.77897501 -2.57818239],[-1.02597296 -0.85956293],[-2.57094669 -2.52195215],-1.80228,"[-0.54351258 -0.34831443 -1.37047135  1.1262156   1.31392485 -1.27164785
 -0.14865011  1.38628607 -0.62031896  0.02650159  0.        ]",-0.0828060615277
8,"[[ -2.43481428   1.5039131    0.15074646  -0.14569362]
 [-29.54943578   2.62828032   0.           0.        ]]",[-2.81525739 -2.89056783],[-1.02597296 -0.85956293],[-2.88995862 -2.60307837],-2.13657,"[-1.1764806  -0.54149603 -0.9264865   1.13926555  1.31392412 -1.27164717
 -0.19731237  0.50936841 -1.08211543 -0.02655112  0.        ]",-0.161279913085
9,"[[ -3.05963903   1.51619413   0.15074646  -0.14569362]
 [-32.92163796  -1.38695332   0.           0.        ]]",[-3.32040038 -1.88963823],[-1.02597296 -0.85956293],[-3.39831638 -2.09363985],-1.94536,"[-1.50293132 -0.56702799 -0.09697284  1.14018466  1.3139234  -1.2716465
 -0.24500153 -0.35038867 -1.59102409  0.19783412  0.        ]",-0.248927961342
10,"[[ -3.75122651   1.44895869   0.15074646  -0.14569362]
 [-36.22584863  -5.32362574   0.           0.        ]]",[-4.13789459  0.0763594 ],[-1.02597296 -0.85956293],[-3.91993237 -0.32072723],-1.7023,"[-1.25858035 -0.42755792  0.8595623   1.13287815  1.31392267 -1.27164583
 -0.29172916 -1.19332356 -1.93783953  0.79701744  0.        ]",-0.329278521495
11,"[[ -4.50823986   1.34652415   0.15074646  -0.14569362]
 [-39.46468171  -4.92131695   0.           0.        ]]",[-4.55684602  0.58320241],[-1.02597296 -0.85956293],[-4.05515718  0.75088024],-1.57978,"[-0.40560336 -0.21748149  1.45395869  1.11112913  1.31392195 -1.27164515
 -0.33753222 -1.10717916 -1.7891756   1.59608755  0.        ]",-0.37335267684
12,"[[ -5.32939321   1.27218281   0.15074646  -0.14569362]
 [-42.64020412  -2.52097022   0.           0.        ]]",[-4.00690557  0.35890219],[-1.02597296 -0.85956293],[-3.9206686   0.56838888],-1.85592,"[ 0.67433421 -0.06793636  1.21480805  1.08743088  1.31392122 -1.27164448
 -0.38243995 -0.59320757 -1.0750648   2.03584058  0.        ]",-0.35280126462
13,"[[ -6.21343114   1.23645109   0.15074646  -0.14569362]
 [-45.75330005  -1.05725381   0.           0.        ]]",[-2.94912792  1.01480253],[-1.02597296 -0.85956293],[-3.53046012  0.451002  ],-2.15736,"[ 1.25343152  0.00278738  0.1245501   1.07371335  1.3139205  -1.27164381
 -0.42646485 -0.2797909  -0.26305575  1.67941004  0.        ]",-0.259789128371
14,"[[ -7.15912748   1.25516144   0.15074646  -0.14569362]
 [-48.8064211    2.91483704   0.           0.        ]]",[-2.92242353 -0.86939586],[-1.02597296 -0.85956293],[-2.86687517 -1.05895519],-1.84812,"[ 0.75958504 -0.03414285 -1.1000709   1.08108228  1.31391977 -1.27164313
 -0.46964158  0.57072851 -0.04077534  0.7234438   0.        ]",-0.110686714782
15,"[[ -8.16526844   1.27824405   0.15074646  -0.14569362]
 [-51.79748891  -0.59510481   0.           0.        ]]",[-2.44097158 -1.60443561],[-1.02597296 -0.85956293],[-2.95332789 -1.47299373],-1.91393,"[-0.54872902 -0.08001346 -1.36870822  1.08960745  1.31391904 -1.27164246
 -0.51194076 -0.18083398 -0.66762417 -0.05522292  0.        ]",-0.0916078279628
16,"[[ -9.2306203    1.2266237    0.15074646  -0.14569362]
 [-54.72760952  -4.55391765   0.           0.        ]]",[-3.78609294 -1.32329874],[-1.02597296 -0.85956293],[-3.69265437 -0.65065235],-1.67059,"[-1.48159955  0.02208958 -0.25932874  1.06967767  1.31391832 -1.27164179
 -0.55337802 -1.02851026 -1.69661335  0.13432525  0.        ]",-0.265889287943
17,"[[-10.35397249   1.09660427   0.15074646  -0.14569362]
 [-57.59769124  -8.43517709   0.           0.        ]]",[-4.16875099  2.27537175],[-1.02597296 -0.85956293],[-4.30022097  2.50746202],-1.4728,"[-0.95259533  0.27036857  1.19364822  1.00591102  1.31391759 -1.27164111
 -0.59396621 -1.85957924 -2.01361884  1.35039596  0.        ]",-0.380582489988
18,"[[-11.53417111   0.96918311   0.15074646  -0.14569362]
 [-60.41313589  -4.32068334   0.           0.        ]]",[-4.0077828   2.41642718],[-1.02597296 -0.85956293],[-4.19216394  2.32140923],-1.43428,"[ 0.58357701  0.4981347   1.27738612  0.92543556  1.31391687 -1.27164044
 -0.63378171 -0.97856758 -0.98929277  2.14484731  0.        ]",-0.361969544691
19,"[[-12.7701391    0.92323106   0.15074646  -0.14569362]
 [-63.17476277  -0.28808696   0.           0.        ]]",[-3.52278134  1.65039802],[-1.02597296 -0.85956293],[-3.46509814  1.01575506],-1.6681,"[ 1.22819693  0.57576886 -0.27309993  0.89229111  1.31391614 -1.27163976
 -0.67283611 -0.11509245  0.04448026  1.28935677  0.        ]",-0.200194865036
20,"[[-14.06080897   0.95711966   0.15074646  -0.14569362]
 [-65.88350138   3.66350612   0.           0.        ]]",[-2.81247078 -0.14454321],[-1.02597296 -0.85956293],[-2.9642055  -0.55816305],-1.55511,"[-0.01995066  0.51876285 -1.4346951   0.91693888  1.31391542 -1.27163909
 -0.71114257  0.73103785 -0.4187126  -0.04472051  0.        ]",-0.0497007208937
21,"[[-15.40511408   1.02376641   0.15074646  -0.14569362]
 [-68.53815292   3.00302403   0.           0.        ]]",[-4.02332056 -0.96926125],[-1.02597296 -0.85956293],[-3.64807129 -1.32296646],-1.88356,"[-1.44466758  0.40269758 -0.41324003  0.9620089   1.31391469 -1.27163842
 -0.74868411  0.58961268 -1.74074432  0.07986081  0.        ]",-0.272940297814
