timestep,human_obs,rewards,obs,avg_action_dist,actions,logstd_action_dist,original_rewards
0,"[[ 0.06635586 -0.05679763 -0.06284119  0.17114689]
 [-0.00068534 -0.00469553  0.          0.        ]]",-0.753216,"[ 1.22814654  1.2338391   0.11263589 -0.26798192 -0.53892249  1.49425943
  0.27189018 -0.09316466  1.49018102 -1.07841858  0.        ]",[ 2.23248959 -0.9268707 ],[ 2.55000517 -1.38506758],[-0.64768398 -0.38805091],-0.317868318813
1,"[[ 0.10604826 -0.09663387 -0.06284119  0.17114689]
 [ 3.95674499 -3.96572077  0.          0.        ]]",-0.925665,"[ 1.22343278  1.2289072   0.17077824 -0.32193437 -0.53892213  1.49425691
  0.33501567 -0.82612106  1.48813272 -1.05231822  0.        ]",[ 2.23810816 -0.46834615],[ 2.14903318 -1.35400857],[-0.64768398 -0.38805091],-0.315567266287
2,"[[ 0.22410382 -0.21490327 -0.06284119  0.17114689]
 [ 7.83590042 -7.84826442  0.          0.        ]]",-1.0538,"[ 1.19669466  1.1992911   0.34190564 -0.48055901 -0.53892177  1.49425439
  0.39689257 -1.54455317  1.47651383 -0.97531556  0.        ]",[ 2.1892786   0.22387815],[ 2.06012182 -0.86155671],[-0.64768398 -0.38805091],-0.308155795041
3,"[[  0.41897134  -0.40455089  -0.06284119   0.17114689]
 [ 11.63822527 -11.10559995   0.           0.        ]]",-1.14505,"[ 1.11190493  1.10607746  0.61332066 -0.72555844 -0.5389214   1.49425187
  0.4575439  -2.14729132  1.43962634 -0.84913478  0.        ]",[ 2.1122694   1.03037548],[ 1.85750194  0.50637757],[-0.64768398 -0.38805091],-0.293941882231
4,"[[  0.68911356  -0.60434988  -0.06284119   0.17114689]
 [ 15.3636701   -8.88163415   0.           0.        ]]",-0.810683,"[ 0.91650361  0.95038137  0.95008495 -0.96277128 -0.53892104  1.49424934
  0.51696888 -1.73576099  1.352415   -0.64608555  0.        ]",[ 2.06670308  0.77653444],[ 3.10841941  1.30408093],[-0.64768398 -0.38805091],-0.268268429125
5,"[[  1.03302258  -0.74049573  -0.06284119   0.17114689]
 [ 19.01511108  -4.74663597   0.           0.        ]]",-0.579401,"[ 0.55853772  0.81353233  1.27797557 -1.10734503 -0.53892068  1.49424682
  0.57521338 -0.97061321  1.17122346 -0.34969206  0.        ]",[ 2.0283742  0.0085831],[ 2.21874552  0.94688588],[-0.64768398 -0.38805091],-0.225832634478
6,"[[  1.44923716  -0.7968673   -0.06284119   0.17114689]
 [ 22.59439124  -0.90323239   0.           0.        ]]",-0.181855,"[ 0.01939921  0.75025136  1.47466569 -1.16238258 -0.53892031  1.4942443
  0.63230678 -0.25942338  0.8295755  -0.02858699  0.        ]",[ 1.93980169 -0.84313679],[  1.61864930e+00  -9.57547938e-04],[-0.64768398 -0.38805091],-0.162462340131
7,"[[  1.9363375   -0.81478424  -0.06284119   0.17114689]
 [ 26.10396213  -0.88841      0.           0.        ]]",0.156668,"[-0.6407452   0.72937705  1.38836637 -1.17923616 -0.53891995  1.49424178
  0.68828818 -0.25668048  0.30514573  0.14670743  0.        ]",[ 1.74735975 -0.98822403],[ 1.55464875 -0.95730399],[-0.64768398 -0.38805091],-0.0778492563204
8,"[[  2.49294739  -0.87039479  -0.06284119   0.17114689]
 [ 29.54568266  -4.65994151   0.           0.        ]]",0.319605,"[ -1.24674019e+00   6.62354299e-01   9.03399842e-01  -1.22950502e+00
  -5.38919587e-01   1.49423925e+00   7.43187227e-01  -9.54570561e-01
  -2.78590933e-01  -5.60308696e-04   0.00000000e+00]",[ 1.4834578 -0.2867634],[ 2.19451172  0.00268911],[-0.64768398 -0.38805091],-0.0225563393475
9,"[[  3.11770231  -0.96253939  -0.06284119   0.17114689]
 [ 32.91862127  -4.55469517   0.           0.        ]]",0.331288,"[-1.5264137   0.54432088  0.05025617 -1.30566022 -0.53891922  1.49423673
  0.79698905 -0.93509467 -0.72967925 -0.50524971  0.        ]",[ 1.30838466 -0.27664027],[ 1.41168952 -0.58811703],[-0.64768398 -0.38805091],-0.124489862334
10,"[[  3.80925771  -1.07606047  -0.06284119   0.17114689]
 [ 36.22603609  -6.78975579   0.           0.        ]]",0.011413,"[-1.23069368  0.38825203 -0.89526073 -1.38641613 -0.53891886  1.49423421
  0.84974562 -1.34867241 -0.84250326 -1.2501948   0.        ]",[ 1.21161985  0.42599466],[ 1.58476001 -0.55827511],[-0.64768398 -0.38805091],-0.222414118929
11,"[[  4.56631306  -1.23263994  -0.06284119   0.17114689]
 [ 39.46886097  -8.86103821   0.           0.        ]]",-0.407236,"[-0.34853447  0.15722915 -1.4395877  -1.47236758 -0.5389185   1.49423169
  0.90147182 -1.73194253 -0.50123924 -1.92445148  0.        ]",[ 1.32052326  1.19894862],[ 1.07341797  2.04368156],[-0.64768398 -0.38805091],-0.297138064154
12,"[[  5.38757112  -1.36831161  -0.06284119   0.17114689]
 [ 42.64625974  -4.71968579   0.           0.        ]]",-0.595257,"[ 0.71411251 -0.05375807 -1.13263429 -1.52154339 -0.53891813  1.49422917
  0.9521543  -0.96561923  0.18641912 -2.20780711  0.        ]",[ 1.61676764  0.99237227],[ 2.61703895  1.12046264],[-0.64768398 -0.38805091],-0.33833225248
13,"[[  6.27173812  -1.42196484  -0.06284119   0.17114689]
 [ 45.75986291  -0.6589515    0.           0.        ]]",-0.712977,"[  1.23108876e+00  -1.39062888e-01  -1.69617771e-03  -1.53427625e+00
  -5.38917771e-01   1.49422664e+00   1.00181907e+00  -2.14214458e-01
   9.22549557e-01  -1.85931545e+00   0.00000000e+00]",[ 1.93309164  0.47944167],[ 1.74955478  0.52105744],[-0.64768398 -0.38805091],-0.332794948089
