timestep,human_obs,rewards,obs,avg_action_dist,actions,logstd_action_dist,original_rewards
0,"[[-0.04665997  0.046589    0.08385511 -0.18757653]
 [ 0.00383663  0.00212405  0.          0.        ]]",-0.406602,"[ 1.12757387  1.19968748 -0.08027213  0.00196546  0.74882201 -1.62706558
  0.22538093 -0.01490795  0.54250557  1.28774976  0.        ]",[-1.38251555  0.00441521],[-0.15975529  0.32148532],[-0.14534812 -0.05043744],-0.222124092562
1,"[[-0.05292973  0.05940544  0.08385511 -0.18757653]
 [-0.62870499  1.27527633  0.          0.        ]]",-0.378435,"[ 1.12713424  1.19882678 -0.08969648  0.02333574  0.74881784 -1.62704442
  0.20244087  0.15549851  0.54229495  1.28839705  0.        ]",[ -1.39715493e+00  -2.32979655e-04],[ 0.21115021 -0.47673002],[-0.14534812 -0.05043744],-0.222182421885
2,"[[-0.05699095  0.06571489  0.08385511 -0.18757653]
 [ 0.21975612 -0.63795437  0.          0.        ]]",-0.311802,"[ 1.12681737  1.19832234 -0.09579931  0.03385037  0.74881368 -1.62702325
  0.2332098  -0.10058132  0.54214192  1.28727485  0.        ]",[-1.37897921  0.00562932],[-1.20122015  0.16099513],[-0.14534812 -0.05043744],-0.222038521673
3,"[[-0.0923325   0.05949395  0.08385511 -0.18757653]
 [-3.74072372  0.01368339  0.          0.        ]]",-0.167887,"[ 1.1231719   1.19879936 -0.1488395   0.02348303  0.74880951 -1.62700209
  0.08958048 -0.01336121  0.54016067  1.23042866  0.        ]",[-1.39453232  0.00274466],[-2.19752556 -0.19656186],[-0.14534812 -0.05043744],-0.21523764921
4,"[[-0.20609211  0.051971    0.08385511 -0.18757653]
 [-7.62231313 -0.76339548  0.          0.        ]]",-0.0835786,"[ 1.09984685  1.19931376 -0.31806177  0.01094077  0.74880534 -1.62698093
 -0.05118783 -0.11737119  0.52192801  1.05822473  0.        ]",[-1.39298129  0.00556703],[-1.02583211 -1.78831595],[-0.14534812 -0.05043744],-0.193986342461
5,"[[ -3.96700771e-01  -2.85839448e-03   8.38551106e-02  -1.87576530e-01]
 [ -1.14258939e+01  -4.70640539e+00   0.00000000e+00   0.00000000e+00]]",-0.0893824,"[ 1.02190252  1.20098918 -0.59159475 -0.08057384  0.74880117 -1.62695977
 -0.18912707 -0.64513358  0.44110394  0.74864468  0.        ]",[-1.35267711  0.02066677],[-1.63906838 -0.28758229],[-0.14534812 -0.05043744],-0.152663054214
6,"[[ -0.66263785  -0.10746182   0.08385511  -0.18757653]
 [-15.15541521  -5.75044544   0.           0.        ]]",0.0762819,"[ 0.83709063  1.19375949 -0.93598451 -0.25489482  0.748797   -1.62693861
 -0.32438038 -0.78487245  0.21887396  0.35059145  0.        ]",[-1.32549036  0.0293953 ],[-2.37351535 -0.81656235],[-0.14534812 -0.05043744],-0.0889726098757
7,"[[ -1.00241896  -0.25375274   0.08385511  -0.18757653]
 [-18.81059808  -8.86821778   0.           0.        ]]",0.0748569,"[ 0.49207087  1.16086864 -1.27849593 -0.49498299  0.74879284 -1.62691745
 -0.45693746 -1.20217231 -0.21559545 -0.00602996  0.        ]",[-1.28338087  0.04018389],[-2.45723707 -0.11052214],[-0.14534812 -0.05043744],-0.00422124613247
8,"[[ -1.4145941   -0.43372728   0.08385511  -0.18757653]
 [-22.3950724   -9.12829339   0.           0.        ]]",-0.0910173,"[-0.03585398  1.08500017 -1.49679086 -0.77754028  0.74878867 -1.62689629
 -0.58692975 -1.23697192 -0.85209086 -0.11628029  0.        ]",[-1.27332604  0.0410746 ],[-1.7357545   0.22163511],[-0.14534812 -0.05043744],-0.0998893051779
9,"[[ -1.89775744  -0.60565053   0.08385511  -0.18757653]
 [-25.90962617  -8.06745655   0.           0.        ]]",-0.300321,"[-0.69350016  0.97819623 -1.4353642  -1.02640395  0.7487845  -1.62687513
 -0.71438555 -1.09497201 -1.50993464  0.19513003  0.        ]",[-1.28960884  0.03447976],[-1.33576931 -0.78042943],[-0.14534812 -0.05043744],-0.206140639347
10,"[[ -2.45050721  -0.79637037   0.08385511  -0.18757653]
 [-29.35412668 -10.99462099   0.           0.        ]]",-0.440206,"[-1.31341431  0.82436343 -0.9693135  -1.26939292  0.74878033 -1.62685398
 -0.83929975 -1.48675103 -1.91983564  0.95403153  0.        ]",[-1.28688109  0.03330103],[-1.04617974 -0.62505202],[-0.14534812 -0.05043744],-0.302315062063
11,"[[ -3.07148164  -1.03886922   0.08385511  -0.18757653]
 [-32.73238748 -13.24755769   0.           0.        ]]",-0.373564,"[-1.62652118  0.58376013 -0.11545431 -1.51485187  0.74877617 -1.62683282
 -0.9618103  -1.78827475 -1.7682559   1.90801922  0.        ]",[-1.28128171  0.03023348],[-1.38169551  0.27793856],[-0.14534812 -0.05043744],-0.366108127471
12,"[[ -3.75937615  -1.29009324   0.08385511  -0.18757653]
 [-36.04611417 -11.87919758   0.           0.        ]]",-0.0952705,"[-1.37491899  0.29549988  0.86176287 -1.68018903  0.748772   -1.62681167
 -1.0819787  -1.6051038  -1.04188884  2.45634272  0.        ]",[-1.27119577  0.02806025],[-2.10171996 -0.60787287],[-0.14534812 -0.05043744],-0.372364615426
