timestep,human_obs,actions,logstd_action_dist,avg_action_dist,rewards,obs,original_rewards
0,"[[ 0.0312784  -0.07631038 -0.03251072 -0.19775034]
 [-0.0039312   0.00434558  0.          0.        ]]",[-3.75446437 -0.69923564],[-1.0809567  -0.90597707],[-3.24713016 -0.85668194],-2.53527,"[ 1.25748353  1.42056928  0.0698376  -0.18451663 -0.27625864 -1.72223422
  0.21369642 -0.04918237  1.29762293  1.27331979  0.        ]",-0.311641770552
1,"[[-0.00847924 -0.10398803 -0.03251072 -0.19775034]
 [-3.95867164 -2.76289224  0.          0.        ]]",[-2.89618628 -1.61716023],[-1.0809567  -0.90597707],[-3.15617013 -0.76936591],-2.5678,"[ 1.25810953  1.41520362  0.01176025 -0.21831826 -0.27625858 -1.72223301
  0.15832675 -0.65153397  1.29445615  1.20075855  0.        ]",-0.304197902522
2,"[[-0.12654291 -0.19840966 -0.03251072 -0.19775034]
 [-7.83481958 -6.66626157  0.          0.        ]]",[-2.79315388 -0.82827465],[-1.0809567  -0.90597707],[-2.88415813 -0.50961483],-2.58965,"[ 1.24710348  1.38459195 -0.16023507 -0.33274215 -0.27625853 -1.72223181
  0.10405743 -1.50118961  1.25997268  0.98017705  0.        ]",-0.279606568869
3,"[[ -0.32136564  -0.36330077  -0.03251072  -0.19775034]
 [-11.63488382  -9.81234958   0.           0.        ]]",[-2.58523751 -0.21246021],[-1.0809567  -0.90597707],[-2.54278159 -0.06433383],-2.5658,"[ 1.1873753   1.28629505 -0.43731955 -0.52680235 -0.27625848 -1.72223061
  0.05085335 -2.18600435  1.12247949  0.63912566  0.        ]",-0.233521052312
4,"[[ -0.59145049  -0.56602237  -0.03251072  -0.19775034]
 [-15.36130467 -10.45761911   0.           0.        ]]",[-1.98078647  0.37839274],[-1.0809567  -0.90597707],[-2.26358199  0.23794106],-2.47978,"[  1.02329750e+00   1.09102946e+00  -7.90441922e-01  -7.48657969e-01
  -2.76258428e-01  -1.72222940e+00  -1.31965679e-03  -2.32645909e+00
   8.11055644e-01   2.85749324e-01   0.00000000e+00]",-0.16495205684
5,"[[ -0.93533852  -0.75804488  -0.03251072  -0.19775034]
 [-19.01539003  -8.75025323   0.           0.        ]]",[-1.86280933  0.56953378],[-1.0809567  -0.90597707],[-2.23601294  0.41262382],-2.25088,"[ 0.69618975  0.83726076 -1.15164506 -0.93410084 -0.27625838 -1.7222282
 -0.05247991 -1.9548113   0.33243481  0.07400395  0.        ]",-0.0788334913231
6,"[[ -1.35158792  -0.90866096  -0.03251072  -0.19775034]
 [-22.59761955  -6.3193622    0.           0.        ]]",[-2.86195618 -0.04275043],[-1.0809567  -0.90597707],[-2.17642379  0.67936784],-1.97138,"[ 0.17620481  0.59744465 -1.40186556 -1.05817344 -0.27625832 -1.722227
 -0.10263412 -1.42567334 -0.22177641  0.11979391  0.        ]",-0.0219100518928
7,"[[ -1.83876461  -1.03546077  -0.03251072  -0.19775034]
 [-26.10843118  -6.36036474   0.           0.        ]]",[-2.91657451  0.78655258],[-1.0809567  -0.90597707],[-2.16233563  0.99194789],-2.12701,"[-0.49053164  0.37206864 -1.38468513 -1.14574946 -0.27625827 -1.7222258
 -0.15178842 -1.43459767 -0.71835397  0.48367059  0.        ]",-0.123418865974
8,"[[ -2.39547122  -1.13011867  -0.03251072  -0.19775034]
 [-29.55066794  -3.11610269   0.           0.        ]]",[-2.20236399  1.24130305],[-1.0809567  -0.90597707],[-2.37404084  0.97895551],-2.21823,"[-1.13974259  0.19211439 -0.96755407 -1.20015332 -0.27625822 -1.72222459
 -0.19998261 -0.72841235 -0.97066282  1.11466743  0.        ]",-0.222915476355
9,"[[ -3.02033422e+00  -1.15204776e+00  -3.25107209e-02  -1.97750337e-01]
 [ -3.29242280e+01   9.09917250e-01   0.00000000e+00   0.00000000e+00]]",[-1.89247108  0.60840374],[-1.0809567  -0.90597707],[-2.51328301  0.37454975],-2.29751,"[-1.49691191  0.14919129 -0.15257154 -1.21135572 -0.27625817 -1.72222339
 -0.24721527  0.14793966 -0.85526415  1.81014567  0.        ]",-0.30595043295
