timestep,human_obs,actions,logstd_action_dist,avg_action_dist,rewards,obs,original_rewards
0,"[[ 0.06991584  0.0392337   0.05585463 -0.18878309]
 [ 0.0017867  -0.00053069  0.          0.        ]]",[-3.09351208  0.75545183],[-0.91798919 -0.74281251],[-3.11314273  0.7315464 ],-1.66127,"[ 1.24940512  1.36283719  0.12388058 -0.05342425  0.49366414 -1.64224196
  0.23195009 -0.06009101  0.77291873  1.35842346  0.        ]",-0.25815732672
1,"[[ 0.03024903  0.0692511   0.05585463 -0.18878309]
 [-3.95528881  2.99228969  0.          0.        ]]",[-3.24895144 -0.0624388 ],[-0.91798919 -0.74281251],[-3.03954935  0.80207348],-1.53735,"[ 1.25214733  1.35962207  0.06591698 -0.01599735  0.49366399 -1.64224044
  0.17487168  0.56306183  0.77474777  1.32611919  0.        ]",-0.254325391634
2,"[[-0.08776127  0.12603694  0.05585463 -0.18878309]
 [-7.83283514  2.68730009  0.          0.        ]]",[-3.08385171  0.74311589],[-0.91798919 -0.74281251],[-3.07437253  0.93590516],-1.61048,"[ 1.24746202  1.34868857 -0.10658324  0.05456522  0.49366384 -1.64223892
  0.11894043  0.49955795  0.77548484  1.20691823  0.        ]",-0.239913795698
3,"[[ -0.28256577   0.20878572   0.05585463  -0.18878309]
 [-11.63496546   5.57792319   0.           0.        ]]",[-3.60669496  0.77100982],[-0.91798919 -0.74281251],[-2.96217871  0.98831326],-1.54904,"[ 1.19799499  1.32146213 -0.3863045   0.1564219   0.49366368 -1.64223741
  0.06409701  1.10143148  0.75299318  1.00442474  0.        ]",-0.214033768063
4,"[[ -0.55265977   0.34987921   0.05585463  -0.18878309]
 [-15.36205987   8.52156658   0.           0.        ]]",[-3.12426994  0.2683345 ],[-0.91798919 -0.74281251],[-2.79261374  0.4848505 ],-1.46114,"[ 1.04712665  1.24469165 -0.74644331  0.32563921  0.49366353 -1.64223589
  0.01033594  1.71434357  0.67676847  0.75541322  0.        ]",-0.178318749175
5,"[[ -0.89655121   0.52928696   0.05585463  -0.18878309]
 [-19.01498927   9.41613926   0.           0.        ]]",[-2.57126117  0.85709319],[-0.91798919 -0.74281251],[-2.69214106  0.04734914],-1.38982,"[ 0.73378737  1.09409769 -1.12135016  0.52809937  0.49366338 -1.64223437
 -0.04235534  1.90060567  0.51240485  0.47865638  0.        ]",-0.130380547791
6,"[[ -1.31278968   0.74979235   0.05585463  -0.18878309]
 [-22.59704946  12.62356831   0.           0.        ]]",[-3.24498793 -1.56240663],[-0.91798919 -0.74281251],[-2.48653054 -1.27946115],-1.12018,"[ 0.22382958  0.83469675 -1.39309637  0.74858497  0.49366322 -1.64223285
 -0.09402438  2.56843822  0.23677652  0.23526162  0.        ]",-0.0710201933238
7,"[[ -1.79994112   0.96002143   0.05585463  -0.18878309]
 [-26.1064937    8.41319401   0.           0.        ]]",[-2.74372534 -1.46413782],[-0.91798919 -0.74281251],[-2.69606757 -1.37365103],-1.28607,"[-0.44242829  0.52198657 -1.40327987  0.92055529  0.49366307 -1.64223133
 -0.14464598  1.69177133 -0.16474343  0.08137943  0.        ]",-0.0107950755858
8,"[[ -2.35658786   1.08686882   0.05585463  -0.18878309]
 [-29.54670164   4.28512907   0.           0.        ]]",[-2.57899025 -1.97791612],[-0.91798919 -0.74281251],[-3.02402496 -1.43537617],-1.61528,"[-1.1058424   0.30819784 -1.01255953  1.00293392  0.49366292 -1.64222981
 -0.19426888  0.83224421 -0.69063705  0.10427285  0.        ]",-0.0948699842236
9,"[[ -2.98135255   1.1319648    0.05585463  -0.18878309]
 [-32.91841658   0.23779784   0.           0.        ]]",[-2.89179432 -2.39188311],[-0.91798919 -0.74281251],[-3.44188237 -0.98685652],-1.59913,"[-1.49236901  0.22844947 -0.21179329  1.02800068  0.49366276 -1.6422283
 -0.24290382 -0.01047261 -1.22849506  0.45222136  0.        ]",-0.196612334699
