timestep,human_obs,rewards,obs,avg_action_dist,actions,logstd_action_dist,original_rewards
0,"[[ 0.01948875  0.04616881 -0.13878612 -0.02731768]
 [ 0.00231103 -0.00480325  0.          0.        ]]",-0.979421,"[ 1.2024059   1.1594499   0.03745355 -0.37068791 -1.19369153 -0.22390691
  0.32111163 -0.13015421  1.96353587  0.24651172  0.        ]",[ 0.06653717 -0.91763872],[ 0.14407306 -1.85330954],[-0.4806985  -0.25027826],-0.350434433479
1,"[[ 0.02526829  0.00634363 -0.13878612 -0.02731768]
 [ 0.57373509 -3.96451705  0.          0.        ]]",-1.12622,"[ 1.2022247   1.16084087  0.04600463 -0.43795885 -1.19368846 -0.22390666
  0.33172092 -0.76167548  1.96455836  0.22483527  0.        ]",[ 0.10261038 -0.54939598],[-0.21151224 -1.25455853],[-0.4806985  -0.25027826],-0.350287745539
2,"[[ 0.02824919 -0.11188373 -0.13878612 -0.02731768]
 [-0.2728373  -7.84528708  0.          0.        ]]",-1.16877,"[ 1.20211175  1.15252888  0.05041452 -0.63735197 -1.1936854  -0.22390642
  0.31600216 -1.38060354  1.96248843  0.14003987  0.        ]",[ 0.15459594 -0.11652294],[ 0.55094907  0.06698567],[-0.4806985  -0.25027826],-0.348991630672
3,"[[ 0.04471218 -0.26457836 -0.13878612 -0.02731768]
 [ 1.91186817 -7.42556835  0.          0.        ]]",-1.11874,"[ 1.20128179  1.11446958  0.07476202 -0.89057994 -1.19368233 -0.22390617
  0.3565654  -1.31366014  1.94828569  0.04979606  0.        ]",[ 0.2809681  -0.11947644],[ 0.15171289  0.94986932],[-0.4806985  -0.25027826],-0.346125661549
4,"[[ 0.08857681 -0.37388053 -0.13878612 -0.02731768]
 [ 2.47274462 -3.51767117  0.          0.        ]]",-0.706001,"[ 1.19725632  1.06875632  0.13952917 -1.06586458 -1.19367927 -0.22390592
  0.36697882 -0.6904014   1.93550633  0.03202159  0.        ]",[ 0.36882707 -0.46030885],[ 1.13596776 -1.23101086],[-0.4806985  -0.25027826],-0.343986249009
5,"[[ 0.17724759 -0.48327735 -0.13878612 -0.02731768]
 [ 6.38133255 -7.40901858  0.          0.        ]]",-0.915089,"[ 1.18107684  1.00817177  0.2695556  -1.23392369 -1.1936762  -0.22390567
  0.43954958 -1.31101616  1.92427127  0.07731541  0.        ]",[ 0.47668436 -0.0436171 ],[ 0.24889693  0.04564044],[-0.4806985  -0.25027826],-0.342312488262
6,"[[ 0.313487   -0.62817491 -0.13878612 -0.02731768]
 [ 7.23976588 -7.08181594  0.          0.        ]]",-0.789537,"[ 1.13553573  0.90634413  0.46499003 -1.44174776 -1.19367314 -0.22390542
  0.45548766 -1.25882826  1.90228861  0.16165073  0.        ]",[ 0.56282926  0.00117576],[ 0.55884232  0.12711741],[-0.4806985  -0.25027826],-0.339368031405
7,"[[ 0.47902775 -0.76335977 -0.13878612 -0.02731768]
 [ 9.30745653 -6.4387825   0.          0.        ]]",-0.675576,"[ 1.04764715  0.79090624  0.69073676 -1.61695304 -1.19367007 -0.22390517
  0.49387818 -1.15627019  1.86932188  0.28811187  0.        ]",[ 0.65022719  0.00769207],[ 0.45645895  0.00255573],[-0.4806985  -0.25027826],-0.335820554467
8,"[[  0.68145128  -0.89075708  -0.13878612  -0.02731768]
 [ 10.92952223  -6.30137518   0.           0.        ]]",-0.614005,"[ 0.89508648  0.66598982  0.94085033 -1.76260329 -1.19366701 -0.22390492
  0.52399467 -1.13435283  1.81397053  0.45885968  0.        ]",[ 0.69468069  0.06526713],[ 0.4276074   0.30730814],[-0.4806985  -0.25027826],-0.33099741809
9,"[[  0.91484667  -1.0033241   -0.13878612  -0.02731768]
 [ 12.4051232   -4.95976502   0.           0.        ]]",-0.401368,"[ 0.66546056  0.54423657  1.18140831 -1.87364215 -1.19366394 -0.22390467
  0.5513917  -0.92038236  1.72416592  0.66038464  0.        ]",[ 0.7303803   0.01546079],[ 0.80595808 -0.42658786],[-0.4806985  -0.25027826],-0.324151844768
10,"[[  1.1924914   -1.11848319  -0.13878612  -0.02731768]
 [ 15.34960161  -6.5507682    0.           0.        ]]",-0.443583,"[ 0.33418004  0.41030624  1.38389317 -1.9685615  -1.19366088 -0.22390442
  0.60606159 -1.17412293  1.57804202  0.87662146  0.        ]",[ 0.74775219  0.20381317],[ 1.7343618   0.58868793],[-0.4806985  -0.25027826],-0.312963674676
11,"[[  1.5361371   -1.22480853  -0.13878612  -0.02731768]
 [ 19.00282946  -4.08985775   0.           0.        ]]",-0.0685654,"[-0.12672144  0.27975419  1.48764241 -2.03834507 -1.19365781 -0.22390418
  0.67389087 -0.78163976  1.34319682  1.09995425  0.        ]",[ 0.7490021   0.04346752],[ 2.15184045 -1.26955205],[-0.4806985  -0.25027826],-0.294783217281
12,"[[  1.95214096  -1.34551277  -0.13878612  -0.02731768]
 [ 22.58574924  -7.96750952   0.           0.        ]]",-0.128218,"[-0.68694852  0.12544099  1.38221611 -2.09577063 -1.19365475 -0.22390393
  0.74041459 -1.40006848  1.00718086  1.25008416  0.        ]",[ 0.66461015  0.39625305],[ 0.73362419  0.2571121 ],[-0.4806985  -0.25027826],-0.265094401516
13,"[[  2.42851072  -1.49304748  -0.13878612  -0.02731768]
 [ 25.04307829  -6.78977879   0.           0.        ]]",0.227127,"[-1.21599568 -0.06882777  0.97671733 -2.13335403 -1.19365168 -0.22390368
  0.78603908 -1.21223335  0.61932121  1.23927773  0.        ]",[ 0.5741564   0.37067166],[ 0.1621491  -0.10803433],[-0.4806985  -0.25027826],-0.222157133547
14,"[[  2.93085228  -1.63175923  -0.13878612  -0.02731768]
 [ 25.1905961   -7.08042073   0.           0.        ]]",0.259118,"[-1.52105226 -0.25360849  0.3181716  -2.13530716 -1.19364862 -0.22390343
  0.78877672 -1.2585833   0.2656531   1.05366394  0.        ]",[ 0.42911443  0.4726873 ],[ 1.04310873  1.1332399 ],[-0.4806985  -0.25027826],-0.169560850682
15,"[[  3.46937748e+00  -1.73220851e+00  -1.38786120e-01  -2.73176780e-02]
 [  2.86503334e+01  -2.97803660e+00   0.00000000e+00   0.00000000e+00]]",0.457505,"[-1.47819448 -0.38664801 -0.46786488 -2.11646852 -1.19364555 -0.22390318
  0.85301302 -0.60430893 -0.00685441  0.70674362  0.        ]",[ 0.34151575  0.30309531],[ 0.97648928  0.54658638],[-0.4806985  -0.25027826],-0.106793521399
16,"[[  4.07547511e+00  -1.76942950e+00  -1.38786120e-01  -2.73176780e-02]
 [  3.19483732e+01  -7.51338262e-01   0.00000000e+00   0.00000000e+00]]",0.455268,"[-0.99340306 -0.43546721 -1.1811725  -2.1051953  -1.19364249 -0.22390293
  0.91424683 -0.24918085 -0.13123005  0.19182037  0.        ]",[ 0.23702773  0.23729812],[ 0.65444714  1.12142058],[-0.4806985  -0.25027826],-0.0290411159867
17,"[[  4.73408100e+00  -1.74453638e+00  -1.38786120e-01  -2.73176780e-02]
 [  3.39054925e+01   3.22748429e+00   0.00000000e+00   0.00000000e+00]]",0.502116,"[-0.14455819 -0.40285261 -1.47098245 -2.11296958 -1.19363942 -0.22390268
  0.95058328  0.38538687  0.03178548 -0.38761521  0.        ]",[ 0.25599572  0.01208922],[ 0.68033166 -0.06717137],[-0.4806985  -0.25027826],-0.064605214928
18,"[[  5.43246585e+00  -1.68324779e+00  -1.38786120e-01  -2.73176780e-02]
 [  3.59262595e+01   2.90256419e+00   0.00000000e+00   0.00000000e+00]]",0.447515,"[ 0.73367953 -0.32198749 -1.10394267 -2.12772411 -1.19363636 -0.22390243
  0.98810135  0.33356609  0.5337428  -0.76243439  0.        ]",[ 0.5160532  0.0170227],[-0.68806864 -0.20999743],[-0.4806985  -0.25027826],-0.159176051276
19,"[[  6.11652841e+00  -1.63405824e+00  -1.38786120e-01  -2.73176780e-02]
 [  3.24915106e+01   2.01917195e+00   0.00000000e+00   0.00000000e+00]]",0.338914,"[ 1.18357371 -0.25666507 -0.2368977  -2.1350041  -1.19363329 -0.22390218
  0.92432561  0.19267655  1.13170242 -0.66449317  0.        ]",[ 0.70169866  0.01064885],[ 0.95259755 -0.58613784],[-0.4806985  -0.25027826],-0.233182130408
20,"[[  6.79773419e+00  -1.61731804e+00  -1.38786120e-01  -2.73176780e-02]
 [  3.56187627e+01  -3.37143010e-01   0.00000000e+00   0.00000000e+00]]",0.205224,"[ 1.02433909 -0.23437989  0.73693878 -2.13654347 -1.19363023 -0.22390193
  0.98238812 -0.18312458  1.51721515 -0.15204397  0.        ]",[ 0.84252262  0.10448515],[ 1.52812693 -0.28102753],[-0.4806985  -0.25027826],-0.276310569729
21,"[[  7.54275022e+00  -1.63510525e+00  -1.38786120e-01  -2.73176780e-02]
 [  3.88720682e+01  -1.43773115e+00   0.00000000e+00   0.00000000e+00]]",0.0214175,"[ 0.24727218 -0.25805763  1.41742949 -2.13486618 -1.19362717 -0.22390169
  1.04279085 -0.3586537   1.49450663  0.55974341  0.        ]",[ 0.89202499  0.12110294],[ 1.01681588  0.39491974],[-0.4806985  -0.25027826],-0.283894888772
22,"[[  8.35218325e+00  -1.64782078e+00  -1.38786120e-01  -2.73176780e-02]
 [  4.20605286e+01   1.61040534e-01   0.00000000e+00   0.00000000e+00]]",0.193313,"[-0.83246901 -0.27496783  1.30863028 -2.13333654 -1.1936241  -0.22390144
  1.10198929 -0.10366998  1.00379079  1.09434076  0.        ]",[ 0.79171932 -0.01632494],[ 1.43151003  0.33681712],[-0.4806985  -0.25027826],-0.249545040793
23,"[[  9.22474752e+00  -1.63117522e+00  -1.38786120e-01  -2.73176780e-02]
 [  4.51853940e+01   1.49925448e+00   0.00000000e+00   0.00000000e+00]]",0.542371,"[-1.52405593 -0.25282748  0.30265618 -2.13525482 -1.19362104 -0.22390119
  1.16000663  0.10975811  0.25700149  1.04872089  0.        ]",[ 0.61445236 -0.11076206],[-0.37829205 -0.71791764],[-0.4806985  -0.25027826],-0.168319537437
24,"[[  1.01044651e+01  -1.62991990e+00  -1.38786120e-01  -2.73176780e-02]
 [  4.27945113e+01  -1.36433312e+00   0.00000000e+00   0.00000000e+00]]",0.593561,"[-1.24548051 -0.25115653 -0.9216136  -2.13536892 -1.19361797 -0.22390094
  1.11561183 -0.34694798 -0.18307004  0.36626708  0.        ]",[ 0.39840594  0.13130684],[ 1.06093288 -0.57971206],[-0.4806985  -0.25027826],-0.0540320416651
25,"[[  1.09915791e+01  -1.67988779e+00  -1.38786120e-01  -2.73176780e-02]
 [  4.59066763e+01  -3.62471979e+00   0.00000000e+00   0.00000000e+00]]",0.5359,"[-0.17992811 -0.31753353 -1.47131787 -2.12826405 -1.19361491 -0.22390069
  1.17339325 -0.70745068  0.01262306 -0.41691829  0.        ]",[ 0.37789223  0.36621562],[ 1.40474053 -0.03125603],[-0.4806985  -0.25027826],-0.0669205503041
26,"[[  1.19403221e+01  -1.75281338e+00  -1.38786120e-01  -2.73176780e-02]
 [  4.89574908e+01  -3.66749574e+00   0.00000000e+00   0.00000000e+00]]",0.265056,"[ 0.94149184 -0.41371184 -0.85855913 -2.11038298 -1.19361184 -0.22390044
  1.23003523 -0.71427177  0.69175375 -0.73924322  0.        ]",[ 0.61078465  0.44386154],[ 0.60087791  2.02687695],[-0.4806985  -0.25027826],-0.176608902694
