timestep,human_obs,rewards,obs,avg_action_dist,actions,logstd_action_dist,original_rewards
0,"[[-0.01406103 -0.02931863  0.18972867  0.03685716]
 [ 0.00199601 -0.00057647  0.          0.        ]]",-0.977022,"[  1.24717854e+00   1.33074904e+00  -1.51461638e-03  -1.47420821e-01
   1.65126185e+00   3.25219849e-01   2.38641877e-01  -6.67831174e-02
  -1.65878962e-02  -2.71470261e-01   0.00000000e+00]",[-1.92052889  2.72618699],[-1.36377596  2.9320138 ],[-0.83978701 -0.61654538],-0.0475207748441
1,"[[-0.05372746  0.01041324  0.18972867  0.03685716]
 [-3.95545633  3.96055711  0.          0.        ]]",-0.98876,"[ 1.24532129  1.33145009 -0.05957637 -0.09710925  1.65125995  0.32521974
  0.18020716  0.73283414 -0.01738318 -0.29720568  0.        ]",[-1.88549089  2.61310673],[-2.01738415  2.82258226],[-0.83978701 -0.61654538],-0.0510773983676
2,"[[-0.17175733  0.12858057  0.18972867  0.03685716]
 [-7.83461623  7.84322409  0.          0.        ]]",-0.95028,"[ 1.22699262  1.31611504 -0.23125608  0.05209176  1.65125805  0.32521963
  0.12292849  1.51661059 -0.02525389 -0.37337376  0.        ]",[-1.83425975  2.47599244],[-0.91538953  3.0104074 ],[-0.83978701 -0.61654538],-0.0616011323548
3,"[[ -0.36324277   0.32362763   0.18972867   0.03685716]
 [-11.30240554  11.64876532   0.           0.        ]]",-0.825368,"[ 1.15719971  1.23448482 -0.50133462  0.29243411  1.65125615  0.32521952
  0.07172401  2.28481483 -0.05514707 -0.49080759  0.        ]",[-1.69965196  1.72927999],[-1.08662442  2.81549012],[-0.83978701 -0.61654538],-0.0779495444555
4,"[[ -0.6267564    0.59402799   0.18972867   0.03685716]
 [-15.03659664  15.37875638   0.           0.        ]]",-0.608995,"[ 0.98482582  1.01124015 -0.83999012  0.59852141  1.65125425  0.32521941
  0.01658591  3.0377619  -0.12905367 -0.63632391  0.        ]",[-1.49818873  0.48440498],[-1.85019319  1.0586782 ],[-0.83978701 -0.61654538],-0.0991148252619
5,"[[ -0.96421844   0.93828101   0.18972867   0.03685716]
 [-18.69755762  19.03421363   0.           0.        ]]",-0.538334,"[ 0.65355181  0.56713143 -1.18431272  0.91112293  1.65125236  0.32521929
 -0.03747089  3.77565311 -0.27127535 -0.78442824  0.        ]",[-1.27193594 -1.59989631],[-0.97264593 -1.22734154],[-0.83978701 -0.61654538],-0.123976301855
6,"[[ -1.37307409   1.27545123   0.18972867   0.03685716]
 [-22.17664744  14.69708411   0.           0.        ]]",-0.464241,"[ 0.13756886  0.00599679 -1.4170695   1.10128584  1.65125046  0.32521918
 -0.08884223  2.90013351 -0.49588715 -0.93900633  0.        ]",[-1.37746811 -2.2001493 ],[-1.00503545 -1.87810223],[-0.83978701 -0.61654538],-0.15773484571
7,"[[ -1.85191827   1.52673005   0.18972867   0.03685716]
 [-25.69616011  10.44479761   0.           0.        ]]",-0.739462,"[-0.51685846 -0.45587558 -1.38810874  1.1548893   1.65124856  0.32521907
 -0.14081044  2.04174781 -0.80820474 -1.08505282  0.        ]",[-1.50643182 -2.59412313],[-2.1292331  -2.98962963],[-0.83978701 -0.61654538],-0.202658210454
8,"[[ -2.40045822   1.69379788   0.18972867   0.03685716]
 [-29.14633587   6.27572358   0.           0.        ]]",-1.13605,"[-1.15250228 -0.76765138 -0.96976444  1.14654989  1.65124666  0.32521896
 -0.19175484  1.20016285 -1.20345584 -1.13527396  0.        ]",[-1.72414994 -2.57155681],[-1.97539656 -3.06635234],[-0.83978701 -0.61654538],-0.251483073855
9,"[[ -3.01731429   1.7783032    0.18972867   0.03685716]
 [-32.52790279   2.18827918   0.           0.        ]]",-1.53393,"[-1.5040885  -0.9234594  -0.16247703  1.12894937  1.65124476  0.32521885
 -0.24168617  0.37505683 -1.6383732  -0.98863514  0.        ]",[-1.94552469 -2.21665478],[-1.65773603 -1.93919645],[-0.83978701 -0.61654538],-0.29590262686
