timestep,human_obs,actions,logstd_action_dist,avg_action_dist,rewards,obs,original_rewards
0,"[[ 0.03954437 -0.07636721 -0.07784518  0.07544065]
 [ 0.00369961  0.00077972  0.          0.        ]]",[ 1.82820496 -1.48716979],[-0.72184014 -0.43579054],[ 1.76915646 -1.28512704],-0.978935,"[ 1.2360747   1.25338625  0.07663359 -0.25400965 -0.6630196   0.64204093
  0.25448753 -0.07914005  1.57409486 -0.47761426  0.        ]",-0.297443699516
1,"[[ 0.07932361 -0.11609502 -0.07784518  0.07544065]
 [ 3.96104503 -3.9603521   0.          0.        ]]",[ 1.35973161  0.33022403],[-0.72184014 -0.43579054],[ 1.90185428 -0.53907168],-1.28137,"[ 1.23281508  1.24691435  0.13496118 -0.30628361 -0.66301917  0.64204053
  0.31578528 -0.83774101  1.57268416 -0.45150729  0.        ]",-0.296230303939
2,"[[ 0.19744387 -0.18141116 -0.07784518  0.07544065]
 [ 7.83808026 -2.57586373  0.          0.        ]]",[ 1.65573276 -0.94527674],[-0.72184014 -0.43579054],[ 1.90215802 -0.85299015],-1.1255,"[ 1.210357    1.23050583  0.30671806 -0.39166326 -0.66301875  0.64204013
  0.37583905 -0.57259545  1.56332233 -0.33657857  0.        ]",-0.290955750763
3,"[[  0.39235558  -0.26998449  -0.07784518   0.07544065]
 [ 11.64044388  -6.26913421   0.           0.        ]]",[ 1.53557621 -0.09361847],[-0.72184014 -0.43579054],[ 1.95861554 -0.05444187],-1.33622,"[ 1.13235695  1.19691364  0.58024466 -0.50575081 -0.66301833  0.64203973
  0.43473616 -1.27989737  1.52473462 -0.13764722  0.        ]",-0.280434221548
4,"[[  0.66254827  -0.39785303  -0.07784518   0.07544065]
 [ 15.36645327  -6.5168438    0.           0.        ]]",[ 2.40369859  0.46467325],[-0.72184014 -0.43579054],[ 1.89933157  0.05713151],-1.22028,"[ 0.94538081  1.12591646  0.92216553 -0.66534815 -0.66301791  0.64203933
  0.49245054 -1.32733495  1.42584837  0.11605657  0.        ]",-0.263277203348
5,"[[  1.00651548  -0.50844333  -0.07784518   0.07544065]
 [ 19.01813726  -4.54867256   0.           0.        ]]",[ 2.39218005 -0.28906291],[-0.72184014 -0.43579054],[ 1.77388263 -0.40021917],-1.06617,"[ 0.59562956  1.04388107  1.25980153 -0.79672658 -0.66301749  0.64203893
  0.54901363 -0.95040715  1.21756101  0.42317271  0.        ]",-0.23614129408
6,"[[  1.42280445  -0.61000075  -0.07784518   0.07544065]
 [ 22.59888601  -5.6034585    0.           0.        ]]",[ 0.87185437 -0.06675842],[-0.72184014 -0.43579054],[ 1.61835551 -0.23413876],-0.828408,"[ 0.06144969  0.95258276  1.4714726  -0.91048494 -0.66301707  0.64203853
  0.60447792 -1.15240939  0.86090626  0.69736684  0.        ]",-0.197425829908
7,"[[  1.90491105  -0.72360476  -0.07784518   0.07544065]
 [ 25.60182228  -5.75631899   0.           0.        ]]",[ 0.70621687 -0.38195321],[-0.72184014 -0.43579054],[ 1.38961697 -0.24041578],-0.39557,"[-0.59412596  0.83353744  1.40629501 -1.02843705 -0.66301665  0.64203813
  0.65099204 -1.18168264  0.37507775  0.81192774  0.        ]",-0.148756973741
8,"[[  2.43991295  -0.85274849  -0.07784518   0.07544065]
 [ 27.89081932  -7.15327658   0.           0.        ]]",[ 1.28216301  0.63854953],[-0.72184014 -0.43579054],[ 1.14372706  0.09902233],-0.117099,"[-1.19514709  0.67841037  0.96677785 -1.14874033 -0.66301623  0.64203773
  0.68644745 -1.44921373 -0.14514732  0.66942615  0.        ]",-0.0990960390943
9,"[[  3.03189309  -0.96900675  -0.07784518   0.07544065]
 [ 31.29585517  -4.4812783    0.           0.        ]]",[ 1.04749309  0.01832012],[-0.72184014 -0.43579054],[ 1.02747774 -0.34854856],0.074416,"[-1.5126417   0.5227934   0.17937559 -1.24290885 -0.66301581  0.64203733
  0.7391899  -0.93749552 -0.58203989  0.23173046  0.        ]",-0.0803686861578
10,"[[  3.6913059   -1.05698559  -0.07784518   0.07544065]
 [ 34.63434844  -4.31696768   0.           0.        ]]",[ 1.38278478 -0.5254713 ],[-0.72184014 -0.43579054],[ 0.94453758 -0.0827319 ],0.0233719,"[-1.3177614   0.39629722 -0.748902   -1.30445226 -0.66301538  0.64203693
  0.79090158 -0.90602747 -0.76139571 -0.46913146  0.        ]",-0.12743272882
11,"[[  4.41683598  -1.16330298  -0.07784518   0.07544065]
 [ 37.90788645  -6.30792127   0.           0.        ]]",[ 0.59596205  2.03246894],[-0.72184014 -0.43579054],[ 1.01881003  0.58072144],-0.25403,"[-0.54356024  0.23492824 -1.38672695 -1.36690133 -0.66301496  0.64203653
  0.84160706 -1.28731581 -0.50486999 -1.18604228  0.        ]",-0.193142894354
12,"[[  5.19113328  -1.24842475  -0.07784518   0.07544065]
 [ 39.51633476  -2.21776352   0.           0.        ]]",[ 0.87904728  1.19484351],[-0.72184014 -0.43579054],[ 1.31608129  0.22371411],-0.393556,"[ 0.49338715  0.10017088 -1.28526758 -1.40704842 -0.66301454  0.64203613
  0.86652077 -0.50400488  0.1395183  -1.57882379  0.        ]",-0.24775972803
13,"[[  6.00850898  -1.25255054  -0.07784518   0.07544065]
 [ 42.21203681   1.79197765   0.           0.        ]]",[ 1.45778356 -0.07121861],[-0.72184014 -0.43579054],[ 1.62793112 -0.36045077],-0.420276,"[ 1.1854551   0.09353243 -0.37988188 -1.40876392 -0.66301412  0.64203573
  0.90827566  0.26390523  0.92460085 -1.37697628  0.        ]",-0.277739551596
14,"[[  6.88406697  -1.2198269   -0.07784518   0.07544065]
 [ 45.33337253   1.48159307   0.           0.        ]]",[ 1.52099232  0.04022444],[-0.72184014 -0.43579054],[ 1.75943136 -0.45022127],-0.524214,"[ 0.99559395  0.14592736  0.84906946 -1.3945559  -0.6630137   0.64203533
  0.95662341  0.204463    1.34863612 -0.52482801  0.        ]",-0.263258283758
15,"[[  7.82143082  -1.18881152  -0.07784518   0.07544065]
 [ 48.39280224   1.61966189   0.           0.        ]]",[ 1.5976117  -1.25450467],[-0.72184014 -0.43579054],[ 1.53875136 -0.91793942],-0.261734,"[-0.09700983  0.19501198  1.48674982 -1.37986232 -0.66301328  0.64203493
  1.00401218  0.23090463  0.95784394  0.42686001  0.        ]",-0.194647683205
16,"[[  8.81939085  -1.19637718  -0.07784518   0.07544065]
 [ 51.39347279  -2.36274447   0.           0.        ]]",[-0.18332817  0.09826712],[-0.72184014 -0.43579054],[ 1.18494749 -0.40582779],0.0950589,"[-1.27585038  0.18309279  0.85451769 -1.38355372 -0.66301286  0.64203453
  1.05049071 -0.53177133 -0.0190307   0.60014711  0.        ]",-0.0909573009139
17,"[[  9.82978767  -1.2391494   -0.07784518   0.07544065]
 [ 49.65197305  -1.91606317   0.           0.        ]]",[ 1.38369149 -0.42426913],[-0.72184014 -0.43579054],[ 0.98355263 -0.26607659],0.106544,"[-1.40936276  0.11506099 -0.56026294 -1.40310063 -0.66301244  0.64203413
  1.02351447 -0.4462265  -0.66824634 -0.20061764  0.        ]",-0.0940797595177
