timestep,human_obs,rewards,obs,avg_action_dist,actions,logstd_action_dist,original_rewards
0,"[[ 0.04654642 -0.08394638 -0.09548441 -0.05721234]
 [-0.00026198 -0.00045032  0.          0.        ]]",-1.1415,"[ 1.2248192   1.20886414  0.08245333 -0.3536491  -0.82065403 -0.49033851
  0.28220244 -0.10145519  1.68794554  0.39004947  0.        ]",[-0.10107559 -1.80585015],[-0.53039845 -1.59130993],[-0.61261618 -0.36008209],-0.310713557558
1,"[[ 0.0255048  -0.12367496 -0.09548441 -0.05721234]
 [-2.09692787 -3.95921704  0.          0.        ]]",-1.18592,"[ 1.22586219  1.2024882   0.05150264 -0.40908302 -0.82065321 -0.49033814
  0.24792307 -0.8127585   1.68567688  0.33157856  0.        ]",[-0.18356848 -0.97665596],[-0.10173121 -1.48458367],[-0.61261618 -0.36008209],-0.308832073638
2,"[[-0.02004073 -0.24179926 -0.09548441 -0.05721234]
 [-2.4564513  -7.84027783  0.          0.        ]]",-1.35953,"[ 1.22603188  1.16926798 -0.01553019 -0.57195318 -0.82065238 -0.49033778
  0.24204493 -1.51009773  1.66639087  0.18319984  0.        ]",[-0.08824837 -0.11830229],[ 0.35734214  0.46601721],[-0.61261618 -0.36008209],-0.30289779383
3,"[[-0.05450751 -0.37853909 -0.09548441 -0.05721234]
 [-0.99507681 -5.84036782  0.          0.        ]]",-0.92863,"[ 1.22425934  1.10469271 -0.06622439 -0.75449761 -0.82065155 -0.49033741
  0.26593736 -1.15075606  1.62709965  0.04225585  0.        ]",[ 0.04332912 -0.46201956],[ 1.49903698 -1.48427766],[-0.61261618 -0.36008209],-0.295234415469
4,"[[-0.03450608 -0.5339289  -0.09548441 -0.05721234]
 [ 2.98198112 -9.68577911  0.          0.        ]]",-1.30519,"[ 1.22548435  0.99879352 -0.0368137  -0.95000863 -0.82065072 -0.49033705
  0.33095971 -1.84168729  1.58468032 -0.03147641  0.        ]",[ 0.27237728  0.45257479],[ 0.47971174  1.76457178],[-0.61261618 -0.36008209],-0.288178304093
5,"[[ 0.04356823 -0.68599884 -0.09548441 -0.05721234]
 [ 4.81938563 -5.53503271  0.          0.        ]]",-0.904313,"[ 1.22499491  0.86403806  0.07807437 -1.12471453 -0.8206499  -0.49033668
  0.36099997 -1.09588879  1.55660944 -0.02405454  0.        ]",[ 0.38258731 -0.21456122],[-0.54597319 -1.22833967],[-0.61261618 -0.36008209],-0.283491747212
6,"[[ 0.11734014 -0.83531982 -0.09548441 -0.05721234]
 [ 2.56524484 -9.38425546  0.          0.        ]]",-1.07252,"[ 1.21682105  0.70478904  0.18628428 -1.27632427 -0.82064907 -0.49033631
  0.32414583 -1.78750412  1.52164341 -0.01806352  0.        ]",[ 0.40091783  0.84883726],[ 0.58555762  0.93992673],[-0.61261618 -0.36008209],-0.277664842337
7,"[[ 0.1913682  -0.98380621 -0.09548441 -0.05721234]
 [ 4.83009407 -5.47738167  0.          0.        ]]",-0.772931,"[ 1.20113201  0.52349553  0.29392693 -1.40413272 -0.82064824 -0.49033595
  0.36117461 -1.08552516  1.48103081 -0.00909436  0.        ]",[ 0.51415914  0.3055802 ],[ 0.79312015  0.66936669],[-0.61261618 -0.36008209],-0.270897444858
8,"[[ 0.31849037 -1.06568079 -0.09548441 -0.05721234]
 [ 7.87202684 -2.71923163  0.          0.        ]]",-0.645581,"[ 1.15696399  0.41518532  0.47487035 -1.46376601 -0.82064741 -0.49033558
  0.41090825 -0.58994708  1.48259557  0.09671995  0.        ]",[ 0.59722352 -0.0866605 ],[ 0.02894183 -0.06124076],[-0.61261618 -0.36008209],-0.271499399658
9,"[[ 0.4755192  -1.12195575 -0.09548441 -0.05721234]
 [ 7.83099411 -2.90763626  0.          0.        ]]",-0.617545,"[ 1.07334119  0.33778396  0.6878071  -1.50000484 -0.82064659 -0.49033521
  0.4102371  -0.62379865  1.48888071  0.24988049  0.        ]",[ 0.59397286  0.09319156],[ 0.90864459 -0.12920493],[-0.61261618 -0.36008209],-0.274663444166
10,"[[  0.66666133  -1.18466976  -0.09548441  -0.05721234]
 [ 11.2717908   -3.36219448   0.           0.        ]]",-0.7516,"[ 0.93111114  0.24903129  0.92414489 -1.53567067 -0.82064576 -0.49033485
  0.46649194 -0.70547198  1.47352545  0.43558503  0.        ]",[ 0.60275334  0.31011209],[ 0.79214114  0.89406114],[-0.61261618 -0.36008209],-0.277268155853
11,"[[  0.92130162  -1.21572788  -0.09548441  -0.05721234]
 [ 14.18250883   0.24441993   0.           0.        ]]",-0.509522,"[ 0.68142604  0.20420688  1.18617928 -1.55144795 -0.82064493 -0.49033448
  0.51408026 -0.05744366  1.42293974  0.7046605   0.        ]",[ 0.62504321 -0.38698286],[-0.10726914 -0.8769075 ],[-0.61261618 -0.36008209],-0.281514577039
12,"[[  1.19788723  -1.24571599  -0.09548441  -0.05721234]
 [ 13.47844682  -3.23165911   0.           0.        ]]",-0.688138,"[ 0.34991566  0.16043358  1.38471161 -1.56547766 -0.8206441  -0.49033411
  0.50256884 -0.68201741  1.30606362  0.97246163  0.        ]",[ 0.49219179  0.37964493],[ 0.09949723 -0.24199877],[-0.61261618 -0.36008209],-0.281978369052
13,"[[  1.46873638  -1.31931404  -0.09548441  -0.05721234]
 [ 13.6060551   -4.12516247   0.           0.        ]]",-0.718969,"[-0.011905    0.0512003   1.47821209 -1.59482362 -0.82064328 -0.49033375
  0.50465478 -0.84255935  1.14165555  1.15909699  0.        ]",[ 0.39054132  0.66414618],[ 0.56096775  0.16781743],[-0.61261618 -0.36008209],-0.275572018566
14,"[[  1.7604314   -1.39432653  -0.09548441  -0.05721234]
 [ 15.55696209  -3.3785254    0.           0.        ]]",-0.52231,"[-0.4122456  -0.06227499  1.45948173 -1.61716216 -0.82064245 -0.49033338
  0.53655071 -0.70840451  0.93060794  1.30400702  0.        ]",[ 0.3131339   0.55765653],[ 0.49091874 -0.18940213],[-0.61261618 -0.36008209],-0.26478408525
15,"[[  2.08798001  -1.46874268  -0.09548441  -0.05721234]
 [ 17.19247971  -4.06076933   0.           0.        ]]",-0.34904,"[-0.83402435 -0.17636052  1.2933626  -1.63164759 -0.82064162 -0.49033301
  0.56329017 -0.83098787  0.66768868  1.39192214  0.        ]",[ 0.16644451  0.73696685],[-0.32426066  0.16475507],[-0.61261618 -0.36008209],-0.248289056716
16,"[[  2.4155446   -1.54259099  -0.09548441  -0.05721234]
 [ 15.56935777  -3.32655186   0.           0.        ]]",-0.278286,"[-1.18333464 -0.2904403   0.99118448 -1.63838546 -0.82064079 -0.49033265
  0.5367525  -0.69906451  0.40174491  1.39131916  0.        ]",[ 0.05623066  0.68305874],[ 0.04200805  1.50946395],[-0.61261618 -0.36008209],-0.227088756623
17,"[[  2.7255041   -1.56872269  -0.09548441  -0.05721234]
 [ 15.4269886    0.69995962   0.           0.        ]]",0.0156989,"[-1.41339368 -0.33089719  0.60887891 -1.63893682 -0.82063997 -0.49033228
  0.53442442  0.02441128  0.14251221  1.32760864  0.        ]",[ 0.04928356 -0.04013193],[ 0.33135047 -0.02743317],[-0.61261618 -0.36008209],-0.204125943262
18,"[[  3.04413746  -1.55594334  -0.09548441  -0.05721234]
 [ 16.43299711   0.57840408   0.           0.        ]]",0.0476506,"[-1.52448069 -0.31110998  0.15717126 -1.63878145 -0.82063914 -0.49033192
  0.55087175  0.0025704  -0.11743786  1.18242876  0.        ]",[-0.05350743 -0.03700918],[-0.62588862  0.73676021],[-0.61261618 -0.36008209],-0.176639545967
19,"[[  3.34467514  -1.51520483  -0.09548441  -0.05721234]
 [ 13.63005002   3.48569776   0.           0.        ]]",0.0179922,"[-1.50268734 -0.24807282 -0.28291649 -1.63676528 -0.82063831 -0.49033155
  0.5050445   0.52494754 -0.3316843   0.96111276  0.        ]",[-0.13087529 -0.50644892],[-0.47452303  0.83207396],[-0.61261618 -0.36008209],-0.1466110718
20,"[[  3.59571645  -1.41311545  -0.09548441  -0.05721234]
 [ 11.48117918   6.71245293   0.           0.        ]]",0.0868066,"[-1.39128386 -0.09096117 -0.63173845 -1.62152415 -0.82063748 -0.49033118
  0.46991111  1.10472415 -0.49377729  0.6944098   0.        ]",[-0.1751758  -1.07896233],[-0.51120708 -0.76328521],[-0.61261618 -0.36008209],-0.118333014307
21,"[[ 3.80276381 -1.31051366 -0.09548441 -0.05721234]
 [ 9.23116429  3.55820994  0.          0.        ]]",0.0826804,"[-1.24049501  0.0643853  -0.88986204 -1.5916704  -0.82063666 -0.49033082
  0.43312407  0.53797459 -0.57494277  0.42048745  0.        ]",[-0.34368631 -0.7618413 ],[-0.54781326 -0.45267008],[-0.61261618 -0.36008209],-0.0945127003161
