timestep,human_obs,actions,logstd_action_dist,avg_action_dist,rewards,obs,original_rewards
0,"[[ 0.04135782  0.03275927 -0.17399304  0.02405704]
 [ 0.00209134  0.00254332  0.          0.        ]]",[ 2.30215049 -2.33826995],[-0.92744124 -0.76152062],[ 2.38451266 -1.92109966],-2.53375,"[ 1.25215735  1.36763357  0.08211957 -0.05905843 -1.49922569  0.19759998
  0.23032919 -0.05847051  2.13601752 -0.05538317  0.        ]",-0.3837862775
1,"[[ 0.08110518 -0.00693366 -0.17399304  0.02405704]
 [ 3.95946282 -3.9586292   0.          0.        ]]",[ 2.48393017 -1.26867322],[-0.92744124 -0.76152062],[ 2.49035668 -1.19483817],-2.66425,"[ 1.24879661  1.3686514   0.140157   -0.10853208 -1.4992245   0.19759993
  0.28725083 -0.88618929  2.1345733  -0.02982583  0.        ]",-0.38344147495
2,"[[ 0.19921438 -0.12506281 -0.17399304  0.02405704]
 [ 7.83854278 -7.84133503  0.          0.        ]]",[ 3.26517232 -0.78619297],[-0.92744124 -0.76152062],[ 2.53032422 -0.24227092],-2.71034,"[ 1.22601436  1.35317254  0.31115649 -0.25538539 -1.49922332  0.19759988
  0.34304633 -1.69751064  2.12481235  0.04537969  0.        ]",-0.381733048574
3,"[[  0.39413256  -0.31157967  -0.17399304   0.02405704]
 [ 11.64064287 -10.80045403   0.           0.        ]]",[ 2.5317556   0.40231626],[-0.92744124 -0.76152062],[ 2.49420094  0.67182118],-2.86234,"[ 1.14741703  1.27298174  0.58343202 -0.48204842 -1.49922213  0.19759983
  0.39773458 -2.31583874  2.0907106   0.17107556  0.        ]",-0.376680371578
4,"[[  0.66432279  -0.50947142  -0.17399304   0.02405704]
 [ 15.36604439  -8.99467022   0.           0.        ]]",[ 2.76608538  0.3119497 ],[-0.92744124 -0.76152062],[ 2.32506919  0.67908049],-2.6757,"[ 0.95953895  1.11624026  0.92360599 -0.70787325 -1.49922094  0.19759978
  0.4513196  -1.93850386  2.00464793  0.37150789  0.        ]",-0.36550634462
5,"[[  1.00828711  -0.67519157  -0.17399304   0.02405704]
 [ 19.01829339  -7.58195525   0.           0.        ]]",[ 1.55516782  0.29961068],[-0.92744124 -0.76152062],[ 2.07280326  0.77010489],-2.57264,"[ 0.60860493  0.93252907  1.25920745 -0.87906931 -1.49921975  0.19759973
  0.50385241 -1.64330474  1.82630642  0.64141688  0.        ]",-0.345048389993
6,"[[  1.42457549  -0.81342192  -0.17399304   0.02405704]
 [ 22.59867617  -6.24541194   0.           0.        ]]",[ 1.73103647  1.0283407 ],[-0.92744124 -0.76152062],[ 1.75844169  0.59942794],-2.0893,"[ 0.073122    0.74651987  1.46901365 -1.00571746 -1.49921857  0.19759968
  0.5553515  -1.36402292  1.51483173  0.90845186  0.        ]",-0.310950757434
7,"[[  1.91175369e+00  -8.97354368e-01  -1.73993045e-01   2.40570350e-02]
 [  2.61074214e+01  -2.16131412e+00   0.00000000e+00   0.00000000e+00]]",[ 0.96688166 -0.74618965],[-0.92744124 -0.76152062],[ 1.42123294 -0.67346406],-1.41922,"[-0.59012149  0.62061545  1.40040712 -1.07432622 -1.49921738  0.19759963
  0.60582016 -0.51061972  1.04132815  1.07319787  0.        ]",-0.257343382716
8,"[[  2.46711715e+00  -9.69780332e-01  -1.73993045e-01   2.40570350e-02]
 [  2.94180066e+01  -5.07144136e+00   0.00000000e+00   0.00000000e+00]]",[ 1.03078864 -0.15187044],[-0.92744124 -0.76152062],[ 1.16482353  0.15260832],-0.999839,"[-1.20716067  0.50492143  0.93525084 -1.12803137 -1.49921619  0.19759958
  0.65343851 -1.11871225  0.48089593  0.97346776  0.        ]",-0.180944611909
9,"[[  3.08934869e+00  -1.07621074e+00  -1.73993045e-01   2.40570350e-02]
 [  3.27939760e+01  -5.56975450e+00   0.00000000e+00   0.00000000e+00]]",[ 0.90282598  0.91247506],[-0.92744124 -0.76152062],[ 1.0654912   0.48440629],-0.638914,"[-1.50777507  0.32439393  0.098025   -1.1970971  -1.499215    0.19759953
  0.70199732 -1.22283781  0.02563539  0.53896964  0.        ]",-0.0849969451493
