timestep,human_obs,actions,logstd_action_dist,avg_action_dist,rewards,obs,original_rewards
0,"[[ 0.02995582  0.05487085  0.1848025   0.14924214]
 [ 0.00301764  0.00033687  0.          0.        ]]",[-0.04135299  2.32568103],[-0.4116711  -0.18444321],[ 0.20879006  1.2416811 ],-0.359458,"[ 1.18834869  1.15652446  0.0527231  -0.34810812  1.6210998   1.28463563
  0.29782875 -0.1158184  -0.02561292 -0.94618957  0.        ]",-0.139147370062
1,"[[ 0.02835883  0.094606    0.1848025   0.14924214]
 [-0.16216018  3.95998151  0.          0.        ]]",[-1.10277244  0.95752034],[-0.4116711  -0.18444321],[ 0.30240542  1.14838243],-0.304483,"[ 1.18840856  1.15274754  0.05035105 -0.27713416  1.62109126  1.28463069
  0.29446281  0.47883393 -0.0282697  -0.91838749  0.        ]",-0.135124111266
2,"[[-0.0145572   0.21107458  0.1848025   0.14924214]
 [-4.11627624  7.6744869   0.          0.        ]]",[ 0.24905368 -0.72381372],[-0.4116711  -0.18444321],[ 0.327227    1.02872467],-0.188745,"[ 1.18881167  1.13020593 -0.01341197 -0.07105418  1.62108271  1.28462574
  0.21389773  1.03667    -0.0360344  -0.89275352  0.        ]",-0.131261209301
3,"[[-0.08616913  0.33428006  0.1848025   0.14924214]
 [-3.04847791  4.65612412  0.          0.        ]]",[ 0.53755814  0.36856439],[-0.4116711  -0.18444321],[ 0.22707552  1.14106035],-0.12349,"[ 1.18385042  1.0880316  -0.11966336  0.1413537   1.62107417  1.28462079
  0.23565369  0.58337544 -0.04598934 -0.90395762  0.        ]",-0.13258285853
4,"[[-0.1252022   0.44111162  0.1848025   0.14924214]
 [-0.86208945  6.02248581  0.          0.        ]]",[ 2.21434825 -0.45519981],[-0.4116711  -0.18444321],[ 0.25671726  1.04722214],-0.0836908,"[ 1.17818368  1.03668882 -0.17733571  0.31843259  1.62106562  1.28461585
  0.28020084  0.78857203 -0.06134343 -0.88123826  0.        ]",-0.128960345989
5,"[[-0.10257276  0.54226637  0.1848025   0.14924214]
 [ 3.11181692  4.0994063   0.          0.        ]]",[-0.37884512  1.5759079 ],[-0.4116711  -0.18444321],[ 0.23220712  1.10416508],-0.0462048,"[ 1.18171634  0.9759771  -0.14392854  0.47809613  1.62105708  1.2846109
  0.36116856  0.49976535 -0.09075684 -0.77799435  0.        ]",-0.113553617126
6,"[[-0.05600402  0.66317341  0.1848025   0.14924214]
 [ 1.55028698  7.97836755  0.          0.        ]]",[ 0.41898941  1.2662531 ],[-0.4116711  -0.18444321],[ 0.26337528  0.7587238 ],-0.0525838,"[ 1.18678463  0.88886126 -0.0749546   0.65640416  1.62104854  1.28460595
  0.32935183  1.08230032 -0.1452818  -0.63534859  0.        ]",-0.0922369552625
7,"[[ -8.68336454e-03   8.60878189e-01   1.84802498e-01   1.49242145e-01]
 [  3.17648090e+00   1.17794476e+01   0.00000000e+00   0.00000000e+00]]",[ 0.20126545  0.21148746],[-0.4116711  -0.18444321],[ 0.2528187   0.24555816],-0.013163,"[ 1.18888487  0.71555644 -0.00468308  0.91218899  1.62103999  1.28460101
  0.36248501  1.65313348 -0.25502024 -0.46369165  0.        ]",-0.0684431796746
8,"[[  0.06221162   1.1025266    0.1848025    0.14924214]
 [  3.91063289  12.38338229   0.           0.        ]]",[-0.57336235 -0.58948326],[-0.4116711  -0.18444321],[ 0.17819056 -0.01147425],-0.0193356,"[ 1.18627198  0.46065912  0.10060163  1.15210303  1.62103145  1.28459606
  0.37744278  1.74382128 -0.4351041  -0.28804619  0.        ]",-0.0590558757081
9,"[[ 0.11689963  1.32432111  0.1848025   0.14924214]
 [ 1.5658469   9.8046514   0.          0.        ]]",[ 0.8162619  -0.24618463],[-0.4116711  -0.18444321],[ 0.08974388 -0.02417886],-0.168617,"[ 1.17954189  0.19695257  0.18152802  1.29079426  1.6210229   1.28459111
  0.32966701  1.35654677 -0.6187017  -0.19468417  0.        ]",-0.076760649451
