timestep,human_obs,rewards,obs,avg_action_dist,actions,logstd_action_dist,original_rewards
0,"[[ 0.04279617 -0.06496838 -0.15980137 -0.00269223]
 [-0.00293466  0.00244444  0.          0.        ]]",-2.0682,"[ 1.24975594  1.3524338   0.08246534 -0.18613855 -1.37511136 -0.01794854
  0.23345064 -0.0626999   2.0544097   0.03773909  0.        ]",[ 1.7593503  -2.04401088],[ 1.63891902 -2.30924708],[-0.89159489 -0.65235019],-0.369710544857
1,"[[  8.24440313e-02  -1.04663232e-01  -1.59801368e-01  -2.69223246e-03]
 [  3.95454091e+00  -3.95872148e+00   0.00000000e+00   0.00000000e+00]]",-2.20273,"[ 1.24632747  1.3459208   0.14036743 -0.23570526 -1.37511029 -0.01794853
  0.29096854 -0.87747789  2.05293799  0.06332865  0.        ]",[ 2.00189948 -1.19859278],[ 2.36784099 -1.11760065],[-0.89159489 -0.65235019],-0.369532046049
2,"[[  2.00455964e-01  -2.22794023e-01  -1.59801368e-01  -2.69223246e-03]
 [  7.83374222e+00  -7.84140149e+00   0.00000000e+00   0.00000000e+00]]",-2.3402,"[ 1.22335471  1.30865111  0.31123897 -0.38169154 -1.37510921 -0.01794853
  0.3473488  -1.67611073  2.04308958  0.13889053  0.        ]",[ 2.16183186 -0.12845558],[ 2.38048289 -0.10171202],[-0.89159489 -0.65235019],-0.368323168545
3,"[[  3.95269249e-01  -3.82118749e-01  -1.59801368e-01  -2.69223246e-03]
 [  1.16349654e+01  -8.09020368e+00   0.00000000e+00   0.00000000e+00]]",-2.3509,"[ 1.14449042  1.21683901  0.58333934 -0.57210491 -1.37510814 -0.01794852
  0.40259571 -1.72728537  2.00939684  0.28463043  0.        ]",[ 2.10353327  0.17980324],[ 1.76134839  0.29390486],[-0.89159489 -0.65235019],-0.364584007764
4,"[[  6.65349215e-01  -5.30650297e-01  -1.59801368e-01  -2.69223246e-03]
 [  1.53606747e+01  -6.76729629e+00   0.00000000e+00   0.00000000e+00]]",-2.17238,"[ 0.95633289  1.09018426  0.92324746 -0.73905081 -1.37510707 -0.01794852
  0.45674509 -1.45517351  1.92291787  0.52143726  0.        ]",[ 1.95373189  0.22107433],[ 2.59589575  1.05338772],[-0.89159489 -0.65235019],-0.356386794022
5,"[[  1.00919622e+00  -6.24930652e-01  -1.59801368e-01  -2.69223246e-03]
 [  1.90118750e+01  -2.67430152e+00   0.00000000e+00   0.00000000e+00]]",-1.8749,"[ 0.60519521  0.9904957   1.25846209 -0.83799305 -1.37510599 -0.01794852
  0.50981154 -0.61327986  1.73084308  0.84128515  0.        ]",[ 1.71323907 -0.73653269],[ 1.2349274  -1.16810564],[-0.89159489 -0.65235019],-0.340259959177
6,"[[  1.42537180e+00  -7.17614910e-01  -1.59801368e-01  -2.69223246e-03]
 [  2.25938391e+01  -6.58100234e+00   0.00000000e+00   0.00000000e+00]]",-1.82451,"[ 0.06966256  0.8788911   1.46778252 -0.92891661 -1.37510492 -0.01794851
  0.5618717  -1.41685322  1.39239557  1.13013283  0.        ]",[ 1.46077025  0.3532708 ],[ 1.85166101  0.37494158],[-0.89159489 -0.65235019],-0.310613074791
7,"[[  1.91246160e+00  -8.33026743e-01  -1.59801368e-01  -2.69223246e-03]
 [  2.61034855e+01  -4.96542800e+00   0.00000000e+00   0.00000000e+00]]",-1.31348,"[-0.5934438   0.72253116  1.39864215 -1.03216279 -1.37510385 -0.01794851
  0.61288077 -1.08454303  0.920656    1.26453731  0.        ]",[ 1.18068278 -0.14390749],[ 0.98469569  0.43277719],[-0.89159489 -0.65235019],-0.263346726307
8,"[[  2.46844070e+00  -9.14141740e-01  -1.59801368e-01  -2.69223246e-03]
 [  2.94831661e+01  -3.15196973e+00   0.00000000e+00   0.00000000e+00]]",-0.817019,"[-1.21072997  0.6021321   0.9321993  -1.09741846 -1.37510277 -0.0179485
  0.6620009  -0.7115302   0.35955603  1.14226326  0.        ]",[ 0.94659263 -0.68682671],[ 1.72902622 -0.3777359 ],[-0.89159489 -0.65235019],-0.193892719293
9,"[[  3.09196117e+00  -9.91538941e-01  -1.59801368e-01  -2.69223246e-03]
 [  3.28577232e+01  -4.58281387e+00   0.00000000e+00   0.00000000e+00]]",-0.612787,"[-1.51040051  0.47999129  0.09245344 -1.15360301 -1.3751017  -0.0179485
  0.71104653 -1.00584184 -0.10867048  0.67296936  0.        ]",[ 0.87976927 -0.15907261],[ 0.44645952 -0.76042596],[-0.89159489 -0.65235019],-0.102677029901
