timestep,human_obs,actions,logstd_action_dist,avg_action_dist,rewards,obs,original_rewards
0,"[[-0.06021481 -0.02135682 -0.12204123 -0.03334667]
 [-0.00075513  0.00351971  0.          0.        ]]",[ 0.72433077 -2.1127518 ],[-0.87714231 -0.6095407 ],[ 0.45833176 -2.20955515],-1.89158,"[ 1.24603319  1.33406703 -0.06703747 -0.13962039 -1.04774744 -0.2980496
  0.23847034 -0.06340769  1.83014857  0.13855825  0.        ]",-0.332002606829
1,"[[-0.03146526 -0.06102615 -0.12204123 -0.03334667]
 [ 2.86615935 -3.95724828  0.          0.        ]]",[ 0.74325676 -1.53845991],[-0.87714231 -0.6095407 ],[ 0.87229145 -1.66028476],-2.02419,"[ 1.24785117  1.33097456 -0.02497114 -0.18971609 -1.04774679 -0.2980495
  0.28058402 -0.86944989  1.83030837  0.14940058  0.        ]",-0.332126735913
2,"[[ 0.05480458 -0.17912406 -0.12204123 -0.03334667]
 [ 5.75121786 -7.83959426  0.          0.        ]]",[ 1.61328989 -1.07833886],[-0.87714231 -0.6095407 ],[ 1.36447775 -0.60358584],-2.05891,"[ 1.24646067  1.30421641  0.10134815 -0.33782945 -1.04774614 -0.29804941
  0.32296423 -1.65953135  1.82746313  0.18270293  0.        ]",-0.331998794525
3,"[[  0.20839368  -0.37410075  -0.12204123  -0.03334667]
 [  9.59491542 -11.64535932   0.           0.        ]]",[ 1.85137083  0.73234414],[-0.87714231 -0.6095407 ],[ 1.72545242  0.58967328],-2.21495,"[ 1.21866027  1.2036025   0.32415929 -0.5745338  -1.04774549 -0.29804931
  0.37942643 -2.43402455  1.81161809  0.25202209  0.        ]",-0.330326683718
4,"[[  0.43807064  -0.57561189  -0.12204123  -0.03334667]
 [ 13.36032199  -8.51611978   0.           0.        ]]",[ 1.89919868 -0.19985485],[-0.87714231 -0.6095407 ],[ 1.65082479  0.29163006],-2.01831,"[ 1.11815333  1.0295331   0.64246442 -0.80067696 -1.04774484 -0.29804921
  0.43473856 -1.79720244  1.77121531  0.41253613  0.        ]",-0.327234961297
5,"[[  0.74232611  -0.75218976  -0.12204123  -0.03334667]
 [ 17.05300631  -9.13949717   0.           0.        ]]",[ 1.78681865  0.8856644 ],[-0.87714231 -0.6095407 ],[ 1.52863944  0.89694148],-2.0725,"[ 0.88526222  0.82388221  1.01131372 -0.97623335 -1.04774419 -0.29804912
  0.48898242 -1.9240609   1.67730253  0.66622382  0.        ]",-0.321622063918
6,"[[  1.1196925   -0.89797988  -0.12204123  -0.03334667]
 [ 20.67162689  -5.45168791   0.           0.        ]]",[ 1.12561314  0.44572619],[-0.87714231 -0.6095407 ],[ 1.30246174  0.23382927],-1.82436,"[ 0.46975051  0.62137591  1.33937078 -1.101153   -1.04774354 -0.29804902
  0.5421383  -1.17356886  1.482873    0.97487654  0.        ]",-0.310265281319
7,"[[  1.56872027  -0.988217    -0.12204123  -0.03334667]
 [ 24.21934723  -3.57814157   0.           0.        ]]",[ 1.24805563 -0.5408448 ],[-0.87714231 -0.6095407 ],[ 1.0883255  -0.30031377],-1.50199,"[-0.12931957  0.48319998  1.48589437 -1.16811423 -1.04774289 -0.29804893
  0.59425266 -0.79229065  1.1346192   1.27366057  0.        ]",-0.28879888135
8,"[[  2.08801179  -1.08054181  -0.12204123  -0.03334667]
 [ 27.69831419  -5.64729383   0.           0.        ]]",[ 0.12798951 -0.00443929],[-0.87714231 -0.6095407 ],[ 0.85948837  0.28092349],-1.17953,"[-0.81489787  0.33306773  1.29430119 -1.22773154 -1.04774224 -0.29804883
  0.64535703 -1.21337461  0.64294273  1.40054783  0.        ]",-0.250466715851
9,"[[  2.64157179  -1.19251222  -0.12204123  -0.03334667]
 [ 27.65782715  -5.55004603   0.           0.        ]]",[ 1.14674246  0.14578997],[-0.87714231 -0.6095407 ],[ 0.72870117  0.43541253],-0.902297,"[-1.34386483  0.14093134  0.72339126 -1.28724757 -1.0477416  -0.29804874
  0.64476203 -1.19358325  0.14652257  1.2529622   0.        ]",-0.196344660828
10,"[[  3.22894961  -1.29659313  -0.12204123  -0.03334667]
 [ 31.06863027  -4.86017029   0.           0.        ]]",[ 0.48129707  0.13102578],[-0.87714231 -0.6095407 ],[ 0.68355292  0.54359013],-0.61439,"[-1.50763618 -0.04556998 -0.10668966 -1.32938981 -1.04774095 -0.29804864
  0.69486509 -1.0531888  -0.23384303  0.84526932  0.        ]",-0.128573611132
11,"[[  3.8632738   -1.38758677  -0.12204123  -0.03334667]
 [ 32.35948925  -4.24117834   0.           0.        ]]",[ 0.55301066  0.61197435],[-0.87714231 -0.6095407 ],[ 0.71663409  0.62315959],-0.663149,"[-1.16868215 -0.21323538 -0.94660202 -1.3554556  -1.0477403  -0.29804854
  0.71382699 -0.92721977 -0.37050587  0.24779879  0.        ]",-0.0529540696543
12,"[[  4.52600057e+00  -1.44721225e+00  -1.22041230e-01  -3.33466659e-02]
 [  3.39079424e+01  -1.72965464e+00   0.00000000e+00   0.00000000e+00]]",[ 0.79141716  0.45913072],[-0.87714231 -0.6095407 ],[ 0.8176012   0.32106069],-0.749494,"[-0.38804514 -0.32473634 -1.41831028 -1.36696834 -1.04773965 -0.29804845
  0.73657283 -0.41610968 -0.17326622 -0.35601002  0.        ]",-0.0583536119179
13,"[[  5.22885110e+00  -1.46317424e+00  -1.22041230e-01  -3.33466659e-02]
 [  3.63688297e+01   1.27396934e-01   0.00000000e+00   0.00000000e+00]]",[ 0.57641272  0.40055868],[-0.87714231 -0.6095407 ],[ 1.01590443  0.14116058],-0.817152,"[ 0.54962461 -0.35474271 -1.25262957 -1.36929434 -1.047739   -0.29804835
  0.77272195 -0.03818859  0.35123029 -0.74368353  0.        ]",-0.143691041004
14,"[[  5.97188911e+00  -1.44468253e+00  -1.22041230e-01  -3.33466659e-02]
 [  3.79296798e+01   1.71655936e+00   0.00000000e+00   0.00000000e+00]]",[ 1.98020244  0.28427214],[-0.87714231 -0.6095407 ],[ 1.24538696  0.07156153],-0.901934,"[ 1.18217279 -0.31998582 -0.42754481 -1.36656785 -1.04773835 -0.29804826
  0.79564986  0.28521546  1.03228891 -0.66283645  0.        ]",-0.223406715957
15,"[[  6.76264857e+00  -1.39933978e+00  -1.22041230e-01  -3.33466659e-02]
 [  4.11355008e+01   2.81422973e+00   0.00000000e+00   0.00000000e+00]]",[ 1.28294849  0.04440218],[-0.87714231 -0.6095407 ],[ 1.33536613 -0.26365423],-1.00143,"[ 1.09284696 -0.2351288   0.69682099 -1.35807159 -1.0477377  -0.29804816
  0.84274172  0.50859787  1.50937849 -0.03237866  0.        ]",-0.277531866509
16,"[[  7.61688584e+00  -1.34178092e+00  -1.22041230e-01  -3.33466659e-02]
 [  4.42777280e+01   2.94140519e+00   0.00000000e+00   0.00000000e+00]]",[ 0.88091862 -0.20054421],[-0.87714231 -0.6095407 ],[ 1.14248276 -0.91935587],-1.09059,"[ 0.19211924 -0.12838839  1.4449187  -1.34360173 -1.04773705 -0.29804807
  0.88889938  0.53447865  1.37954936  0.85916751  0.        ]",-0.28654031376
17,"[[  8.52861756e+00  -1.29142422e+00  -1.22041230e-01  -3.33466659e-02]
 [  4.68867961e+01   2.09722354e+00   0.00000000e+00   0.00000000e+00]]",[ 0.29754299 -2.27855863],[-0.87714231 -0.6095407 ],[ 0.89694238 -1.29721475],-0.620949,"[-0.99459858 -0.03615917  1.16501164 -1.32759654 -1.0477364  -0.29804797
  0.92722509  0.36268235  0.59472183  1.32221101  0.        ]",-0.235902840543
18,"[[  9.46886540e+00  -1.28953276e+00  -1.22041230e-01  -3.33466659e-02]
 [  4.71374136e+01  -1.89475751e+00   0.00000000e+00   0.00000000e+00]]",[ 1.00227548 -0.93985463],[-0.87714231 -0.6095407 ],[ 0.73718339 -0.29432189],-0.565948,"[-1.511559   -0.03271925 -0.04345023 -1.32693402 -1.04773576 -0.29804787
  0.93090605 -0.44971048 -0.21330699  0.88189082  0.        ]",-0.133803452792
