timestep,human_obs,rewards,obs,avg_action_dist,actions,logstd_action_dist,original_rewards
0,"[[-0.04204244 -0.03087513  0.09544745  0.10094442]
 [-0.00100144 -0.00068532  0.          0.        ]]",-1.6011,"[ 1.25441274  1.39145051 -0.04031123 -0.13350402  0.8325568   0.88011663
  0.22517101 -0.05774334  0.54238864 -0.71738073  0.        ]",[-1.04707479  2.06968284],[-0.50759813  1.77814075],[-0.95587587 -0.79556233],-0.160750383019
1,"[[-0.06222454  0.00884698  0.09544745  0.10094442]
 [-2.01051245  3.95969491  0.          0.        ]]",-1.67531,"[ 1.25295832  1.39234197 -0.06977109 -0.0843544   0.83255649  0.88011628
  0.19654891  0.77996578  0.54256832 -0.71654659  0.        ]",[-1.06449652  1.89194655],[-1.62650225  2.15203515],[-0.95587587 -0.79556233],-0.160680840827
2,"[[-0.14174147  0.12699742  0.09544745  0.10094442]
 [-5.9281352   7.84239988  0.          0.        ]]",-1.65139,"[ 1.24177048  1.37599321 -0.18536772  0.06143394  0.83255618  0.88011594
  0.14074902  1.60124394  0.53864749 -0.74009566  0.        ]",[-1.01519907  1.75951171],[-1.52508606  2.02281522],[-0.95587587 -0.79556233],-0.162811947593
3,"[[ -0.29883364   0.32202984   0.09544745   0.10094442]
 [ -9.76831391  11.64812902   0.           0.        ]]",-1.43521,"[ 1.1943698   1.28756088 -0.40921227  0.29635507  0.83255587  0.88011559
  0.08605219  2.40623735  0.51830875 -0.81178494  0.        ]",[-0.89763886  0.97190332],[-0.44892325 -0.08506066],[-0.95587587 -0.79556233],-0.168704411076
4,"[[ -0.51007957   0.54930346   0.09544745   0.10094442]
 [-11.35105115  11.08108889   0.           0.        ]]",-1.34542,"[ 1.079674    1.09233208 -0.69255227  0.55078425  0.83255556  0.88011525
  0.06350877  2.28629265  0.46901732 -0.92517931  0.        ]",[-0.93524706  0.91132534],[-0.9561756   0.63313292],[-0.95587587 -0.79556233],-0.177503944917
5,"[[ -0.77281402   0.79388545   0.09544745   0.10094442]
 [-14.91063023  13.36939286   0.           0.        ]]",-1.25235,"[ 0.86299043  0.78266343 -0.99937462  0.78713207  0.83255525  0.88011491
  0.0128086   2.77031398  0.37687069 -1.07309314  0.        ]",[-0.85389709 -0.27489734],[-0.80222439 -0.30018852],[-0.95587587 -0.79556233],-0.189181163118
6,"[[ -1.09991645   1.04669224   0.09544745   0.10094442]
 [-17.79014118  11.91602238   0.           0.        ]]",-1.17026,"[ 0.50044572  0.37338024 -1.28150939  0.97608452  0.83255494  0.88011456
 -0.02820516  2.46289078  0.22131939 -1.24986076  0.        ]",[-0.89376134 -0.72687215],[-0.43734618 -0.97871815],[-0.95587587 -0.79556233],-0.204824026294
7,"[[ -1.46955027   1.243754     0.09544745   0.10094442]
 [-19.16868507   7.80379434   0.           0.        ]]",-1.39784,"[ 0.01305391  0.00784889 -1.43310221  1.07659816  0.83255463  0.88011422
 -0.04784017  1.59306512 -0.00231578 -1.43741128  0.        ]",[-1.04925871 -0.61085218],[-2.11107845 -0.1174786 ],[-0.95587587 -0.79556233],-0.226116879097
8,"[[ -1.88883081   1.39360349   0.09544745   0.10094442]
 [-22.7475233    7.18308314   0.           0.        ]]",-1.4066,"[-0.55890079 -0.28788331 -1.36728454  1.12281274  0.83255432  0.88011388
 -0.09881467  1.46177042 -0.30799617 -1.58635793  0.        ]",[-1.09716737 -1.2617805 ],[-0.76325976 -2.63446931],[-0.95587587 -0.79556233],-0.250001998369
9,"[[ -2.36957278   1.49609164   0.09544745   0.10094442]
 [-25.31805733   3.07930323   0.           0.        ]]",-1.68078,"[-1.11707305 -0.49519836 -0.99854041  1.13873688  0.83255401  0.88011353
 -0.13542757  0.59373329 -0.70058491 -1.63024453  0.        ]",[-1.37076628 -1.13468242],[-1.32088253 -2.06325969],[-0.95587587 -0.79556233],-0.272655955951
