timestep,human_obs,rewards,obs,avg_action_dist,actions,logstd_action_dist,original_rewards
0,"[[-0.05841543  0.01980385  0.00733844 -0.15523623]
 [ 0.00480022 -0.00097282  0.          0.        ]]",-2.11815,"[ 1.25473798  1.41106069 -0.06330879 -0.07127017  0.06688865 -1.34664435
  0.22141482 -0.05566169  1.06457903  0.94339727  0.        ]",[-2.68483114 -0.02253076],[-2.79819449 -0.46911943],[-1.02827084 -0.85065359],-0.249075185073
1,"[[ -9.80036377e-02   1.16292580e-03   7.33843645e-03  -1.55236229e-01]
 [ -3.95045350e+00  -1.85693917e+00   0.00000000e+00   0.00000000e+00]]",-2.159,"[ 1.25046125  1.41146839 -0.12097234 -0.09422031  0.06688864 -1.3466436
  0.16553863 -0.45310402  1.0602038   0.8770573   0.        ]",[-2.65361094 -0.27562749],[-2.03500977 -0.20838921],[-1.02827084 -0.85065359],-0.24258176049
2,"[[ -2.15916175e-01  -4.38706911e-02   7.33843645e-03  -1.55236229e-01]
 [ -7.82789281e+00  -2.64380338e+00   0.00000000e+00   0.00000000e+00]]",-2.08323,"[ 1.22499209  1.40945744 -0.29104332 -0.14965088  0.06688863 -1.34664285
  0.11076173 -0.62160544  1.03063237  0.68917675  0.        ]",[-2.5845933  -0.33095658],[-2.08054605 -0.53292642],[-1.02827084 -0.85065359],-0.223190045655
3,"[[ -4.10603305e-01  -1.17378542e-01   7.33843645e-03  -1.55236229e-01]
 [ -1.16281809e+01  -4.70012482e+00   0.00000000e+00   0.00000000e+00]]",-2.11304,"[ 1.14217424  1.39708266 -0.56123869 -0.23984354  0.06688861 -1.34664209
  0.05707475 -1.06195222  0.92880441  0.39604348  0.        ]",[-2.46752405 -0.50919801],[-2.93697062  0.18624283],[-1.02827084 -0.85065359],-0.189111791168
4,"[[ -6.80554031e-01  -2.03032841e-01   7.33843645e-03  -1.55236229e-01]
 [ -1.53544952e+01  -3.86806173e+00   0.00000000e+00   0.00000000e+00]]",-2.05493,"[ 0.94908768  1.36852499 -0.89739162 -0.34392357  0.0668886  -1.34664134
  0.00443281 -0.88377127  0.69774156  0.05815467  0.        ]",[-2.43201828 -0.22346705],[-2.1218301   0.23013255],[-1.02827084 -0.85065359],-0.140357194479
5,"[[ -1.02429277e+00  -2.70466283e-01   7.33843645e-03  -1.55236229e-01]
 [ -1.90072221e+01  -2.87855131e+00   0.00000000e+00   0.00000000e+00]]",-1.91418,"[ 0.59304286  1.33546498 -1.22632906 -0.42462005  0.06688859 -1.34664059
 -0.04716956 -0.67187416  0.31138037 -0.21998022  0.        ]",[-2.40222359  0.2688984 ],[-1.76112041  0.43357483],[-1.02827084 -0.85065359],-0.08285939978
6,"[[ -1.44036427e+00  -3.10221821e-01   7.33843645e-03  -1.55236229e-01]
 [ -2.25879931e+01  -1.10288296e+00   0.00000000e+00   0.00000000e+00]]",-1.93785,"[ 0.05433141  1.31167185 -1.42673759 -0.47151739  0.06688857 -1.34663983
 -0.0977554  -0.29162676 -0.2108977  -0.3234099   0.        ]",[-2.42065024  0.94686639],[-2.2357143   1.43346428],[-1.02827084 -0.85065359],-0.0539881489227
7,"[[ -1.92734768e+00  -2.92311711e-01   7.33843645e-03  -1.55236229e-01]
 [ -2.60986121e+01   2.88064412e+00   0.00000000e+00   0.00000000e+00]]",-2.02931,"[-0.60807494  1.32278153 -1.34725093 -0.4504588   0.06688856 -1.34663908
 -0.14735019  0.56141854 -0.76911319 -0.15632646  0.        ]",[-2.53183126  1.41117024],[-3.22898534  1.58026565],[-1.02827084 -0.85065359],-0.111806346965
8,"[[ -2.48384417e+00  -1.95521562e-01   7.33843645e-03  -1.55236229e-01]
 [ -2.95395511e+01   6.78533707e+00   0.00000000e+00   0.00000000e+00]]",-2.20303,"[-1.21962804  1.37163063 -0.87125361 -0.33485785  0.06688855 -1.34663833
 -0.19596061  1.39758149 -1.21833243  0.30063647  0.        ]",[-2.60018063  0.54243159],[-2.86106565  0.15775371],[-1.02827084 -0.85065359],-0.190339107718
9,"[[ -3.10846315e+00  -5.48763446e-02   7.33843645e-03  -1.55236229e-01]
 [ -3.29111491e+01   7.27746214e+00   0.00000000e+00   0.00000000e+00]]",-2.40305,"[-1.50731627  1.40831644 -0.02639934 -0.16318431  0.06688853 -1.34663757
 -0.24359145  1.50296578 -1.40885511  1.00222192  0.        ]",[-2.83589101  0.04146403],[-2.79740471 -0.02463511],[-1.02827084 -0.85065359],-0.26648335813
10,"[[ -3.79984428e+00   8.82617662e-02   7.33843645e-03  -1.55236229e-01]
 [ -3.62160079e+01   7.03701802e+00   0.00000000e+00   0.00000000e+00]]",-2.45193,"[-1.21920112  1.40332486  0.91583289  0.01288068  0.06688852 -1.34663682
 -0.29027944  1.45147541 -1.1837029   1.78206172  0.        ]",[-2.99123454 -0.20678127],[-2.43208501  0.29761099],[-1.02827084 -0.85065359],-0.328797670179
11,"[[ -4.55667494e+00   2.39431974e-01   7.33843645e-03  -1.55236229e-01]
 [ -3.94563411e+01   8.07634699e+00   0.00000000e+00   0.00000000e+00]]",-1.9188,"[-0.33990819  1.35182244  1.46546628  0.19634259  0.06688851 -1.34663607
 -0.33605588  1.67403932 -0.5126149   2.29434315  0.        ]",[-3.04494071 -0.48973626],[-3.15486081 -0.71626313],[-1.02827084 -0.85065359],-0.361476619581
12,"[[ -5.37765759e+00   3.70890781e-01   7.33843645e-03  -1.55236229e-01]
 [ -4.26313783e+01   5.07930189e+00   0.00000000e+00   0.00000000e+00]]",-1.68134,"[ 0.72793963  1.2693092   1.17155602  0.35061298  0.06688849 -1.34663532
 -0.38090987  1.03224247  0.3802601   2.18924198  0.        ]",[-3.33632255 -0.11775222],[-3.28232992 -0.36640576],[-1.02827084 -0.85065359],-0.349988037092
13,"[[ -6.26151703e+00   4.56890454e-01   7.33843645e-03  -1.55236229e-01]
 [ -4.57442044e+01   3.52564250e+00   0.00000000e+00   0.00000000e+00]]",-1.81973,"[ 1.25677065  1.19702287  0.05365551  0.44753     0.06688848 -1.34663456
 -0.42488499  0.69953688  0.99309131  1.34732871  0.        ]",[-3.04361153  0.26521084],[-2.98679757 -0.62963569],[-1.02827084 -0.85065359],-0.281949927716
14,"[[ -7.20701042e+00   5.01656460e-01   7.33843645e-03  -1.55236229e-01]
 [ -4.87949190e+01   9.59342734e-01   0.00000000e+00   0.00000000e+00]]",-2.12114,"[ 0.70789409  1.15386894 -1.1438703   0.49643414  0.06688847 -1.34663381
 -0.46798264  0.1499815   0.77504087  0.20642907  0.        ]",[-2.66793728  0.72877908],[-2.75906869  1.00828972],[-1.02827084 -0.85065359],-0.156264102027
15,"[[ -8.21293655e+00   5.60338316e-01   7.33843645e-03  -1.55236229e-01]
 [ -5.17878793e+01   4.89551365e+00   0.00000000e+00   0.00000000e+00]]",-2.01131,"[-0.61118675  1.09175227 -1.34602117  0.55872862  0.06688845 -1.34663306
 -0.51026439  0.99288506 -0.24899545 -0.28505735  0.        ]",[-2.73194838  0.23226029],[-2.73949329  0.59308152],[-1.02827084 -0.85065359],-0.0505000964484
16,"[[ -9.27813116e+00   6.80780239e-01   7.33843645e-03  -1.55236229e-01]
 [ -5.47219659e+01   7.14084958e+00   0.00000000e+00   0.00000000e+00]]",-2.17938,"[-1.49323479  0.94542213 -0.19150682  0.6793016   0.06688844 -1.3466323
 -0.55171442  1.47370739 -1.19344915  0.39433678  0.        ]",[-3.23930621 -0.8676123 ],[-3.29094062 -0.82765004],[-1.02827084 -0.85065359],-0.19029739521
17,"[[ -1.04014109e+01   7.89218472e-01   7.33843645e-03  -1.55236229e-01]
 [ -5.75963445e+01   3.71404066e+00   0.00000000e+00   0.00000000e+00]]",-1.83969,"[-0.89948201  0.79347224  1.23272922  0.77829886  0.06688843 -1.34663155
 -0.59232093  0.73987975 -1.13855182  1.6717681   0.        ]",[-3.6214335  -0.44201761],[-3.31747457  0.05948213],[-1.02827084 -0.85065359],-0.310233683983
18,"[[ -1.15816160e+01   8.65025311e-01   7.33843645e-03  -1.55236229e-01]
 [ -6.04148243e+01   3.86581981e+00   0.00000000e+00   0.00000000e+00]]",-1.69919,"[ 0.63917378  0.67685847  1.2393319   0.8414729   0.06688841 -1.3466308
 -0.63213774  0.77238196 -0.02420952  2.22208797  0.        ]",[-3.59610772 -0.06662697],[-3.41932855  0.64583081],[-1.02827084 -0.85065359],-0.344750500472
19,"[[ -1.28176444e+01   9.67112133e-01   7.33843645e-03  -1.55236229e-01]
 [ -6.31790279e+01   6.33425399e+00   0.00000000e+00   0.00000000e+00]]",-2.04578,"[ 1.2136774   0.50764034 -0.34129893  0.91798067  0.0668884  -1.34663004
 -0.67118777  1.30097945  0.88842732  1.31201032  0.        ]",[-2.84595561 -1.14022136],[-1.94566419 -0.59444322],[-1.02827084 -0.85065359],-0.266072485855
