timestep,human_obs,actions,logstd_action_dist,avg_action_dist,rewards,obs,original_rewards
0,"[[ 0.05238603 -0.08870578  0.04272257  0.13239187]
 [ 0.00261895 -0.00457586  0.          0.        ]]",[ 1.59050852 -0.83917163],[-0.37189838 -0.17251122],[ 0.86345291  0.70416379],-0.0500019,"[ 1.18025894  1.16034937  0.08453691 -0.55195134  0.38104172  1.1399082
  0.29447944 -0.10245847  0.85052605 -0.91298204  0.        ]",-0.212395691751
1,"[[ 0.09214141 -0.12215026  0.04272257  0.13239187]
 [ 3.95974059 -3.3287866   0.          0.        ]]",[ 0.94637866  0.63063615],[-0.37189838 -0.17251122],[ 0.82907581  0.77243221],-0.16894,"[ 1.17630714  1.15590873  0.14354362 -0.61112894  0.38104101  1.13990392
  0.37914469 -0.5898806   0.8488922  -0.88056576  0.        ]",-0.209341941904
2,"[[ 0.20810297 -0.16302501  0.04272257  0.13239187]
 [ 7.62421941 -0.76721455  0.          0.        ]]",[-0.05716733  0.13227754],[-0.37189838 -0.17251122],[ 0.89849997  0.68537819],-0.225857,"[ 1.1524651   1.14858301  0.31408449 -0.68311806  0.38104029  1.13989963
  0.45754852 -0.21428083  0.83778952 -0.74334179  0.        ]",-0.196544077905
3,"[[ 0.35680326 -0.17295994  0.04272257  0.13239187]
 [ 7.24706562 -0.22807545  0.          0.        ]]",[ 1.19042591 -0.49591567],[-0.37189838 -0.17251122],[ 0.8950851   0.65989089],-0.0480016,"[ 1.09551715  1.14648473  0.52641979 -0.70054596  0.38103958  1.13989535
  0.44947809 -0.13522734  0.80141132 -0.53853175  0.        ]",-0.17693129225
4,"[[  0.54000483  -0.19719199   0.04272257   0.13239187]
 [ 11.06039829  -2.18857938   0.           0.        ]]",[ 1.92935441  0.67857906],[-0.37189838 -0.17251122],[ 0.87359679  0.68203163],-0.0648878,"[ 0.98644058  1.14085955  0.77176812 -0.74292605  0.38103887  1.13989107
  0.53106679 -0.42269313  0.7242623  -0.30639782  0.        ]",-0.153108572902
5,"[[  0.79869841  -0.2135834    0.04272257   0.13239187]
 [ 14.79651539   0.54036462   0.           0.        ]]",[ 0.59958049  1.17595719],[-0.37189838 -0.17251122],[ 0.90936828  0.59324348],-0.0866007,"[  7.66308111e-01   1.13664138e+00   1.07284796e+00  -7.71478179e-01
   3.81038153e-01   1.13988678e+00   6.11003215e-01  -2.25503988e-02
   5.51731443e-01  -8.53410837e-05   0.00000000e+00]",-0.118745520019
6,"[[  1.11547438  -0.16316153   0.04272257   0.13239187]
 [ 16.87414817   4.48866629   0.           0.        ]]",[-0.1098794  -0.56607406],[-0.37189838 -0.17251122],[ 0.92291808  0.49874109],0.0644806,"[ 0.41164743  1.14853782  1.34321154 -0.6833504   0.38103744  1.1398825
  0.65545467  0.55638541  0.21962038  0.32733741  0.        ]",-0.08026382669
7,"[[  1.44525563  -0.0967641    0.04272257   0.13239187]
 [ 16.10654613   2.15882526   0.           0.        ]]",[ 1.20961235 -0.105397  ],[-0.37189838 -0.17251122],[ 0.81840086  0.57475358],-0.052625,"[-0.02092339  1.15937824  1.48311391 -0.56621682  0.38103673  1.13987821
  0.63902959  0.21476153 -0.21928868  0.51578093  0.        ]",-0.0743530961534
8,"[[  1.80388225  -0.05821672   0.04272257   0.13239187]
 [ 19.7440055    1.69745323   0.           0.        ]]",[ 0.29904355  1.23330544],[-0.37189838 -0.17251122],[ 0.77002883  0.60172153],-0.159373,"[-0.51077579  1.16313507  1.45457426 -0.49783303  0.38103601  1.13987393
  0.71685496  0.14711041 -0.70779098  0.50960151  0.        ]",-0.112158928234
9,"[[  2.20669780e+00   1.51206138e-02   4.27225678e-02   1.32391873e-01]
 [  2.05349259e+01   5.62317616e+00   0.00000000e+00   0.00000000e+00]]",[ 0.49297301  0.54338547],[-0.37189838 -0.17251122],[ 0.7749263   0.53775787],-0.479412,"[-1.00988146  1.16512198  1.20391903 -0.36739217  0.3810353   1.13986965
  0.73377568  0.72273737 -1.22603429  0.24744676  0.        ]",-0.172477328216
