timestep,human_obs,rewards,obs,avg_action_dist,actions,logstd_action_dist,original_rewards
0,"[[-0.00243591 -0.03435632 -0.09229906  0.10975749]
 [ 0.00474684 -0.00092964  0.          0.        ]]",-2.10146,"[ 1.25588507  1.39436884  0.01759235 -0.1364707  -0.79120269  0.95781971
  0.22369454 -0.05715737  1.65158555 -0.72340273  0.        ]",[ 2.72485113 -1.24823165],[ 2.94392023 -0.82751483],[-0.97338396 -0.78934211],-0.32302682393
1,"[[ 0.03736138 -0.06726554 -0.09229906  0.10975749]
 [ 3.96180339 -3.27906103  0.          0.        ]]",-2.23541,"[ 1.25492381  1.39094507  0.07574831 -0.17710048 -0.79120241  0.95781931
  0.27996812 -0.75206373  1.65132362 -0.6929442   0.        ]",[ 2.83889794 -0.98383188],[ 2.56442125 -0.22162118],[-0.97338396 -0.78934211],-0.321344373293
2,"[[ 0.15550505 -0.14101492 -0.09229906  0.10975749]
 [ 7.8396574  -4.09315286  0.          0.        ]]",-2.30293,"[ 1.23920784  1.37524716  0.24752768 -0.26775892 -0.79120213  0.95781891
  0.33511534 -0.92463663  1.64483874 -0.58592266  0.        ]",[ 2.82532954 -0.84840763],[ 2.23394364 -0.33924917],[-0.97338396 -0.78934211],-0.31502252687
3,"[[  0.3504385   -0.23555664  -0.09229906   0.10975749]
 [ 11.64104374  -5.35678362   0.           0.        ]]",-2.25324,"[ 1.17187242  1.33901914  0.52294236 -0.38252806 -0.79120185  0.95781852
  0.3891751  -1.1925037   1.61189375 -0.39381914  0.        ]",[ 2.77526641 -0.46725109],[ 2.98584648 -0.65026523],[-0.97338396 -0.78934211],-0.30210056618
4,"[[  0.62065118  -0.36747412  -0.09229906   0.10975749]
 [ 15.36785025  -7.82668371   0.           0.        ]]",-2.3229,"[ 0.99808249  1.25884675  0.87118196 -0.53814153 -0.79120157  0.95781812
  0.44217425 -1.71607795  1.52131666 -0.14438298  0.        ]",[ 2.67891932  0.3059305 ],[ 2.22236021  1.05626162],[-0.97338396 -0.78934211],-0.281173893396
5,"[[  0.96463789  -0.482734    -0.09229906   0.10975749]
 [ 19.01868557  -3.71294342   0.           0.        ]]",-2.07989,"[ 0.66109091  1.16154962  1.2223771  -0.66787783 -0.7912013   0.95781772
  0.49409299 -0.84403686  1.32429062  0.16092351  0.        ]",[ 2.43226767 -0.82662416],[ 2.20634695 -0.189474  ],[-0.97338396 -0.78934211],-0.247853439163
6,"[[  1.38093528  -0.56378702  -0.09229906   0.10975749]
 [ 22.59916625  -4.39001591   0.           0.        ]]",-1.76954,"[ 0.13443485  1.07862319  1.45651058 -0.75464842 -0.79120102  0.95781732
  0.54501121 -0.98756393  0.96856309  0.45206242  0.        ]",[ 2.14660144 -0.64222789],[ 2.39226423 -1.45631369],[-0.97338396 -0.78934211],-0.19868614586
7,"[[  1.86814644  -0.6904416   -0.09229906   0.10975749]
 [ 26.11036022  -8.26240496   0.           0.        ]]",-1.41703,"[-0.5314465   0.92651448  1.41863277 -0.88134785 -0.79120074  0.95781693
  0.59494407 -1.80844087  0.48887938  0.57307296  0.        ]",[ 1.77751505  0.57679224],[ 1.50472167  0.28034005],[-0.97338396 -0.78934211],-0.136761829875
8,"[[  2.42487292  -0.84290068  -0.09229906   0.10975749]
 [ 29.55089401  -6.98757546   0.           0.        ]]",-0.969512,"[-1.16866759  0.71011545  0.98131262 -1.01696261 -0.79120046  0.95781653
  0.64387206 -1.53819837 -0.03888236  0.43451194  0.        ]",[ 1.37846363  0.37370953],[ 1.4861113   0.35246397],[-0.97338396 -0.78934211],-0.0677663759113
9,"[[  3.04972943  -0.96724023  -0.09229906   0.10975749]
 [ 32.92355579  -5.45130922   0.           0.        ]]",-0.801529,"[-1.50293968  0.50997456  0.1552305  -1.11184021 -0.79120018  0.95781613
  0.69183481 -1.21253646 -0.49204789 -0.0197034   0.        ]",[ 1.23111117  0.17901918],[ 1.22502198  0.88348137],[-0.97338396 -0.78934211],-0.0613173119862
10,"[[  3.74136317  -1.04005203  -0.09229906   0.10975749]
 [ 36.2287213   -1.84171519   0.           0.        ]]",-1.05804,"[-1.26750309  0.3842319  -0.80386836 -1.1601872  -0.7911999   0.95781573
  0.73883767 -0.44736636 -0.66087223 -0.75731002  0.        ]",[ 1.31266022 -0.4215053 ],[ 1.0037977  -0.92986817],[-0.97338396 -0.78934211],-0.149307918038
