timestep,human_obs,rewards,obs,avg_action_dist,actions,logstd_action_dist,original_rewards
0,"[[-0.00473248  0.06207208  0.13702148 -0.13427547]
 [ 0.00465823 -0.00347506  0.          0.        ]]",-1.32613,"[ 1.24844386  1.33500727  0.01248746 -0.02938465  1.19600185 -1.1625968
  0.23769914 -0.06615378  0.29516893  0.91867438  0.        ]",[-2.85228586  2.38723993],[-2.87568146  2.23515195],[-0.87307376 -0.60924596],-0.157889436774
1,"[[-0.04434622  0.10174653  0.13702148 -0.13427547]
 [-3.95285118  3.95771154  0.          0.        ]]",-1.47213,"[ 1.24710049  1.32887314 -0.04549704  0.02052361  1.19600099 -1.16259598
  0.17952836  0.73786916  0.29459059  0.89299717  0.        ]",[-2.75860929  2.23851728],[-2.10163365  2.68093678],[-0.87307376 -0.60924596],-0.154347709179
2,"[[-0.16232468  0.21985733  0.13702148 -0.13427547]
 [-7.83208507  7.84041241  0.          0.        ]]",-1.32384,"[ 1.23030069  1.29316123 -0.21722987  0.16760118  1.19600013 -1.16259517
  0.12250815  1.52596036  0.28737357  0.81688395  0.        ]",[-2.62290788  1.72680724],[-2.62924359  1.87340373],[-0.87307376 -0.60924596],-0.143510421841
3,"[[ -0.35711878   0.41484949   0.13702148  -0.13427547]
 [-11.63469679  11.64607738   0.           0.        ]]",-1.14427,"[ 1.16131451  1.17837067 -0.49246184  0.40107089  1.19599927 -1.16259436
  0.06661419  2.29841209  0.25774686  0.69488929  0.        ]",[-2.43600512  0.76046836],[-2.46789428  0.67241634],[-0.87307376 -0.60924596],-0.124843137918
4,"[[ -0.6272086    0.67218137   0.13702148  -0.13427547]
 [-15.36196143  14.07891327   0.           0.        ]]",-0.98471,"[ 0.98557272  0.92761212 -0.83995201  0.67831611  1.1959984  -1.16259355
  0.01182774  2.79220979  0.18271621  0.53158487  0.        ]",[-2.25853038 -0.47877356],[-2.38574505 -0.05472587],[-0.87307376 -0.60924596],-0.0968706875223
5,"[[ -0.97110062   0.94879255   0.13702148  -0.13427547]
 [-19.0152233   13.58371741   0.           0.        ]]",-0.76804,"[ 0.64679758  0.55009041 -1.18935966  0.91816811  1.19599754 -1.16259274
 -0.04187095  2.69169101  0.03775273  0.32846239  0.        ]",[-2.21304011 -1.48965061],[-2.1022577 -1.8269285],[-0.87307376 -0.60924596],-0.0573739359165
6,"[[ -1.38733028   1.17803568   0.13702148  -0.13427547]
 [-22.5959338    9.3545305    0.           0.        ]]",-0.715541,"[ 0.11924825  0.17233424 -1.42029065  1.05845937  1.19599668 -1.16259193
 -0.09450322  1.83327253 -0.20283464  0.09343054  0.        ]",[-2.29855275 -1.85497594],[-1.63708506 -2.41836731],[-0.87307376 -0.60924596],-0.0172216006912
7,"[[ -1.87446813   1.32352564   0.13702148  -0.13427547]
 [-26.10616706   5.2081259    0.           0.        ]]",-0.980292,"[-0.54574571 -0.08838144 -1.37786576  1.11617937  1.19599582 -1.16259112
 -0.14609955  0.99165912 -0.57065638 -0.11341559  0.        ]",[-2.38047385 -2.02786326],[-1.83841173 -2.03542667],[-0.87307376 -0.60924596],-0.0755558424714
8,"[[ -2.43111209   1.38690178   0.13702148  -0.13427547]
 [-29.54667049   1.14288236   0.           0.        ]]",-1.28695,"[-1.17974244 -0.20533874 -0.93558273  1.13328847  1.19599495 -1.16259031
 -0.19667094  0.16651983 -1.07084298 -0.16092326  0.        ]",[-2.66196728 -1.74009538],[-2.86388956 -1.11508973],[-0.87307376 -0.60924596],-0.159675982907
9,"[[ -3.05587534   1.36977146   0.13702148  -0.13427547]
 [-32.91823461  -2.84278022   0.           0.        ]]",-1.22104,"[-1.508851   -0.17356902 -0.10593986  1.12915186  1.19599409 -1.1625895
 -0.24622899 -0.6424665  -1.61507954  0.11513388  0.        ]",[-3.11347961 -0.86694479],[-3.03982761 -0.03386723],[-0.87307376 -0.60924596],-0.249848230012
