timestep,human_obs,rewards,obs,avg_action_dist,actions,logstd_action_dist,original_rewards
0,"[[-0.00357714 -0.07971785 -0.13743156 -0.00103151]
 [-0.004304   -0.00466593  0.          0.        ]]",-1.20106,"[  1.21455280e+00   1.17158219e+00   6.20523995e-03  -4.78628382e-01
  -1.18589682e+00   1.71751366e-03   3.05377606e-01  -1.20848452e-01
   1.94829843e+00  -5.71408455e-02   0.00000000e+00]",[ 0.90378863 -1.21259713],[-0.23834343  0.04784348],[-0.56711417 -0.31948984],-0.347153085434
1,"[[-0.01312308 -0.07790584 -0.13743156 -0.00103151]
 [-0.94715109  0.18523204  0.          0.        ]]",-0.957013,"[  1.21444053e+00   1.17178250e+00  -7.88276382e-03  -4.75844575e-01
  -1.18589449e+00   1.71751226e-03   2.88999332e-01  -8.88359244e-02
   1.94779452e+00  -6.93355252e-02   0.00000000e+00]",[ 0.88633353 -1.22719765],[ 1.41195165 -1.10998463],[-0.56711417 -0.31948984],-0.347119790814
2,"[[  7.82785088e-03  -1.13981325e-01  -1.37431558e-01  -1.03151348e-03]
 [  3.02900155e+00  -3.77956009e+00   0.00000000e+00   0.00000000e+00]]",-1.10651,"[  1.21451450e+00   1.16687307e+00   2.30373780e-02  -5.31171811e-01
  -1.18589216e+00   1.71751085e-03   3.58068051e-01  -7.57208781e-01
   1.94682912e+00  -6.63767784e-02   0.00000000e+00]",[ 0.99668878 -0.80316478],[ 0.37090185 -1.82231627],[-0.56711417 -0.31948984],-0.346948951137
3,"[[  8.25432376e-02  -2.28554981e-01  -1.37431558e-01  -1.03151348e-03]
 [  4.43784131e+00  -7.66485156e+00   0.00000000e+00   0.00000000e+00]]",-1.36471,"[  1.20986328e+00   1.13915735e+00   1.33169305e-01  -7.05032381e-01
  -1.18588984e+00   1.71750945e-03   3.82540419e-01  -1.41217738e+00
   1.94144350e+00  -4.52880685e-02   0.00000000e+00]",[ 1.03313446 -0.26578814],[ 0.25898399  0.9361162 ],[-0.56711417 -0.31948984],-0.345986217891
4,"[[  1.80684210e-01  -3.43142908e-01  -1.37431558e-01  -1.03151348e-03]
 [  5.37315851e+00  -3.80679298e+00   0.00000000e+00   0.00000000e+00]]",-1.08903,"[  1.19212307e+00   1.09329884e+00   2.76702201e-01  -8.74335558e-01
  -1.18588751e+00   1.71750805e-03   3.98787296e-01  -7.61795723e-01
   1.93195806e+00   8.42803852e-03   0.00000000e+00]",[ 1.04698038 -0.68739939],[ 0.57996758 -0.19736116],[-0.56711417 -0.31948984],-0.344357068945
5,"[[  3.10104087e-01  -4.26370947e-01  -1.37431558e-01  -1.03151348e-03]
 [  7.56155371e+00  -4.51363983e+00   0.00000000e+00   0.00000000e+00]]",-1.01059,"[  1.14883235e+00   1.04895087e+00   4.61857432e-01  -9.93164905e-01
  -1.18588518e+00   1.71750665e-03   4.36801180e-01  -8.80952743e-01
   1.91720794e+00   1.27428785e-01   0.00000000e+00]",[ 1.06647277 -0.54367155],[ 0.57446037 -0.87620622],[-0.56711417 -0.31948984],-0.342434931791
6,"[[  4.82649760e-01  -5.50563402e-01  -1.37431558e-01  -1.03151348e-03]
 [  9.68595757e+00  -7.89431315e+00   0.00000000e+00   0.00000000e+00]]",-0.991244,"[  1.05716219e+00   9.66243637e-01   6.96476355e-01  -1.16203566e+00
  -1.18588285e+00   1.71750525e-03   4.73703454e-01  -1.45085378e+00
   1.87989086e+00   2.70911133e-01   0.00000000e+00]",[ 1.07202435 -0.02879411],[ 0.82337664 -1.00654188],[-0.56711417 -0.31948984],-0.338127102584
7,"[[  7.07145523e-01  -7.46617255e-01  -1.37431558e-01  -1.03151348e-03]
 [  1.27534552e+01  -1.16983330e+01   0.00000000e+00   0.00000000e+00]]",-1.03263,"[  8.84182950e-01   7.98340410e-01   9.70306297e-01  -1.40239118e+00
  -1.18588052e+00   1.71750385e-03   5.26988049e-01  -2.09211533e+00
   1.80491029e+00   4.17665193e-01   0.00000000e+00]",[ 1.05496478  0.56569993],[ 1.14053804 -0.44900031],[-0.56711417 -0.31948984],-0.329194245201
8,"[[  9.99390548e-01  -9.96103500e-01  -1.37431558e-01  -1.03151348e-03]
 [  1.64588265e+01  -1.32450220e+01   0.00000000e+00   0.00000000e+00]]",-1.01087,"[  5.81892409e-01   5.27949079e-01   1.25289688e+00  -1.64922764e+00
  -1.18587819e+00   1.71750245e-03   5.91353008e-01  -2.35283846e+00
   1.67262065e+00   5.79118272e-01   0.00000000e+00]",[ 1.01479363  0.91733146],[ 0.5400838  -0.12092891],[-0.56711417 -0.31948984],-0.313403463854
9,"[[  1.34675243e+00  -1.26317097e+00  -1.37431558e-01  -1.03151348e-03]
 [  1.82714109e+01  -1.34609216e+01   0.00000000e+00   0.00000000e+00]]",-0.998374,"[  1.42876713e-01   1.86035619e-01   1.45046164e+00  -1.82440794e+00
  -1.18587587e+00   1.71750104e-03   6.22838528e-01  -2.38922087e+00
   1.47742485e+00   7.29471628e-01   0.00000000e+00]",[ 0.94911271  1.0590806 ],[ 0.25808958  1.86597015],[-0.56711417 -0.31948984],-0.290011190999
