timestep,human_obs,rewards,obs,avg_action_dist,actions,logstd_action_dist,original_rewards
0,"[[-0.0822923  -0.05619125  0.04391974  0.18207907]
 [-0.00255385 -0.00477035  0.          0.        ]]",-0.914449,"[ 1.23849877  1.30137806 -0.10205123 -0.19448111  0.39042864  1.5868632
  0.24786053 -0.07287211  0.84103733 -1.33398628  0.        ]",[ 1.35328984  0.67966646],[ 0.98504101  0.62058903],[-0.7761842  -0.50865895],-0.263336069174
1,"[[-0.04325567 -0.03164624  0.04391974  0.18207907]
 [ 3.89324817  2.45109147  0.          0.        ]]",-0.897648,"[ 1.24187789  1.30331649 -0.04493175 -0.16299259  0.39042848  1.58686121
  0.30648761  0.41285915  0.84692436 -1.2630953   0.        ]",[ 1.3373698   0.54539156],[ 1.2199163   0.84457422],[-0.7761842  -0.50865895],-0.255604533541
2,"[[ 0.07351432  0.05042668  0.04391974  0.18207907]
 [ 7.7708484   5.74522465  0.          0.        ]]",-0.857605,"[ 1.23943954  1.30192844  0.12616049 -0.05763226  0.39042832  1.58685922
  0.36484077  1.06438707  0.84269163 -1.04410934  0.        ]",[ 1.31609881  0.36562204],[ 1.2123621   0.56079778],[-0.7761842  -0.50865895],-0.230608641661
3,"[[  0.2670722    0.18645407   0.04391974   0.18207907]
 [ 11.5723187    7.85048965   0.           0.        ]]",-0.796612,"[ 1.1942281   1.2730176   0.40541511  0.11569084  0.39042816  1.58685724
  0.42204825  1.48077431  0.76204555 -0.69343586  0.        ]",[ 1.35045755  0.15215582],[ 1.05091451 -0.63053408],[-0.7761842  -0.50865895],-0.185694799127
4,"[[  0.53592542   0.31683866   0.04391974   0.18207907]
 [ 15.30060105   5.19678792   0.           0.        ]]",-0.809933,"[ 1.04962721  1.21462052  0.76717008  0.27773679  0.390428    1.58685525
  0.47815432  0.95591264  0.54192222 -0.3056473   0.        ]",[ 1.40563202  0.33982643],[ 0.75215992 -0.41713728],[-0.7761842  -0.50865895],-0.124158191275
5,"[[  0.86876443   0.40315617   0.04391974   0.18207907]
 [ 17.97439564   3.44078183   0.           0.        ]]",-0.823795,"[ 0.75418228  1.1599042   1.13796575  0.38144436  0.39042784  1.58685326
  0.51839158  0.60860158  0.17659997  0.00533967  0.        ]",[ 1.33243787  0.41601273],[ 1.00546651  0.01572128],[-0.7761842  -0.50865895],-0.0530510549037
6,"[[  1.26437979   0.4718929    0.04391974   0.18207907]
 [ 21.57517271   3.43286429   0.           0.        ]]",-0.810222,"[ 0.2791452   1.10749171  1.41638125  0.46138268  0.39042768  1.58685127
  0.57257881  0.60703532 -0.32880009  0.15153202  0.        ]",[ 1.11669636  0.50371891],[ 0.91495914 -1.1096839 ],[-0.7761842  -0.50865895],-0.0385916103951
7,"[[  1.72793508   0.50011831   0.04391974   0.18207907]
 [ 24.76965196  -0.59694801   0.           0.        ]]",-0.796023,"[-0.35327355  1.0837607   1.46660967  0.49343025  0.39042752  1.58684928
  0.62065171 -0.18999932 -0.89360324  0.03394526  0.        ]",[ 0.94458997  0.75131178],[ 1.5212441   1.73696741],[-0.7761842  -0.50865895],-0.126828349501
8,"[[  2.25809134   0.52799906   0.04391974   0.18207907]
 [ 28.23453085   3.37172444   0.           0.        ]]",-1.20484,"[-1.0130502   1.0590841   1.15179318  0.52460498  0.39042736  1.5868473
  0.67279379  0.59494285 -1.39181652 -0.42538044  0.        ]",[ 0.58741748  1.01012921],[ 0.91059528  1.37062088],[-0.7761842  -0.50865895],-0.220736825164
9,"[[  2.85331573   0.63446104   0.04391974   0.18207907]
 [ 31.27794428   7.26139009   0.           0.        ]]",-1.69681,"[-1.46069859  0.95391867  0.43530942  0.63881479  0.3904272   1.58684531
  0.71859326  1.36425777 -1.58692933 -1.23910141  0.        ]",[ 0.53967261  1.0506705 ],[-0.16015132  0.03898891],[-0.7761842  -0.50865895],-0.309271002664
