timestep,human_obs,rewards,obs,avg_action_dist,actions,logstd_action_dist,original_rewards
0,"[[ 0.02704458  0.09141615  0.06347057 -0.10841786]
 [-0.00277923 -0.00149925  0.          0.        ]]",-0.738374,"[ 1.22355333  1.2007287   0.05325851 -0.12982459  0.55820261 -0.93862891
  0.28510299 -0.10613279  0.72838185  0.83730832  0.        ]",[-2.06765485  0.84435791],[-2.71632511  0.45209981],[-0.59774601 -0.35082373],-0.19141894036
1,"[[-0.01270801  0.10936281  0.06347057 -0.10841786]
 [-3.95930438  1.79018721  0.          0.        ]]",-0.734327,"[ 1.22394416  1.19799277 -0.00527538 -0.10435676  0.55820214 -0.93862777
  0.21968787  0.21158491  0.73010251  0.79474626  0.        ]",[-2.10370016  0.79485834],[-2.18858328  0.77681689],[-0.59774601 -0.35082373],-0.187581828914
2,"[[-0.13081093  0.17568712  0.06347057 -0.10841786]
 [-7.83807666  4.83209321  0.          0.        ]]",-0.665281,"[ 1.21227581  1.18367293 -0.17864413 -0.01073593  0.55820167 -0.93862664
  0.15555828  0.75100241  0.7274326   0.67788479  0.        ]",[-2.12179971  0.76264   ],[-1.1538538   0.30085618],[-0.59774601 -0.35082373],-0.176780309996
3,"[[ -0.3257127    0.28333539   0.06347057  -0.10841786]
 [-11.63946107   5.92904975   0.           0.        ]]",-0.535719,"[ 1.15157159  1.1464619  -0.45776747  0.13870256  0.55820119 -0.93862551
  0.09270818  0.94552356  0.7009951   0.48674575  0.        ]",[-2.14506054  0.87852269],[-1.00632218  0.26188906],[-0.59774601 -0.35082373],-0.158365907833
4,"[[ -0.59588858   0.41115471   0.06347057  -0.10841786]
 [-15.36575576   6.84976211   0.           0.        ]]",-0.450569,"[ 0.98645736  1.08038441 -0.8130447   0.31001108  0.55820072 -0.93862437
  0.03109957  1.10879106  0.61821243  0.22113766  0.        ]",[-2.14692616  0.67686367],[-1.63108425  1.08179721],[-0.59774601 -0.35082373],-0.131402673134
5,"[[ -0.93986455   0.58652518   0.06347057  -0.10841786]
 [-19.01975037  10.67444526   0.           0.        ]]",-0.272765,"[ 0.65870237  0.95301319 -1.17564498  0.52937636  0.55820025 -0.93862324
 -0.02931367  1.78701377  0.44542372 -0.06329678  0.        ]",[-2.10585856 -0.17117405],[-2.90385355 -0.15569273],[-0.59774601 -0.35082373],-0.0992703441972
6,"[[ -1.35618422   0.79170982   0.06347057  -0.10841786]
 [-22.60039512   9.84663792   0.           0.        ]]",0.0339411,"[ 0.13908608  0.75503685 -1.42536569  0.75485042  0.55819978 -0.93862211
 -0.08851417  1.64021578  0.15666904 -0.31597447  0.        ]",[-2.16673231 -0.4553715 ],[-1.67598333 -1.89464396],[-0.59774601 -0.35082373],-0.069955796959
7,"[[ -1.84340028   0.94695138   0.06347057  -0.10841786]
 [-26.1095534    5.69120964   0.           0.        ]]",-0.261945,"[-0.52566357  0.57495171 -1.40476734  0.8975959   0.55819931 -0.93862097
 -0.14653276  0.90333832 -0.27966444 -0.48788884  0.        ]",[-2.2182138  -0.25154406],[-2.81635246  0.83063369],[-0.59774601 -0.35082373],-0.0769362256954
8,"[[ -2.40012815   1.09262734   0.06347057  -0.10841786]
 [-29.55191419   8.86562558   0.           0.        ]]",-0.410544,"[-1.17115589  0.38645096 -0.98109538  1.00627836  0.55819884 -0.93861984
 -0.20344694  1.46625025 -0.80274662 -0.43110585  0.        ]",[-2.35235095 -1.06439114],[-2.88963507 -1.4300725 ],[-0.59774601 -0.35082373],-0.12672556538
9,"[[ -3.02500586   1.2284225    0.06347057  -0.10841786]
 [-32.9245873    4.72748416   0.           0.        ]]",-0.560778,"[-1.52369171  0.19730521 -0.15784975  1.08346944  0.55819837 -0.93861871
 -0.25920893  0.73243904 -1.27733093 -0.06350838  0.        ]",[-2.48514199 -0.81660843],[-2.45909239 -1.78928143],[-0.59774601 -0.35082373],-0.187703987813
