timestep,human_obs,actions,logstd_action_dist,avg_action_dist,rewards,obs,original_rewards
0,"[[-0.03539889 -0.0529177  -0.05159579  0.10120935]
 [ 0.0015377   0.00063598  0.          0.        ]]",[ 2.0869136  -0.93025297],[-0.94168931 -0.772026  ],[ 2.16042185 -0.80922145],-1.65708,"[ 1.25311448  1.37161481 -0.0299804  -0.16305287 -0.43774297  0.86352487
  0.22822322 -0.05766043  1.41052553 -0.71467927  0.        ]",-0.285086808944
1,"[[ 0.00433645 -0.08987747 -0.05159579  0.10120935]
 [ 3.95881679 -3.68432571  0.          0.        ]]",[ 2.37631542  0.41050952],[-0.94168931 -0.772026  ],[ 2.37954617 -0.97040993],-1.76346,"[ 1.25396629  1.36633048  0.02813123 -0.20891121 -0.43774285  0.86352452
  0.28496783 -0.83085721  1.41104632 -0.68719474  0.        ]",-0.283478825749
2,"[[ 0.12241126 -0.14653842 -0.05159579  0.10120935]
 [ 7.83576231 -1.9874129   0.          0.        ]]",[ 2.36019121 -0.73869699],[-0.94168931 -0.772026  ],[ 2.31726408 -1.0757761 ],-1.68225,"[ 1.24363994  1.35294038  0.20039713 -0.2788964  -0.43774273  0.86352416
  0.34056051 -0.47480231  1.40881516 -0.5681403   0.        ]",-0.27645204866
3,"[[  0.31727371  -0.21525286  -0.05159579   0.10120935]
 [ 11.63783261  -4.87438829   0.           0.        ]]",[ 2.71720295 -1.0048975 ],[-0.94168931 -0.772026  ],[ 2.33523726 -0.77762598],-1.74306,"[ 1.18502016  1.32817023  0.47813007 -0.36296609 -0.4377426   0.8635238
  0.39507952 -1.08056154  1.38052598 -0.35697944  0.        ]",-0.262700893253
4,"[[  0.58742799  -0.35151265  -0.05159579   0.10120935]
 [ 15.3652182   -8.73866457   0.           0.        ]]",[ 2.07825373  0.41984509],[-0.94168931 -0.772026  ],[ 2.26231623  0.35874051],-1.97908,"[ 1.02237377  1.25187893  0.83247064 -0.5255872  -0.43774248  0.86352345
  0.44852759 -1.89138146  1.29625315 -0.10797239  0.        ]",-0.242618802004
5,"[[  0.93137155  -0.50787938  -0.05159579   0.10120935]
 [ 19.01703052  -6.90404044   0.           0.        ]]",[ 2.06143338  0.20773293],[-0.94168931 -0.772026  ],[ 2.04949141  0.08043897],-1.85528,"[ 0.69681405  1.12146885  1.19554734 -0.70224454 -0.43774236  0.86352309
  0.50089198 -1.50643043  1.11742071  0.17690927  0.        ]",-0.212937652386
6,"[[  1.34763265  -0.63633943  -0.05159579   0.10120935]
 [ 22.59720433  -5.94505464   0.           0.        ]]",[ 1.62258279 -0.1550615 ],[-0.94168931 -0.772026  ],[ 1.77450705 -0.14318761],-1.56209,"[ 0.17812647  0.98218897  1.44825378 -0.83650969 -0.43774223  0.86352273
  0.55222911 -1.30521053  0.79506162  0.45902502  0.        ]",-0.171193155571
7,"[[  1.83479474  -0.76021643  -0.05159579   0.10120935]
 [ 26.10738107  -6.44085778   0.           0.        ]]",[ 1.01237965 -0.54250821],[-0.94168931 -0.772026  ],[ 1.42797422  0.09151545],-1.21747,"[-0.48817469  0.82269257  1.43384795 -0.95446964 -0.43774211  0.86352238
  0.60256251 -1.40924134  0.32668657  0.61293177  0.        ]",-0.120579390083
8,"[[  2.39147355  -0.9092946   -0.05159579   0.10120935]
 [ 29.54915426  -8.46005223   0.           0.        ]]",[ 1.17268946  0.45744439],[-0.94168931 -0.772026  ],[ 1.13550246  0.83532947],-0.849682,"[-1.13845789  0.60148404  1.01897278 -1.07886012 -0.43774199  0.86352202
  0.65191503 -1.83291648 -0.20392815  0.51311732  0.        ]",-0.0774412388081
9,"[[  3.01629828  -1.05861826  -0.05159579   0.10120935]
 [ 32.92212541  -6.47871179   0.           0.        ]]",[ 1.02888362  0.58793104],[-0.94168931 -0.772026  ],[ 1.04238033  0.489263  ],-0.678449,"[-1.49844418  0.35253815  0.20457892 -1.18162499 -0.43774186  0.86352166
  0.70028096 -1.41718139 -0.66113164  0.10570275  0.        ]",-0.0900876530564
10,"[[  3.70791255  -1.16351247  -0.05159579   0.10120935]
 [ 36.22826345  -4.01870334   0.           0.        ]]",[ 1.32560931 -0.14077879],[-0.94168931 -0.772026  ],[ 1.07163644  0.07123633],-0.883328,"[-1.29357609  0.16424357 -0.76301904 -1.2394966  -0.43774174  0.86352131
  0.74768852 -0.90101069 -0.86598144 -0.57679989  0.        ]",-0.154804167444
11,"[[  4.46500069  -1.24863305  -0.05159579   0.10120935]
 [ 39.46981893  -4.49156775   0.           0.        ]]",[ 1.28853842  0.99107019],[-0.94168931 -0.772026  ],[ 1.28396904  0.32877183],-1.15425,"[-0.46596983  0.0049318  -1.39642148 -1.2772546  -0.43774161  0.86352095
  0.79416999 -1.00022881 -0.62247022 -1.3056827   0.        ]",-0.222291333687
12,"[[  5.286265    -1.29813835  -0.05159579   0.10120935]
 [ 42.6458516   -0.47215014   0.           0.        ]]",[ 1.08567406 -0.46994364],[-0.94168931 -0.772026  ],[ 1.72425985 -0.15747321],-1.30717,"[ 0.62242554 -0.08991095 -1.20662698 -1.2952991  -0.43774149  0.86352059
  0.83971187 -0.156856    0.06122374 -1.69909956  0.        ]",-0.269603817385
13,"[[  6.17042755  -1.32608448  -0.05159579   0.10120935]
 [ 45.76015141  -2.31610744   0.           0.        ]]",[ 1.93568506  1.09034035],[-0.94168931 -0.772026  ],[ 2.06347132  0.61191255],-1.41765,"[ 1.24520471 -0.14404936 -0.14279945 -1.30419123 -0.43774137  0.86352024
  0.88436851 -0.54376356  0.84460712 -1.40291903  0.        ]",-0.276465388667
