timestep,human_obs,actions,logstd_action_dist,avg_action_dist,rewards,obs,original_rewards
0,"[[  2.19047319e-02  -6.60022379e-02  -8.60680352e-02   1.98272541e-01]
 [ -1.70527238e-03  -2.74033070e-05   0.00000000e+00   0.00000000e+00]]",[ 2.68705562 -1.30922651],[-0.4764348  -0.24283813],[ 1.73804784 -0.25980702],-0.482797,"[ 1.20371487  1.15008296  0.04420592 -0.56133124 -0.73039177  1.70861044
  0.29868828 -0.12390316  1.64303258 -1.36812972  0.        ]",-0.357704066702
1,"[[ 0.06157694 -0.10574604 -0.08606804  0.19827254]
 [ 3.95574606 -3.96114428  0.          0.        ]]",[ 3.39661856  0.75488607],[-0.4764348  -0.24283813],[ 1.71052146 -0.04390642],-0.494089,"[ 1.20143408  1.14557794  0.10289551 -0.62905003 -0.73039055  1.70860314
  0.37203456 -0.75131667  1.64201084 -1.34102239  0.        ]",-0.355360067576
2,"[[ 0.17958567 -0.154207   -0.08606804  0.19827254]
 [ 7.83222692 -0.89515833  0.          0.        ]]",[ 1.39654049  0.57969609],[-0.4764348  -0.24283813],[ 1.77337337 -0.24593362],-0.674151,"[ 1.18191138  1.13727964  0.27626762 -0.71122558 -0.73038933  1.70859583
  0.4438801  -0.26568417  1.63375895 -1.20835683  0.        ]",-0.343854834723
3,"[[  0.37435763  -0.14891645  -0.08606804   0.19827254]
 [ 11.63231358   1.41652168   0.           0.        ]]",[ 1.05124238 -2.36670126],[-0.4764348  -0.24283813],[ 1.8188951  -0.40400293],-0.50272,"[ 1.10874595  1.13833185  0.55324628 -0.70227962 -0.73038811  1.70858853
  0.51430969  0.10047114  1.58437065 -0.93071784  0.        ]",-0.317496517969
4,"[[  0.64440157  -0.16060864  -0.08606804   0.19827254]
 [ 15.35967651  -2.57242878   0.           0.        ]]",[ 0.59274037 -1.08769322],[-0.4764348  -0.24283813],[ 1.77482152 -0.1920954 ],-0.616021,"[ 0.92811351  1.13594849  0.90128952 -0.72203674 -0.73038689  1.70858123
  0.58339134 -0.53135319  1.44372085 -0.58740861  0.        ]",-0.277398790867
5,"[[  0.97208924  -0.2512799   -0.08606804   0.19827254]
 [ 17.40230914  -6.48163756   0.           0.        ]]",[ 0.33661011  1.65077489],[-0.4764348  -0.24283813],[ 1.72605705  0.05414353],-0.465865,"[ 0.60356295  1.11146389  1.23496703 -0.8737834  -0.73038566  1.70857393
  0.62124834 -1.15054525  1.20904308 -0.28601204  0.        ]",-0.229148950446
6,"[[  1.33002859  -0.33989718  -0.08606804   0.19827254]
 [ 18.38833974  -2.3936852    0.           0.        ]]",[ 2.69452572 -1.03029778],[-0.4764348  -0.24283813],[ 1.74566841 -0.18151781],0.232404,"[ 0.156226    1.07737584  1.44980536 -1.01872493 -0.73038444  1.70856663
  0.63952235 -0.50303792  0.87344925 -0.05378274  0.        ]",-0.170506727063
7,"[[  1.73385446  -0.42703081  -0.08606804   0.19827254]
 [ 21.98233046  -6.30656492   0.           0.        ]]",[ 1.86154432  0.15816773],[-0.4764348  -0.24283813],[ 1.67789364  0.09546007],0.431166,"[-0.39520782  1.03432824  1.4728708  -1.15688197 -0.73038322  1.70855933
  0.70613193 -1.12281186  0.43427722  0.05437434  0.        ]",-0.0987568307089
8,"[[  2.20883279  -0.54562806  -0.08606804   0.19827254]
 [ 25.5038172   -5.55555182   0.           0.        ]]",[ 1.02538808  0.30361855],[-0.4764348  -0.24283813],[ 1.62549233  0.08531436],0.601477,"[-0.9913541   0.96115464  1.20119601 -1.33609434 -0.730382    1.70855203
  0.77139758 -1.00385372 -0.06891602 -0.04848093  0.        ]",-0.0183958260531
9,"[[  2.753542    -0.64356868  -0.08606804   0.19827254]
 [ 28.955632    -4.24275377   0.           0.        ]]",[ 1.33056081 -0.0908442 ],[-0.4764348  -0.24283813],[ 1.55635166  0.03761609],0.640671,"[-1.44543213  0.88871558  0.57205031 -1.47479478 -0.73038078  1.70854473
  0.83537175 -0.79591302 -0.55467351 -0.44346773  0.        ]",-0.0912487756269
10,"[[  3.36660952  -0.73117707  -0.08606804   0.19827254]
 [ 32.33989677  -4.51701744   0.           0.        ]]",[ 1.38199921  0.13056945],[-0.4764348  -0.24283813],[ 1.48582911  0.09520675],0.446095,"[-1.51304038  0.81531461 -0.31863322 -1.59056416 -0.73037956  1.70853743
  0.89809376 -0.83935319 -0.82805178 -1.1372592   0.        ]",-0.198883846018
11,"[[  4.04669007  -0.8154103   -0.08606804   0.19827254]
 [ 35.6571345   -3.90815868   0.           0.        ]]",[ 1.33699164  0.86916024],[-0.4764348  -0.24283813],[ 1.47792935  0.14080265],0.058005,"[-1.02159798  0.73762289 -1.15283169 -1.69362195 -0.73037834  1.70853013
  0.95957326 -0.74291231 -0.69109832 -1.95651432  0.        ]",-0.299174530249
12,"[[  4.79244659  -0.85823409  -0.08606804   0.19827254]
 [ 38.90758512  -0.38579083   0.           0.        ]]",[ 0.68920249  0.06968184],[-0.4764348  -0.24283813],[ 1.58353114  0.04852867],-0.196962,"[-0.06180731  0.69562575 -1.4642466  -1.74267003 -0.73037712  1.70852283
  1.01981467 -0.18498962 -0.06594235 -2.57012793  0.        ]",-0.376668398767
13,"[[  5.59023458  -0.86305952  -0.08606804   0.19827254]
 [ 40.86468555  -0.09762074   0.           0.        ]]",[ 2.20218043 -0.18441192],[-0.4764348  -0.24283813],[ 1.76181006 -0.0336003 ],-0.318935,"[ 0.88671577  0.69079176 -0.93415487 -1.74804281 -0.7303759   1.70851553
  1.05608504 -0.13934496  0.83898383 -2.54166449  0.        ]",-0.406930730846
14,"[[  6.43911712  -0.87227055  -0.08606804   0.19827254]
 [ 44.01312029  -0.82091049   0.           0.        ]]",[ 2.25449933 -0.84030437],[-0.4764348  -0.24283813],[ 1.91538692 -0.12053353],-0.231817,"[ 1.18734758  0.68151002  0.24172604 -1.75822142 -0.73037467  1.70850823
  1.11443523 -0.25390978  1.47082755 -1.73851569  0.        ]",-0.369780982708
15,"[[  7.35035644  -0.92185054  -0.08606804   0.19827254]
 [ 47.10070504  -4.12585982   0.           0.        ]]",[ 3.16007155  1.16358832],[-0.4764348  -0.24283813],[  1.92910552e+00  -1.86359882e-03],0.110294,"[ 0.49216245  0.63033632  1.30866151 -1.81111314 -0.73037345  1.70850093
  1.17165732 -0.77739472  1.31989907 -0.64032029  0.        ]",-0.260981117848
16,"[[  8.32271604  -0.96374796  -0.08606804   0.19827254]
 [ 50.12498874  -0.07715294   0.           0.        ]]",[ 1.35251554 -1.02230807],[-0.4764348  -0.24283813],[ 1.85575724 -0.21433786],0.745403,"[-0.79341109  0.58555747  1.33279664 -1.85320148 -0.73037223  1.70849363
  1.22770583 -0.13610077  0.40129748 -0.07484231  0.        ]",-0.0939548807203
