timestep,human_obs,actions,logstd_action_dist,avg_action_dist,rewards,obs,original_rewards
0,"[[ 0.07980186  0.01075549  0.06919563  0.02430587]
 [-0.00469275  0.00263677  0.          0.        ]]",[-2.14928151  0.59294252],[-0.91604054 -0.70502496],[-1.5213517   1.54064488],-1.61389,"[ 1.24775704  1.35948945  0.13824343 -0.09058629  0.60991908  0.20182107
  0.23283045 -0.06016607  0.69459934 -0.02227253  0.        ]",-0.140180949587
1,"[[ 0.04000928  0.03437947  0.06919563  0.02430587]
 [-3.96138889  2.3519261   0.          0.        ]]",[-1.28492747  2.04161599],[-0.91604054 -0.70502496],[-1.54999745  1.62717462],-1.55893,"[ 1.25104683  1.35844277  0.0801184  -0.06104175  0.60991886  0.20182102
  0.17559754  0.42730461  0.69687735 -0.0592925   0.        ]",-0.140942815722
2,"[[-0.0781382   0.12069369  0.06919563  0.02430587]
 [-7.84044395  6.26643965  0.          0.        ]]",[-1.900466   1.4730662],[-0.91604054 -0.70502496],[-1.56623495  1.5617075 ],-1.51333,"[ 1.24793669  1.34533081 -0.09264916  0.04657639  0.60991865  0.20182096
  0.1194877   1.23955432  0.69675728 -0.15794918  0.        ]",-0.143054288594
3,"[[ -0.27309733   0.28451965   0.06919563   0.02430587]
 [-11.64282958  10.10333672   0.           0.        ]]",[-0.79510772  1.00617482],[-0.91604054 -0.70502496],[-1.50793517  1.14956415],-1.2782,"[ 1.200959    1.28073601 -0.3731234   0.24710032  0.60991844  0.20182091
  0.06448686  2.03569684  0.67716117 -0.30358699  0.        ]",-0.145931707918
4,"[[ -0.535219     0.5243158    0.06919563   0.02430587]
 [-14.55967711  13.86368366   0.           0.        ]]",[-1.25771035  0.71352524],[-0.91604054 -0.70502496],[ -1.32049787e+00   1.17200613e-03],-1.10244,"[ 1.05898164  1.09608762 -0.72480412  0.52221775  0.60991822  0.20182085
  0.02229518  2.81595103  0.61628211 -0.47436291  0.        ]",-0.148105451179
5,"[[ -0.86323189   0.82718886   0.06919563   0.02430587]
 [-18.2295214   16.41498853   0.           0.        ]]",[-0.94856517 -2.20319118],[-0.91604054 -0.70502496],[-1.06720412 -1.47607684],-0.922336,"[ 0.76866564  0.72589088 -1.09053871  0.81670755  0.60991801  0.2018208
 -0.03078847  3.34532768  0.49140508 -0.65331048  0.        ]",-0.148492936904
6,"[[ -1.26185894   1.11249728   0.06919563   0.02430587]
 [-21.62205538  12.12997459   0.           0.        ]]",[-0.86372818 -1.80202491],[-0.91604054 -0.70502496],[-1.0868088  -1.37587237],-0.862046,"[ 0.29081288  0.26584188 -1.37255373  1.01783095  0.60991779  0.20182075
 -0.07986088  2.45619969  0.27966066 -0.85751827  0.        ]",-0.152894700321
7,"[[ -1.72430316e+00   1.31294639e+00   6.91956304e-02   2.43058726e-02]
 [ -2.46124643e+01   7.92879383e+00   0.00000000e+00   0.00000000e+00]]",[-1.54890276 -1.14861818],[-0.91604054 -0.70502496],[-1.22424614 -1.36912262],-1.00935,"[-0.34038451 -0.10180853 -1.42462666  1.10556567  0.60991758  0.20182069
 -0.12311661  1.58447089 -0.03811218 -1.05850902  0.        ]",-0.167907981174
8,"[[ -2.25137390e+00   1.43019877e+00   6.91956304e-02   2.43058726e-02]
 [ -2.80830115e+01   3.81001126e+00   0.00000000e+00   0.00000000e+00]]",[-1.84731365 -1.16335975],[-0.91604054 -0.70502496],[-1.46349204 -1.26089251],-1.22562,"[-0.99836025 -0.32713542 -1.11579798  1.13457731  0.60991736  0.20182064
 -0.17331747  0.72984084 -0.47352912 -1.15798054  0.        ]",-0.19128166992
9,"[[ -2.84716229e+00   1.46588422e+00   6.91956304e-02   2.43058726e-02]
 [ -3.14843605e+01  -2.28163875e-01   0.00000000e+00   0.00000000e+00]]",[-2.07635228 -0.59816799],[-0.91604054 -0.70502496],[-1.97010338 -0.80389035],-1.19476,"[-1.45105432 -0.39660644 -0.4030903   1.14004252  0.60991715  0.20182059
 -0.22251738 -0.1080633  -0.98887328 -1.02140708  0.        ]",-0.216378881281
10,"[[ -3.51029715e+00   1.43756294e+00   6.91956304e-02   2.43058726e-02]
 [ -3.48178892e+01  -2.59622866e+00   0.00000000e+00   0.00000000e+00]]",[-2.17558332  0.69085492],[-0.91604054 -0.70502496],[-2.41778064 -0.05519983],-1.02408,"[-1.41766309 -0.34144573  0.5490146   1.13583334  0.60991693  0.20182053
 -0.27073628 -0.59942659 -1.41080991 -0.52717604  0.        ]",-0.231451754594
11,"[[ -4.23944835e+00   1.41355142e+00   6.91956304e-02   2.43058726e-02]
 [ -3.80864840e+01   1.85637278e-01   0.00000000e+00   0.00000000e+00]]",[-2.23058823  0.16491386],[-0.91604054 -0.70502496],[-2.24731851 -0.49860665],-1.12902,"[-0.75837245 -0.29484099  1.32437166  1.13148547  0.60991672  0.20182048
 -0.31801591 -0.02220099 -1.43399416  0.21596129  0.        ]",-0.221430769701
12,"[[ -5.03332465e+00   1.42371966e+00   6.91956304e-02   2.43058726e-02]
 [ -4.12905144e+01   8.28854599e-01   0.00000000e+00   0.00000000e+00]]",[-2.14409616 -1.30533215],[-0.91604054 -0.70502496],[-2.13553691 -0.15001488],-1.14608,"[ 0.30657355 -0.31455667  1.41028514  1.13341284  0.6099165   0.20182042
 -0.36436163  0.11126393 -0.93945169  0.79393524  0.        ]",-0.181379225486
13,"[[ -5.89063279e+00   1.40033357e+00   6.91956304e-02   2.43058726e-02]
 [ -4.44295807e+01  -3.15437648e+00   0.00000000e+00   0.00000000e+00]]",[-2.50244087  1.89280794],[-0.91604054 -0.70502496],[-2.05418324  1.40350914],-1.02041,"[ 1.14708217 -0.26925978  0.58141395  1.12878695  0.60991629  0.20182037
 -0.40976764 -0.71524007 -0.14103335  0.80062538  0.        ]",-0.121252189059
14,"[[ -6.81011007e+00   1.37751866e+00   6.91956304e-02   2.43058726e-02]
 [ -4.75081544e+01   8.59312445e-01   0.00000000e+00   0.00000000e+00]]",[-0.88355398 -0.13232558],[-0.91604054 -0.70502496],[-1.42900383 -0.43348947],-1.31114,"[ 1.0647851  -0.22524438 -0.71433659  1.12362428  0.60991607  0.20182032
 -0.45429863  0.11758416  0.39697284  0.0710706   0.        ]",-0.0901539969947
15,"[[ -7.78592438e+00   1.38918274e+00   6.91956304e-02   2.43058726e-02]
 [ -5.00647281e+01   3.08745211e-01   0.00000000e+00   0.00000000e+00]]",[-1.41962055 -1.48226631],[-0.91604054 -0.70502496],[-1.32277    -0.90286767],-1.23548,"[-0.03523595 -0.24772401 -1.43844726  1.12634271  0.60991586  0.20182026
 -0.49127896  0.00334365  0.14289792 -0.861391    0.        ]",-0.144366932074
16,"[[ -8.81697144e+00   1.35546339e+00   6.91956304e-02   2.43058726e-02]
 [ -5.30297842e+01  -3.66763284e+00   0.00000000e+00   0.00000000e+00]]",[-2.13328625 -0.58079463],[-0.91604054 -0.70502496],[-2.04474211 -0.10316631],-1.15147,"[-1.26310414 -0.18288061 -0.81412685  1.11802537  0.60991564  0.20182021
 -0.53416791 -0.82173882 -0.78180754 -1.16126374  0.        ]",-0.213151721803
17,"[[ -9.90671735e+00   1.25964906e+00   6.91956304e-02   2.43058726e-02]
 [ -5.59349080e+01  -5.90650006e+00   0.00000000e+00   0.00000000e+00]]",[-2.94563597 -0.02574833],[-0.91604054 -0.70502496],[-2.79850006  1.60760391],-0.96743,"[ -1.35315866e+00  -1.47219184e-03   6.99879875e-01   1.08684781e+00
   6.09915429e-01   2.01820154e-01  -5.76189941e-01  -1.28629414e+00
  -1.53392622e+00  -3.36599379e-01   0.00000000e+00]",-0.242533042249
18,"[[ -1.10539849e+01   1.14154436e+00   6.91956304e-02   2.43058726e-02]
 [ -5.87823424e+01  -5.90408916e+00   0.00000000e+00   0.00000000e+00]]",[-2.70199936  2.7361795 ],[-0.91604054 -0.70502496],[-2.70394516  2.69606829],-0.368572,"[-0.04853301  0.21438526  1.4825107   1.03342405  0.60991521  0.2018201
 -0.61737749 -1.28579301 -1.08584283  0.83812783  0.        ]",-0.204737618274
19,"[[ -1.22576525e+01   1.06423196e+00   6.91956304e-02   2.43058726e-02]
 [ -6.15754453e+01  -1.84081358e+00   0.00000000e+00   0.00000000e+00]]",[-1.99190673  2.24460642],[-0.91604054 -0.70502496],[-2.20674777  1.96736193],-1.1354,"[ 1.18684828  0.34970877  0.46622755  0.98981398  0.609915    0.20182005
 -0.65777912 -0.44267936  0.14764328  0.75346557  0.        ]",-0.12351462523
20,"[[ -1.35166469e+01   1.06736881e+00   6.91956304e-02   2.43058726e-02]
 [ -6.43151866e+01   2.14100131e+00   0.00000000e+00   0.00000000e+00]]",[-0.88296509  0.27655382],[-0.91604054 -0.70502496],[-1.4679569   0.13130215],-1.12499,"[ 0.67401014  0.3443234  -1.16901891  0.99171196  0.60991478  0.20181999
 -0.69740886  0.38353143  0.44677792 -0.57948589  0.        ]",-0.135118615014
21,"[[ -1.48252527e+01   1.12059392e+00   6.91956304e-02   2.43058726e-02]
 [ -6.65380877e+01   3.17778384e+00   0.00000000e+00   0.00000000e+00]]",[-1.75330529  0.16289199],[-0.91604054 -0.70502496],[-1.79557383 -0.43498281],-1.21907,"[-1.00639463  0.25157168 -1.10885248  1.02226606  0.60991457  0.20181994
 -0.72956256  0.59865956 -0.64784047 -1.27973117  0.        ]",-0.219248565624
22,"[[ -1.61825260e+01   1.18981683e+00   6.91956304e-02   2.43058726e-02]
 [ -6.91805244e+01   3.74228419e+00   0.00000000e+00   0.00000000e+00]]",[-3.05879315 -1.61921705],[-0.91604054 -0.70502496],[-2.41880226 -0.92504692],-1.48935,"[-1.35784796  0.12736516  0.69029569  1.0572197   0.60991435  0.20181988
 -0.76778476  0.71579093 -1.56357209 -0.30830424  0.        ]",-0.246468585818
23,"[[ -1.75921083e+01   1.22399832e+00   6.91956304e-02   2.43058726e-02]
 [ -7.17687291e+01  -3.10924709e-01   0.00000000e+00   0.00000000e+00]]",[-2.22296921  1.13477634],[-0.91604054 -0.70502496],[-2.55884218  0.94897783],-0.734726,"[ 0.29661657  0.06470715  1.41374735  1.07243706  0.60991414  0.20181983
 -0.80522249 -0.12523435 -0.8768968   0.91042829  0.        ]",-0.186579130665
24,"[[ -1.90529537e+01   1.25735966e+00   6.91956304e-02   2.43058726e-02]
 [ -7.43077500e+01   3.63360960e+00   0.00000000e+00   0.00000000e+00]]",[-2.00948764 -0.39411746],[-0.91604054 -0.70502496],[-1.71419942 -0.63373291],-1.42155,"[ 1.2236773   0.00280087 -0.27402318  1.08596401  0.60991393  0.20181978
 -0.84194875  0.69324134  0.3573355   0.34854093  0.        ]",-0.0975670763457
