timestep,human_obs,rewards,obs,avg_action_dist,actions,logstd_action_dist,original_rewards
0,"[[ 0.09979062 -0.01736633  0.17486201 -0.03189536]
 [ 0.00197314 -0.00339054  0.          0.        ]]",-0.680543,"[ 1.22688121  1.24909534  0.16215843 -0.19256265  1.52738427 -0.27235859
  0.26409167 -0.08807524  0.06117238  0.34344278  0.        ]",[-2.04211783  2.7911756 ],[-2.51820614  3.72427753],[-0.67241555 -0.40816039],-0.0613717701792
1,"[[ 0.06012375  0.02230982  0.17486201 -0.03189536]
 [-3.95547894  3.95779858  0.          0.        ]]",-0.664906,"[ 1.23124935  1.24893188  0.10405851 -0.13945064  1.52738181 -0.27235845
  0.20174361  0.65609873  0.06306735  0.31733057  0.        ]",[-2.06514955  2.64846325],[-1.67183621  2.51327394],[-0.67241555 -0.40816039],-0.0583229916932
2,"[[-0.05790659  0.1404225   0.17486201 -0.03189536]
 [-7.83464094  7.84051764  0.          0.        ]]",-0.527577,"[ 1.23142822  1.23308908 -0.06928467  0.01805551  1.52737935 -0.27235831
  0.14062898  1.3855295   0.06314228  0.23943105  0.        ]",[-2.01592708  2.07385755],[-0.95554769  1.25220599],[-0.67241555 -0.40816039],-0.0493380988381
3,"[[ -0.25098651   0.33541651   0.17486201  -0.03189536]
 [-11.46130083  11.64616463   0.           0.        ]]",-0.427396,"[ 1.190523    1.15732771 -0.34920038  0.27134441  1.52737688 -0.27235817
  0.08349241  2.10047715  0.04528972  0.11492755  0.        ]",[-1.94943583  1.0441879 ],[-1.55136267  1.82577272],[-0.67241555 -0.40816039],-0.0355851299018
4,"[[ -0.51764668   0.60576518   0.17486201  -0.03189536]
 [-15.19236936  15.37618576   0.           0.        ]]",-0.180841,"[ 1.05303317  0.95554736 -0.71139455  0.59294556  1.52737442 -0.27235802
  0.02471093  2.80120961 -0.0145771  -0.04529361  0.        ]",[-1.86480367 -0.33810544],[-1.60565564  0.03012511],[-0.67241555 -0.40816039],-0.02301150516
5,"[[ -0.85818046   0.91143604   0.17486201  -0.03189536]
 [-18.84899059  15.1913752    0.           0.        ]]",-0.0240963,"[ 0.75625261  0.60970831 -1.09613131  0.88879492  1.52737196 -0.27235788
 -0.03289766  2.76647852 -0.14173487 -0.24359498  0.        ]",[-1.86797845 -1.11800194],[-1.60699498 -0.42924115],[-0.67241555 -0.40816039],-0.0379137577263
6,"[[ -1.27112531   1.19518861   0.17486201  -0.03189536]
 [-22.43372738  13.19037802   0.           0.        ]]",0.0355076,"[ 0.26163085  0.20390339 -1.3882334   1.07608301  1.5273695  -0.27235774
 -0.08937374  2.39055372 -0.35732438 -0.46881097  0.        ]",[-1.89433324 -1.58147299],[-0.91363221 -0.8784311 ],[-0.67241555 -0.40816039],-0.0803366561994
7,"[[ -1.75162865   1.42146236   0.17486201  -0.03189536]
 [-25.606124     9.44930577   0.           0.        ]]",-0.0837884,"[-0.39360054 -0.15614033 -1.42976001  1.15451196  1.52736704 -0.2723576
 -0.13935356  1.6877362  -0.67530313 -0.66802268  0.        ]",[-1.96061897 -1.67742288],[-1.51237558 -1.74418635],[-0.67241555 -0.40816039],-0.135329761505
8,"[[ -2.2983814    1.56881927   0.17486201  -0.03189536]
 [-29.05763494   5.30004977   0.           0.        ]]",-0.472858,"[-1.06285235 -0.39853091 -1.08162037  1.16940755  1.52736458 -0.27235746
 -0.19373072  0.90823851 -1.09771631 -0.76033216  0.        ]",[-2.08106494 -1.507972  ],[-1.70498985 -0.93505726],[-0.67241555 -0.40816039],-0.197170932211
9,"[[ -2.91347658e+00   1.63658566e+00   1.74862010e-01  -3.18953589e-02]
 [ -3.24405067e+01   1.48912991e+00   0.00000000e+00   0.00000000e+00]]",-0.760448,"[-1.48908275 -0.51034379 -0.31654699  1.16651271  1.52736212 -0.27235732
 -0.24702649  0.19230273 -1.58272745 -0.62750395  0.        ]",[-2.2186141  -1.26455653],[-2.54483401 -1.40853514],[-0.67241555 -0.40816039],-0.258861936782
10,"[[ -3.59554880e+00   1.62630098e+00   1.74862010e-01  -3.18953589e-02]
 [ -3.57554678e+01  -2.50445367e+00   0.00000000e+00   0.00000000e+00]]",-1.00686,"[-1.38511795 -0.49339338  0.66017244  1.16734587  1.52735965 -0.27235718
 -0.29925235 -0.55794893 -1.98377267 -0.16247377  0.        ]",[-2.3688035  -0.54395664],[-2.5039245  -0.97755617],[-0.67241555 -0.40816039],-0.308477752666
