timestep,human_obs,actions,logstd_action_dist,avg_action_dist,rewards,obs,original_rewards
0,"[[ 0.0254133  -0.04215562  0.17536688 -0.06708277]
 [ 0.00476216  0.00484078  0.          0.        ]]",[-2.79522072  2.50677433],[-0.83661819 -0.60186517],[-2.50575495  2.67909336],-1.16236,"[ 1.24601538  1.31853486  0.05798804 -0.16888968  1.53031212 -0.59111737
  0.23934725 -0.06499947  0.06668916  0.46047937  0.        ]",-0.0760958953824
1,"[[ -1.41983448e-02  -2.31648108e-03   1.75366878e-01  -6.70827684e-02]
 [ -3.95274481e+00   3.96586718e+00   0.00000000e+00   0.00000000e+00]]",[-2.05626278  3.0946902 ],[-0.83661819 -0.60186517],[-2.44185162  2.58460283],-1.24841,"[  1.24632097e+00   1.32017764e+00  -6.04839661e-05  -1.18233586e-01
   1.53031050e+00  -5.91117116e-01   1.80722636e-01   7.33483333e-01
   6.68236631e-02   4.34948025e-01   0.00000000e+00]",-0.0726243506374
2,"[[-0.1321745   0.11595601  0.17536688 -0.06708277]
 [-7.83195571  7.84843164  0.          0.        ]]",[-2.07788512  2.09383966],[-0.83661819 -0.60186517],[-2.35946703  2.27100587],-1.07346,"[ 1.23441888  1.30771772 -0.17239873  0.03186851  1.53030888 -0.59111686
  0.12325787  1.51614828  0.06170741  0.35884652  0.        ]",-0.0620924913784
3,"[[ -0.32696548   0.31110752   0.17536688  -0.06708277]
 [-11.63450657  11.65400129   0.           0.        ]]",[-2.05484323  0.6369909 ],[-0.83661819 -0.60186517],[-2.23112655  1.51922143],-0.855235,"[ 1.17332695  1.23108306 -0.44994752  0.27406228  1.53030726 -0.59111661
  0.0669287   2.28328901  0.03542804  0.23620249  0.        ]",-0.0443117985397
4,"[[ -0.59704984   0.56718997   0.17536688  -0.06708277]
 [-15.36159811  13.94652196   0.           0.        ]]",[-1.40526954  0.9767974 ],[-0.83661819 -0.60186517],[-2.09905195  0.51033223],-0.742449,"[ 1.00764705  1.02955499 -0.80319765  0.5680663   1.53030564 -0.59111636
  0.01171735  2.74541843 -0.03606356  0.06979083  0.        ]",-0.0188738000551
5,"[[ -0.94094692   0.88216122   0.17536688  -0.06708277]
 [-19.01607453  17.53848836   0.           0.        ]]",[-2.24050805 -2.26892449],[-0.83661819 -0.60186517],[-1.87023258 -1.45256603],-0.638452,"[ 0.67914877  0.64363472 -1.16359443  0.8667749   1.53030402 -0.59111611
 -0.04241831  3.46948769 -0.17823769 -0.11043032  0.        ]",-0.0212586613358
6,"[[ -1.3571938    1.18971483   0.17536688  -0.06708277]
 [-22.59688724  13.23104832   0.           0.        ]]",[-2.10763069 -1.66708983],[-0.83661819 -0.60186517],[-1.97770929 -1.98100972],-0.584875,"[ 0.15868475  0.15446633 -1.4115035   1.06538221  1.5303024  -0.59111585
 -0.09546275  2.60117259 -0.41017905 -0.29724495  0.        ]",-0.0669910812529
7,"[[ -1.8443558    1.41196457   0.17536688  -0.06708277]
 [-26.1077047    9.00782512   0.           0.        ]]",[-2.40012353 -2.74538719],[-0.83661819 -0.60186517],[-2.04417181 -2.36151409],-0.756983,"[-0.50685968 -0.24227376 -1.39031282  1.14061486  1.53030078 -0.5911156
 -0.14747031  1.74983991 -0.74751555 -0.46800763  0.        ]",-0.127183745911
8,"[[ -2.4010399    1.5505785    0.17536688  -0.06708277]
 [-29.5492113    4.86720274   0.           0.        ]]",[-1.99918075 -1.59996522],[-0.83661819 -0.60186517],[-2.24707365 -2.37544727],-1.12529,"[-1.15279279 -0.498307   -0.96805604  1.15636399  1.53029916 -0.59111535
 -0.19845114  0.91516042 -1.1876667  -0.51842669  0.        ]",-0.195169298999
9,"[[ -3.02586704   1.60719273   0.17536688  -0.06708277]
 [-32.92213784   0.80758776   0.           0.        ]]",[-1.86414645 -1.82494574],[-0.83661819 -0.60186517],[-2.60463762 -1.87400484],-1.40216,"[-1.50508846 -0.60336585 -0.14847309  1.15578072  1.53029754 -0.5911151
 -0.24841605  0.09681111 -1.67119403 -0.32461194  0.        ]",-0.263451745796
10,"[[ -3.7174735    1.58341133   0.17536688  -0.06708277]
 [-36.227278    -3.17262904   0.           0.        ]]",[-3.17346439 -1.19410123],[-0.83661819 -0.60186517],[-2.94868803 -0.85956657],-1.50059,"[-1.29168133 -0.55924138  0.81885678  1.15652102  1.53029593 -0.59111484
 -0.29737679 -0.70553277 -2.02721917  0.20575165  0.        ]",-0.319248040985
11,"[[ -4.47451172   1.48080628   0.17536688  -0.06708277]
 [-39.46545426  -7.07503541   0.           0.        ]]",[-3.45853532  0.96217118],[-0.83661819 -0.60186517],[-3.21362805  0.95086348],-1.02631,"[-0.45920548 -0.36903111  1.44504041  1.15147474  1.53029431 -0.59111459
 -0.34534556 -1.49219032 -1.96640097  0.98141855  0.        ]",-0.341494727533
12,"[[ -5.29567774   1.3788715    0.17536688  -0.06708277]
 [-42.64080358  -3.13174477   0.           0.        ]]",[-3.29420964  1.14107917],[-0.83661819 -0.60186517],[-3.11664224  0.78968763],-1.02073,"[ 0.62635    -0.18179645  1.2439872   1.13326681  1.53029269 -0.59111434
 -0.39238363 -0.69728965 -1.319792    1.49721206  0.        ]",-0.302187982801
13,"[[ -6.17973488   1.35651205   0.17536688  -0.06708277]
 [-45.75478852   0.88223294   0.           0.        ]]",[-3.35637734  0.26939131],[-0.83661819 -0.60186517],[-2.7785418   0.03855094],-1.22421,"[ 1.23907944 -0.14115087  0.17209168  1.1275296   1.53029107 -0.59111409
 -0.43851267  0.1118601  -0.51724817  1.23243965  0.        ]",-0.197312625837
