timestep,human_obs,actions,logstd_action_dist,avg_action_dist,rewards,obs,original_rewards
0,"[[-0.02493069  0.04539946  0.03485541  0.07511816]
 [-0.00301968  0.00166959  0.          0.        ]]",[ 0.11605468  0.58715894],[-0.65231299 -0.39228156],[-0.01013398  0.7005114 ],-0.681951,"[ 1.23169986  1.2292366  -0.01917009 -0.12381272  0.31178332  0.63622001
  0.26391187 -0.08775087  0.90353735 -0.47841569  0.        ]",-0.190619350959
1,"[[-0.02039327  0.06875728  0.03485541  0.07511816]
 [ 0.45523908  2.32636601  0.          0.        ]]",[ 0.14105174 -0.05422454],[-0.65231299 -0.39228156],[-0.09312002  0.55338252],-0.613472,"[ 1.23183998  1.22707846 -0.01249799 -0.09214472  0.31178314  0.63621955
  0.27119074  0.34402905  0.90296599 -0.45517958  0.        ]",-0.189167750765
2,"[[-0.00577937  0.11266613  0.03485541  0.07511816]
 [ 1.00432325  2.06538927  0.          0.        ]]",[-0.79426892 -0.25549296],[-0.65231299 -0.39228156],[-0.08660172  0.60206962],-0.730942,"[ 1.23210197  1.22063983  0.0089947  -0.03276565  0.31178297  0.63621909
  0.27991228  0.29555605  0.90008947 -0.40314663  0.        ]",-0.185867128787
3,"[[-0.01741314  0.14342575  0.03485541  0.07511816]
 [-2.15717813  1.01407183  0.          0.        ]]",[-0.29659206  1.8376938 ],[-0.65231299 -0.39228156],[-0.14148152  0.75026149],-0.766101,"[ 1.23191442  1.21428139 -0.00811549  0.00866286  0.31178279  0.63621863
  0.22969458  0.10028818  0.89854221 -0.39700597  0.        ]",-0.185306405139
4,"[[-0.07191586  0.20323794  0.03485541  0.07511816]
 [-3.28931901  4.95401273  0.          0.        ]]",[-1.42263293  0.27130336],[-0.65231299 -0.39228156],[-0.2952987   0.64921188],-0.763493,"[ 1.22855898  1.1975871  -0.08819049  0.08865985  0.31178261  0.63621817
  0.21171143  0.83207788  0.89663746 -0.42915819  0.        ]",-0.1867225242
5,"[[-0.17674442  0.31212714  0.03485541  0.07511816]
 [-7.18059612  5.93163102  0.          0.        ]]",[-0.41113596  0.32457162],[-0.65231299 -0.39228156],[-0.38810045  0.78095102],-0.627704,"[ 1.21064731  1.15269666 -0.24111651  0.23158045  0.31178243  0.6362177
  0.14990189  1.01365614  0.88849672 -0.49486768  0.        ]",-0.189327129039
6,"[[-0.33525519  0.44248074  0.03485541  0.07511816]
 [-8.66554989  7.09981879  0.          0.        ]]",[-0.5348148   1.31159515],[-0.65231299 -0.39228156],[-0.436151    0.80073845],-0.585283,"[ 1.15538089  1.0750251  -0.46642672  0.396035    0.31178226  0.63621724
  0.12631464  1.23062956  0.86672376 -0.61633936  0.        ]",-0.194437589514
7,"[[ -0.52809027   0.62279992   0.03485541   0.07511816]
 [-10.61149839  10.91933645   0.           0.        ]]",[-0.3887405 -1.0500554],[-0.65231299 -0.39228156],[-0.39127511 -0.07878324],-0.357588,"[ 1.04434587  0.92702603 -0.72363936  0.60670309  0.31178208  0.63621678
  0.09540491  1.94004814  0.81930175 -0.74086831  0.        ]",-0.197937876286
8,"[[ -0.75363404   0.79929093   0.03485541   0.07511816]
 [-11.93850593   6.74364803   0.           0.        ]]",[-0.52645846 -1.89971205],[-0.65231299 -0.39228156],[-0.43835238  0.4842335 ],-0.332471,"[ 0.85886833  0.74084872 -0.98899132  0.7880665   0.3117819   0.63621632
  0.07432651  1.16447061  0.74095952 -0.89552016  0.        ]",-0.202678035305
9,"[[ -1.01092333   0.89309728   0.03485541   0.07511816]
 [-13.78427782   2.650587     0.           0.        ]]",[-0.2109884  0.1558855],[-0.65231299 -0.39228156],[-0.48656571  1.11455357],-0.328235,"[ 0.58577696  0.62721132 -1.22878057  0.87247433  0.31178173  0.63621586
  0.04500799  0.40424128  0.61839839 -1.12171666  0.        ]",-0.214723531459
10,"[[ -1.29225272   0.95177051   0.03485541   0.07511816]
 [-14.3467995    3.21483986   0.           0.        ]]",[ 0.32274724  2.01235198],[-0.65231299 -0.39228156],[-0.5719403   0.85388488],-0.310686,"[ 0.23274872  0.5515314  -1.39665229  0.92058358  0.31178155  0.6362154
  0.03607279  0.50904311  0.43171291 -1.35428507  0.        ]",-0.229219431188
11,"[[ -1.5635437    1.05514507   0.03485541   0.07511816]
 [-12.78750027   7.10966077   0.           0.        ]]",[-0.67088232  0.74418607],[-0.65231299 -0.39228156],[-0.63985658 -0.19100416],-0.337607,"[-0.13624114  0.4104976  -1.45330214  0.99599034  0.31178137  0.63621493
  0.06084091  1.23245084  0.22582942 -1.4907511   0.        ]",-0.236908156746
12,"[[ -1.843403     1.22549021   0.03485541   0.07511816]
 [-15.19049209   9.91543191   0.           0.        ]]",[-0.53288454 -2.09762175],[-0.65231299 -0.39228156],[-0.70044529 -1.15610862],-0.260328,"[-0.51734971  0.16025605 -1.3990239   1.09240881  0.3117812   0.63621447
  0.02267139  1.75358034  0.02171431 -1.53360044  0.        ]",-0.236799794834
13,"[[ -2.16535276   1.38209523   0.03485541   0.07511816]
 [-16.9984844    5.75886322   0.           0.        ]]",[-1.5723827  -1.02422214],[-0.65231299 -0.39228156],[-0.87091577 -0.67429972],-0.4725,"[-0.91831071 -0.08397251 -1.20093629  1.14846228  0.31178102  0.63621401
 -0.00604707  0.981555   -0.22268599 -1.53636277  0.        ]",-0.235925394221
14,"[[ -2.54165037   1.45639392   0.03485541   0.07511816]
 [-20.619182     1.68447156   0.           0.        ]]",[-0.16865115  1.10016302],[-0.65231299 -0.39228156],[-1.07208538 -0.16683868],-0.460947,"[-1.28388605 -0.20281652 -0.81292428  1.16369034  0.31178084  0.63621355
 -0.06355885  0.22479376 -0.54096936 -1.49206651  0.        ]",-0.23820497575
15,"[[ -2.95664949   1.52945854   0.03485541   0.07511816]
 [-20.87994947   5.60890051   0.           0.        ]]",[-1.53633957 -1.49627384],[-0.65231299 -0.39228156],[-0.92960978 -1.10014939],-0.488899,"[-1.50108277 -0.32068429 -0.25296844  1.17140591  0.31178067  0.63621309
 -0.0677009   0.95370083 -0.84860613 -1.31714786  0.        ]",-0.233967348731
16,"[[ -3.40981071   1.60077956   0.03485541   0.07511816]
 [-24.42430225   1.53664472   0.           0.        ]]",[-0.12341747 -0.18888873],[-0.65231299 -0.39228156],[-1.0105511  -0.71269584],-0.2075,"[-1.4753023  -0.43608832  0.40729893  1.17195423  0.31178049  0.63621262
 -0.12400003  0.1973359  -1.08717235 -1.00768699  0.        ]",-0.221149411721
17,"[[ -3.89834957   1.62367717   0.03485541   0.07511816]
 [-24.42954068   0.75571875   0.           0.        ]]",[-0.80802358 -0.68159396],[-0.65231299 -0.39228156],[-0.96451151 -0.53542906],-0.203063,"[-1.14838532 -0.47311441  1.027337    1.17066485  0.31178031  0.63621216
 -0.12408317  0.05228967 -1.21605514 -0.57718377  0.        ]",-0.200273695004
18,"[[ -4.41417083   1.61153964   0.03485541   0.07511816]
 [-27.1434366   -1.96052142   0.           0.        ]]",[-0.49251791  1.24496938],[-0.65231299 -0.39228156],[-0.91814232  0.50197828],0.116188,"[-0.55121457 -0.45349159  1.42342469  1.17143473  0.31178014  0.6362117
 -0.16719118 -0.45221436 -1.15152218 -0.08714852  0.        ]",-0.168749282699
19,"[[ -4.9712126    1.61241567   0.03485541   0.07511816]
 [-28.55619338   2.03475091   0.           0.        ]]",[-1.55008998 -0.60734131],[-0.65231299 -0.39228156],[-0.83440483 -0.15481576],0.06198,"[ 0.2065508  -0.45490792  1.4393519   1.17138431  0.31177996  0.63621124
 -0.18963162  0.28985275 -0.84421273  0.31809452  0.        ]",-0.125146706458
20,"[[ -5.57637451   1.62854531   0.03485541   0.07511816]
 [-31.94860341  -0.41377955   0.           0.        ]]",[-0.78739572  1.1752303 ],[-0.65231299 -0.39228156],[-0.74429119  0.56791621],-0.0287216,"[ 0.90192088 -0.48098043  0.97268248  1.17029504  0.31177978  0.63621078
 -0.2435173  -0.16492847 -0.35470324  0.47625106  0.        ]",-0.0775360433443
21,"[[ -6.24027879   1.66003705   0.03485541   0.07511816]
 [-34.43373303   3.54962218   0.           0.        ]]",[-0.24340265 -1.73877368],[-0.65231299 -0.39228156],[-0.59425795 -0.72619367],-0.515317,"[ 1.23085383 -0.53180879  0.08058963  1.16715346  0.31177961  0.63621032
 -0.28299153  0.57121961  0.15756895  0.27157777  0.        ]",-0.0633758094412
22,"[[ -6.93178241   1.69054544   0.03485541   0.07511816]
 [-34.71550381  -0.48534668   0.           0.        ]]",[-0.592677   -1.10692104],[-0.65231299 -0.39228156],[-0.2258645  -0.31689847],-0.709983,"[ 0.95222174 -0.58091406 -0.8709893   1.16283076  0.31177943  0.63620985
 -0.28746708 -0.17822166  0.45573907 -0.24854322  0.        ]",-0.108220125077
23,"[[ -7.64272316e+00   1.64115578e+00   3.48554123e-02   7.51181643e-02]
 [ -3.63728154e+01  -4.44052630e+00   0.00000000e+00   0.00000000e+00]]",[-0.43751132  0.05721604],[-0.65231299 -0.39228156],[-0.28079966  0.41072503],-0.788877,"[ 0.1427945  -0.50134698 -1.42063926  1.16919458  0.31177925  0.63620939
 -0.31379206 -0.91284273  0.40449222 -0.92058827  0.        ]",-0.169349467427
24,"[[ -8.38031670e+00   1.55544350e+00   3.48554123e-02   7.51181643e-02]
 [ -3.73831783e+01  -4.13178456e+00   0.00000000e+00   0.00000000e+00]]",[-1.76949253  1.72045386],[-0.65231299 -0.39228156],[-0.84989047  0.39160496],-0.563256,"[-0.8386744  -0.36271886 -1.2542651   1.17239312  0.31177908  0.63620893
 -0.32984074 -0.85549729 -0.0904191  -1.42229088  0.        ]",-0.218489762537
