timestep,human_obs,actions,logstd_action_dist,avg_action_dist,rewards,obs,original_rewards
0,"[[ 0.01221853  0.01138246  0.11086701  0.15692384]
 [ 0.00160486 -0.00499289  0.          0.        ]]",[-0.68495744  2.24375534],[-1.08036113 -0.90602744],[-0.64989686  2.32754254],-2.09107,"[ 1.25796464  1.42607386  0.04192454 -0.07694078  0.96520635  1.34686398
  0.21349394 -0.0513138   0.4540506  -0.95520577  0.        ]",-0.182376780813
1,"[[-0.01495144  0.05102201  0.11086701  0.15692384]
 [-2.70957005  3.95574422  0.          0.        ]]",[-1.45959708  1.71567756],[-1.08036113 -0.90602744],[-0.56244522  2.18621731],-2.12039,"[ 1.25791274  1.42341361  0.00223033 -0.02835251  0.96520602  1.34686331
  0.17552454  0.8103748   0.45378795 -0.96379609  0.        ]",-0.183483561018
2,"[[-0.10831086  0.16909411  0.11086701  0.15692384]
 [-6.61337514  7.8385131   0.          0.        ]]",[-0.6142901   1.19953944],[-1.08036113 -0.90602744],[-0.41768932  1.50484431],-2.0576,"[ 1.24996483  1.39553744 -0.13385988  0.11549487  0.96520569  1.34686264
  0.12085264  1.65509999  0.44962957 -1.00593183  0.        ]",-0.18870262622
3,"[[ -0.26366281   0.36404346   0.11086701   0.15692384]
 [ -8.91416896  11.64371863   0.           0.        ]]",[-0.08351869  0.74625436],[-1.08036113 -0.90602744],[-0.27711177  0.65756333],-1.91761,"[ 1.21028617  1.28526377 -0.3566914   0.34577684  0.96520536  1.34686197
  0.08863053  2.48294838  0.43066939 -1.07561115  0.        ]",-0.19651845138
4,"[[ -0.4435034    0.62425107   0.11086701   0.15692384]
 [ -9.0693636   14.3679478    0.           0.        ]]",[ 0.20133344 -0.41218145],[-1.08036113 -0.90602744],[-0.17274596 -0.24687874],-1.76711,"[ 1.12430475  1.02058906 -0.60285328  0.62593519  0.96520503  1.3468613
  0.08645705  3.07561901  0.3867639  -1.12732959  0.        ]",-0.200268733812
5,"[[ -0.61509378   0.89237546   0.11086701   0.15692384]
 [ -8.09293095  12.45088531   0.           0.        ]]",[-0.34192712 -0.11575534],[-1.08036113 -0.90602744],[-0.2845152  -0.24027431],-1.69428,"[ 1.00466193  0.62520932 -0.81897759  0.86395429  0.9652047   1.34686063
  0.10013175  2.65854464  0.32162334 -1.15577175  0.        ]",-0.199784942081
6,"[[ -0.78891989   1.13432214   0.11086701   0.15692384]
 [ -9.28575878  11.74610156   0.           0.        ]]",[ 0.23072362  0.25764683],[-1.08036113 -0.90602744],[-0.34385329 -0.69861072],-1.62815,"[ 0.84966254  0.1847061  -1.01264459  1.02054836  0.96520437  1.34685996
  0.08342645  2.50521086  0.24210751 -1.19487048  0.        ]",-0.200809386835
7,"[[ -0.96363643   1.37714073   0.11086701   0.15692384]
 [ -8.18950162  12.53315341   0.           0.        ]]",[-0.29092479 -2.29622129],[-1.08036113 -0.90602744],[-0.20861687 -1.75846481],-1.72437,"[ 0.66429072 -0.3106013  -1.17580793  1.11260312  0.96520404  1.34685929
  0.09877927  2.67643538  0.14683279 -1.22177306  0.        ]",-0.200420302113
8,"[[-1.13734645  1.5855852   0.11086701  0.15692384]
 [-9.17828257  8.32529662  0.          0.        ]]",[-0.4537368  -1.55586865],[-1.08036113 -0.90602744],[-0.28577149 -1.67246795],-1.79149,"[ 0.45616382 -0.75630542 -1.30181979  1.13539386  0.96520371  1.34685862
  0.0849316   1.76098775  0.04880385 -1.25466009  0.        ]",-0.202279155865
9,"[[ -1.33710431   1.71070803   0.11086701   0.15692384]
 [-10.79215516   4.20070101   0.           0.        ]]",[ 0.05888979 -2.14669675],[-1.08036113 -0.90602744],[-0.20905821 -1.68430448],-1.81313,"[ 0.19563613 -1.02442853 -1.39721673  1.12354323  0.96520338  1.34685795
  0.06232965  0.86365547 -0.04283461 -1.34440217  0.        ]",-0.214560295072
