timestep,human_obs,actions,logstd_action_dist,avg_action_dist,rewards,obs,original_rewards
0,"[[-0.01066014  0.04973259  0.01468235  0.12540847]
 [ 0.00458521 -0.00399294  0.          0.        ]]",[ 0.22281554  1.15792927],[-0.91674066 -0.68314308],[ 0.96244764  0.64256406],-1.47472,"[ 1.25192444  1.3562826   0.00598668 -0.0429639   0.13644996  1.07689765
  0.23341838 -0.06180586  1.02173061 -0.76939269  0.        ]",-0.230307057647
1,"[[ -1.74110060e-03   8.93779329e-02   1.46823472e-02   1.25408470e-01]
 [  8.84396378e-01   3.95533252e+00   0.00000000e+00   0.00000000e+00]]",[ 0.97462584  0.58874812],[-0.91674066 -0.68314308],[ 0.56906939  0.82375628],-1.385,"[ 1.252       1.35088549  0.0190392   0.00653012  0.13644992  1.07689705
  0.24615407  0.75896719  1.01976096 -0.72927125  0.        ]",-0.226782730557
2,"[[ 0.05444632  0.19107364  0.01468235  0.12540847]
 [ 4.72158891  6.20673836  0.          0.        ]]",[-0.36834975 -0.23179101],[-0.91674066 -0.68314308],[ 0.46286666  0.72024488],-1.41995,"[ 1.24995441  1.3230581   0.10122884  0.13250153  0.13644988  1.07689645
  0.30169947  1.22568583  1.00184917 -0.58270123  0.        ]",-0.213324317834
3,"[[ 0.13332574  0.30477273  0.01468235  0.12540847]
 [ 3.17150827  5.16663524  0.          0.        ]]",[ 0.52843934  0.45958965],[-0.91674066 -0.68314308],[ 0.46441174  0.83203816],-1.40353,"[ 1.23974181  1.26844115  0.2161289   0.27037393  0.13644985  1.07689585
  0.27926111  1.01007057  0.95547124 -0.40348517  0.        ]",-0.195332567357
4,"[[ 0.21709571  0.42532976  0.01468235  0.12540847]
 [ 5.19877285  6.88334615  0.          0.        ]]",[ 0.88451746  0.48577299],[-0.91674066 -0.68314308],[ 0.39286309  0.7077502 ],-1.38626,"[ 1.21957662  1.18419762  0.3368121   0.41122683  0.13644981  1.07689525
  0.30860682  1.36594597  0.87848176 -0.22620954  0.        ]",-0.175205463113
5,"[[ 0.35514454  0.58091483  0.01468235  0.12540847]
 [ 8.59488105  8.66920085  0.          0.        ]]",[ 0.34388403  0.07648242],[-0.91674066 -0.68314308],[ 0.38549316  0.51245064],-1.3511,"[ 1.16580072  1.03741858  0.53047622  0.58164449  0.13644978  1.07689465
  0.3577673   1.7361541   0.72012471  0.00536812  0.        ]",-0.144320662722
6,"[[ 0.53899202  0.75560904  0.01468235  0.12540847]
 [ 9.78594575  8.79977307  0.          0.        ]]",[ 0.27894186  0.00559957],[-0.91674066 -0.68314308],[ 0.46606708  0.38733047],-1.27591,"[ 1.05616683  0.82568356  0.77274795  0.75303254  0.13644974  1.07689405
  0.37500853  1.76322     0.46444665  0.22346653  0.        ]",-0.106004056922
7,"[[  0.74384996   0.93007283   0.01468235   0.12540847]
 [ 10.69684931   8.64710044   0.           0.        ]]",[-0.21392825  0.28199939],[-0.91674066 -0.68314308],[ 0.6652205  -0.01600283],-1.16675,"[ 0.88715161  0.57091598  1.01254552  0.89812364  0.1364497   1.07689345
  0.38819426  1.73156902  0.14723873  0.35227986  0.        ]",-0.0702770944407
8,"[[ 0.94717801  1.11249962  0.01468235  0.12540847]
 [ 9.63950107  9.59242714  0.          0.        ]]",[ 0.70612363 -0.44695176],[-0.91674066 -0.68314308],[ 0.84549063 -0.83352572],-1.09587,"[ 0.67734469  0.26664384  1.20959459  1.01719847  0.13644967  1.07689284
  0.37288843  1.92753377 -0.18163635  0.35978672  0.        ]",-0.0534768481425
9,"[[  1.16610413   1.28467516   0.01468235   0.12540847]
 [ 12.2444422    7.63163544   0.           0.        ]]",[ 1.7508229  -0.58571928],[-0.91674066 -0.68314308],[ 1.03311336 -0.91937226],-1.01601,"[ 0.41456579 -0.04709529  1.36684859  1.09546656  0.13644963  1.07689224
  0.41059634  1.52105881 -0.49046705  0.25476721  0.        ]",-0.0703577672037
