timestep,human_obs,rewards,obs,avg_action_dist,actions,logstd_action_dist,original_rewards
0,"[[-0.05088922 -0.02198404 -0.08522931 -0.14154285]
 [ 0.00255657 -0.00127917  0.          0.        ]]",-2.33616,"[ 1.25294805  1.38400257 -0.0535101  -0.12317763 -0.72899153 -1.22553079
  0.22793501 -0.05889256  1.60806083  0.83745505  0.        ]",[-1.95414102 -1.33371305],[-2.02194718 -1.65437177],[-0.9351303  -0.76616824],-0.321574837543
1,"[[-0.09051367 -0.06172177 -0.08522931 -0.14154285]
 [-3.95184318 -3.95930702  0.          0.        ]]",-2.39051,"[ 1.24907872  1.38064724 -0.11129421 -0.17242372 -0.72899128 -1.22553008
  0.17137507 -0.89091702  1.6006237   0.75614321  0.        ]",[-1.85239863 -1.06283939],[-1.44598525 -0.50596165],[-0.9351303  -0.76616824],-0.315573725478
2,"[[-0.20844966 -0.16020697 -0.08522931 -0.14154285]
 [-7.82886572 -5.88280331  0.          0.        ]]",-2.35735,"[ 1.22481662  1.35865105 -0.28169999 -0.29378893 -0.72899102 -1.22552938
  0.11592186 -1.29525818  1.55413892  0.53310427  0.        ]",[-1.67911756 -0.86985028],[-1.49166576 -0.82326624],[-0.9351303  -0.76616824],-0.296994701999
3,"[[ -0.40315367  -0.30938565  -0.08522931  -0.14154285]
 [-11.62894876  -9.02458036   0.           0.        ]]",-2.29996,"[ 1.14392691  1.28869188 -0.55273014 -0.47359287 -0.72899076 -1.22552867
  0.06156912 -1.95569508  1.40522127  0.2057062   0.        ]",[-1.37832355 -0.36805168],[-1.34109473 -0.96456288],[-0.9351303  -0.76616824],-0.262220607771
4,"[[ -0.67310889  -0.52638794  -0.08522931  -0.14154285]
 [-15.35434395 -12.66348217   0.           0.        ]]",-2.01388,"[ 0.95327291  1.11135478 -0.8906061  -0.71912687 -0.72899051 -1.22552796
  0.00828464 -2.72062994  1.06798782 -0.14031861  0.        ]",[-1.06856239  0.59269321],[-0.53671007 -0.77838584],[-0.9351303  -0.76616824],-0.204663808299
5,"[[ -0.99845818  -0.80805292  -0.08522931  -0.14154285]
 [-17.17477353 -15.49352737   0.           0.        ]]",-1.87748,"[ 0.62116108  0.76085115 -1.20818636 -0.99268206 -0.72899025 -1.22552726
 -0.01775304 -3.31552883  0.53880846 -0.30899545  0.        ]",[-0.86795914  1.55399024],[-0.81345933  1.8830244 ],[-0.9351303  -0.76616824],-0.124001993314
6,"[[ -1.3708738   -1.07509788  -0.08522931  -0.14154285]
 [-20.05715867 -11.22511708   0.           0.        ]]",-1.40785,"[ 0.14707967  0.32653288 -1.41206009 -1.18705141 -0.72898999 -1.22552655
 -0.05897991 -2.41825815 -0.0105923  -0.1638919   0.        ]",[-1.16026771  1.37293887],[-1.91794828  1.47858411],[-0.9351303  -0.76616824],-0.0339576786827
7,"[[ -1.80776738  -1.25761536  -0.08522931  -0.14154285]
 [-23.62024138  -7.04047386   0.           0.        ]]",-1.2711,"[-0.45187401 -0.01154124 -1.40032118 -1.27601762 -0.72898973 -1.22552584
 -0.10994284 -1.53859984 -0.41544963  0.24153919  0.        ]",[-1.40398753  0.98123908],[-1.13705961  0.68978492],[-0.9351303  -0.76616824],-0.0599181819233
8,"[[ -2.31520708  -1.36958883  -0.08522931  -0.14154285]
 [-27.11202164  -4.16632977   0.           0.        ]]",-1.25332,"[-1.06385591 -0.22991741 -1.05445068 -1.31132935 -0.72898948 -1.22552514
 -0.15988592 -0.93442355 -0.58527284  0.8142758   0.        ]",[-1.69330645  0.79748583],[-2.50447498 -0.0512297 ],[-0.9351303  -0.76616824],-0.146522373995
9,"[[ -2.89178058  -1.45408166  -0.08522931  -0.14154285]
 [-30.53398096  -4.28242898   0.           0.        ]]",-1.47499,"[-1.46663834 -0.39819357 -0.34058568 -1.32791403 -0.72898922 -1.22552443
 -0.20883034 -0.95882843 -0.43412435  1.42422352  0.        ]",[-1.78492451  1.32340038],[-1.39881028  0.80235758],[-0.9351303  -0.76616824],-0.225379041836
10,"[[ -3.53611983  -1.50695377  -0.08522931  -0.14154285]
 [-33.88862212  -1.01551823   0.           0.        ]]",-1.55185,"[-1.40336238 -0.50442325  0.58283121 -1.33382538 -0.72898896 -1.22552373
 -0.25681191 -0.27208869  0.03651964  1.83986448  0.        ]",[-1.67940938  1.14628518],[-1.71587722  0.26453488],[-0.9351303  -0.76616824],-0.28545800059
11,"[[ -4.24687495  -1.51649376  -0.08522931  -0.14154285]
 [-37.1758871    0.05810847   0.           0.        ]]",-1.75198,"[-0.74781906 -0.52363767  1.32733092 -1.33452317 -0.7289887  -1.22552302
 -0.30382979 -0.04640078  0.66932828  1.84967315  0.        ]",[-1.35118198  1.3372699 ],[-2.04408826  1.45708191],[-0.9351303  -0.76616824],-0.316193273325
12,"[[ -5.02272153  -1.47554579  -0.08522931  -0.14154285]
 [-40.39781185   4.0236547    0.           0.        ]]",-1.59568,"[ 0.29466933 -0.44125608  1.4130658  -1.33072794 -0.72898845 -1.22552231
 -0.3499131   0.78719964  1.18546615  1.38412159  0.        ]",[-1.35599875  0.43622521],[-1.45032145  0.88930259],[-0.9351303  -0.76616824],-0.308746382527
13,"[[ -5.86235276  -1.36046146  -0.08522931  -0.14154285]
 [-43.55458172   7.47346029   0.           0.        ]]",-1.46249,"[ 1.13414376 -0.21188952  0.61813605 -1.30901182 -0.72898819 -1.22552161
 -0.39506449  1.51238501  1.2928141   0.61284455  0.        ]",[-1.52540648 -0.92702568],[-1.36440848 -0.6453755 ],[-0.9351303  -0.76616824],-0.258919329561
14,"[[ -6.76447257  -1.23802552  -0.08522931  -0.14154285]
 [-46.64719583   4.77927068   0.           0.        ]]",-1.26714,"[ 1.09772469  0.02594075 -0.65594803 -1.26829936 -0.72898793 -1.2255209
 -0.43929825  0.94603692  0.7979531  -0.07741271  0.        ]",[-1.53745985 -0.84963048],[-0.7935457  -1.49237496],[-0.9351303  -0.76616824],-0.158176079729
15,"[[ -7.71963902  -1.18302034  -0.08522931  -0.14154285]
 [-48.86230241   0.73484001   0.           0.        ]]",-1.33744,"[ 0.05771931  0.12978321 -1.4280067  -1.24424819 -0.72898768 -1.22552019
 -0.47098095  0.09585397 -0.11312197 -0.07019514  0.        ]",[-1.64606774 -0.0863418 ],[-2.18144676  0.28745761],[-0.9351303  -0.76616824],-0.0128436608387
16,"[[ -8.72688522  -1.15694197  -0.08522931  -0.14154285]
 [-51.85227556   1.86939935   0.           0.        ]]",-1.43321,"[-1.18639444  0.17822825 -0.91865245 -1.23162633 -0.72898742 -1.22551949
 -0.51374661  0.33435054 -0.66387071  0.82181953  0.        ]",[-2.09311223  0.21855482],[-2.03675205 -0.21694695],[-0.9351303  -0.76616824],-0.15486039544
17,"[[ -9.79332973  -1.12842588  -0.08522931  -0.14154285]
 [-54.78246813   0.98533827   0.           0.        ]]",-1.5638,"[-1.41672975  0.23056907  0.54758537 -1.21694103 -0.72898716 -1.22551878
 -0.55565722  0.14851126 -0.22796673  1.86079832  0.        ]",[-2.26252294  0.4629066 ],[-2.54874248 -0.02665885],[-0.9351303  -0.76616824],-0.287723266192
18,"[[-10.91780056  -1.10984454  -0.08522931  -0.14154285]
 [-57.65504985   0.87336209   0.           0.        ]]",-1.47764,"[-0.23478729  0.26429953  1.47848512 -1.20688044 -0.7289869  -1.22551807
 -0.5967438   0.12497262  0.88227564  1.92785809  0.        ]",[-2.08392549  0.56594044],[-1.64786721 -0.30607835],[-0.9351303  -0.76616824],-0.343734187346
19,"[[-12.09915167  -1.10456953  -0.08522931  -0.14154285]
 [-60.47077507  -0.34160376   0.           0.        ]]",-1.51183,"[ 1.1066052   0.27381917  0.67937314 -1.20395383 -0.72898665 -1.22551737
 -0.63701715 -0.1304265   1.41977006  0.79029031  0.        ]",[-1.94494879  0.51973569],[-1.71898857  0.71160034],[-0.9351303  -0.76616824],-0.289477509159
20,"[[-13.33626846  -1.08290971  -0.08522931  -0.14154285]
 [-63.23147936   2.49831428   0.           0.        ]]",-1.31352,"[ 0.86494815  0.31264074 -0.99681021 -1.1916166  -0.72898639 -1.22551666
 -0.67650351  0.46655542  0.61387074 -0.20744068  0.        ]",[-1.67708302 -0.63556623],[-0.95704395 -0.84643158],[-0.9351303  -0.76616824],-0.1308358669
21,"[[-14.62632502  -1.0669028   -0.08522931  -0.14154285]
 [-65.76600807  -0.88615834   0.           0.        ]]",-1.45716,"[-0.77684557  0.34104631 -1.26972442 -1.18216842 -0.72898613 -1.22551595
 -0.71275484 -0.24489806 -0.55608713  0.34258776  0.        ]",[-2.02281356  0.53533244],[-1.42895496  1.24083618],[-0.9351303  -0.76616824],-0.0884013806408
22,"[[-15.96829902  -1.04454564  -0.08522931  -0.14154285]
 [-68.4222034    3.10875118   0.           0.        ]]",-1.5682,"[-1.46296703  0.38030157  0.39719969 -1.16850693 -0.72898588 -1.22551525
 -0.75074637  0.59487606 -0.3704755   1.77153896  0.        ]",[-2.37183571  0.1574498 ],[-2.86519637  0.39551889],[-0.9351303  -0.76616824],-0.276371350026
23,"[[-17.36284671  -0.9670896   -0.08522931  -0.14154285]
 [-71.02377192   4.63185643   0.           0.        ]]",-1.1487,"[-0.01131823  0.51226118  1.47773864 -1.11707822 -0.72898562 -1.22551454
 -0.78795655  0.91504934  0.98400033  1.91583296  0.        ]",[-2.2652154  -0.27893212],[-2.69865096  0.11986073],[-0.9351303  -0.76616824],-0.351092014134
24,"[[-18.80890038  -0.87042233  -0.08522931  -0.14154285]
 [-73.57307526   5.03352634   0.           0.        ]]",-1.2666,"[ 1.2535948   0.66722747  0.08028558 -1.04434326 -0.72898536 -1.22551384
 -0.82441914  0.99948437  1.39902293  0.42511212  0.        ]",[-2.00060868 -0.94845533],[-2.23751651 -0.9375106 ],[-0.9351303  -0.76616824],-0.267290159181
25,"[[-20.30542555  -0.8078093   -0.08522931  -0.14154285]
 [-76.07141063   1.24045126   0.           0.        ]]",-1.44116,"[ 0.03109323  0.76120848 -1.43153524 -0.99245965 -0.7289851  -1.22551313
 -0.86015272  0.2021377   0.02358487 -0.26360829  0.        ]",[-1.99250937 -0.45076224],[-2.23191517 -0.26013308],[-0.9351303  -0.76616824],-0.0499953926706
26,"[[-21.85144334  -0.79338863  -0.08522931  -0.14154285]
 [-78.52228772   0.20521811   0.           0.        ]]",-1.60363,"[-1.49607402  0.78209215 -0.1827287  -0.98000429 -0.72898485 -1.22551242
 -0.89520747 -0.01547988 -0.72951621  1.26310123  0.        ]",[-2.6550374   0.69575971],[-2.74397655  1.28086316],[-0.9351303  -0.76616824],-0.21922310093
27,"[[-23.4460053   -0.74939592  -0.08522931  -0.14154285]
 [-80.92558726   4.18085263   0.           0.        ]]",-1.10736,"[-0.28728708  0.84396549  1.47308894 -0.94088319 -0.72898459 -1.22551172
 -0.92958169  0.82024283  0.6868259   2.1330942   0.        ]",[-2.55188322 -0.29760155],[-3.02639759 -0.05823925],[-0.9351303  -0.76616824],-0.35755809091
28,"[[-25.08813056  -0.6687234   -0.08522931  -0.14154285]
 [-83.27913399   3.88726245   0.           0.        ]]",-1.183,"[ 1.25336208  0.94991804  0.08606291 -0.86495299 -0.72898433 -1.22551101
 -0.96324426  0.75852659  1.48752898  0.53638085  0.        ]",[-2.1785655  -0.84946966],[-2.34553809 -0.98202393],[-0.9351303  -0.76616824],-0.286304761928
29,"[[ -2.67768540e+01  -6.30570321e-01  -8.52293147e-02  -1.41542853e-01]
 [ -8.55858189e+01  -5.87915128e-02   0.00000000e+00   0.00000000e+00]]",-1.4714,"[-0.22864449  0.9964799  -1.43725223 -0.82726875 -0.72898407 -1.2255103
 -0.99623654 -0.07097839 -0.09284113 -0.26111578  0.        ]",[-2.19146156 -0.18544358],[-1.79275945 -0.39388294],[-0.9351303  -0.76616824],-0.0425800970097
30,"[[ -2.85112753e+01  -6.47182809e-01  -8.52293147e-02  -1.41542853e-01]
 [ -8.78488993e+01  -1.59709025e+00   0.00000000e+00   0.00000000e+00]]",-1.54024,"[-1.47092345  0.97649308  0.36404855 -0.84381073 -0.72898382 -1.2255096
 -1.0286051  -0.39434608 -0.61494361  1.62119232  0.        ]",[-2.8828249   1.09018028],[-2.98424233  0.84948112],[-0.9351303  -0.76616824],-0.263095133145
31,"[[ -3.02905259e+01  -6.44844560e-01  -8.52293147e-02  -1.41542853e-01]
 [ -9.00684914e+01   1.81968857e+00   0.00000000e+00   0.00000000e+00]]",-0.998799,"[ 0.46804502  0.97933276  1.34026771 -0.84149441 -0.72898356 -1.22550889
 -1.06035162  0.32389954  1.20093485  1.83094405  0.        ]",[-2.71531224  0.00903913],[-2.67192344 -0.12422408],[-0.9351303  -0.76616824],-0.361790557394
32,"[[ -3.21137043e+01  -6.13527677e-01  -8.52293147e-02  -1.41542853e-01]
 [ -9.22421541e+01   1.31370154e+00   0.00000000e+00   0.00000000e+00]]",-1.32236,"[ 0.93169273  1.01651505 -0.91852423 -0.81008742 -0.7289833  -1.22550818
 -1.09144117  0.21753525  0.98975708 -0.17721199  0.        ]",[-2.07098246 -0.80758822],[-2.4364088  -0.87287477],[-0.9351303  -0.76616824],-0.19228625484
