timestep,human_obs,actions,logstd_action_dist,avg_action_dist,rewards,obs,original_rewards
0,"[[  4.74756694e-02  -4.16245106e-03  -1.77958552e-01  -9.68759786e-02]
 [ -3.68694771e-03   9.18459048e-05   0.00000000e+00   0.00000000e+00]]",[-1.0391755  -2.24106362],[-0.55284727 -0.29997912],[-0.62284094 -1.60386825],-1.30393,"[ 1.21256983  1.16246009  0.08373417 -0.37931908 -1.52779048 -0.84277641
  0.28986542 -0.11829158  2.1963907   0.73493932  0.        ]",-0.402072281565
1,"[[ 0.0077276  -0.04387303 -0.17795855 -0.09687598]
 [-3.95796077 -3.9579632   0.          0.        ]]",[-0.60062403  0.35113361],[-0.55284727 -0.29997912],[-0.61338478 -1.19829488],-1.41575,"[ 1.21407733  1.1611334   0.02504927 -0.44212883 -1.52778603 -0.84277515
  0.22065497 -0.77621603  2.19723651  0.64901322  0.        ]",-0.39903584375
2,"[[-0.09449109 -0.10828727 -0.17795855 -0.09687598]
 [-6.25625608 -2.48836013  0.          0.        ]]",[-1.18234479 -1.2726482 ],[-0.55284727 -0.29997912],[-0.64139932 -1.33004403],-1.32167,"[ 1.20797436  1.15433306 -0.12572828 -0.54373598 -1.52778159 -0.8427739
  0.18042852 -0.53193139  2.18128525  0.45702262  0.        ]",-0.390751878728
3,"[[ -0.25805056  -0.1972728   -0.17795855  -0.09687598]
 [-10.08696729  -6.39716136   0.           0.        ]]",[-0.57874579 -1.56660517],[-0.55284727 -0.29997912],[-0.59833169 -0.83010334],-1.29827,"[ 1.1685294   1.13553014 -0.36331025 -0.68284758 -1.52777715 -0.84277264
  0.11338073 -1.18166789  2.10952178  0.17095551  0.        ]",-0.374149417386
4,"[[ -0.48074688  -0.36366387  -0.17795855  -0.09687598]
 [-12.17579486 -10.22915676   0.           0.        ]]",[-0.25640386  0.92677335],[-0.55284727 -0.29997912],[-0.51247644 -0.23261493],-1.28283,"[ 1.05806041  1.07163929 -0.6694283  -0.9355415  -1.5277727  -0.84277138
  0.07682056 -1.8186328   1.90452396 -0.19820326  0.        ]",-0.341151479652
5,"[[ -0.73204327  -0.52939074  -0.17795855  -0.09687598]
 [-12.95123412  -6.35641651   0.           0.        ]]",[-0.67048226 -0.43951293],[-0.55284727 -0.29997912],[-0.59371078 -0.56592971],-0.750057,"[ 0.86140967  0.97236363 -0.97363128 -1.17178155 -1.52776826 -0.84277012
  0.06324822 -1.17488712  1.57747982 -0.48995819  0.        ]",-0.295438599743
6,"[[ -1.01511111  -0.67270433  -0.17795855  -0.09687598]
 [-15.34765585  -7.9695305    0.           0.        ]]",[-1.24126663 -0.65255768],[-0.55284727 -0.29997912],[-0.6461935  -0.19381967],-0.438495,"[ 0.56364638  0.85990845 -1.24120003 -1.3586368  -1.52776381 -0.84276886
  0.0213043  -1.44302177  1.16481627 -0.64268582  0.        ]",-0.238621056876
7,"[[ -1.35871566  -0.85641633  -0.17795855  -0.09687598]
 [-19.00081812 -10.39352078   0.           0.        ]]",[ 0.21104898 -1.27966954],[-0.55284727 -0.29997912],[-0.70977151  0.37136868],0.130556,"[ 0.12718415  0.68355097 -1.43034558 -1.5681174  -1.52775937 -0.84276761
 -0.04263599 -1.84594006  0.64907153 -0.58523217  0.        ]",-0.159885307802
8,"[[ -1.72659105  -1.10194164  -0.17795855  -0.09687598]
 [-17.79094479 -14.1464852    0.           0.        ]]",[-0.64402791  1.02938128],[-0.55284727 -0.29997912],[-0.70125711  0.99730778],0.137052,"[-0.37622574  0.40124134 -1.44554599 -1.78422665 -1.52775492 -0.84276635
 -0.02145986 -2.46975625  0.19273221 -0.22654511  0.        ]",-0.0679740228238
9,"[[ -2.10448328  -1.34231403  -0.17795855  -0.09687598]
 [-19.99084131  -9.90483187   0.           0.        ]]",[-0.10252998  1.77812701],[-0.55284727 -0.29997912],[-0.73829806  0.91222805],0.185663,"[-0.86295765  0.08826692 -1.25802588 -1.91384501 -1.52775048 -0.84276509
 -0.05996409 -1.7646899  -0.02354318  0.31194874  0.        ]",-0.0491246398046
