timestep,human_obs,actions,logstd_action_dist,avg_action_dist,rewards,obs,original_rewards
0,"[[ 0.09239714  0.05509233 -0.17143041  0.10691654]
 [-0.00281473 -0.00483193  0.          0.        ]]",[ 3.57010459 -0.89110351],[-0.97098678 -0.81736118],[ 3.19585681 -1.46844578],-2.44358,"[ 1.25005103  1.39014714  0.15716835 -0.02434503 -1.47531576  0.91341976
  0.2218748  -0.0558213   2.10912003 -0.50135191  0.        ]",-0.388460599916
1,"[[ 0.13204568  0.01957959 -0.17143041  0.10691654]
 [ 3.95448682 -3.53467321  0.          0.        ]]",[ 2.80201679 -0.99547034],[-0.97098678 -0.81736118],[ 3.25851655 -0.8809607 ],-2.66293,"[ 1.24391451  1.39287357  0.21476464 -0.06822648 -1.47531477  0.91341941
  0.27805552 -0.80724673  2.10609816 -0.47321891  0.        ]",-0.387062246239
2,"[[ 0.25005627 -0.08997475 -0.17143041  0.10691654]
 [ 7.83365531 -7.40784313  0.          0.        ]]",[ 3.53863197  0.24375621],[-0.97098678 -0.81736118],[ 3.31939721 -0.02115515],-2.66886,"[ 1.21296218  1.38494439  0.38405442 -0.20354766 -1.47531378  0.91341905
  0.333127   -1.63175837  2.09202417 -0.39307917  0.        ]",-0.382416612627
3,"[[  0.4448616   -0.22699045  -0.17143041   0.10691654]
 [ 11.63424524  -6.29740176   0.           0.        ]]",[ 3.24584909 -0.60531287],[-0.97098678 -0.81736118],[ 3.19320321 -0.10158285],-2.5993,"[ 1.12143345  1.3404868   0.65141021 -0.37072446 -1.47531278  0.9134187
  0.38708291 -1.39536897  2.04588457 -0.23580936  0.        ]",-0.371271193122
4,"[[  0.71493902  -0.37574761  -0.17143041   0.10691654]
 [ 15.36112646  -8.57068612   0.           0.        ]]",[ 3.13154929  1.11122955],[-0.97098678 -0.81736118],[ 3.08205581  0.66811395],-2.61463,"[ 0.91753532  1.24971924  0.9807004  -0.5462223  -1.47531179  0.91341834
  0.4399924  -1.87929927  1.93714794 -0.00916065  0.        ]",-0.350709936194
5,"[[  1.05879302  -0.50573957  -0.17143041   0.10691654]
 [ 19.01214664  -4.44219249   0.           0.        ]]",[ 2.08503665 -1.33140014],[-0.97098678 -0.81736118],[ 2.75642943 -0.30387589],-2.33044,"[ 0.55101401  1.13569654  1.29676678 -0.69150372 -1.47531079  0.91341799
  0.49182489 -1.00043408  1.72080656  0.26525968  0.        ]",-0.316323128564
6,"[[  1.47497408  -0.63343251  -0.17143041   0.10691654]
 [ 22.59411553  -8.31409243   0.           0.        ]]",[ 1.72396721  1.19738082],[-0.97098678 -0.81736118],[ 2.48134708  0.90962255],-2.03631,"[ 0.00615752  0.99410555  1.47753443 -0.82438688 -1.4753098   0.91341763
  0.54267707 -1.82467406  1.36820335  0.49999975  0.        ]",-0.265024119981
7,"[[  1.96205999  -0.75833147  -0.17143041   0.10691654]
 [ 26.10279688  -4.1894136    0.           0.        ]]",[ 2.00339637  0.05557499],[-0.97098678 -0.81736118],[ 2.02825141 -0.20333689],-1.36429,"[-0.65310674  0.82947021  1.37375656 -0.94284639 -1.4753088   0.91341727
  0.59248879 -0.94662143  0.88701307  0.58687461  0.        ]",-0.193985678345
8,"[[  2.51863599  -0.83906803  -0.17143041   0.10691654]
 [ 29.54337692  -3.88511348   0.           0.        ]]",[ 1.77499048 -1.28846838],[-0.97098678 -0.81736118],[ 1.62597251 -0.25476369],-0.998874,"[-1.24847681  0.71048742  0.8752428  -1.01247748 -1.47530781  0.91341692
  0.64133368 -0.88184238  0.32918896  0.4110686   0.        ]",-0.0991017889139
9,"[[  3.14335817  -0.95570559  -0.17143041   0.10691654]
 [ 32.91776146  -7.76552435   0.           0.        ]]",[ 1.16926279  1.11386909],[-0.97098678 -0.81736118],[ 1.49999714  0.92586684],-0.871136,"[-1.50807482  0.52299745  0.01969497 -1.10237691 -1.47530681  0.91341656
  0.68923879 -1.70789405 -0.086833   -0.08997099  0.        ]",-0.0190354113016
