timestep,human_obs,rewards,obs,avg_action_dist,actions,logstd_action_dist,original_rewards
0,"[[ 0.08038374 -0.07713056 -0.01330106 -0.04816968]
 [ 0.00027752 -0.00137153  0.          0.        ]]",-1.66021,"[ 1.24143675  1.31633391  0.13645005 -0.21004401 -0.1042803  -0.41521804
  0.23984694 -0.06830299  1.18558672  0.37774922  0.        ]",[-1.4752326  -0.20849538],[-1.53938495 -0.18525186],[-0.82610857 -0.59111267],-0.23003851845
1,"[[ 0.04070154 -0.08450194 -0.01330106 -0.04816968]
 [-3.95532897 -0.733332    0.          0.        ]]",-1.61385,"[ 1.2447509   1.31523464  0.07841881 -0.21938946 -0.10428026 -0.41521788
  0.18109058 -0.21509879  1.18638875  0.31823941  0.        ]",[-1.49874878 -0.15660387],[-0.89176336 -0.53491525],[-0.82610857 -0.59111267],-0.22809763896
2,"[[-0.07300658 -0.1202604  -0.01330106 -0.04816968]
 [-7.40400836 -2.8355085   0.          0.        ]]",-1.64539,"[ 1.2422152   1.30849002 -0.08807256 -0.26463232 -0.10428023 -0.41521772
  0.12986408 -0.63669358  1.17376405  0.13788463  0.        ]",[-1.41607451 -0.19996402],[-2.0839721  -1.09171667],[-0.82610857 -0.59111267],-0.221868277129
3,"[[ -0.25929356  -0.21611989  -0.01330106  -0.04816968]
 [-11.21204717  -6.73742884   0.           0.        ]]",-1.5829,"[ 1.19973288  1.27888924 -0.35686863 -0.38479569 -0.1042802  -0.41521757
  0.07329968 -1.41922911  1.09521212 -0.17210575  0.        ]",[-1.14305353 -0.20848656],[-1.32140358 -0.81034462],[-0.82610857 -0.59111267],-0.209615018645
4,"[[ -5.20991762e-01  -3.81707279e-01  -1.33010579e-02  -4.81696765e-02]
 [ -1.49454392e+01  -9.81103745e+00   0.00000000e+00   0.00000000e+00]]",-1.34635,"[ 1.06269007  1.18900955 -0.71047909 -0.58584761 -0.10428016 -0.41521741
  0.01784408 -2.03564308  0.86013186 -0.56403602  0.        ]",[-0.94159991  0.21049249],[-0.24033735  0.24698894],[-0.82610857 -0.59111267],-0.189790236002
5,"[[ -8.26485278e-01  -5.66160103e-01  -1.33010579e-02  -4.81696765e-02]
 [ -1.56017547e+01  -8.63812220e+00   0.00000000e+00   0.00000000e+00]]",-1.16707,"[ 0.80052217  1.03388714 -1.05891931 -0.79430966 -0.10428013 -0.41521725
  0.0080952  -1.80041073  0.45839509 -0.86182689  0.        ]",[-1.07158887  0.10067533],[-1.31584771  1.40597978],[-0.82610857 -0.59111267],-0.167240332097
6,"[[ -1.17513944e+00  -6.97458891e-01  -1.33010579e-02  -4.81696765e-02]
 [ -1.92514688e+01  -4.50546573e+00   0.00000000e+00   0.00000000e+00]]",-0.827339,"[ 0.39724632  0.89089402 -1.33318354 -0.9289809  -0.10428009 -0.41521709
 -0.04611747 -0.97160038 -0.0250245  -0.9627615   0.        ]",[-1.36649764 -0.14604843],[-1.53166426 -0.24007987],[-0.82610857 -0.59111267],-0.15035642923
7,"[[ -1.59604626e+00  -7.96186963e-01  -1.33010579e-02  -4.81696765e-02]
 [ -2.28273775e+01  -5.36439357e+00   0.00000000e+00   0.00000000e+00]]",-0.922961,"[-0.1698122   0.76718505 -1.44590965 -1.02109895 -0.10428006 -0.41521694
 -0.09923383 -1.14385865 -0.55303788 -0.81675297  0.        ]",[-1.49029982  0.24337681],[-0.97979201  0.68865204],[-0.82610857 -0.59111267],-0.144657725455
8,"[[ -2.08697333e+00  -8.75021199e-01  -1.33010579e-02  -4.81696765e-02]
 [ -2.62538595e+01  -2.52837832e+00   0.00000000e+00   0.00000000e+00]]",-0.940415,"[-0.81647596  0.65931519 -1.25548085 -1.08833789 -0.10428003 -0.41521678
 -0.15013062 -0.57509183 -0.99569083 -0.3717846   0.        ]",[-1.69049919  0.23292503],[-1.59474032  0.84599834],[-0.82610857 -0.59111267],-0.155674705448
9,"[[ -2.64654952e+00  -8.91440851e-01  -1.33010579e-02  -4.81696765e-02]
 [ -2.96922005e+01   8.75179373e-01   0.00000000e+00   0.00000000e+00]]",-1.00389,"[-1.35001736  0.63590013 -0.67725786 -1.10159194 -0.10427999 -0.41521662
 -0.20120356  0.10749624 -1.18502999  0.29025837  0.        ]",[-1.9524622   0.24508427],[-2.47677979 -0.18746675],[-0.82610857 -0.59111267],-0.181366879758
