timestep,human_obs,rewards,obs,avg_action_dist,actions,logstd_action_dist,original_rewards
0,"[[ 0.0733751   0.05915721  0.18069951  0.19176646]
 [-0.00291908  0.00339158  0.          0.        ]]",-0.594291,"[ 1.21252884  1.17786836  0.12028683 -0.24894525  1.56857454  1.67735401
  0.30279349 -0.11757506  0.01779858 -1.14751911  0.        ]",[-0.13813938  2.08413649],[ 0.81698867  1.30141595],[-0.57126272 -0.33071893],-0.172202277678
1,"[[ 0.10572862  0.0989396   0.18069951  0.19176646]
 [ 3.22752343  3.96165947  0.          0.        ]]",-0.567493,"[ 1.20853965  1.17335611  0.16782275 -0.1887154   1.56857029  1.677349
  0.35838656  0.55564134  0.00800969 -1.07295908  0.        ]",[-0.09039211  1.96049166],[-0.1881546   1.74170341],[-0.57126272 -0.33071893],-0.161047604581
2,"[[ 0.16215588  0.21711678  0.18069951  0.19176646]
 [ 2.41791788  7.84312096  0.          0.        ]]",-0.525413,"[ 1.1981553   1.14666783  0.25031013 -0.01156486  1.56856603  1.67734399
  0.34445357  1.21579317 -0.02991432 -0.91108542  0.        ]",[-0.07404436  1.77688408],[ 0.15798213  1.35247556],[-0.57126272 -0.33071893],-0.136395756492
3,"[[  0.21629197   0.4121468    0.18069951   0.19176646]
 [  2.99383268  11.64720351   0.           0.        ]]",-0.472256,"[ 1.18412336  1.06014804  0.32873888  0.26966383  1.56856178  1.67733898
  0.35436432  1.86278009 -0.11582928 -0.71347952  0.        ]",[ 0.04901044  1.11748457],[-0.98332644  0.74901374],[-0.57126272 -0.33071893],-0.105808045059
4,"[[  0.23653782   0.67254829   0.18069951   0.19176646]
 [ -0.95609506  14.38380285   0.           0.        ]]",-0.467801,"[ 1.17785862  0.86771798  0.35784344  0.60745607  1.56855753  1.67733397
  0.28638877  2.32820475 -0.24787563 -0.55074237  0.        ]",[ 0.0739242  0.4110496],[-0.44112089  0.20963988],[-0.57126272 -0.33071893],-0.0830813876217
5,"[[  0.20009846   0.96570129   0.18069951   0.19176646]
 [ -2.68211131  14.92965908   0.           0.        ]]",-0.504203,"[ 1.18873101  0.56133245  0.30536494  0.91040989  1.56855328  1.67732896
  0.25668508  2.42102976 -0.38965818 -0.47806772  0.        ]",[ 0.11526246 -0.11209404],[-0.0384647   1.05395021],[-0.57126272 -0.33071893],-0.0809913133226
6,"[[  0.14545813   1.30105668   0.18069951   0.19176646]
 [ -2.78146478  18.59366706   0.           0.        ]]",-0.603683,"[ 1.20167123  0.12721766  0.22596661  1.12515815  1.56854903  1.67732395
  0.25497507  3.04416928 -0.56349633 -0.46005258  0.        ]",[ 0.22239442 -1.2242738 ],[ 0.34801234 -1.88760363],[-0.57126272 -0.33071893],-0.0963352416216
7,"[[  0.10421699   1.62950558   0.18069951   0.19176646]
 [ -1.34749588  14.26566876   0.           0.        ]]",-0.738761,"[ 1.20874428 -0.33962699  0.16560316  1.17745944  1.56854478  1.67731894
  0.27965242  2.30806903 -0.75065095 -0.4918029   0.        ]",[ 0.23633404 -1.12979245],[ 0.66744405 -0.39965764],[-0.57126272 -0.33071893],-0.122967331566
8,"[[  0.10404907   1.89610395   0.18069951   0.19176646]
 [  1.32185268  12.40041093   0.           0.        ]]",-0.856974,"[ 1.208766   -0.71425086  0.16535665  1.10041566  1.56854053  1.67731393
  0.32558977  1.99082671 -0.91953827 -0.54951497  0.        ]",[ 0.30706304 -1.26223779],[-0.07106349 -1.79359175],[-0.57126272 -0.33071893],-0.150855283749
9,"[[ 0.12741103  2.10192133  0.18069951  0.19176646]
 [ 1.01525457  8.19534018  0.          0.        ]]",-0.981338,"[ 1.20504655 -0.98259743  0.19958999  0.97083615  1.56853628  1.67730892
  0.32031315  1.27564639 -1.05126126 -0.62177082  0.        ]",[ 0.32257307 -1.04753685],[ 0.40948092 -1.14532039],[-0.57126272 -0.33071893],-0.175000544639
