timestep,human_obs,rewards,obs,avg_action_dist,actions,logstd_action_dist,original_rewards
0,"[[ 0.0996554  -0.08422137 -0.13276643  0.19341257]
 [-0.0028772   0.00126395  0.          0.        ]]",-1.41451,"[ 1.23461577  1.2882956   0.16375461 -0.23851249 -1.14254585  1.68560429
  0.2488859  -0.07434352  1.89893904 -1.1812944   0.        ]",[ 2.98691583 -1.16507983],[ 2.92993309 -1.10316458],[-0.75320214 -0.50519127],-0.387529091559
1,"[[ 0.13930442 -0.12393958 -0.13276643  0.19341257]
 [ 3.95459911 -3.95987671  0.          0.        ]]",-1.4496,"[ 1.22809227  1.28098088  0.22149351 -0.28955429 -1.14254486  1.68560185
  0.30887423 -0.85156405  1.89612313 -1.15555577  0.        ]",[ 3.07007146 -0.4089877 ],[ 3.05640296  0.72865823],[-0.75320214 -0.50519127],-0.385283743425
2,"[[ 0.25729092 -0.17341737 -0.13276643  0.19341257]
 [ 7.8311508  -0.9977622   0.          0.        ]]",-1.38579,"[ 1.19602948  1.26799024  0.39106676 -0.3527765  -1.14254386  1.68559941
  0.36763586 -0.27036315  1.88006059 -1.03048974  0.        ]",[ 3.01206589 -1.03135598],[ 3.07208856 -0.83902884],[-0.75320214 -0.50519127],-0.374412295129
3,"[[  0.45206365  -0.22652125  -0.13276643   0.19341257]
 [ 11.63347093  -4.30159368   0.           0.        ]]",-1.32346,"[ 1.1028171   1.24929443  0.658555   -0.42002071 -1.14254287  1.68559697
  0.42527226 -0.91861231  1.82554229 -0.81012605  0.        ]",[ 3.05143452 -0.35728836],[ 4.16194371 -1.01010381],[-0.75320214 -0.50519127],-0.352867923724
4,"[[  0.72213156  -0.35143886  -0.13276643   0.19341257]
 [ 15.3609414   -8.17720526   0.           0.        ]]",-1.59853,"[ 0.8969627   1.18623779  0.98735785 -0.57464272 -1.14254188  1.68559453
  0.48177406 -1.67904959  1.70879754 -0.5632724   0.        ]",[ 3.05241179  0.51610351],[ 2.14469256  0.21370149],[-0.75320214 -0.50519127],-0.322426140822
5,"[[  1.06599341  -0.50487761  -0.13276643   0.19341257]
 [ 19.01313453  -7.16994534   0.           0.        ]]",-1.1537,"[ 0.5287785   1.07342945  1.30166987 -0.75483835 -1.14254089  1.6855921
  0.53713475 -1.48141193  1.49395408 -0.30038195  0.        ]",[ 2.905617    0.33981979],[ 2.39389308  0.71689022],[-0.75320214 -0.50519127],-0.2783231373
6,"[[  1.48216973  -0.61837532  -0.13276643   0.19341257]
 [ 22.5925995   -4.18965747   0.           0.        ]]",-0.540306,"[-0.01656765  0.96635052  1.47886625 -0.87890226 -1.1425399   1.68558966
  0.59139299 -0.89664513  1.12948033 -0.05670541  0.        ]",[ 2.64151955 -0.31818509],[ 2.02207923  0.43062433],[-0.75320214 -0.50519127],-0.213315256698
7,"[[  1.9692296   -0.68422586  -0.13276643   0.19341257]
 [ 26.10169979  -2.40124959   0.           0.        ]]",-0.0137473,"[-0.67420735  0.89560621  1.36972672 -0.94656171 -1.1425389   1.68558722
  0.64458459 -0.54573899  0.6048087   0.03809715  0.        ]",[ 2.31522679 -0.78364217],[ 2.6548454  -0.65591064],[-0.75320214 -0.50519127],-0.125057297214
8,"[[  2.52579106  -0.75782248  -0.13276643   0.19341257]
 [ 29.54307075  -4.94978461   0.           0.        ]]",0.148089,"[-1.26539082  0.80951009  0.86506172 -1.01797733 -1.14253791  1.68558478
  0.6967495  -1.04578973  0.03661692 -0.17210873  0.        ]",[ 2.02609491 -0.24787688],[ 1.3917375  -1.44380918],[-0.75320214 -0.50519127],-0.0405862585841
9,"[[  3.15050779  -0.89554442  -0.13276643   0.19341257]
 [ 32.91752267  -8.80935114   0.           0.        ]]",0.234256,"[-1.51886008  0.63006532  0.00473929 -1.13841793 -1.14253692  1.68558234
  0.74789999 -1.80307768 -0.35851881 -0.70478521  0.        ]",[ 1.8299911   0.75582439],[ 2.02857496  0.6147941 ],[-0.75320214 -0.50519127],-0.11508517866
