timestep,human_obs,actions,logstd_action_dist,avg_action_dist,rewards,obs,original_rewards
0,"[[ 0.09400427 -0.00303911  0.07559108  0.19330249]
 [-0.00086537  0.00116244  0.          0.        ]]",[ 0.70503452  1.2546023 ],[-0.82867384 -0.59266776],[ 0.95579982  1.31326509],-1.13575,"[ 1.23990593  1.31720025  0.15811789 -0.11920369  0.66673385  1.6593313
  0.23885812 -0.06590751  0.65366897 -1.10897047  0.        ]",-0.219260149126
1,"[[ 0.12195487  0.03670086  0.07559108  0.19330249]
 [ 2.78664979  3.95964547  0.          0.        ]]",[ 1.77256958  1.22610712],[-0.82867384 -0.59266776],[ 0.8318398   1.17334557],-1.09639,"[ 1.23574723  1.31596299  0.19884594 -0.06860155  0.66673354  1.6593293
  0.28022308  0.73030033  0.64637807 -1.04298459  0.        ]",-0.210517294127
2,"[[ 0.21681053  0.1548198   0.07559108  0.19330249]
 [ 6.68595992  7.83932071  0.          0.        ]]",[ 0.52734533  0.82661506],[-0.82867384 -0.59266776],[ 0.73356307  0.95352364],-1.08493,"[ 1.21368304  1.29509979  0.33583765  0.08105788  0.66673323  1.6593273
  0.3380864   1.51065567  0.60049046 -0.83575436  0.        ]",-0.181383529924
3,"[[  0.37012366   0.34288061   0.07559108   0.19330249]
 [  8.63892316  10.95636473   0.           0.        ]]",[ 1.00929057 -0.54199888],[-0.82867384 -0.59266776],[ 0.62035239  0.79563969],-1.03441,"[ 1.15252609  1.20961709  0.55073535  0.31285134  0.66673292  1.65932529
  0.36706709  2.13761306  0.45960325 -0.53267696  0.        ]",-0.132003536324
4,"[[  0.58089366   0.53828326   0.07559108   0.19330249]
 [ 12.42551307   8.59175741   0.           0.        ]]",[ 0.29995662  0.44438647],[-0.82867384 -0.59266776],[ 0.80070961  1.0037781 ],-1.06229,"[ 1.01958725  1.05583899  0.82488614  0.53759159  0.66673261  1.65932329
  0.4232577   1.66199525  0.19330941 -0.23574632  0.        ]",-0.0685150858227
5,"[[  0.83884636   0.72605896   0.07559108   0.19330249]
 [ 13.36671253  10.18049411   0.           0.        ]]",[ 0.39367817  0.1486436 ],[-0.82867384 -0.59266776],[ 0.74592328  0.81446397],-1.12388,"[ 0.78817553  0.851061    1.11085168  0.73024168  0.6667323   1.65932128
  0.43722439  1.98154954 -0.1876002  -0.03743546  0.        ]",-0.0120533741737
6,"[[  1.11916579   0.93354176   0.07559108   0.19330249]
 [ 14.66100281  10.5664688    0.           0.        ]]",[ 0.9167312  -0.22918927],[-0.82867384 -0.59266776],[ 0.88086832  0.25743604],-1.21197,"[ 0.46809656  0.56863236  1.33930541  0.90829577  0.66673199  1.65931928
  0.45643073  2.05918069 -0.63204378 -0.01755837  0.        ]",-0.0831352365109
7,"[[  1.44588735   1.13364819   0.07559108   0.19330249]
 [ 18.00010376   9.44783826   0.           0.        ]]",[ 0.90737525 -0.94800767],[-0.82867384 -0.59266776],[ 1.03707659 -0.18676712],-1.4223,"[ 0.037647    0.25140448  1.47484352  1.03849537  0.66673168  1.65931727
  0.50598086  1.83417796 -1.06734184 -0.20979294  0.        ]",-0.160182353805
8,"[[  1.83836539   1.28304302   0.07559108   0.19330249]
 [ 21.23683059   5.5047036    0.           0.        ]]",[ 0.92531847 -0.24655018],[-0.82867384 -0.59266776],[ 1.03006434  0.02734691],-1.47291,"[-0.49925718 -0.0065402   1.4341057   1.10589483  0.66673137  1.65931527
  0.55401181  1.04105998 -1.39879248 -0.59411429  0.        ]",-0.232171185608
9,"[[  2.29563766   1.38222037   0.07559108   0.19330249]
 [ 24.47959735   4.41655799   0.           0.        ]]",[ 1.38515418 -0.39153988],[-0.82867384 -0.59266776],[ 1.02700984 -0.18844606],-1.69267,"[-1.04949024 -0.18460097  1.11778292  1.13568122  0.66673106  1.65931326
  0.60213236  0.82219126 -1.54399757 -1.11363813  0.        ]",-0.293953996189
10,"[[  2.82008728   1.45408374   0.07559108   0.19330249]
 [ 27.95375475   2.77512391   0.           0.        ]]",[ 0.56609216  0.17903127],[-0.82867384 -0.59266776],[ 1.0540086 -0.0584095],-1.54385,"[-1.44390596 -0.31585231  0.48369389  1.14959393  0.66673075  1.65931126
  0.6536866   0.49203499 -1.42930597 -1.67642937  0.        ]",-0.339753925093
11,"[[  3.39609652   1.51610903   0.07559108   0.19330249]
 [ 29.64159514   3.42516951   0.           0.        ]]",[ 0.84019995 -0.226047  ],[-0.82867384 -0.59266776],[ 1.22681546 -0.23970695],-1.4887,"[-1.47016844 -0.43005366 -0.34848991  1.15635358  0.66673044  1.65930926
  0.67873288  0.62278413 -1.0336496  -2.09841698  0.        ]",-0.35934185329
12,"[[  4.01641583   1.57490617   0.07559108   0.19330249]
 [ 32.38118379   2.4576517    0.           0.        ]]",[ 1.29964635 -0.59196094],[-0.82867384 -0.59266776],[ 1.52958953 -0.14442147],-0.970266,"[-1.01927998 -0.53867709 -1.10431517  1.15824594  0.66673013  1.65930725
  0.71938649  0.42817852 -0.46613162 -2.18888963  0.        ]",-0.344639296882
13,"[[  4.69732752   1.5999993    0.07559108   0.19330249]
 [ 35.69881871   0.05949428   0.           0.        ]]",[ 2.04766053  0.44623752],[-0.82867384 -0.59266776],[ 1.8356477   0.35181695],-0.533173,"[-0.15510392 -0.58504852 -1.44503234  1.1577128   0.66672982  1.65930525
  0.76861795 -0.05418429  0.05595391 -1.87402156  0.        ]",-0.293584261798
14,"[[  5.44392372   1.61884121   0.07559108   0.19330249]
 [ 38.95008048   1.81866161   0.           0.        ]]",[ 1.89115161  0.19692209],[-0.82867384 -0.59266776],[ 2.07784939  0.27779421],-0.463983,"[ 0.78775228 -0.61984704 -1.07019077  1.15678531  0.66672951  1.65930324
  0.81686443  0.29965276  0.27308938 -1.21590484  0.        ]",-0.202661360933
15,"[[  6.25490702   1.66260189   0.07559108   0.19330249]
 [ 42.13769853   2.55477536   0.           0.        ]]",[ 1.85097415 -0.18702856],[-0.82867384 -0.59266776],[ 2.03473616  0.37080747],-0.865737,"[ 1.24544687 -0.700525   -0.02091018  1.15289076  0.6667292   1.65930124
  0.86416644  0.44771381 -0.03613783 -0.54028626  0.        ]",-0.0880861535239
16,"[[  7.12901417   1.70567439   0.07559108   0.19330249]
 [ 45.26257055   1.7549559    0.           0.        ]]",[ 2.11283667 -0.33102864],[-0.82867384 -0.59266776],[ 1.7452091   0.46121803],-1.13488,"[ 0.78098545 -0.77961812  1.11766221  1.14668611  0.66672889  1.65929923
  0.91053728  0.28683874 -0.73746461 -0.35124532  0.        ]",-0.115812056522
17,"[[  8.06499601   1.72717733   0.07559108   0.19330249]
 [ 48.32532501   0.3996567    0.           0.        ]]",[ 0.88118872  1.29997081],[-0.82867384 -0.59266776],[ 1.38403296  0.50764656],-1.02264,"[-0.42342646 -0.81893988  1.45374983  1.1427112   0.66672858  1.65929723
  0.95598627  0.01423498 -1.32268507 -0.85638848  0.        ]",-0.240648239245
18,"[[  9.05690199   1.77471176   0.07559108   0.19330249]
 [ 50.8571566    4.34049298   0.           0.        ]]",[ 1.2489066  -1.70263382],[-0.82867384 -0.59266776],[ 1.44647861 -0.68942565],-1.5679,"[-1.42227872 -0.90536684  0.54765768  1.13186418  0.66672827  1.65929523
  0.99355662  0.80689134 -1.24940145 -1.70599732  0.        ]",-0.324959506269
19,"[[ 10.10367709   1.82081405   0.07559108   0.19330249]
 [ 53.8102104    0.28306568   0.           0.        ]]",[ 0.97049939  0.49443762],[-0.82867384 -0.59266776],[ 1.59168184  0.24208337],-1.04427,"[-1.20856513 -0.98838389 -0.89985479  1.11865218  0.66672796  1.65929322
  1.03737762 -0.00921657 -0.52738458 -2.0702336   0.        ]",-0.328509739695
20,"[[ 11.20773938   1.84593274   0.07559108   0.19330249]
 [ 56.5869335    2.22214285   0.           0.        ]]",[ 1.91145166  0.17882103],[-0.82867384 -0.59266776],[ 2.09710503 -0.13907017],-0.474685,"[ 0.15634749 -1.03321734 -1.41233247  1.11034768  0.66672765  1.65929122
  1.07858191  0.38080796  0.11400447 -1.53515977  0.        ]",-0.243324861539
