timestep,human_obs,rewards,obs,avg_action_dist,actions,logstd_action_dist,original_rewards
0,"[[ 0.09440982  0.00236787 -0.18084299 -0.13089557]
 [-0.00400367  0.0013459   0.          0.        ]]",-2.99683,"[ 1.25189269  1.4281826   0.16065529 -0.08954359 -1.56086209 -1.13344813
  0.21465425 -0.05223312  2.16705921  0.97819313  0.        ]",[-1.52150619 -2.27816939],[-1.44147174 -1.72618593],[-1.06081665 -0.90003347],-0.418084976371
1,"[[ 0.05465548 -0.03731787 -0.18084299 -0.13089557]
 [-3.95827053 -3.95673405  0.          0.        ]]",-3.00453,"[ 1.25598542  1.42669892  0.10275031 -0.13818705 -1.56086113 -1.13344767
  0.15919587 -0.90958364  2.1717318   0.89697916  0.        ]",[-1.08740747 -1.91531765],[-1.00018748 -2.18836252],[-1.06081665 -0.90003347],-0.414424052099
2,"[[-0.06340012 -0.15537922 -0.18084299 -0.13089557]
 [-7.83441269 -7.83647069  0.          0.        ]]",-3.13075,"[ 1.25527145  1.4024242  -0.06959422 -0.28217345 -1.56086016 -1.1334472
  0.10483317 -1.74996343  2.15609227  0.656298    0.        ]",[-0.4431392  -1.19739294],[-0.63759074 -0.54523318],[-1.06081665 -0.90003347],-0.400872585452
3,"[[ -0.24383448  -0.33220312  -0.18084299  -0.13089557]
 [-10.20120509  -9.83923339   0.           0.        ]]",-3.03932,"[ 1.21714368  1.31126558 -0.32970157 -0.49227248 -1.56085919 -1.13344673
  0.07163903 -2.18377495  2.0507913   0.31139934  0.        ]",[ 0.13528018 -0.68638778],[-0.07569878 -0.90504643],[-1.06081665 -0.90003347],-0.37308703491
4,"[[ -0.44883203  -0.56298672  -0.18084299  -0.13089557]
 [-10.29834677 -13.22781705   0.           0.        ]]",-3.03726,"[ 1.12108385  1.098138   -0.61087293 -0.74677188 -1.56085822 -1.13344627
  0.07027661 -2.91776269  1.81023054 -0.02541774  0.        ]",[ 1.10188687  0.29684284],[ 1.35019939  0.50728043],[-1.06081665 -0.90003347],-0.329325210511
5,"[[ -0.61307871  -0.80477466  -0.18084299  -0.13089557]
 [ -6.14006505 -10.95853457   0.           0.        ]]",-2.54005,"[ 1.00620464  0.77224706 -0.81752779 -0.97598186 -1.56085726 -1.1334458
  0.12859628 -2.42621666  1.5165117  -0.21504456  0.        ]",[ 1.30438292  0.31178448],[ 1.2867473   0.22800145],[-1.06081665 -0.90003347],-0.281614234854
6,"[[-0.69497517 -1.01272249 -0.18084299 -0.13089557]
 [-2.0630521  -9.83996493  0.          0.        ]]",-2.17254,"[ 0.93732348  0.42212856 -0.91244251 -1.13241986 -1.56085629 -1.13344533
  0.18577616 -2.18392431  1.30014501 -0.25828614  0.        ]",[ 1.60345674  0.63692749],[ 1.89986437  0.60438798],[-1.06081665 -0.90003347],-0.246261904859
7,"[[-0.69613791 -1.18356715 -0.18084299 -0.13089557]
 [ 1.93359661 -7.25309643  0.          0.        ]]",-1.92415,"[ 0.93629279  0.09722602 -0.9137461  -1.22765659 -1.56085532 -1.13344486
  0.24182893 -1.62358967  1.19119922 -0.23209871  0.        ]",[ 1.49997175  0.66890556],[ 1.78221045  0.53336707],[-1.06081665 -0.90003347],-0.227331931623
8,"[[-0.61815345 -1.30600796 -0.18084299 -0.13089557]
 [ 5.85188398 -4.99845774  0.          0.        ]]",-1.87005,"[ 1.00215125 -0.15066888 -0.82357885 -1.27570107 -1.56085435 -1.1334444
  0.29678269 -1.13521904  1.19201547 -0.18238352  0.        ]",[ 1.4417547   0.63025546],[ 1.87971353  0.77652262],[-1.06081665 -0.90003347],-0.22630056731
9,"[[-0.46257924 -1.37414105 -0.18084299 -0.13089557]
 [ 9.69277259 -1.82537155  0.          0.        ]]",-1.77277,"[ 1.11271575 -0.29248415 -0.6289031  -1.29479844 -1.56085338 -1.13344393
  0.35065093 -0.44790681  1.2930029  -0.11579535  0.        ]",[ 1.32092607  0.24705966],[ 1.73055125  0.19167105],[-1.06081665 -0.90003347],-0.242237365393
