timestep,human_obs,rewards,obs,avg_action_dist,actions,logstd_action_dist,original_rewards
0,"[[-0.02699528  0.08402151  0.16991649 -0.15229438]
 [ 0.00041163 -0.0023881   0.          0.        ]]",-0.58916,"[ 1.20802848  1.16163017 -0.02966489 -0.27344869  1.47557856 -1.30813566
  0.31605149 -0.12627225  0.0848627   1.05874569  0.        ]",[-2.23956609  1.65345645],[-1.18903713  1.44797366],[-0.53384513 -0.28548023],-0.160882789927
1,"[[-0.06669312  0.12371746  0.16991649 -0.15229438]
 [-3.9570159   3.95877482  0.          0.        ]]",-0.54933,"[ 1.20546539  1.15598084 -0.0882667  -0.2096002   1.47557419 -1.30813235
  0.24503943  0.52262286  0.08373407  1.031753    0.        ]",[-2.30652261  1.34451687],[-1.24763391  1.2469477 ],[-0.53384513 -0.28548023],-0.156998712212
2,"[[-0.18475411  0.24184926  0.16991649 -0.15229438]
 [-7.83617385  7.84144814  0.          0.        ]]",-0.374631,"[ 1.1850835   1.12653369 -0.26127323 -0.02184257  1.47556981 -1.30812904
  0.17543184  1.15865876  0.07474364  0.95209195  0.        ]",[-2.39101362  0.6732499 ],[-2.22605623  1.27177178],[-0.53384513 -0.28548023],-0.145314137946
3,"[[ -0.3796293    0.4368618    0.16991649  -0.15229438]
 [-11.63871916  11.64707809   0.           0.        ]]",-0.0411283,"[ 1.11045429  1.03760354 -0.5374534   0.27508506  1.47556544 -1.30812573
  0.10719899  1.78206923  0.04182389  0.82494384  0.        ]",[-2.4736886  -0.06529117],[-3.19186803 -1.41332969],[-0.53384513 -0.28548023],-0.125874665189
4,"[[ -0.64977464   0.62777191   0.16991649  -0.15229438]
 [-15.36349166   7.45781724   0.           0.        ]]",-0.0174136,"[ 0.92783385  0.90485957 -0.88392199  0.54071092  1.47556107 -1.30812243
  0.0403617   1.09580666 -0.0377901   0.60600684  0.        ]",[-2.43559217  0.18673973],[-2.28476901 -0.67872285],[-0.53384513 -0.28548023],-0.0915194071939
5,"[[ -0.99368446   0.74848767   0.16991649  -0.15229438]
 [-19.01536343   4.62311311   0.           0.        ]]",0.091534,"[ 0.58263597  0.79973089 -1.22832629  0.69142001  1.4755567  -1.30811912
 -0.02516746  0.63144119 -0.2098701   0.28196805  0.        ]",[-2.39948535  0.29433194],[-2.01393692 -0.50508464],[-0.53384513 -0.28548023],-0.0426762908182
6,"[[ -1.4099105    0.81996494   0.16991649  -0.15229438]
 [-22.59531984   2.53148147   0.           0.        ]]",0.120474,"[ 0.05176595  0.73047833 -1.44859698  0.77323688  1.47555233 -1.30811581
 -0.08940617  0.28880186 -0.53699159 -0.05440607  0.        ]",[-2.38458467  0.3898724 ],[-2.45721719 -0.44571001],[-0.53384513 -0.28548023],-0.0629487607941
7,"[[ -1.89702531   0.85237759   0.16991649  -0.15229438]
 [-26.1044479    0.71572609   0.           0.        ]]",-0.187298,"[-0.61030534  0.69747646 -1.38973037  0.80837152  1.47554795 -1.3081125
 -0.15237394 -0.00864498 -1.048724   -0.25832366  0.        ]",[-2.41079259  0.53134775],[-2.50094581  0.97197036],[-0.53384513 -0.28548023],-0.151447240394
8,"[[ -2.45364506   0.90515044   0.16991649  -0.15229438]
 [-29.54618757   4.54864939   0.           0.        ]]",-0.747085,"[-1.23299729  0.64173115 -0.92816834  0.86282434  1.47554358 -1.3081092
 -0.21413248  0.61924276 -1.64411289 -0.14679697  0.        ]",[-2.56155181 -0.08080694],[-1.59372396 -0.9138465 ],[-0.53384513 -0.28548023],-0.245632278775
9,"[[ -3.07839704   0.95889213   0.16991649  -0.15229438]
 [-32.91769335   0.83773276   0.           0.        ]]",-1.09666,"[-1.54353278  0.58253885 -0.083096    0.91463601  1.47553921 -1.30810589
 -0.27463072  0.01134033 -2.14453783  0.3523269   0.        ]",[-2.63141465  0.238572  ],[-2.49777619 -1.16090976],[-0.53384513 -0.28548023],-0.331215593408
