timestep,human_obs,rewards,obs,avg_action_dist,actions,logstd_action_dist,original_rewards
0,"[[ 0.08670877 -0.00519769 -0.10752523  0.06517757]
 [-0.00348742  0.00473348  0.          0.        ]]",-2.42843,"[ 1.25210817  1.41298357  0.14861806 -0.1011664  -0.92663263  0.56907707
  0.22054558 -0.05406859  1.73841693 -0.29347345  0.        ]",[ 2.39682579 -1.74311829],[ 2.41999694 -1.69244073],[-1.03065705 -0.84604985],-0.320334797682
1,"[[ 0.12634566 -0.04484725 -0.10752523  0.06517757]
 [ 3.95399528 -3.9564816   0.          0.        ]]",-2.51803,"[ 1.2462809   1.41090394  0.20619767 -0.14994349 -0.92663229  0.56907692
  0.27640353 -0.90337466  1.73593416 -0.26820066  0.        ]",[ 2.67038059 -1.33298421],[ 2.7978986  -1.43298096],[-1.03065705 -0.84604985],-0.319356680585
2,"[[ 0.24434666 -0.16293381 -0.10752523  0.06517757]
 [ 7.83319176 -7.83922161  0.          0.        ]]",-2.71541,"[ 1.21623089  1.38525469  0.37555247 -0.29440174 -0.92663195  0.56907677
  0.33115651 -1.73585423  1.72313148 -0.19387034  0.        ]",[ 2.81782079 -0.35249895],[ 2.53468321 -0.83578618],[-1.03065705 -0.84604985],-0.315820413985
3,"[[  0.43915985  -0.35137886  -0.10752523   0.06517757]
 [ 11.63549691 -10.99472836   0.           0.        ]]",-2.86568,"[ 1.12610127  1.28496336  0.64330069 -0.51835798 -0.92663161  0.56907663
  0.3848242  -2.41240883  1.6843706  -0.07178187  0.        ]",[ 2.83567023  0.68944681],[ 2.09617025  0.77071538],[-1.03065705 -0.84604985],-0.307888647691
4,"[[  0.70924325  -0.53848143  -0.10752523   0.06517757]
 [ 15.36050798  -7.72635148   0.           0.        ]]",-2.67519,"[ 0.92388438  1.11645056  0.97361667 -0.72589858 -0.92663127  0.56907648
  0.43740091 -1.71165036  1.59125879  0.13136983  0.        ]",[ 2.5270133  0.4412694],[ 1.95378987  0.86969156],[-1.03065705 -0.84604985],-0.292406907625
5,"[[  1.05308959  -0.65692903  -0.10752523   0.06517757]
 [ 19.01199381  -4.13030748   0.           0.        ]]",-2.38576,"[ 0.55891476  0.97684419  1.29168311 -0.84632578 -0.92663093  0.56907633
  0.48893984 -0.94063961  1.39494001  0.42353377  0.        ]",[ 2.13835955 -0.32243961],[ 1.83138123  0.21383454],[-1.03065705 -0.84604985],-0.266340752885
6,"[[  1.46925113  -0.73022053  -0.10752523   0.06517757]
 [ 22.59225658  -3.2018397    0.           0.        ]]",-2.08446,"[ 0.01482224  0.87867522  1.47561797 -0.91566897 -0.92663059  0.56907618
  0.53947348 -0.7415711   1.04415373  0.70744009  0.        ]",[ 1.77578664 -0.63347989],[ 2.20963593 -0.38161918],[-1.03065705 -0.84604985],-0.226580532347
7,"[[  1.95631704  -0.808777    -0.10752523   0.06517757]
 [ 26.10270486  -4.64886194   0.           0.        ]]",-1.70445,"[-0.64526591  0.7641612   1.37590602 -0.98509012 -0.92663026  0.56907603
  0.5890217  -1.05181973  0.54996035  0.8318005   0.        ]",[ 1.39130211 -0.15256289],[ 0.7778132  -0.38666437],[-1.03065705 -0.84604985],-0.171975558551
8,"[[  2.50407921  -0.91617665  -0.10752523   0.06517757]
 [ 28.66505242  -6.08618741   0.           0.        ]]",-1.38915,"[-1.23639342  0.59331087  0.89170662 -1.07103514 -0.92662992  0.56907588
  0.62518791 -1.359989    0.02069386  0.68131026  0.        ]",[ 1.15652573  0.42355955],[ 1.79676694  0.51702665],[-1.03065705 -0.84604985],-0.107347917684
9,"[[  3.11139208  -1.0161297   -0.10752523   0.06517757]
 [ 32.05494082  -3.91617368   0.           0.        ]]",-1.25716,"[-1.50734205  0.42105336  0.06620556 -1.14093254 -0.92662958  0.56907574
  0.67303446 -0.89472657 -0.40827636  0.22393268  0.        ]",[ 1.11654174 -0.01371074],[ 1.16346194 -0.69377057],[-1.03065705 -0.84604985],-0.0578800833891
