timestep,human_obs,actions,logstd_action_dist,avg_action_dist,rewards,obs,original_rewards
0,"[[-0.00093007 -0.03200639 -0.04837852  0.017491  ]
 [-0.00209328 -0.00397848  0.          0.        ]]",[-0.239051    0.09673672],[-0.83041829 -0.60766482],[ 0.31756148 -0.75178897],-1.66621,"[ 1.24691832  1.32223778  0.0194641  -0.1561253  -0.40895989  0.13981042
  0.23935822 -0.06663866  1.39643625 -0.11692884  0.        ]",-0.259187808591
1,"[[-0.01046107 -0.02823833 -0.04837852  0.017491  ]
 [-0.94785717  0.37950454  0.          0.        ]]",[ 0.2759111  -0.77263415],[-0.83041829 -0.60766482],[ 0.25525799 -0.7341584 ],-1.5419,"[ 1.24684239  1.32244814  0.00549768 -0.15134086 -0.40895975  0.13981037
  0.22537459  0.01082939  1.39626798 -0.12721473  0.        ]",-0.259294378922
2,"[[-0.0182671  -0.05142305 -0.04837852  0.017491  ]
 [ 0.16354945 -2.68775212  0.          0.        ]]",[-0.22021484 -1.29769319],[-0.83041829 -0.60766482],[ 0.5384326 -0.7805028],-1.66517,"[ 1.24668662  1.32072654 -0.00594004 -0.18076838 -0.4089596   0.13981033
  0.24180717 -0.60879222  1.39510364 -0.15435458  0.        ]",-0.259500901434
3,"[[-0.02375388 -0.14436863 -0.04837852  0.017491  ]
 [-0.70933238 -6.59378975  0.          0.        ]]",[ 0.86986434  0.28874344],[-0.83041829 -0.60766482],[ 0.91618299 -0.56874108],-1.67632,"[ 1.2465265   1.30380181 -0.01397856 -0.29822966 -0.40895945  0.13981028
  0.22890113 -1.39785655  1.3874102  -0.22759887  0.        ]",-0.259635738072
4,"[[ -3.27930845e-03  -2.63476836e-01  -4.83785176e-02   1.74910004e-02]
 [  2.74530126e+00  -5.32126292e+00   0.00000000e+00   0.00000000e+00]]",[ 0.9170677  -1.64659097],[-0.83041829 -0.60766482],[ 1.00745416 -0.79366601],-1.4317,"[ 1.24690752  1.25887589  0.01602157 -0.44631035 -0.4089593   0.13981024
  0.27997943 -1.1407904   1.37367164 -0.28304344  0.        ]",-0.258757702235
5,"[[ 0.08749628 -0.40858629 -0.04837852  0.017491  ]
 [ 6.32036334 -9.17681239  0.          0.        ]]",[ 1.44317167  0.65998988],[-0.83041829 -0.60766482],[ 1.44248796  0.15540749],-1.63332,"[ 1.24163323  1.16978251  0.14888043 -0.6201808  -0.40895915  0.13981019
  0.33283832 -1.91965371  1.36112328 -0.26132362  0.        ]",-0.256090637788
6,"[[  0.25233239  -0.56409259  -0.04837852   0.017491  ]
 [ 10.15055135  -6.38308511   0.           0.        ]]",[ 1.51581253 -0.83086518],[-0.83041829 -0.60766482],[ 1.42610574 -0.17138019],-1.42914,"[ 1.20319787  1.03446772  0.38668308 -0.7946398  -0.408959    0.13981015
  0.38946936 -1.35528738  1.34647837 -0.14976891  0.        ]",-0.251285650546
7,"[[  0.49303648  -0.72350472  -0.04837852   0.017491  ]
 [ 13.90740815  -9.54751105   0.           0.        ]]",[ 1.62300349  0.64375754],[-0.83041829 -0.60766482],[ 1.44389439  0.93306077],-1.66693,"[ 1.08249998  0.85633786  0.71440436 -0.95643305 -0.40895885  0.13981011
  0.44501615 -1.99453466  1.30877433  0.05115737  0.        ]",-0.243606260835
8,"[[  8.08116588e-01  -8.86988292e-01  -4.83785176e-02   1.74910004e-02]
 [  1.75884165e+01  -6.80986842e+00   0.00000000e+00   0.00000000e+00]]",[ 1.1566474   0.76911925],[-0.83041829 -0.60766482],[ 1.2910459   0.70357895],-1.58055,"[ 0.82016044  0.63691706  1.08029112 -1.10017619 -0.4089587   0.13981006
  0.49944147 -1.44149854  1.21114753  0.31983953  0.        ]",-0.231762211251
9,"[[  1.19608788e+00  -9.91276118e-01  -4.83785176e-02   1.74910004e-02]
 [  2.11967085e+01  -3.62939972e+00   0.00000000e+00   0.00000000e+00]]",[ 1.33055424  0.0745533 ],[-0.83041829 -0.60766482],[ 1.14404047 -0.07392353],-1.42994,"[ 0.3717061   0.48013861  1.38454658 -1.17836613 -0.40895856  0.13981002
  0.55279163 -0.79900775  1.00658441  0.65581231  0.        ]",-0.216144018938
