timestep,human_obs,rewards,obs,avg_action_dist,actions,logstd_action_dist,original_rewards
0,"[[-0.00187648 -0.09576161 -0.03252958 -0.07396121]
 [-0.00433222  0.00480542  0.          0.        ]]",-0.40603,"[ 1.13482544  1.19375365 -0.01115859 -0.26133025 -0.25727233 -0.6403537
  0.24118141 -0.02619028  1.26990691  0.44273295  0.        ]",[-0.8846159   0.12372283],[-0.95755848 -0.1603027 ],[-0.17174783 -0.04472842],-0.250084016053
1,"[[-0.03996585 -0.10202017 -0.03252958 -0.07396121]
 [-3.7919948  -0.62855506  0.          0.        ]]",-0.371201,"[ 1.13371809  1.19297138 -0.0683823  -0.27177663 -0.25727143 -0.64035075
  0.11518625 -0.11133582  1.26578093  0.38210971  0.        ]",[-0.91055107  0.12166931],[-0.02014455 -0.31780044],[-0.17174783 -0.04472842],-0.247398913996
2,"[[-0.11584797 -0.12709186 -0.03252958 -0.07396121]
 [-3.79620536 -1.87446093  0.          0.        ]]",-0.322272,"[ 1.12556665  1.18937775 -0.18204296 -0.31355622 -0.25727054 -0.6403478
  0.11504581 -0.27882891  1.24890931  0.25268137  0.        ]",[-0.86237204  0.1356712 ],[-1.62436836 -1.17318583],[-0.17174783 -0.04472842],-0.241320800427
3,"[[-0.23069448 -0.20392134 -0.03252958 -0.07396121]
 [-7.67555589 -5.79541924  0.          0.        ]]",-0.453205,"[ 1.09826593  1.17354129 -0.35195397 -0.44064305 -0.25726964 -0.64034485
 -0.01399972 -0.80594245  1.19314754  0.03424608  0.        ]",[-0.79746318  0.16070199],[ 0.31455485  0.65229703],[-0.17174783 -0.04472842],-0.229705566981
4,"[[-0.37020867 -0.29276901 -0.03252958 -0.07396121]
 [-6.28049183 -3.0983339   0.          0.        ]]",-0.19392,"[ 1.04135986  1.14622767 -0.55205802 -0.58506225 -0.25726874 -0.6403419
  0.03240677 -0.44335498  1.08624935 -0.2090717   0.        ]",[-0.76343858  0.1639455 ],[-0.96278456 -1.48772526],[-0.17174783 -0.04472842],-0.214548274333
5,"[[-0.5327728  -0.3938333  -0.03252958 -0.07396121]
 [-9.96371823 -6.9950988   0.          0.        ]]",-0.279572,"[ 0.9436401   1.10369126 -0.77163335 -0.74463344 -0.25726785 -0.64033895
 -0.09011529 -0.96721626  0.91403688 -0.45345584  0.        ]",[-0.70446312  0.1844168 ],[-1.31005799 -0.22459922],[-0.17174783 -0.04472842],-0.195763578441
6,"[[ -0.76976318  -0.54125235  -0.03252958  -0.07396121]
 [-13.72287289  -7.74427988   0.           0.        ]]",-0.0686365,"[ 0.74596475  1.02066165 -1.05421446 -0.96518336 -0.25726695 -0.640336
 -0.21516306 -1.06792609  0.59010142 -0.71397303  0.        ]",[-0.69513941  0.18504028],[-0.54955931 -0.33473309],[-0.17174783 -0.04472842],-0.167254185412
7,"[[ -1.06331421  -0.70788609  -0.03252958  -0.07396121]
 [-15.62597966  -8.915156     0.           0.        ]]",0.16014,"[ 0.42586113  0.89893014 -1.32170924 -1.19166971 -0.25726606 -0.64033305
 -0.27846924 -1.22532451  0.13429511 -0.84921531  0.        ]",[-0.69993258  0.1785567 ],[ 0.03180464 -1.58507563],[-0.17174783 -0.04472842],-0.134930390881
8,"[[ -1.37147029  -0.92414031  -0.03252958  -0.07396121]
 [-15.19124552 -12.697638     0.           0.        ]]",0.141005,"[ 0.02870065  0.70229422 -1.48133463 -1.439714   -0.25726516 -0.6403301
 -0.26400677 -1.73380446 -0.36169046 -0.74527133  0.        ]",[-0.69934082  0.16898854],[-0.21788364  0.03918735],[-0.17174783 -0.04472842],-0.108383677734
9,"[[ -1.68095065  -1.17400368  -0.03252958  -0.07396121]
 [-15.75496173 -12.29002939   0.           0.        ]]",0.16711,"[-0.3960031   0.43206605 -1.5019653  -1.64804269 -0.25726426 -0.64032715
 -0.282758   -1.6789865  -0.75544963 -0.395608    0.        ]",[-0.76505423  0.14478274],[ 0.02834536 -0.55053759],[-0.17174783 -0.04472842],-0.101231592796
10,"[[ -1.99181594  -1.43922559  -0.03252958  -0.07396121]
 [-15.3330839  -14.22570373   0.           0.        ]]",0.1135,"[-0.808043    0.11279561 -1.37982643 -1.76385248 -0.25726337 -0.64032419
 -0.26872309 -1.93917785 -0.9405221   0.09951118  0.        ]",[-0.77397215  0.12863976],[-0.5057333   1.24451557],[-0.17174783 -0.04472842],-0.114633285266
11,"[[ -2.31554708  -1.68117198  -0.03252958  -0.07396121]
 [-17.03420967  -9.98305031   0.           0.        ]]",0.221529,"[-1.17916883 -0.18905541 -1.11320167 -1.76811919 -0.25726247 -0.64032124
 -0.32531083 -1.36881091 -0.90110976  0.58575873  0.        ]",[-0.81118512  0.11060345],[-1.7667561   0.04612275],[-0.17174783 -0.04472842],-0.136025297861
12,"[[ -2.69257985  -1.87699848  -0.03252958  -0.07396121]
 [-20.65706741  -9.60081424   0.           0.        ]]",-0.0827964,"[-1.4868318  -0.42830136 -0.66059157 -1.70027851 -0.25726157 -0.64031829
 -0.44582585 -1.31741401 -0.68857884  0.97824707  0.        ]",[-0.81028962  0.10533118],[-0.20029871  1.11014906],[-0.17174783 -0.04472842],-0.157485633441
13,"[[ -3.10959456  -2.02736192  -0.03252958  -0.07396121]
 [-21.0429298   -5.44937459   0.           0.        ]]",0.0214165,"[-1.62281609 -0.60268505 -0.05634812 -1.60646766 -0.25726068 -0.64031534
 -0.45866004 -0.75932112 -0.37103536  1.1995168   0.        ]",[-0.8215785   0.09162682],[-1.8431457  0.4992566],[-0.17174783 -0.04472842],-0.172417890846
14,"[[ -3.56600073  -2.11541113  -0.03252958  -0.07396121]
 [-24.58583669  -3.3624246    0.           0.        ]]",-0.1597,"[-1.50114974 -0.69926339  0.61054591 -1.53558718 -0.25725978 -0.64031239
 -0.57651529 -0.47876462 -0.03439506  1.24448204  0.        ]",[-0.82455754  0.0841076 ],[-1.41186637  0.68337737],[-0.17174783 -0.04472842],-0.18028669052
15,"[[ -4.09255839  -2.15481626  -0.03252958  -0.07396121]
 [-28.05827498  -0.58724046   0.           0.        ]]",-0.265794,"[-1.04548668 -0.74090057  1.21495036 -1.50022086 -0.25725888 -0.64030944
 -0.69202576 -0.10568749  0.29049328  1.1174851   0.        ]",[-0.82705629  0.07821894],[-0.37984621  0.24273836],[-0.17174783 -0.04472842],-0.180259333551
16,"[[ -4.6632394   -2.15677129  -0.03252958  -0.07396121]
 [-29.00663199   0.38851676   0.           0.        ]]",-0.189243,"[-0.31209073 -0.74293542  1.49267265 -1.49839408 -0.25725799 -0.64030649
 -0.72357017  0.02548697  0.5251915   0.82505211  0.        ]",[-0.80724883  0.08370758],[-0.95258555  0.3329707 ],[-0.17174783 -0.04472842],-0.169544276963
17,"[[ -5.27544466  -2.13581535  -0.03252958  -0.07396121]
 [-32.20318799   1.70282686   0.           0.        ]]",-0.131941,"[ 0.49182802 -0.72094388  1.26248972 -1.51750889 -0.25725709 -0.64030354
 -0.82990228  0.2021743   0.59283309  0.41523716  0.        ]",[-0.83139765  0.08762736],[-1.67160837  0.27743109],[-0.17174783 -0.04472842],-0.145579943361
18,"[[ -5.95282585e+00  -2.09103226e+00  -3.25295771e-02  -7.39612147e-02]
 [ -3.55238053e+01   2.77208141e+00   0.00000000e+00   0.00000000e+00]]",-0.157547,"[ 1.06025074 -0.67297881  0.47917326 -1.55627924 -0.2572562  -0.64030059
 -0.94036031  0.34591768  0.42713401 -0.0106863   0.        ]",[-0.87595952  0.09035511],[-0.03361929 -0.24849151],[-0.17174783 -0.04472842],-0.106373989873
