timestep,human_obs,actions,logstd_action_dist,avg_action_dist,rewards,obs,original_rewards
0,"[[-0.0434192  -0.03818331 -0.1868724   0.07183307]
 [-0.00080252  0.00474453  0.          0.        ]]",[ 1.6418174  1.5501314],[-0.44078189 -0.19380021],[ 1.31915987 -0.56389934],-1.2103,"[ 1.19653255  1.15383767 -0.05364902 -0.5358993  -1.60499316  0.61909611
  0.30022952 -0.12382064  2.26233804 -0.58065933  0.        ]",-0.405452058843
1,"[[ -3.76002778e-03   1.62304233e-03  -1.86872398e-01   7.18330690e-02]
 [  3.95355764e+00   3.96270489e+00   0.00000000e+00   0.00000000e+00]]",[ 1.10614811 -1.3059484 ],[-0.44078189 -0.19380021],[ 1.34064138 -0.6242469 ],-1.16696,"[ 1.19781562  1.15477664  0.00514441 -0.46570498 -1.60498612  0.61909506
  0.37628204  0.48884151  2.2651439  -0.49312372  0.        ]",-0.403430104755
2,"[[ 0.11423281  0.04034698 -0.1868724   0.07183307]
 [ 7.83280463 -0.07684497  0.          0.        ]]",[ 1.05964028 -2.23904273],[-0.44078189 -0.19380021],[ 1.35512257 -0.58401632],-1.28727,"[ 1.18885698  1.15372107  0.17975691 -0.3974228  -1.60497908  0.61909401
  0.45088988 -0.13645124  2.25306765 -0.29343978  0.        ]",-0.397297800697
3,"[[  3.09040379e-01  -9.17447603e-04  -1.86872398e-01   7.18330690e-02]
 [  1.16352860e+01  -4.03639519e+00   0.00000000e+00   0.00000000e+00]]",[ 1.41071943 -0.82644153],[-0.44078189 -0.19380021],[ 1.37551618 -0.5265125 ],-1.2846,"[ 1.13265516  1.15477119  0.46176002 -0.47018467 -1.60497204  0.61909296
  0.52402121 -0.74936011  2.2041662  -0.04898797  0.        ]",-0.387038882215
4,"[[  0.57914018  -0.11369058  -0.1868724    0.07183307]
 [ 15.36229561  -7.23024872   0.           0.        ]]",[ 1.51956388 -2.27028499],[-0.44078189 -0.19380021],[ 1.37898576 -0.40277052],-1.23348,"[ 0.97351718  1.14640769  0.82236022 -0.66866035 -1.604965    0.61909191
  0.59570091 -1.24374237  2.0929746   0.22917386  0.        ]",-0.370273472093
5,"[[  0.92304449  -0.29659926  -0.1868724    0.07183307]
 [ 19.01601869 -11.04783017   0.           0.        ]]",[ 0.93247625 -0.74563399],[-0.44078189 -0.19380021],[ 1.36598384 -0.2275449 ],-1.17426,"[ 0.65228224  1.09821714  1.19330682 -0.9840666  -1.60495796  0.61909086
  0.66597098 -1.83466701  1.8929867   0.50600033  0.        ]",-0.344030315157
6,"[[  1.33661826  -0.54498967  -0.1868724    0.07183307]
 [ 22.33042941 -13.78197018   0.           0.        ]]",[ 2.36412843 -0.2074435 ],[-0.44078189 -0.19380021],[ 1.34725618 -0.09184393],-0.784707,"[ 0.14148483  0.96714869  1.45321327 -1.38292561 -1.60495091  0.6190898
  0.72971497 -2.25787432  1.59213271  0.72191051  0.        ]",-0.305512387006
7,"[[  1.81850273  -0.82613053  -0.1868724    0.07183307]
 [ 25.84647716 -14.33009302   0.           0.        ]]",[ 2.31091647  0.81959693],[-0.44078189 -0.19380021],[ 1.30966091 -0.02234823],-0.33197,"[-0.5149416   0.73739198  1.44842059 -1.76549261 -1.60494387  0.61908875
  0.79733682 -2.34270052  1.19339637  0.81515367  0.        ]",-0.251484169832
8,"[[  2.37000699  -1.07731039  -0.1868724    0.07183307]
 [ 29.29259802 -10.79943681   0.           0.        ]]",[ 0.79157073  0.19608483],[-0.44078189 -0.19380021],[ 1.2508533  -0.07846534],0.315957,"[-1.16366365  0.47315983  1.04474442 -2.02188634 -1.60493683  0.6190877
  0.86361356 -1.79617807  0.71955643  0.7216743   0.        ]",-0.178567861083
9,"[[  2.98148818  -1.28333456  -0.1868724    0.07183307]
 [ 31.84709479  -9.80611236   0.           0.        ]]",[ 1.36165554 -0.66299607],[-0.44078189 -0.19380021],[ 1.13505363 -0.03780702],0.625736,"[-1.5356019   0.2268616   0.24712227 -2.1599396  -1.60492979  0.61908665
  0.91274168 -1.64241355  0.28190303  0.37369384  0.        ]",-0.0912974307154
