timestep,human_obs,rewards,obs,avg_action_dist,actions,logstd_action_dist,original_rewards
0,"[[ 0.07571378  0.07964031 -0.11263953  0.19718586]
 [ 0.00303914 -0.00319852  0.          0.        ]]",-2.06516,"[ 1.25238533  1.39411378  0.13197809  0.00323594 -0.96942799  1.71697475
  0.22344813 -0.05727267  1.76371259 -1.09874122  0.        ]",[ 3.44348574 -1.210163  ],[ 2.93422297 -0.3555867 ],[-0.97817373 -0.82368481],-0.364486504888
1,"[[ 0.11546999  0.06543486 -0.11263953  0.19718586]
 [ 3.95940611 -1.41264546  0.          0.        ]]",-2.06911,"[ 1.2471393   1.39623547  0.18981065 -0.01425657 -0.9694276   1.71697332
  0.27959018 -0.35703943  1.75870087 -1.05550711  0.        ]",[ 3.46618176 -1.1081934 ],[ 3.4187709 -1.3018788],[-0.97817373 -0.82368481],-0.360595965739
2,"[[  2.33578165e-01  -2.28046920e-03  -1.12639530e-01   1.97185865e-01]
 [  7.83849043e+00  -5.34577387e+00   0.00000000e+00   0.00000000e+00]]",-2.16892,"[ 1.21880417  1.40064149  0.3596988  -0.09780374 -0.9694272   1.71697189
  0.33463556 -1.19355255  1.73991749 -0.94589275  0.        ]",[ 3.52070689 -0.43923339],[ 3.44417512 -0.80341174],[-0.97817373 -0.82368481],-0.350192369362
3,"[[  0.42849508  -0.14006653  -0.11263953   0.19718586]
 [ 11.64055164  -8.42255841   0.           0.        ]]",-2.27472,"[ 1.13136243  1.38045512  0.62866727 -0.2673566  -0.96942681  1.71697047
  0.38858795 -1.8479338   1.69308198 -0.78854423  0.        ]",[ 3.51687026  0.26115108],[ 3.03682165  0.07961034],[-0.97817373 -0.82368481],-0.333133424636
4,"[[  0.69868622  -0.30369484  -0.11263953   0.19718586]
 [ 15.36619491  -7.94182748   0.           0.        ]]",-2.04377,"[ 0.9324263   1.30629762  0.96145338 -0.46420817 -0.96942641  1.71696904
  0.44145594 -1.74568857  1.58503813 -0.57120398  0.        ]",[ 3.35258651  0.33933946],[ 3.58858259  0.51453862],[-0.97817373 -0.82368481],-0.30451139212
5,"[[  1.04264667  -0.4405219   -0.11263953   0.19718586]
 [ 19.01773067  -5.74811745   0.           0.        ]]",-1.84514,"[ 0.57057555  1.20381202  1.28374424 -0.62145775 -0.96942601  1.71696761
  0.49327231 -1.27912118  1.36648506 -0.30102442  0.        ]",[ 3.09333229 -0.20823017],[ 3.64297063 -0.79197094],[-0.97817373 -0.82368481],-0.258287276416
6,"[[  1.45893515  -0.5858105   -0.11263953   0.19718586]
 [ 22.59926893  -8.77056257   0.           0.        ]]",-1.52093,"[ 0.02824182  1.05688413  1.4737449  -0.77759574 -0.96942562  1.71696618
  0.54409538 -1.92194444  1.01715568 -0.07604208  0.        ]",[ 2.82362723  0.77662838],[ 2.88168437  0.68775991],[-0.97817373 -0.82368481],-0.19494082267
7,"[[  1.94612709  -0.73215382  -0.11263953   0.19718586]
 [ 26.10828071  -5.87328323   0.           0.        ]]",-0.986945,"[-0.63284212  0.87230366  1.38114133 -0.92031891 -0.96942522  1.71696476
  0.59388926 -1.30573962  0.54486592  0.00391134  0.        ]",[ 2.36161852  0.05685222],[ 2.36347085  0.17830626],[-0.97817373 -0.82368481],-0.114413571693
8,"[[  2.50281174  -0.84135787  -0.11263953   0.19718586]
 [ 29.54876551  -5.04971068   0.           0.        ]]",-0.773297,"[-1.23591188  0.71296395  0.89276978 -1.01548019 -0.96942483  1.71696333
  0.64271071 -1.13057865  0.00212011 -0.16926063  0.        ]",[ 1.95229924 -0.08380514],[ 1.82635391 -1.00496832],[-0.97817373 -0.82368481],-0.0358696765246
9,"[[  3.12764262  -0.98105572  -0.11263953   0.19718586]
 [ 32.92325145  -8.90701898   0.           0.        ]]",-0.733392,"[-1.50835723  0.4855461   0.04181553 -1.12108715 -0.96942443  1.7169619
  0.69059559 -1.95096309 -0.40872436 -0.6546865   0.        ]",[ 1.78050494  1.18122494],[ 1.93952656  0.84440749],[-0.97817373 -0.82368481],-0.113797004289
10,"[[  3.8192788   -1.12384639  -0.11263953   0.19718586]
 [ 36.229335    -5.38356644   0.           0.        ]]",-1.07542,"[-1.20301202  0.23004218 -0.89488781 -1.20835746 -0.96942403  1.71696048
  0.7375098  -1.20158217 -0.51047515 -1.35468652  0.        ]",[ 1.81193149  0.57981956],[ 2.34132186  0.57974662],[-0.97817373 -0.82368481],-0.22199094884
11,"[[  4.57638105  -1.20736925  -0.11263953   0.19718586]
 [ 39.47003959  -2.97653147   0.           0.        ]]",-1.628,"[-0.31351353  0.07183185 -1.42652264 -1.24899473 -0.96942364  1.71695905
  0.78349624 -0.68964532 -0.17774024 -2.05311144  0.        ]",[ 2.21447134  0.33780736],[ 2.0341851  0.3664465],[-0.97817373 -0.82368481],-0.321162593963
12,"[[  5.39765271  -1.25169109  -0.11263953   0.19718586]
 [ 42.64649176  -1.46050036   0.           0.        ]]",-1.79066,"[ 0.74882814 -0.01427009 -1.11009945 -1.26730694 -0.96942324  1.71695762
  0.82857089 -0.36721039  0.55954098 -2.3512028   0.        ]",[ 2.78998327  0.33606431],[ 3.12538773  0.49213441],[-0.97817373 -0.82368481],-0.385578152703
13,"[[  6.28181719  -1.26098802  -0.11263953   0.19718586]
 [ 45.75947364   0.52439154   0.           0.        ]]",-1.91083,"[ 1.25634351 -0.03249766  0.01943094 -1.27085651 -0.96942285  1.71695619
  0.87274484  0.05494349  1.32129645 -1.93143346  0.        ]",[ 3.10086632  0.21031713],[ 2.52152336  0.57509978],[-0.97817373 -0.82368481],-0.389635196134
14,"[[  7.22761468  -1.22767379  -0.11263953   0.19718586]
 [ 48.80994822   2.79962919   0.           0.        ]]",-1.59131,"[ 0.68430713  0.03255574  1.20544104 -1.25766569 -0.96942245  1.71695477
  0.91603177  0.5388491   1.50326116 -0.93360681  0.        ]",[ 2.91524029 -0.78324378],[ 3.4286236  -1.57534413],[-0.97817373 -0.82368481],-0.313440552615
15,"[[  8.23383014  -1.21187142  -0.11263953   0.19718586]
 [ 51.80190523  -1.20584648   0.           0.        ]]",-0.909865,"[-0.63864659  0.0631486   1.37870702 -1.25095625 -0.96942205  1.71695334
  0.95848829 -0.31304998  0.79543048 -0.18356885  0.        ]",[ 2.27489567 -0.15419042],[ 2.38815849 -0.36413894],[-0.97817373 -0.82368481],-0.159772811016
16,"[[  9.29929755  -1.25010864  -0.11263953   0.19718586]
 [ 54.7351794   -2.61293784   0.           0.        ]]",-0.640568,"[-1.49762235 -0.01117308  0.20433155 -1.26668978 -0.96942166  1.71695191
  1.00011204 -0.61231518 -0.17668696 -0.48260765  0.        ]",[ 1.70654833  0.26079354],[ 1.94981942  0.21739842],[-0.97817373 -0.82368481],-0.0771650741422
17,"[[ 10.42284626  -1.29308975  -0.11263953   0.19718586]
 [ 57.61006852  -1.68799464   0.           0.        ]]",-1.30581,"[-0.87524221 -0.09584424 -1.20680941 -1.28232943 -0.96942126  1.71695048
  1.04090725 -0.41559472 -0.40610357 -1.59142125  0.        ]",[ 1.93968737  0.29730633],[ 0.93542375 -0.25830415],[-0.97817373 -0.82368481],-0.253598452386
18,"[[ 11.6007624   -1.33663861  -0.11263953   0.19718586]
 [ 60.17310276  -2.66339475   0.           0.        ]]",-1.76413,"[ 0.66040823 -0.18269795 -1.18045798 -1.29593876 -0.96942087  1.71694906
  1.0772771  -0.62304629  0.4366008  -2.31170508  0.        ]",[ 2.73231888  0.72300702],[ 2.26291054  1.30495279],[-0.97817373 -0.82368481],-0.373839277247
19,"[[ 12.83198058  -1.34949742  -0.11263953   0.19718586]
 [ 62.93916345   1.36434444   0.           0.        ]]",-1.83303,"[ 1.20786718 -0.20852438  0.4050573  -1.29952228 -0.96942047  1.71694763
  1.11652792  0.23358844  1.40723524 -1.7129957   0.        ]",[ 3.0786798   0.25466847],[ 2.77967396  0.83638951],[-0.97817373 -0.82368481],-0.373923563975
20,"[[ 14.11795196  -1.28908733  -0.11263953   0.19718586]
 [ 65.64861205   4.66585859   0.           0.        ]]",-1.1327,"[-0.0995119  -0.08791299  1.48260814 -1.28096301 -0.96942007  1.7169462
  1.15497536  0.9357667   1.17243224 -0.43056291  0.        ]",[ 2.50385952 -1.37466347],[ 2.45666274 -1.94680942],[-0.97817373 -0.82368481],-0.231224981876
21,"[[ 15.45758553  -1.23624762  -0.11263953   0.19718586]
 [ 68.30627208   0.63174841   0.           0.        ]]",-0.598422,"[-1.46538588  0.01588435  0.38353232 -1.26117932 -0.96941968  1.71694478
  1.19268786  0.07777671 -0.09162837 -0.39285443  0.        ]",[ 1.79987359 -0.60428154],[ 2.20828843  0.07200282],[-0.97817373 -0.82368481],-0.0631337941346
22,"[[ 16.84984862  -1.22068779  -0.11263953   0.19718586]
 [ 70.91132724   0.92349409   0.           0.        ]]",-1.41273,"[-0.70099366  0.0461025  -1.30763958 -1.25472994 -0.96941928  1.71694335
  1.22965383  0.13982628 -0.35777375 -1.78571265  0.        ]",[ 2.05115771 -0.22656322],[ 1.92377812  0.21439063],[-0.97817373 -0.82368481],-0.282120957358
23,"[[ 18.29369112  -1.19368067  -0.11263953   0.19718586]
 [ 73.46432638   1.77459609   0.           0.        ]]",-1.76598,"[ 1.0482148   0.09814128 -0.74974436 -1.24287063 -0.96941889  1.71694192
  1.26588106  0.32084191  0.9201292  -2.29185719  0.        ]",[ 2.99901199 -0.09952044],[ 2.99782064 -0.05686145],[-0.97817373 -0.82368481],-0.40000123195
24,"[[ 19.78808611  -1.16058448  -0.11263953   0.19718586]
 [ 75.96685388   1.53601717   0.           0.        ]]",-1.55536,"[ 0.69090076  0.16115389  1.20036606 -1.227197   -0.96941849  1.71694049
  1.30139203  0.27009994  1.51599806 -0.89393261  0.        ]",[ 3.00412488 -0.81857371],[ 3.32567114 -0.62200349],[-0.97817373 -0.82368481],-0.312522697075
25,"[[ 21.33204635  -1.15465203  -0.11263953   0.19718586]
 [ 78.42124748  -0.93429455   0.           0.        ]]",-0.626461,"[-1.21893314  0.17235561  0.91643113 -1.22425541 -0.96941809  1.71693907
  1.33621992 -0.25529577  0.22419923 -0.17671053  0.        ]",[ 1.97255385 -0.66287291],[ 1.78704729 -1.01522301],[-0.97817373 -0.82368481],-0.0667612664817
26,"[[ 22.92462944  -1.21263536  -0.11263953   0.19718586]
 [ 80.82946087  -4.85061899   0.           0.        ]]",-1.14649,"[-0.94866673  0.0616739  -1.15313071 -1.25127965 -0.9694177   1.71693764
  1.37039244 -1.08823495 -0.44035517 -1.57857775  0.        ]",[ 1.99025857  0.6366967 ],[ 2.41752953  0.43977114],[-0.97817373 -0.82368481],-0.252780689068
27,"[[ 24.56489835  -1.2909447   -0.11263953   0.19718586]
 [ 83.18941203  -2.9861324    0.           0.        ]]",-1.78039,"[ 1.0393933  -0.0915927  -0.76455855 -1.28159373 -0.9694173   1.71693621
  1.40388004 -0.69168822  0.84743267 -2.2805116   0.        ]",[ 2.99886656  0.81532967],[ 2.6876457   0.50317935],[-0.97817373 -0.82368481],-0.393070363623
28,"[[ 26.25188648  -1.32979331  -0.11263953   0.19718586]
 [ 85.50147806  -0.90533237   0.           0.        ]]",-1.3692,"[ 0.47728599 -0.16898173  1.33633509 -1.29394275 -0.96941691  1.71693479
  1.43668809 -0.24913519  1.42643321 -0.8262482   0.        ]",[ 2.88136768  0.34454483],[ 3.07074953  0.82835346],[-0.97817373 -0.82368481],-0.294236166191
29,"[[ 27.98463702  -1.31450232  -0.11263953   0.19718586]
 [ 87.76561877   2.42359474   0.           0.        ]]",-0.573508,"[-1.45088614 -0.13842589  0.43890924 -1.28929606 -0.96941651  1.71693336
  1.46881601  0.45887454 -0.00920005 -0.36638226  0.        ]",[ 1.87098634 -0.78796959],[ 1.42787217 -0.26509642],[-0.97817373 -0.82368481],-0.0621523635628
30,"[[ 29.76221664  -1.2767205   -0.11263953   0.19718586]
 [ 89.98507846   1.35835357   0.           0.        ]]",-1.53328,"[-0.24056224 -0.06346582 -1.43499784 -1.27662087 -0.96941612  1.71693193
  1.50030983  0.2323146  -0.14890508 -2.04561211  0.        ]",[ 2.29374766 -0.04243556],[ 2.26662911 -0.19217717],[-0.97817373 -0.82368481],-0.319913396714
